first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions
2026-01-06,2026-05-29,94,500000.0,960721.1362925001,0.9214422725850002,4.868655302226691,-0.21321711814288236,0.6170212765957447,0.10305150722498557,-0.060885933330166786,0.9836123252480335,9.574468085106384,182,96,86,18.706302129431787,10435.493707500002,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,10
