strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_cap_skipped
baseline_full_dynamic_factor_industry_cap2,2026-01-06,2026-01-05,30024.36243499999,483925.78,513950.14243500005,1.02790028487,5,0.9415811769352759,0.0,0.0,5.0,5.0,500000.0,10.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-07,2026-01-06,10252.544684999986,514368.64,524621.184685,1.04924236937,8,0.9804572423220844,5.0,485684.73,5.0,3.0,515709.092435,10.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-08,2026-01-07,5328.854684999987,537282.05,542610.9046850001,1.0852218093700001,9,0.9901792340718004,8.0,510072.62,5.0,1.0,520325.16468499997,10.0,2.0
baseline_full_dynamic_factor_industry_cap2,2026-01-09,2026-01-08,154.977184999987,569237.1799999999,569392.1571849999,1.1387843143699998,10,0.9997278199514266,9.0,540148.22,5.0,1.0,545477.074685,10.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-12,2026-01-09,154.977184999987,627913.9,628068.877185,1.25613775437,10,0.9997532481060125,10.0,592535.26,5.0,0.0,592690.237185,10.0,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-13,2026-01-12,154.977184999987,606040.3200000001,606195.297185,1.21239059437,10,0.9997443444617277,10.0,635590.47,5.0,0.0,635745.4471849999,10.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-14,2026-01-13,154.977184999987,597990.9,598145.877185,1.19629175437,10,0.9997409040320911,10.0,592318.36,5.0,0.0,592473.337185,10.0,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-15,2026-01-14,154.977184999987,561572.23,561727.207185,1.1234544143699998,10,0.9997241059663522,10.0,579713.22,5.0,0.0,579868.1971849999,10.0,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-16,2026-01-15,154.977184999987,549572.25,549727.227185,1.09945445437,10,0.9997180834833421,10.0,546546.69,5.0,0.0,546701.6671849999,10.0,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-19,2026-01-16,154.977184999987,557507.87,557662.847185,1.1153256943699998,10,0.9997220951946463,10.0,544357.31,5.0,0.0,544512.287185,10.0,5.0
baseline_full_dynamic_factor_industry_cap2,2026-01-20,2026-01-19,31634.777227500002,533379.0,565013.7772275,1.130027554455,10,0.9440106091169483,5.0,21281.0,5.0,10.0,567446.587185,10.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-21,2026-01-20,3135.7892874999925,584384.82,587520.6092874999,1.1750412185749999,10,0.9946626735506303,7.0,515467.0,5.0,6.0,569591.7772275,10.0,1.0
baseline_full_dynamic_factor_industry_cap2,2026-01-22,2026-01-21,2140.121037499993,588080.0,590220.1210375,1.180440242075,10,0.9963740290084688,9.0,584087.8,5.0,2.0,591174.5892875,10.0,4.0
baseline_full_dynamic_factor_industry_cap2,2026-01-23,2026-01-22,7196.326037499993,605527.76,612724.0860375,1.225448172075,9,0.9882551931587369,9.0,595452.24,5.0,1.0,602652.3610375,10.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-26,2026-01-23,219.09703749999244,606464.22,606683.3170375,1.213366634075,10,0.9996388609487897,9.0,616475.78,5.0,1.0,623672.1060375,10.0,3.0
