strategy,signal_date,desired_role,active_role,selected_strategy,reason,switch_reason,switch_blocked,weekly_switch_allowed,current_role_days_before,market_state,industry_state,market_amount_ratio_20,index_bucket,market_bs_ratio,market_avg_score,market_liquidity_bucket,avg_vol_20,data_cutoff_date,completed_history_rule,attack_short_count,attack_short_avg_ret,industry_concentration_high,attack_drawdown_expanded,recent_champion_role,recent_champion_strategy,champion_score,champion_eligible,champion_reason,avg_s_liquidity,avg_relative_amount,avg_amount_ratio_5_20,avg_low_impact_cost,avg_amount_stability,median_hist_mdd_20,top_industry,top_industry_weight,industry_count,attack_count,attack_avg_ret,attack_win_rate,attack_max_drawdown,attack_total_return,recent_champion_count,recent_champion_avg_ret,recent_champion_win_rate,recent_champion_max_drawdown,recent_champion_total_return,balanced_count,balanced_avg_ret,balanced_win_rate,balanced_max_drawdown,balanced_total_return,robust_count,robust_avg_ret,robust_win_rate,robust_max_drawdown,robust_total_return,defensive_count,defensive_avg_ret,defensive_win_rate,defensive_max_drawdown,defensive_total_return,fallback_count,fallback_avg_ret,fallback_win_rate,fallback_max_drawdown,fallback_total_return,current_role_days_after,market_style_state,risk_governor_primary_strategy,risk_decision,target_position_ratio,adaptive_target_position_ratio,fallback_strategy,allow_new_buys,risk_governor_reasons,risk_governor_version,recovery_status,governed_nav_ret_10d,governed_nav_drawdown_20d,recovery_streak,champion_score_floor,recovery_position,nav_ret_10d_kill,nav_dd_20d_kill,max_recovery_streak,pattern_top5_high_risk_count,pattern_top5_bullish_count,pattern_top5_bearish_count,champion_recent_total_return,champion_recent_max_drawdown,champion_recent_win_rate,champion_long_total_return,champion_long_max_drawdown,adaptive_position_scale,adaptive_position_reason,style_reason,strategy_source,route_reason,risk_veto_reason,adaptive_version,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,dual_intersection_count,dual_union_count,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,ashare_industry_concentration_triggered,ashare_available,ashare_candidate_count,ashare_risk_veto_ratio,ashare_market_regime,ashare_governance_hint,ashare_route_cache_hit,ashare_weekly_unconfirmed_count
production_governed_vol_position,2023-12-15,defensive,defensive,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,0,1,10,index_weak,normal,0.8845233319761607,index_weak,0.0,38.80553046953047,normal_liquidity,0.01935133754123029,2023-12-15,exit_date < signal_date,1,-0.05784780122696973,0,0,robust,baseline_full_liquidity_detail_vol_position,-0.04328286354242272,1,configured_default_recent_champion_until_constraints_select_another,15.002997002997002,50.01000200040008,50.01000200040008,49.99000999000999,50.01000200040008,-0.06551014513683295,,,0,1,-0.05784780122696973,0.0,0.0,-0.05784780122696975,1,-0.043282863542422674,0.0,0.0,-0.04328286354242272,1,-0.036596185677096355,0.0,0.0,-0.03659618567709633,1,-0.043282863542422674,0.0,0.0,-0.04328286354242272,1,0.017562420108101714,1.0,0.0,0.017562420108101717,1,0.017562420108101714,1.0,0.0,0.017562420108101717,11,defensive,baseline_full_liquidity_detail_vol_position,reduce_position,0.45,0.45,,1.0,negative_recent_champion,v1,,-0.03384642215016209,-0.0413980235388387,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-18,defensive,defensive,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,0,1,11,index_weak,normal,0.8484916997083692,index_weak,0.0,38.15123676323677,normal_liquidity,0.01928553968301508,2023-12-18,exit_date < signal_date,2,-0.0451256077153392,0,0,robust,baseline_full_liquidity_detail_vol_position,-0.09186923179813666,1,configured_default_recent_champion_until_constraints_select_another,15.002991008991009,50.01000200040007,50.01000200040008,49.99000999000999,50.01000400160064,-0.07445292482380006,,,0,2,-0.0451256077153392,0.0,-0.032403414203708625,-0.08837674916674709,2,-0.047033664440741016,0.0,-0.05078446533905934,-0.09186923179813666,2,-0.04665339598240434,0.0,-0.056710606287712295,-0.09123140008724284,2,-0.047033664440741016,0.0,-0.05078446533905934,-0.09186923179813666,2,-0.005213404269086565,0.5,-0.027989228646274844,-0.0109183671301607,2,-0.005213404269086565,0.5,-0.027989228646274844,-0.0109183671301607,12,defensive,baseline_full_liquidity_detail_vol_position,reduce_position,0.45,0.45,,1.0,negative_recent_champion,v1,,-0.024829483757981552,-0.0413980235388387,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-19,defensive,defensive,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,0,1,12,index_weak,normal,0.8050207740587381,index_weak,0.0,37.8038024790084,normal_liquidity,0.01924645150872766,2023-12-19,exit_date < signal_date,2,-0.0451256077153392,0,0,robust,baseline_full_liquidity_detail_vol_position,-0.09186923179813666,1,configured_default_recent_champion_until_constraints_select_another,15.002992802878849,50.010006003602165,50.010006003602165,49.99000399840064,50.01000800640512,-0.0697329578691045,,,0,2,-0.0451256077153392,0.0,-0.032403414203708625,-0.08837674916674709,2,-0.047033664440741016,0.0,-0.05078446533905934,-0.09186923179813666,2,-0.04665339598240434,0.0,-0.056710606287712295,-0.09123140008724284,2,-0.047033664440741016,0.0,-0.05078446533905934,-0.09186923179813666,2,-0.005213404269086565,0.5,-0.027989228646274844,-0.0109183671301607,2,-0.005213404269086565,0.5,-0.027989228646274844,-0.0109183671301607,13,defensive,baseline_full_liquidity_detail_vol_position,reduce_position,0.45,0.45,,1.0,negative_recent_champion,v1,,-0.010957138663520105,-0.0413980235388387,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-20,defensive,defensive,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,0,1,13,index_weak,normal,0.8451487828221539,index_weak,0.0,36.99967432567433,normal_liquidity,0.019198405596518305,2023-12-20,exit_date < signal_date,3,-0.031633256840792656,0,0,robust,baseline_full_liquidity_detail_vol_position,-0.11300709519122099,1,configured_default_recent_champion_until_constraints_select_another,15.003004995004993,50.01000200040008,50.01000200040008,49.99000999000999,50.01000200040008,-0.07928393805499356,,,0,3,-0.031633256840792656,0.0,-0.03690134023932312,-0.09261448007111972,3,-0.03911452064108995,0.0,-0.0728786273307126,-0.11300709519122099,3,-0.03713167060710732,0.0,-0.07377303222949738,-0.10766940632116062,3,-0.03911452064108995,0.0,-0.0728786273307126,-0.11300709519122099,3,0.008267166245011883,0.6666666666666666,-0.027989228646274844,0.023925304550864945,3,0.008267166245011883,0.6666666666666666,-0.027989228646274844,0.023925304550864945,14,defensive,baseline_full_liquidity_detail_vol_position,reduce_position,0.45,0.45,,1.0,negative_recent_champion,v1,,-0.025159418239912523,-0.0413980235388387,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-21,defensive,defensive,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,0,1,14,index_weak,normal,0.9407524168690873,index_weak,0.0,38.16238761238761,normal_liquidity,0.0190490313411092,2023-12-21,exit_date < signal_date,4,-0.049792167830598526,0,0,robust,baseline_full_liquidity_detail_vol_position,-0.13073021817464248,1,configured_default_recent_champion_until_constraints_select_another,15.002999000998999,50.01000200040008,50.010002000400085,49.99000999000999,50.01000400160064,-0.07037160042806012,,,0,4,-0.049792167830598526,0.0,-0.13732257885453758,-0.18722657083595518,4,-0.034331173669481276,0.0,-0.09140356255769577,-0.13073021817464248,4,-0.034767501297824834,0.0,-0.09940635742164028,-0.13236464958505045,4,-0.034331173669481276,0.0,-0.09140356255769577,-0.13073021817464248,4,0.006679158181360023,0.75,-0.027989228646274844,0.025886258705245524,4,0.006679158181360023,0.75,-0.027989228646274844,0.025886258705245524,15,defensive,baseline_full_liquidity_detail_vol_position,reduce_position,0.45,0.45,,1.0,negative_recent_champion,v1,,-0.014742819926437889,-0.0413980235388387,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-22,defensive,defensive,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,0,1,15,index_weak,normal,0.9898013800830431,index_weak,0.0,37.04914285714286,normal_liquidity,0.01917689441901505,2023-12-22,exit_date < signal_date,5,-0.047375224828104114,0,0,robust,baseline_full_liquidity_detail_vol_position,-0.13523258713307362,1,configured_default_recent_champion_until_constraints_select_another,15.002991008991009,50.01000400160064,50.01000400160064,49.99000999000999,50.01000400160064,-0.08092626167928751,,,0,5,-0.047375224828104114,0.0,-0.16985194700964323,-0.2178741865679853,5,-0.028500835742897645,0.0,-0.09610962330110628,-0.13523258713307362,5,-0.03050040495032158,0.0,-0.1115031488446423,-0.1440187445830392,5,-0.028500835742897645,0.0,-0.09610962330110628,-0.13523258713307362,5,0.006327937173386006,0.8,-0.027989228646274844,0.03093675127397577,5,0.006327937173386006,0.8,-0.027989228646274844,0.03093675127397577,16,defensive,baseline_full_liquidity_detail_vol_position,reduce_position,0.45,0.45,,1.0,negative_recent_champion,v1,,-0.029234849591783907,-0.043032925383206466,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-25,defensive,defensive,baseline_full_liquidity_detail_vol_position,defensive_low_liquidity_weak_index,defensive_low_liquidity_weak_index,0,1,16,index_weak,normal,0.7904649094088635,index_weak,0.0,36.11576108669596,low_liquidity,0.019076638687107562,2023-12-25,exit_date < signal_date,6,-0.0488108699643283,0,0,robust,baseline_full_liquidity_detail_vol_position,-0.15880824094754575,1,configured_default_recent_champion_until_constraints_select_another,15.0029984019177,50.01,50.01,49.99001198561726,50.01000200040008,-0.08510069765384515,,,0,6,-0.0488108699643283,0.0,-0.21633118574840382,-0.2616647035430052,6,-0.02829443338940081,0.0,-0.1207518638506645,-0.15880824094754575,6,-0.030882134620343085,0.0,-0.14063765626080638,-0.17208704015619058,6,-0.02829443338940081,0.0,-0.1207518638506645,-0.15880824094754575,6,-0.007995030487967231,0.6666666666666666,-0.07960986879473342,-0.05113598823061416,6,-0.007995030487967231,0.6666666666666666,-0.07960986879473342,-0.05113598823061416,17,defensive,baseline_full_liquidity_detail_vol_position,reduce_position,0.45,0.45,,1.0,low_liquidity|negative_recent_champion,v1,,-0.03283171386645867,-0.046144684326742125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-26,defensive,defensive,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,0,1,17,index_weak,normal,0.8044682114278866,index_weak,0.0,35.35878594249201,normal_liquidity,0.019057727447619983,2023-12-26,exit_date < signal_date,7,-0.07036524373907883,1,0,robust,baseline_full_liquidity_detail_vol_position,-0.17605576899043485,1,configured_default_recent_champion_until_constraints_select_another,15.00300519169329,50.00999600159936,50.00999600159936,49.990015974440894,50.00999800039992,-0.09399117701219473,,,0,7,-0.07036524373907883,0.0,-0.37282317610189897,-0.4091039763449186,7,-0.027181468856673784,0.0,-0.13877968773469285,-0.17605576899043485,7,-0.03118782771227908,0.0,-0.16901550777147067,-0.1994263705438536,7,-0.027181468856673784,0.0,-0.13877968773469285,-0.17605576899043485,7,-0.01680001698703237,0.5714285714285714,-0.14369657470848973,-0.11720532862519284,7,-0.01680001698703237,0.5714285714285714,-0.14369657470848973,-0.11720532862519284,18,defensive,baseline_full_liquidity_detail_vol_position,reduce_position,0.45,0.45,,1.0,negative_recent_champion,v1,,-0.026364676962728817,-0.04655706124854708,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-27,defensive,defensive,baseline_full_liquidity_detail_vol_position,defensive_weak_market_or_attack_industry_risk,defensive_weak_market_or_attack_industry_risk,0,1,18,index_weak,normal,0.8438093290787009,index_weak,0.0,36.20633133732535,normal_liquidity,0.019325099849987072,2023-12-27,exit_date < signal_date,8,-0.07253771026480062,0,0,robust,baseline_full_liquidity_detail_vol_position,-0.18757382345172713,1,configured_default_recent_champion_until_constraints_select_another,15.002988023952096,50.00999400359784,50.00999400359784,49.99001996007984,50.00999400359784,-0.08252238224990271,,,0,8,-0.07253771026480062,0.0,-0.4278547914280073,-0.46095213372644306,8,-0.025531181193969712,0.0,-0.15081883078165448,-0.18757382345172713,8,-0.030381128632311988,0.0,-0.1895692735438883,-0.2192279468877002,8,-0.025531181193969712,0.0,-0.15081883078165448,-0.18757382345172713,8,-0.027421758673784376,0.5,-0.2308459571108601,-0.20705082979462586,8,-0.027421758673784376,0.5,-0.2308459571108601,-0.20705082979462586,19,defensive,baseline_full_liquidity_detail_vol_position,reduce_position,0.45,0.45,,1.0,negative_recent_champion,v1,,-0.005795676280831219,-0.04655706124854708,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2023-12-28,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,19,index_neutral,normal,1.157771394984736,index_neutral,0.0,38.513204872204476,normal_liquidity,0.020402048314481492,2023-12-28,exit_date < signal_date,9,-0.07946873742430947,0,0,robust,baseline_full_liquidity_detail_vol_position,-0.20036894364373614,1,configured_default_recent_champion_until_constraints_select_another,15.002997204472843,50.00999800039992,50.00999800039992,49.9900159744409,50.00999999999999,-0.06197982227065213,,,0,9,-0.07946873742430947,0.0,-0.5050468806149545,-0.5336788302818092,9,-0.02444430230678632,0.0,-0.16419281532152108,-0.20036894364373614,9,-0.03168948664161144,0.0,-0.2237340754794005,-0.2521424473879592,9,-0.02444430230678632,0.0,-0.16419281532152108,-0.20036894364373614,9,-0.0352299666381711,0.4444444444444444,-0.30598894616967676,-0.28451849881593827,9,-0.0352299666381711,0.4444444444444444,-0.30598894616967676,-0.28451849881593827,1,recent_champion,baseline_full_liquidity_detail_vol_position,reduce_position,0.45,0.45,,1.0,negative_recent_champion,v1,,-0.0011393364487303215,-0.039046101332858796,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
