first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,adaptive_switch_count,adaptive_attack_days,adaptive_recent_champion_days,adaptive_balanced_days,adaptive_robust_days,adaptive_defensive_days,adaptive_fallback_days,dual_attack_days,dual_neutral_days,dual_defensive_days,dual_freeze_days,adaptive_avg_target_position_ratio,adaptive_min_target_position_ratio,adaptive_max_target_position_ratio,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,risk_profile,risk_profile_description,market_gate,hard_stop_loss_pct,execution_safe_uplift_recovery_days,execution_safe_uplift_fallback_days,execution_safe_uplift_incremental_hard_block_days,execution_safe_uplift_preflight_unknown_days,execution_safe_uplift_warning_only_days
2025-09-02,2026-07-10,205,500000.0,709994.1829650003,0.41998836593000055,0.5421140734537615,-0.13123225966172825,0.5170731707317073,0.06076081799720101,-0.08104037872950298,0.6101793344533525,4.88780487804878,207,105,102,0,24.993152240029993,10675.417035,27,12,114,0,0,79,0,0,0,0,0,0.6148780487804879,0.45,0.7999999999999999,production_governed_vol_position_v1_2b_dynamic_score,adaptive,adaptive,5,10,0.00075,0.0,100,500.0,5,0.7,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0,,,,,
2025-09-02,2026-07-10,205,500000.0,709994.1829650003,0.41998836593000055,0.5421140734537615,-0.13123225966172825,0.5170731707317073,0.06076081799720101,-0.08104037872950298,0.6101793344533525,4.88780487804878,207,105,102,0,24.993152240029993,10675.417035,27,12,114,0,0,79,0,0,0,0,0,0.6148780487804879,0.45,0.7999999999999999,production_governed_vol_position_v1_2b_execution_safe_uplift,adaptive,adaptive,5,10,0.00075,0.0,100,500.0,5,0.7,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0,205.0,0.0,0.0,0.0,0.0
2025-09-02,2026-07-10,205,500000.0,601230.359295,0.20246071859000003,0.2557729076162947,-0.14502457957036408,0.5414634146341464,0.08023219856884567,-0.06289358553783675,0.39100289189897186,4.6,186,95,91,0,15.903719887999864,6582.360705000001,27,12,114,0,0,79,0,0,0,0,0,0.41829268292682925,0.315,0.5599999999999999,adaptive_market_style,adaptive,adaptive,5,10,0.00075,0.0,100,500.0,5,0.7,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0,,,,,
