signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,locked,skipped_by_position_cap
2026-01-05,2026-01-06,baseline_full_dynamic_factor_industry_cap2,1,300058,蓝色光标,广告包装,99.33604074002449,0.3333333333333333,0.3333333333333333,0,0
2026-01-05,2026-01-06,baseline_full_dynamic_factor_industry_cap2,2,603667,五洲新春,机械基件,99.20711661187391,0.3333333333333333,0.3333333333333333,0,0
2026-01-05,2026-01-06,baseline_full_dynamic_factor_industry_cap2,3,601698,中国卫通,电信运营,99.1619931670212,0.3333333333333333,0.3333333333333333,0,0
2026-01-06,2026-01-07,baseline_full_dynamic_factor_industry_cap2,1,300223,北京君正,半导体,98.94806366389587,0.3333333333333333,0.0,0,1
2026-01-06,2026-01-07,baseline_full_dynamic_factor_industry_cap2,2,601698,中国卫通,电信运营,98.67420581223017,0.3333333333333333,0.0,1,0
2026-01-06,2026-01-07,baseline_full_dynamic_factor_industry_cap2,3,002465,海格通信,通信设备,98.53244410077967,0.3333333333333333,0.0,0,1
2026-01-07,2026-01-08,baseline_full_dynamic_factor_industry_cap2,1,002151,北斗星通,通信设备,98.98692178842931,0.3333333333333333,0.0,0,1
2026-01-07,2026-01-08,baseline_full_dynamic_factor_industry_cap2,2,002413,雷科防务,通信设备,98.70989563200618,0.3333333333333333,0.0,0,1
2026-01-07,2026-01-08,baseline_full_dynamic_factor_industry_cap2,3,300604,长川科技,半导体,98.58587810849117,0.3333333333333333,0.0,0,1
2026-01-08,2026-01-09,baseline_full_dynamic_factor_industry_cap2,1,002413,雷科防务,通信设备,99.02538823377793,0.3333333333333333,0.0,0,1
2026-01-08,2026-01-09,baseline_full_dynamic_factor_industry_cap2,2,002195,岩山科技,软件服务,98.60976867066177,0.3333333333333333,0.0,0,1
2026-01-08,2026-01-09,baseline_full_dynamic_factor_industry_cap2,3,600435,北方导航,专用机械,98.11199175204587,0.3333333333333333,0.0,0,1
2026-01-09,2026-01-12,baseline_full_dynamic_factor_industry_cap2,1,002792,通宇通讯,通信设备,98.79640371229698,0.3333333333333333,0.0,0,1
2026-01-09,2026-01-12,baseline_full_dynamic_factor_industry_cap2,2,002202,金风科技,电气设备,98.7174529517917,0.3333333333333333,0.0,0,1
