strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_cap_skipped
baseline_full_dynamic_factor_industry_cap2,2026-01-06,2026-01-05,5979.762500000012,514373.0,520352.7625,1.0407055250000001,3,0.9885082526106508,0.0,0.0,3.0,3.0,500000.0,3.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-07,2026-01-06,5979.762500000012,520647.0,526626.7625,1.053253525,3,0.9886451602428771,3.0,514158.0,3.0,0.0,520137.7625,3.0,2.0
baseline_full_dynamic_factor_industry_cap2,2026-01-08,2026-01-07,5979.762500000012,533373.0,539352.7625,1.078705525,3,0.9889130770883927,3.0,514318.0,3.0,0.0,520297.7625,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-09,2026-01-08,5979.762500000012,582256.0,588235.7625,1.176471525,3,0.9898344118443496,3.0,534203.0,3.0,0.0,540182.7625,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-12,2026-01-09,5979.762500000012,649132.0,655111.7625,1.3102235249999998,3,0.9908721490861646,3.0,608177.0,3.0,0.0,614156.7625,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-13,2026-01-12,5979.762500000012,635009.0,640988.7625,1.2819775249999998,3,0.9906710337999101,3.0,668287.0,3.0,0.0,674266.7625,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-14,2026-01-13,5979.762500000012,611198.0,617177.7625,1.234355525,3,0.9903111180225002,3.0,605144.0,3.0,0.0,611123.7625,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-15,2026-01-14,5979.762500000012,547834.0,553813.7625,1.1076275249999998,3,0.9892025751165764,3.0,585178.0,3.0,0.0,591157.7625,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-16,2026-01-15,5979.762500000012,541792.0,547771.7625,1.0955435249999999,3,0.9890834779932638,3.0,538175.0,3.0,0.0,544154.7625,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-19,2026-01-16,5979.762500000012,565681.0,571660.7625,1.143321525,3,0.9895396660182708,3.0,539650.0,3.0,0.0,545629.7625,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-20,2026-01-19,29352.435250000068,541756.0,571108.4352500001,1.1422168705000002,3,0.9486044445532463,0.0,0.0,3.0,6.0,579638.7625,3.0,0.0
baseline_full_dynamic_factor_industry_cap2,2026-01-21,2026-01-20,29352.435250000068,547111.0,576463.4352500001,1.1529268705000002,3,0.9490818784763503,3.0,534872.0,3.0,0.0,564224.4352500001,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-22,2026-01-21,29352.435250000068,552042.0,581394.4352500001,1.1627888705000002,3,0.949513732037393,3.0,548427.0,3.0,0.0,577779.4352500001,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-23,2026-01-22,29352.435250000068,585854.0,615206.4352500001,1.2304128705000001,3,0.9522884781950107,3.0,573428.0,3.0,0.0,602780.4352500001,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-26,2026-01-23,29352.435250000068,595520.0,624872.4352500001,1.2497448705000003,3,0.9530265161428401,3.0,604412.0,3.0,0.0,633764.4352500001,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-27,2026-01-26,29352.435250000068,617745.0,647097.4352500001,1.2941948705000001,3,0.9546398522833581,3.0,585057.0,3.0,0.0,614409.4352500001,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-28,2026-01-27,29352.435250000068,603435.0,632787.4352500001,1.2655748705000003,3,0.9536140675132028,3.0,603972.0,3.0,0.0,633324.4352500001,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-29,2026-01-28,29352.435250000068,569512.0,598864.4352500001,1.1977288705000002,3,0.9509865112665328,3.0,601167.0,3.0,0.0,630519.4352500001,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-01-30,2026-01-29,29352.435250000068,555882.0,585234.4352500001,1.1704688705000001,3,0.9498449963261965,3.0,567476.0,3.0,0.0,596828.4352500001,3.0,3.0
baseline_full_dynamic_factor_industry_cap2,2026-02-02,2026-01-30,29352.435250000068,546810.0,576162.4352500001,1.1523248705000002,3,0.9490552777234359,3.0,565857.0,3.0,0.0,595209.4352500001,3.0,3.0
