first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions
2026-01-06,2026-05-29,94,500000.0,839830.0112475003,0.6796600224950007,3.0764047899354887,-0.18362820496399712,0.5851063829787234,0.11368910947504651,-0.10266734132372435,0.9769726628533578,3.0,57,30,27,18.56970625106588,10383.7587525,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,3,10,0.00075,0.0,100,500.0,3
