asof_date,asof_date_key,symbol,ts_code,name,score,base_score,penalty,s_trend,s_breakout,s_volume,s_rs,s_contraction,s_liquidity,opt_score,opt_momentum,opt_value,opt_quality,opt_technical,opt_capital,opt_chip,opt_size,claude_score,industry,fund_pe_ttm,fund_pb,fund_roe,fund_netprofit_yoy,score_momentum,score_value,score_quality,score_technical,score_capital,score_chip,bs_score,bs_entry_score,bs_score_label,bs_score_v2,bs_score_v2_label,bs_research_score,bs_research_label,bs_research_reason,bs_gate_score,bs_gate_pass,bs_gate_label,bs_gate_reason,bs_model_prob,bs_model_expected_mdd,bs_model_risk_score,bs_model_rank_score,bs_model_version,bs_consensus_score,bs_consensus_label,bs_consensus_reason,dynamic_trade_threshold,dynamic_watch_threshold,bs_threshold_version,bs_threshold_reason,close_price,buy_point_close,price_change_ratio,is_limit_up,pool_type,pool_type_shadow,pool_type_shadow_reason,is_self_selected,score_opt_gap,score_claude_gap,opt_claude_gap,score_dispersion,rs_liquidity_combo,breakout_volume_combo,overextended_flag,pullback_flag,market_hs300_pct_chg,market_hs300_ret_5,market_hs300_ret_20,market_scored_count,market_bs_count,market_bs_ratio,market_limit_up_rate,market_avg_score,market_avg_v2,market_avg_research_score,market_avg_price_change,market_regime,event_seq_for_symbol,total_b_points,total_s_points,buy_points_count,sell_points_count,p_signal,expected_mdd,risk_score,model_rank_score
2026-05-08,20260508,300503,300503.SZ,昊志机电,73.34,73.34,0.0,100.0,87.9,86.89,89.2,37.29,27.75,7.7,,,,,,,,54.8215,,,,,,,,,,,,70.27,46.92,可交易,62.49,观察,57.57,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,72.0,0,过滤,买点后涨幅偏高,0.135997,0.05328,100.0,38.7823,20260510_213038,31.16,回避,V2观察以上；交易门禁过滤,,,,,68.49,52.03,31.64,0,WATCH,,,1,-3.6599999999999966,18.518500000000003,22.1785,11.889885789330918,49.75238687741524,87.54650000000001,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2750977113953216,0.0532798106950228,100.0,47.128362683719295
2026-05-08,20260508,300671,300671.SZ,富满微,75.94,75.94,0.0,100.0,99.2,93.96,92.88,29.64,25.87,8.9,,,,,,,,45.9294,,,,,,,,,,,,73.04,45.79,可交易,63.8,观察,59.17,普通观察,强势流动性较好；相对强弱靠前；买点后涨幅偏高,72.0,0,过滤,买点后涨幅偏高,0.136437,0.061511,100.0,39.1362,20260510_213038,34.16,回避,研究建议通过；V2观察以上；模型回撤风险低,,,,,53.8,40.7,32.19,0,TRADE,,,1,-13.060000000000002,30.010599999999997,43.0706,22.08421871201243,49.018421027201605,97.366,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.26643001958209767,0.06151065064919661,100.0,46.935801174925864
2026-05-08,20260508,600143,600143.SH,金发科技,76.96,76.96,0.0,100.0,90.19,93.59,67.0,89.66,26.22,7.8,,,,,,,,54.7996,,,,,,,,,,,,72.38,91.75,可交易,68.24,观察,60.22,普通观察,V2评分较好；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.183708,-0.020401,93.1996,42.0624,20260510_213038,49.18,谨慎观察,研究建议通过；V2观察以上；模型回撤风险低,,,,,18.07,17.15,5.36,0,TRADE,,,1,-1.0400000000000065,22.160399999999996,23.2004,13.104855895939236,41.91348231774592,91.38,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.26387436993542973,-0.02040113066785086,93.19962311071637,46.87240566273324
2026-05-08,20260508,600206,600206.SH,有研新材,77.0,77.0,0.0,100.0,93.46,68.91,96.2,87.62,28.62,7.45,,,,,,,,54.8544,,,,,,,,,,,,64.72,40.0,观察,61.18,观察,58.36,普通观察,强势流动性较好；相对强弱靠前；买点后涨幅偏高,72.0,0,过滤,买点后涨幅偏高,0.130114,0.1,100.0,38.1018,20260510_213038,33.05,回避,研究建议通过；V2观察以上；模型回撤风险低,,,,,30.4,21.36,42.32,0,TRADE,,,1,2.5,22.1456,19.6456,12.128665760090843,52.47136361864441,84.86749999999999,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.27421632766298437,0.1,100.0,46.74797965977906
2026-05-08,20260508,688017,688017.SH,绿的谐波,74.86,74.86,0.0,100.0,99.2,95.83,93.98,19.78,27.88,7.85,,,,,,,,53.6235,,,,,,,,,,,,72.42,51.8,可交易,64.37,观察,60.24,普通观察,强势流动性较好；相对强弱靠前；买点后涨幅偏高,72.0,0,过滤,买点后涨幅偏高,0.142588,-0.026475,91.1751,38.3241,20260510_213038,34.97,回避,研究建议通过；V2观察以上；模型回撤风险低,,,,,262.99,203.45,29.27,0,WATCH,,,1,-3.640000000000001,21.2365,24.8765,13.435517509571412,51.18752191696723,98.0205,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.27386352264558217,-0.02647472599984023,91.17509133338659,46.20057505874293
2026-05-08,20260508,002153,002153.SZ,石基信息,77.56,77.56,0.0,100.0,96.05,92.42,70.05,84.02,18.69,7.4,,,,,,,,39.8979,,,,,,,,,,,,68.85,97.33,可交易,65.35,观察,52.21,回避,V2评分较好；相对强弱靠前；流动性偏弱,95.88,0,观察,流动性低于门槛；买点后涨幅偏高,0.17479,-0.000416,99.8614,41.8041,20260510_213038,38.68,回避,V2观察以上；交易门禁观察,,,,,10.7,9.81,9.07,0,TRADE,,,1,3.5600000000000023,37.6621,34.1021,20.792869774756923,36.1833456164573,94.7795,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.24598826657043207,-0.0004156761453325275,99.86144128488917,46.0760121869593
2026-05-08,20260508,603010,603010.SH,万盛股份,72.07,72.07,0.0,100.0,99.2,93.5,87.66,4.74,17.43,9.05,,,,,,,,53.406,,,,,,,,,,,,74.62,51.94,可交易,60.25,观察,44.74,回避,V2评分较好；相对强弱靠前；流动性偏弱,66.86,0,过滤,流动性低于门槛；买点后涨幅偏高,0.138487,0.077267,100.0,38.3717,20260510_213038,21.03,回避,V2观察以上；交易门禁过滤,,,,,15.0,11.61,29.2,0,WATCH,,,1,-18.430000000000007,18.66399999999999,37.094,18.547123011399908,39.0885379619141,97.205,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.25793072264676925,0.07726707962925872,100.0,45.53834335880616
2026-05-08,20260508,002903,002903.SZ,宇环数控,76.0,76.0,0.0,100.0,94.53,94.6,98.55,37.83,22.87,7.75,,,,,,,,48.6638,,,,,,,,,,,,64.32,40.0,观察,58.36,观察,55.17,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,72.0,0,过滤,买点后涨幅偏高,0.125349,0.1,100.0,37.1109,20260510_213038,28.89,回避,V2观察以上；交易门禁过滤,,,,,46.34,29.85,55.24,0,TRADE,,,1,-1.5,27.3362,28.8362,16.232910300169014,47.47460900312924,94.5545,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2648138967679343,0.1,100.0,45.47883380607606
2026-05-08,20260508,601061,601061.SH,中信金属,56.75,56.75,0.0,100.0,43.85,29.12,88.19,69.35,20.59,7.65,,,,,,,,57.0331,,,,,,,,,,,,68.29,71.52,可交易,58.99,观察,47.74,回避,V2评分较好；相对强弱靠前；买点后涨幅偏高,83.63,0,过滤,买点后涨幅偏高,0.146017,0.010217,100.0,38.5085,20260510_213038,22.39,回避,V2观察以上；交易门禁过滤,,,,,14.65,12.24,19.69,0,,,,1,-19.75,-0.2830999999999974,19.466900000000003,11.32182877763129,42.61258147542812,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2618443608107259,0.01021682272285987,100.0,45.458161648643554
2026-05-08,20260508,600546,600546.SH,山煤国际,50.95,50.95,0.0,100.0,43.85,29.12,78.48,22.02,23.09,7.4,,,,,,,,61.8911,,,,,,,,,,,,67.9,86.25,可交易,55.58,剔除,45.85,回避,V2评分较好；相对强弱靠前；买点后涨幅偏高,92.3,0,观察,买点后涨幅偏高,0.159336,-0.001632,99.4561,38.3736,20260510_213038,29.33,回避,交易门禁观察,,,,,13.45,11.85,13.5,0,,,,1,-23.049999999999997,-10.9411,12.108899999999998,11.529929375470315,42.56880548006956,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2690352190214994,-0.0016315621738342695,99.45614594205524,44.95553503259825
2026-05-08,20260508,300056,300056.SZ,中创环保,68.77,68.77,0.0,100.0,94.0,29.12,95.45,68.78,19.22,9.2,,,,,,,,39.1247,,,,,,,,,,,,71.04,43.27,可交易,59.81,观察,45.29,回避,V2评分较好；相对强弱靠前；流动性偏弱,70.44,0,过滤,流动性低于门槛；买点后涨幅偏高,0.134627,0.081782,100.0,38.0301,20260510_213038,21.05,回避,V2观察以上；交易门禁过滤,,,,,12.26,9.19,33.41,0,WATCH,,,1,-23.230000000000004,29.6453,52.8753,26.502434046014216,42.831635504612706,71.292,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2483487861631003,0.0817819459257074,100.0,44.853427169786016
2026-05-08,20260508,601778,601778.SH,晶科科技,53.57,53.57,0.0,100.0,43.85,29.12,96.38,20.22,29.52,8.05,,,,,,,,56.9778,,,,,,,,,,,,69.64,65.63,可交易,55.82,剔除,50.75,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,79.63,0,过滤,买点后涨幅偏高,0.141606,0.017589,100.0,37.4513,20260510_213038,26.96,回避,交易门禁过滤,,,,,7.39,6.03,22.55,0,,,,1,-26.93,-3.4078000000000017,23.5222,14.663627868982491,53.33983127082425,38.694500000000005,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.259695708439892,0.017589277795695052,100.0,44.53674250639352
2026-05-08,20260508,600336,600336.SH,澳柯玛,72.26,72.26,0.0,100.0,96.22,89.09,77.4,36.49,7.74,7.85,,,,,,,,44.1668,,,,,,,,,,,,69.35,75.0,可交易,57.8,剔除,43.98,回避,V2评分较好；相对强弱靠前；流动性偏弱,75.48,0,过滤,流动性低于门槛,0.21523,-0.001624,99.4588,42.2826,20260510_213038,22.88,回避,交易门禁过滤,,,,,8.18,8.18,0.0,0,WATCH,,,1,-6.239999999999995,28.093200000000003,34.3332,18.289040928381127,24.476029089703257,93.7245,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.24948270326373242,-0.0016235929133241317,99.45880236222528,44.33778255015774
2026-05-08,20260508,001337,001337.SZ,四川黄金,53.47,53.47,0.0,100.0,43.85,29.12,86.25,34.34,25.11,8.25,,,,,,,,56.0934,,,,,,,,,,,,69.93,80.03,可交易,57.98,剔除,49.56,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,88.81,0,观察,买点后涨幅偏高,0.154023,-0.022217,92.5944,37.6255,20260510_213038,31.29,回避,交易门禁观察,,,,,59.19,51.03,15.99,0,,,,1,-29.03,-2.6234000000000037,26.406599999999997,16.056834739553537,46.537484891214305,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2656242754336665,-0.022216798163528853,92.59440061215705,44.321616617843546
2026-05-08,20260508,002943,002943.SZ,宇晶股份,66.09,66.09,0.0,100.0,95.43,29.12,98.38,31.14,26.9,8.55,,,,,,,,44.5287,,,,,,,,,,,,64.22,40.0,观察,54.62,剔除,54.59,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,72.0,0,过滤,买点后涨幅偏高,0.130188,0.093118,100.0,36.4663,20260510_213038,28.05,回避,交易门禁过滤,,,,,74.5,51.26,45.34,0,WATCH,,,1,-19.409999999999997,21.561300000000003,40.9713,20.49506111798645,51.443386358209345,72.2215,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2610209265758357,0.09311775866197536,100.0,44.31625559455014
2026-05-08,20260508,300833,300833.SZ,浩洋股份,61.39,61.39,0.0,100.0,90.12,29.12,78.7,48.93,7.17,9.05,,,,,,,,52.4473,,,,,,,,,,,,74.2,84.22,可交易,56.5,剔除,36.4,回避,V2评分较好；相对强弱靠前；流动性偏弱,65.51,0,过滤,流动性低于门槛；买点后涨幅偏高,0.161593,0.00119,100.0,38.8206,20260510_213038,17.34,回避,交易门禁过滤,,,,,38.98,34.1,14.31,0,WATCH,,,1,-29.11,8.942700000000002,38.0527,19.897118554286532,23.754557457464873,68.77000000000001,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2511992454950856,0.0011898091865202992,100.0,44.19695472970513
2026-05-08,20260508,300221,300221.SZ,银禧科技,63.27,63.27,0.0,100.0,43.85,73.03,79.29,83.47,17.55,7.2,,,,,,,,56.2171,,,,,,,,,,,,68.34,91.1,可交易,60.84,观察,44.9,回避,V2评分较好；相对强弱靠前；流动性偏弱,90.12,0,观察,流动性低于门槛；买点后涨幅偏高,0.162255,-0.018823,93.7257,39.0042,20260510_213038,30.05,回避,V2观察以上；交易门禁观察,,,,,11.68,10.47,11.56,0,WATCH,,,1,-8.729999999999997,7.052900000000001,15.782899999999998,7.906286853089338,37.30334435409244,54.063,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.24823141459781947,-0.01882280903503089,93.72573032165636,44.16274442411762
2026-05-08,20260508,000810,000810.SZ,创维数字,62.33,62.33,0.0,100.0,43.85,60.85,77.76,89.99,19.74,8.15,,,,,,,,51.8391,,,,,,,,,,,,69.52,89.03,可交易,61.21,观察,39.76,回避,V2评分较好；相对强弱靠前；流动性偏弱,93.33,0,观察,流动性低于门槛；买点后涨幅偏高,0.160295,-0.019428,93.5241,38.9488,20260510_213038,27.74,回避,V2观察以上；交易门禁观察,,,,,12.97,11.54,12.39,0,WATCH,,,1,-19.17,10.490899999999996,29.6609,15.040594356717865,39.17885143798883,49.8,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.24273519060881688,-0.019427584674256343,93.52413844191454,43.895232202816196
2026-05-08,20260508,600536,600536.SH,中国软件,72.14,72.14,0.0,100.0,99.2,94.56,80.43,9.7,23.86,7.6,,,,,,,,47.5154,,,,,,,,,,,,62.63,81.03,观察,56.19,剔除,44.16,回避,V2评分较好；相对强弱靠前；买点后涨幅偏高,44.37,0,过滤,涨停可买性不足；买点后涨幅偏高,0.158883,-0.004263,98.5789,38.3673,20260510_213038,20.67,回避,交易门禁过滤,,,,,43.45,37.59,15.59,1,WATCH,,,1,-3.859999999999999,24.6246,28.4846,15.4523081464658,43.807074771091486,97.576,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2508187784819664,-0.0042633376983196025,98.57888743389347,43.883459824002
2026-05-08,20260508,603989,603989.SH,艾华集团,53.82,53.82,0.0,100.0,43.85,29.12,78.2,53.93,16.26,7.9,,,,,,,,58.9988,,,,,,,,,,,,67.63,71.85,可交易,54.57,剔除,31.88,回避,相对强弱靠前；流动性偏弱；买点后涨幅偏高,76.38,0,过滤,流动性低于门槛；买点后涨幅偏高,0.146563,0.014849,100.0,37.4363,20260510_213038,14.39,回避,交易门禁过滤,,,,,21.05,17.61,19.53,0,,,,1,-25.18,-5.1788000000000025,20.001199999999997,13.297245146269958,35.65854736244874,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2537267397000109,0.014849222014060429,100.0,43.86610438200066
2026-05-08,20260508,000021,000021.SZ,深科技,52.37,52.37,0.0,100.0,43.85,29.12,77.86,29.67,28.87,7.0,,,,,,,,56.2644,,,,,,,,,,,,66.32,95.28,可交易,56.83,剔除,59.24,普通观察,V2与强势流动性共振；相对强弱靠前；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.180527,-0.045432,84.8562,37.7675,20260510_213038,46.34,谨慎观察,研究建议通过；模型回撤风险低,,,,,31.02,29.13,6.49,0,,,,1,-17.630000000000003,-3.894400000000005,13.735599999999998,9.261478992040097,47.411161133218414,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2819189167008543,-0.04543150772832458,84.85616409055848,43.85105961563504
