experiment_id,first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,hard_stop_loss_pct,experiment_group,experiment_name,experiment_strategies,calmar,return_drawdown_ratio,max_single_day_loss,cost_to_profit_ratio,segment_return_last_126d,segment_return_last_63d,source_dir,pit_status,avg_top_industry_weight,max_top_industry_weight,avg_max_industry_names,max_industry_names
1,2023-01-04,2026-06-02,823,500000.0,356523.74756754993,-0.2869525048649001,-0.0984898467150046,-0.7132360912935924,0.4738760631834751,0.1710012189744612,-0.1471624142179176,0.980852266542199,4.973268529769137,1031,515,516,0,199.92123879670703,46744.355832450005,baseline_full_liquidity_detail,liquidity_detail_score,full,5,8,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold8_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.13808870290954303,-0.4023247117857649,-0.1471624142179176,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_204606_979857_trusted_account_backtest,trusted,0.40258203852665403,0.9593659365525855,1.6743620899149454,4.0
1,2023-01-04,2026-06-02,823,500000.0,215555.4877538,-0.5688890244924,-0.2273617326117153,-0.9104648039357216,0.4665856622114216,0.5318683645833582,-0.2985300599681773,0.974030530954808,4.970838396111787,1023,514,509,0,199.67292922087455,34817.790646199996,tiered_liquidity_then_bs_v2,bs_score_v2,liquidity_tiered,5,8,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold8_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.24972050718367686,-0.6248336256747419,-0.2985300599681773,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_204606_979857_trusted_account_backtest,trusted,0.41024648665120456,0.8708957964514454,1.526123936816525,4.0
1,2023-01-04,2026-06-02,823,500000.0,62150.331132774845,-0.8756993377344503,-0.4722924373562553,-0.9436315570917384,0.479951397326853,0.2251730423766302,-0.2984369873264878,0.9412179668379046,4.8298906439854195,1008,504,504,0,196.5263204698673,26098.032567225,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,8,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold8_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.5005051323334874,-0.9280098054725359,-0.2984369873264878,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_204606_979857_trusted_account_backtest,trusted,0.3519188982053395,0.8365976651449061,1.5637910085054678,4.0
1,2023-01-04,2026-06-02,823,500000.0,20849.911664999705,-0.9583001766700006,-0.6224491496364379,-0.9637759358048132,0.4422843256379101,0.4266806234067408,-0.3160839473971181,0.9701469257952592,4.964763061968409,1018,511,507,0,201.5252190821535,32862.028334999995,baseline_full_score,score,full,5,8,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold8_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.6458442533291247,-0.994318431357969,-0.3160839473971181,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_204606_979857_trusted_account_backtest,trusted,0.3981478900767866,0.8513911606694671,1.4264884568651275,3.0
2,2023-01-04,2026-06-02,823,500000.0,283044.51392384985,-0.4339109721523003,-0.1600720444256503,-0.7526902846875724,0.5091130012150669,0.1327307037885798,-0.1180837723554248,0.9788253091236526,4.958687727825031,829,416,413,0,160.87131647481675,36130.25787615,baseline_full_liquidity_detail,liquidity_detail_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold10_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.21266654782463837,-0.5764801020813077,-0.1180837723554248,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_205943_703539_trusted_account_backtest,trusted,0.37657875388672074,0.7887378386718449,1.6354799513973268,4.0
2,2023-01-04,2026-06-02,823,500000.0,146850.49471575004,-0.7062990105684999,-0.3131275286340934,-0.9419639308876044,0.4483596597812879,1.458531476315461,-0.5571574622188027,0.9718443702608496,4.970838396111787,819,412,407,0,161.0484915390488,22951.62628425,tiered_liquidity_then_bs_v2,bs_score_v2,liquidity_tiered,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold10_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.33241987125667966,-0.7498153457988146,-0.5571574622188027,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_205943_703539_trusted_account_backtest,trusted,0.43851894475684045,0.8089992842542602,1.6342648845686514,4.0
2,2023-01-04,2026-06-02,823,500000.0,121280.39301229986,-0.7574392139754003,-0.3522538314293927,-0.9167138861143452,0.479951397326853,0.9292356161585305,-0.4658569560638448,0.9784299575188116,4.992709599027947,823,413,410,0,162.22725165782927,24423.683387700003,baseline_full_score,score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold10_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.38425711311353994,-0.8262547621984226,-0.4658569560638448,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_205943_703539_trusted_account_backtest,trusted,0.3825988331587069,0.8696294378705027,1.4191980558930741,4.0
2,2023-01-04,2026-06-02,823,500000.0,30490.269945399923,-0.9390194601092,-0.5757939245290999,-0.9623226252309558,0.4811664641555285,0.255614311853005,-0.3138202874143899,0.93397262145521,4.795868772782503,793,398,395,0,159.69259170157724,20579.6172546,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,10,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold10_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.5983377190065654,-0.9757844567811517,-0.3138202874143899,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_205943_703539_trusted_account_backtest,trusted,0.37516679326306634,0.8309442817315741,1.5658536585365854,4.0
3,2023-01-04,2026-06-02,823,500000.0,489717.26883522526,-0.0205654623295494,-0.0063502245602058,-0.6516583399686533,0.4872417982989064,0.268002426270622,-0.2257348564796145,0.9808371784796592,4.986634264884569,690,346,344,0,135.24191188738618,41999.931464775,baseline_full_liquidity_detail,liquidity_detail_score,full,5,12,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold12_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.009744714631460505,-0.03155865745620422,-0.2257348564796145,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_211333_928588_trusted_account_backtest,trusted,0.3784457624933222,0.7318486397866407,1.6804374240583233,4.0
3,2023-01-04,2026-06-02,823,500000.0,293764.46122519986,-0.4124710775496003,-0.150445100061481,-0.7669699103356096,0.488456865127582,0.1442101103211877,-0.1380513047209487,0.9824868389868422,4.996354799513973,688,345,343,0,134.93662328145842,32055.3923748,tiered_liquidity_then_bs_v2,bs_score_v2,liquidity_tiered,5,12,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold12_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.1961551529389849,-0.5377930372380734,-0.1380513047209487,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_211333_928588_trusted_account_backtest,trusted,0.386624096452741,0.8713721906484992,1.6561360874848117,4.0
3,2023-01-04,2026-06-02,823,500000.0,169603.00547090056,-0.6607939890581989,-0.2821156003225048,-0.7703187381987701,0.4714459295261239,0.724759392550512,-0.3794389826270721,0.98309740592795,5.001215066828675,685,345,340,0,136.84411545204912,28799.3157291,baseline_full_score,score,full,5,12,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold12_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.3662322962338595,-0.8578189212991598,-0.3794389826270721,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_211333_928588_trusted_account_backtest,trusted,0.3522679957139102,0.6721653018044069,1.439854191980559,3.0
3,2023-01-04,2026-06-02,823,500000.0,73817.30262397508,-0.8523653947520499,-0.4437134466975998,-0.9550102400538356,0.479951397326853,0.7772322424219436,-0.4925245761095165,0.9550802792269104,4.900364520048603,678,341,337,0,134.14910220563718,18372.502676025,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,12,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold12_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.4646164282726297,-0.8925196390606247,-0.4925245761095165,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_211333_928588_trusted_account_backtest,trusted,0.3681401447226921,0.802968923179655,1.577156743620899,4.0
4,2023-01-04,2026-06-02,823,500000.0,462565.8943572748,-0.0748682112854504,-0.0235746161527544,-0.7426816601018424,0.4933171324422843,0.3761334178651574,-0.3196193497364549,0.9818410417980844,4.997569866342649,547,276,271,0,107.17349735977888,31624.495342724997,baseline_full_liquidity_detail,liquidity_detail_score,full,5,15,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold15_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.031742558648239216,-0.10080794411320709,-0.3196193497364549,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_212756_857678_trusted_account_backtest,trusted,0.4316167931742783,0.8947130570877158,1.7059538274605104,4.0
4,2023-01-04,2026-06-02,823,500000.0,216654.81266250007,-0.5666903746749998,-0.2261558486627719,-0.7665003334963084,0.4860267314702308,0.8101154439449187,-0.4076486739317927,0.98109991914305,5.008505467800729,546,275,271,0,107.6743601906171,28776.177337500005,baseline_full_score,score,full,5,15,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold15_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.2950499024980021,-0.7393217587918103,-0.4076486739317927,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_212756_857678_trusted_account_backtest,trusted,0.3189091884552712,0.7028881142322007,1.4179829890643985,4.0
4,2023-01-04,2026-06-02,823,500000.0,163732.00925624993,-0.6725359814875002,-0.2898272248476401,-0.8342055374162927,0.4787363304981774,0.1555723855570656,-0.1355187623104522,0.9803474050525868,4.989064398541919,549,276,273,0,107.65135018864136,20135.90574375,tiered_liquidity_then_bs_v2,bs_score_v2,liquidity_tiered,5,15,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold15_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.34742903498974015,-0.8061993733228904,-0.1355187623104522,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_212756_857678_trusted_account_backtest,trusted,0.3851972382098334,0.7977480492099471,1.6184690157958688,4.0
4,2023-01-04,2026-06-02,823,500000.0,68855.95588512518,-0.8622880882297497,-0.4554533876062697,-0.9089317701205092,0.4714459295261239,0.6899318259414371,-0.3963386312492304,0.9598505842731734,4.900364520048603,542,274,268,0,107.32814013255025,17308.757614875,baseline_full_dynamic_factor_industry_cap2,dynamic_factor_score,full,5,15,0.00075,0.0,100,500.0,5,1.0,0.0,hold_cost,hold15_cost0.00075_slip0,"tiered_liquidity_then_bs_v2,baseline_full_liquidity_detail,baseline_full_dynamic_factor_industry_cap2,baseline_full_score",-0.5010864429855766,-0.9486829667263414,-0.3963386312492304,,,,/Volumes/extension/projects/Chenyiyun2087/exports/signal_research/20260603_212756_857678_trusted_account_backtest,trusted,0.38817255975431114,0.7357715174315123,1.5224787363304981,3.0
