rank,signal_date,strategy,symbol,name,industry,industry_key,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20,target_position_ratio
1,2026-06-11,baseline_full_liquidity_detail_vol_position,688146,中船特气,半导体,半导体,liquidity_detail_score,95.70562572646261,0.017728123890032334,0.7,0.06335665824800939,349.8,70.89,,,95.70562572646261,29.34,99.73,100.0,95.6412243316544,95.66059666795816,95.33126695079427,88.08601317318868,60.63,0,,过滤,0.856873955436316,normal_liquidity,index_neutral,0.08918816451712566,0.0,0.7
2,2026-06-11,baseline_full_liquidity_detail_vol_position,002460,赣锋锂业,小金属,小金属,liquidity_detail_score,95.47680485599898,0.05547939083751126,0.7,0.1982718998864991,69.94,40.83,,,95.47680485599898,29.35,49.25,56.99,94.05269275474623,87.69856644711352,98.45021309569934,96.1061604029446,38.84,0,,观察,0.856873955436316,normal_liquidity,index_neutral,0.028499570853527376,-0.11892164273116657,0.7
3,2026-06-11,baseline_full_liquidity_detail_vol_position,002466,天齐锂业,小金属,小金属,liquidity_detail_score,94.68493090533384,0.06005800134263914,0.7,0.21463490946515135,61.0,38.98,,,94.68493090533384,29.33,49.25,52.63,92.54165052305308,83.57225881441302,98.4308407593956,97.69469197985276,52.69,0,,观察,0.856873955436316,normal_liquidity,index_neutral,0.026326863943799524,-0.12078408763332371,0.7
4,2026-06-11,baseline_full_liquidity_detail_vol_position,600869,远东股份,电气设备,电气设备,liquidity_detail_score,94.5208782125791,0.031215246819939008,0.7,0.11155685379715215,29.5,63.05,,,94.5208782125791,29.09,49.25,98.18,96.60984114684231,95.37001162340178,94.63386284385898,79.11662146454861,63.25,0,,可买,0.856873955436316,normal_liquidity,index_neutral,0.050652773601463995,-0.0649762282091918,0.7
5,2026-06-11,baseline_full_liquidity_detail_vol_position,000657,中钨高新,小金属,小金属,liquidity_detail_score,94.21694175384218,0.031389522351959125,0.7,0.11217967860318799,77.95,77.92,,,94.21694175384218,29.72,99.24,97.83,94.55637349864394,84.96706702828362,98.77954281286323,81.17008911274701,70.88,0,,可买,0.856873955436316,normal_liquidity,index_neutral,0.05037154794378404,0.0,0.7
