rank,signal_date,strategy,symbol,name,industry,industry_key,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20
1,2026-06-05,baseline_full_dynamic_factor_industry_cap2,000725,京东方Ａ,元器件,元器件,dynamic_factor_score,99.395643713934,0.2,1.0,0.2,6.43,82.35,99.395643713934,99.45246475046986,89.18348493645571,29.9,99.54,98.97,98.3742984323592,95.45190632862396,99.82581768918133,3.5029998064640995,76.12,0,,可买,0.9858269534512091,normal_liquidity,index_neutral,0.049355010650154164,0.0
2,2026-06-05,baseline_full_dynamic_factor_industry_cap2,688146,中船特气,半导体,半导体,dynamic_factor_score,98.88852756476983,0.2,1.0,0.2,231.11,74.25,98.88852756476983,99.4288535155121,94.2214799045223,29.12,99.63,100.0,95.0261273466228,93.18753628798142,97.3098509773563,78.14979678730406,69.88,0,,可买,0.9858269534512091,normal_liquidity,index_neutral,0.09683141434603086,0.0
3,2026-06-05,baseline_full_dynamic_factor_industry_cap2,605358,立昂微,半导体,半导体,dynamic_factor_score,98.70153563917414,0.2,1.0,0.2,66.77,76.23,98.70153563917414,98.8181774570771,92.30430810915425,29.31,99.5,97.37,95.25837042771434,90.6135088058835,98.43235920263209,58.15753822334043,69.49,0,,可买,0.9858269534512091,normal_liquidity,index_neutral,0.0500953869137282,0.0
4,2026-06-05,baseline_full_dynamic_factor_industry_cap2,600869,远东股份,电气设备,电气设备,dynamic_factor_score,98.09477221967114,0.2,1.0,0.2,28.51,74.43,98.09477221967114,98.7730771631616,88.90631830204502,28.88,99.05,98.76,95.16160247725954,93.38107218889104,96.53570737371783,28.798142055351267,68.44,0,,可买,0.9858269534512091,normal_liquidity,index_neutral,0.05259846693503758,0.0
5,2026-06-05,baseline_full_dynamic_factor_industry_cap2,603773,沃格光电,元器件,元器件,dynamic_factor_score,97.97435949319933,0.2,1.0,0.2,132.4,77.43,97.97435949319933,98.95732546468382,85.86888329785177,28.92,99.15,99.61,94.00038707180181,92.85852525643506,96.9034255854461,0.44513257209212304,71.28,0,,可买,0.9858269534512091,normal_liquidity,index_neutral,0.06800932226210465,0.0
