strategy,window,requested_window,requested_window_days,actual_start,actual_end,actual_trading_days,coverage_ratio,coverage_status,window_start,window_end,trading_days,initial_cash,window_start_equity,window_end_equity,total_return,max_drawdown,annualized_volatility,daily_win_rate,avg_gross_exposure,avg_position_count
production_governed_vol_position_v1_2b_dynamic_score,3m,3m,63,2026-04-17,2026-07-17,62,0.9841269841269841,PASS,2026-04-17,2026-07-17,62,500000.0,566901.0334725,636481.4632150002,0.12273823054491828,-0.19316719597983767,0.43684177735092816,0.532258064516129,0.6508135157822766,4.82258064516129
production_governed_vol_position_v1_2b_dynamic_score,6m,6m,126,2026-01-19,2026-07-17,119,0.9444444444444444,PASS,2026-01-19,2026-07-17,119,500000.0,537209.1507824999,636481.4632150002,0.18479266834509445,-0.19316719597983756,0.3789732135433727,0.4957983193277311,0.6582115185938534,4.882352941176471
production_governed_vol_position_v1_2b_dynamic_score,1y,1y,252,2025-09-02,2026-07-17,210,0.8333333333333334,INSUFFICIENT_COVERAGE,2025-09-02,2026-07-17,210,500000.0,492830.0016975,636481.4632150002,0.29148278518496884,-0.19316719597983745,0.3416881368800471,0.5095238095238095,0.6119303227641449,4.890476190476191
production_governed_vol_position_v1_2b_dynamic_score,3y,3y,756,2025-09-02,2026-07-17,210,0.2777777777777778,INSUFFICIENT_COVERAGE,2025-09-02,2026-07-17,210,500000.0,492830.0016975,636481.4632150002,0.29148278518496884,-0.19316719597983745,0.3416881368800471,0.5095238095238095,0.6119303227641449,4.890476190476191
production_governed_vol_position_v1_2b_execution_safe_uplift,3m,3m,63,2026-04-17,2026-07-17,62,0.9841269841269841,PASS,2026-04-17,2026-07-17,62,500000.0,566901.0334725,636481.4632150002,0.12273823054491828,-0.19316719597983767,0.43684177735092816,0.532258064516129,0.6508135157822766,4.82258064516129
production_governed_vol_position_v1_2b_execution_safe_uplift,6m,6m,126,2026-01-19,2026-07-17,119,0.9444444444444444,PASS,2026-01-19,2026-07-17,119,500000.0,537209.1507824999,636481.4632150002,0.18479266834509445,-0.19316719597983756,0.3789732135433727,0.4957983193277311,0.6582115185938534,4.882352941176471
production_governed_vol_position_v1_2b_execution_safe_uplift,1y,1y,252,2025-09-02,2026-07-17,210,0.8333333333333334,INSUFFICIENT_COVERAGE,2025-09-02,2026-07-17,210,500000.0,492830.0016975,636481.4632150002,0.29148278518496884,-0.19316719597983745,0.3416881368800471,0.5095238095238095,0.6119303227641449,4.890476190476191
production_governed_vol_position_v1_2b_execution_safe_uplift,3y,3y,756,2025-09-02,2026-07-17,210,0.2777777777777778,INSUFFICIENT_COVERAGE,2025-09-02,2026-07-17,210,500000.0,492830.0016975,636481.4632150002,0.29148278518496884,-0.19316719597983745,0.3416881368800471,0.5095238095238095,0.6119303227641449,4.890476190476191
adaptive_market_style,3m,3m,63,2026-04-17,2026-07-17,62,0.9841269841269841,PASS,2026-04-17,2026-07-17,62,500000.0,602257.2343700002,580902.655545,-0.035457571293997736,-0.145427560369775,0.313650208440462,0.532258064516129,0.42649032427769645,4.403225806451613
adaptive_market_style,6m,6m,126,2026-01-19,2026-07-17,119,0.9444444444444444,PASS,2026-01-19,2026-07-17,119,500000.0,561698.2370400003,580902.655545,0.03418992127552656,-0.145427560369775,0.259134123635282,0.5378151260504201,0.4056151849800854,4.546218487394958
adaptive_market_style,1y,1y,252,2025-09-02,2026-07-17,210,0.8333333333333334,INSUFFICIENT_COVERAGE,2025-09-02,2026-07-17,210,500000.0,494109.972835,580902.655545,0.1756545859862313,-0.145427560369775,0.287367920507954,0.5380952380952381,0.38667314394512825,4.538095238095238
adaptive_market_style,3y,3y,756,2025-09-02,2026-07-17,210,0.2777777777777778,INSUFFICIENT_COVERAGE,2025-09-02,2026-07-17,210,500000.0,494109.972835,580902.655545,0.1756545859862313,-0.145427560369775,0.287367920507954,0.5380952380952381,0.38667314394512825,4.538095238095238
