strategy,symbol,name,industry,recommendation_count,first_recommendation,last_recommendation,average_rank,completed_trade_count,cumulative_net_pnl,average_net_return,win_rate,best_trade_return,worst_trade_return,max_loss_amount,total_cost
tiered_liquidity_then_bs_v2,601601,中国太保,保险,10,2023-04-27,2025-12-25,3.5,1.0,-2939.725647500001,-0.05466778406701931,0.0,-0.05466778406701931,-0.05466778406701931,-2939.725647500001,78.5156475
tiered_liquidity_then_bs_v2,601609,金田股份,铜,1,2025-08-19,2025-08-19,1.0,,,,,,,,
tiered_liquidity_then_bs_v2,601611,中国核建,建筑工程,4,2025-10-24,2026-01-09,2.0,1.0,-151.62285000000094,-0.006031403522031629,0.0,-0.006031403522031629,-0.006031403522031629,-151.62285000000094,37.62285000000001
tiered_liquidity_then_bs_v2,601615,明阳智能,电气设备,3,2024-05-10,2026-01-27,1.0,,,,,,,,
tiered_liquidity_then_bs_v2,601618,中国中冶,建筑工程,2,2023-03-17,2023-04-14,3.0,,,,,,,,
tiered_liquidity_then_bs_v2,601619,嘉泽新能,新型电力,2,2026-01-27,2026-01-28,3.5,,,,,,,,
tiered_liquidity_then_bs_v2,601628,中国人寿,保险,3,2023-05-15,2024-09-18,3.0,,,,,,,,
tiered_liquidity_then_bs_v2,601633,长城汽车,汽车整车,2,2023-02-23,2024-04-10,3.5,,,,,,,,
tiered_liquidity_then_bs_v2,601636,旗滨集团,玻璃,2,2023-01-04,2023-01-11,3.0,,,,,,,,
tiered_liquidity_then_bs_v2,601658,邮储银行,银行,1,2024-01-25,2024-01-25,3.0,,,,,,,,
tiered_liquidity_then_bs_v2,601665,齐鲁银行,银行,1,2025-10-17,2025-10-17,4.0,,,,,,,,
tiered_liquidity_then_bs_v2,601666,平煤股份,煤炭开采,8,2023-09-11,2024-04-18,2.75,,,,,,,,
tiered_liquidity_then_bs_v2,601668,中国建筑,建筑工程,3,2023-03-03,2024-02-23,3.3333333333333335,,,,,,,,
tiered_liquidity_then_bs_v2,601669,中国电建,建筑工程,1,2024-05-30,2024-05-30,2.0,,,,,,,,
tiered_liquidity_then_bs_v2,601677,明泰铝业,铝,3,2023-08-09,2024-05-07,4.0,,,,,,,,
tiered_liquidity_then_bs_v2,601688,华泰证券,证券,4,2023-05-09,2023-08-04,4.25,,,,,,,,
tiered_liquidity_then_bs_v2,601689,拓普集团,汽车配件,2,2025-08-29,2026-05-08,5.0,,,,,,,,
tiered_liquidity_then_bs_v2,601696,中银证券,证券,1,2025-08-15,2025-08-15,2.0,,,,,,,,
tiered_liquidity_then_bs_v2,601698,中国卫通,电信运营,7,2023-03-10,2025-12-30,2.142857142857143,1.0,2806.535,0.21762833436724566,1.0,0.21762833436724566,0.21762833436724566,2806.535,21.465
tiered_liquidity_then_bs_v2,601699,潞安环能,煤炭开采,11,2023-02-10,2024-03-04,3.090909090909091,2.0,-6307.941442500003,-0.09791779839523126,0.0,-0.014468652598232087,-0.18136694419223043,-5033.694442500002,169.1314425
tiered_liquidity_then_bs_v2,601717,中创智领,专用机械,1,2025-03-19,2025-03-19,5.0,,,,,,,,
tiered_liquidity_then_bs_v2,601727,上海电气,电气设备,2,2024-10-31,2024-11-07,2.5,,,,,,,,
tiered_liquidity_then_bs_v2,601728,中国电信,电信运营,9,2023-02-15,2024-04-17,2.6666666666666665,3.0,733.9004524999987,-0.012867774392744447,0.3333333333333333,0.0234423931560625,-0.05887299441604178,-1278.6837600000013,211.5095475
tiered_liquidity_then_bs_v2,601766,中国中车,运输设备,5,2023-04-20,2024-07-19,2.2,1.0,-34.5338624999999,-0.0028006635930124973,0.0,-0.0028006635930124973,-0.0028006635930124973,-34.5338624999999,18.483862499999997
tiered_liquidity_then_bs_v2,601777,千里科技,摩托车,2,2024-07-18,2024-07-23,5.0,,,,,,,,
