first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,lot_size,min_trade_value,max_total_positions,position_ratio,risk_profile,risk_profile_description,market_gate,hard_stop_loss_pct,adaptive_switch_count,adaptive_attack_days,adaptive_recent_champion_days,adaptive_balanced_days,adaptive_robust_days,adaptive_defensive_days,adaptive_fallback_days,dual_attack_days,dual_neutral_days,dual_defensive_days,dual_freeze_days,adaptive_avg_target_position_ratio,adaptive_min_target_position_ratio,adaptive_max_target_position_ratio
2023-11-30,2026-06-26,621,1000000.0,1193715.583459042,0.19371558345904205,0.07462386234119078,-0.24897922102252057,0.4895330112721417,0.06456686415169188,-0.09141581475001337,0.6920265280536527,5.0,623,314,309,0,85.59217553340513,59172.413330962496,baseline_full_liquidity_detail_vol_position,liquidity_detail_score,full,5,10,0.00075,0.001,100,500.0,5,0.7,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0,,,,,,,,,,,,,,
2023-11-30,2026-06-26,621,1000000.0,1002934.5926814505,0.0029345926814505763,0.0011917327478967454,-0.2831312760665686,0.45893719806763283,0.13535361834709825,-0.15386109102123469,0.3772346138873277,4.729468599033816,633,322,311,0,46.32713502887559,31225.89939855,adaptive_market_style,adaptive,adaptive,5,10,0.00075,0.001,100,500.0,5,0.7,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0,82.0,35.0,301.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.3890145395799677,0.315,0.5599999999999999
2023-11-30,2026-06-26,621,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,ashare_auto_shadow,adaptive,adaptive,5,10,0.00075,0.001,100,500.0,5,0.7,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0,,,,,,,,,,,,,,
2023-11-30,2026-06-26,621,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,ashare_trend_breakout_shadow,adaptive,adaptive,5,10,0.00075,0.001,100,500.0,5,0.7,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0,,,,,,,,,,,,,,
2023-11-30,2026-06-26,621,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,ashare_hybrid_conservative_shadow,adaptive,adaptive,5,10,0.00075,0.001,100,500.0,5,0.7,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0,,,,,,,,,,,,,,
2023-11-30,2026-06-26,621,1000000.0,975508.3337948727,-0.024491666205127216,-0.010027989277451299,-0.3177128225294005,0.4975845410628019,0.05346377428654758,-0.054195806498863464,0.4543357395647634,4.774557165861514,657,337,320,0,55.81789697476744,37528.81122513,dual_system_adaptive_route,adaptive,adaptive,5,10,0.00075,0.001,100,500.0,5,0.7,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,231.0,207.0,8.0,,,
2023-11-30,2026-06-26,621,1000000.0,545822.4516210832,-0.4541775483789168,-0.2181487844472929,-0.6022438722951413,0.48148148148148145,0.22846330892876376,-0.14931821660859435,0.6915366488150319,4.998389694041868,623,312,311,0,86.26120287571908,41637.91007892,tiered_liquidity_then_bs_v2,bs_score_v2,liquidity_tiered,5,10,0.00075,0.001,100,500.0,5,0.7,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0,,,,,,,,,,,,,,
