strategy,trade_date,symbol,name,industry,side,price,shares,gross_amount,cost,cash_after,reason,planned_shares,planned_price,filled_shares,filled_price,reject_reason,open_weight_drift_bps,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,decision_timestamp,proxy_asof_timestamp,order_submit_timestamp,fill_timestamp,execution_mode,causality_pass,daily_proxy_approximation,execution_mode_status,execution_promotion_eligible,execution_safe_uplift_preflight_status,execution_safe_uplift_fallback_applied,precommit_uplift_risk_level,precommit_uplift_cap_reason,cap_input_coverage,cap_missing_fields,cap_trigger_count,strict_cap_candidate_vol_20,strict_cap_candidate_ret_1,precommit_cap_applied,pattern_guard_enabled,pattern_strategy_mode,risk_event_triggered,risk_event_types,missing_cap_risk_label,missed_risk_event
baseline_full_liquidity_detail_vol_position,2023-11-30,002142,宁波银行,银行,BUY,24.815690899999996,9500,235749.06354999996,176.81179766249997,764074.1246523375,rebalance_unlocked,9500.0,24.7909,9500.0,24.815690899999996,,-13.547359794542635,0.33584309340170915,0.30000000000000004,0.30000000000000004,0.0358430934017091,-663.3855399999302,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
baseline_full_liquidity_detail_vol_position,2023-11-30,002594,比亚迪,汽车整车,BUY,620.1511316,200,124030.22632,93.02266974,639950.8756625975,rebalance_unlocked,200.0,619.5316,200.0,620.1511316,,-284.00589926014175,0.33584309340170915,0.30000000000000004,0.30000000000000004,0.0358430934017091,-663.3855399999302,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
baseline_full_liquidity_detail_vol_position,2023-11-30,300351,永贵电器,运输设备,BUY,23.292669399999998,1900,44256.07186,33.192053895,595661.6117487025,rebalance_unlocked,1900.0,23.2694,1900.0,23.292669399999998,,-15.041829174741798,0.33584309340170915,0.30000000000000004,0.30000000000000004,0.0358430934017091,-663.3855399999302,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
baseline_full_liquidity_detail_vol_position,2023-11-30,688041,海光信息,半导体,BUY,72.1133413,1100,79324.67543,59.4935065725,516277.44281213,rebalance_unlocked,1100.0,72.0413,1100.0,72.1133413,,-38.4318679490521,0.33584309340170915,0.30000000000000004,0.30000000000000004,0.0358430934017091,-663.3855399999302,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
baseline_full_liquidity_detail_vol_position,2023-11-30,688271,联影医疗,医疗保健,BUY,138.99145259999997,1300,180688.88837999996,135.51666628499999,335453.037765845,rebalance_unlocked,1300.0,138.8526,1300.0,138.99145259999997,,-8.483788421521366,0.33584309340170915,0.30000000000000004,0.30000000000000004,0.0358430934017091,-663.3855399999302,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
baseline_full_liquidity_detail_vol_position,2023-12-14,002142,宁波银行,银行,SELL,22.0834944,9500,209793.1968,157.3448976,545088.889668245,rebalance_unlocked,,,,,,,0.4879127874897922,0.30000000000000004,0.30000000000000004,0.18791278748979218,-497.6536699999124,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
baseline_full_liquidity_detail_vol_position,2023-12-14,002594,比亚迪,汽车整车,SELL,592.5099969,200,118501.99938000001,88.87649953500001,663502.01254871,rebalance_unlocked,,,,,,,0.4879127874897922,0.30000000000000004,0.30000000000000004,0.18791278748979218,-497.6536699999124,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
baseline_full_liquidity_detail_vol_position,2023-12-14,300351,永贵电器,运输设备,SELL,20.6991801,1900,39328.44219,29.496331642500003,702800.9584070675,rebalance_unlocked,,,,,,,0.4879127874897922,0.30000000000000004,0.30000000000000004,0.18791278748979218,-497.6536699999124,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
baseline_full_liquidity_detail_vol_position,2023-12-14,688041,海光信息,半导体,SELL,78.3250965,1100,86157.60615,64.61820461250001,788893.946352455,rebalance_unlocked,,,,,,,0.4879127874897922,0.30000000000000004,0.30000000000000004,0.18791278748979218,-497.6536699999124,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
baseline_full_liquidity_detail_vol_position,2023-12-14,688271,联影医疗,医疗保健,SELL,141.4842741,1300,183929.55633,137.9471672475,972685.5555152075,rebalance_unlocked,,,,,,,0.4879127874897922,0.30000000000000004,0.30000000000000004,0.18791278748979218,-497.6536699999124,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,0
