strategy,window,window_start,window_end,trading_days,initial_cash,window_start_equity,window_end_equity,total_return,max_drawdown,annualized_volatility,daily_win_rate,avg_gross_exposure,avg_position_count
baseline_full_liquidity_detail_vol_position,3m,2026-03-26,2026-06-26,62,1000000.0,859352.885208919,1193715.583459042,0.38908660691682617,-0.09141581475001337,0.3888782299960882,0.5483870967741935,0.6914044922046236,4.983870967741935
baseline_full_liquidity_detail_vol_position,6m,2025-12-26,2026-06-26,118,1000000.0,951862.0885812162,1193715.583459042,0.2540845966859726,-0.24153705548087467,0.37281032803650005,0.5338983050847458,0.6916380279741123,4.991525423728813
baseline_full_liquidity_detail_vol_position,1y,2025-06-26,2026-06-26,243,1000000.0,853781.5615353128,1193715.583459042,0.3981510461674094,-0.24153705548087478,0.32707245900003545,0.5102880658436214,0.6928748931446643,5.008230452674897
baseline_full_liquidity_detail_vol_position,3y,2023-11-30,2026-06-26,621,1000000.0,1007919.787765845,1193715.583459042,0.18433589453088528,-0.24897922102252057,0.2853610993600375,0.4895330112721417,0.6920265280536527,5.0
adaptive_market_style,3m,2026-03-26,2026-06-26,62,1000000.0,858036.9344969748,1002934.5926814505,0.16887112006363947,-0.15386109102123469,0.4663530496691095,0.5483870967741935,0.4064744134779586,4.887096774193548
adaptive_market_style,6m,2025-12-26,2026-06-26,118,1000000.0,821389.9793631271,1002934.5926814505,0.22102121754527104,-0.1802788155579208,0.4225678544520161,0.5169491525423728,0.41512073157156154,4.906779661016949
adaptive_market_style,1y,2025-06-26,2026-06-26,243,1000000.0,845361.6123967993,1002934.5926814505,0.18639713227324672,-0.1802788155579208,0.34031638608058756,0.48148148148148145,0.4192365034266974,4.806584362139918
adaptive_market_style,3y,2023-11-30,2026-06-26,621,1000000.0,1004038.2696893151,1002934.5926814505,-0.001099237988414603,-0.2831312760665686,0.24574709527163496,0.45893719806763283,0.3772346138873277,4.729468599033816
tiered_liquidity_then_bs_v2,3m,2026-03-26,2026-06-26,62,1000000.0,438669.86921939295,545822.4516210832,0.2442670215585283,-0.11374676881069845,0.37484454392289657,0.532258064516129,0.6877630797834776,4.983870967741935
tiered_liquidity_then_bs_v2,6m,2025-12-26,2026-06-26,118,1000000.0,522561.1080940501,545822.4516210832,0.04451411168327235,-0.3216762955022847,0.3649757002941504,0.5084745762711864,0.6907243111042383,4.991525423728813
tiered_liquidity_then_bs_v2,1y,2025-06-26,2026-06-26,243,1000000.0,491669.3436722593,545822.4516210832,0.11014131477947431,-0.3814925879635156,0.4561973783288984,0.5061728395061729,0.6918114584495073,4.995884773662551
tiered_liquidity_then_bs_v2,3y,2023-11-30,2026-06-26,621,1000000.0,997744.8818955625,545822.4516210832,-0.45294387220097376,-0.6022438722951413,0.37337443526825265,0.48148148148148145,0.6915366488150319,4.998389694041868
ashare_auto_shadow,3m,2026-03-26,2026-06-26,62,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_auto_shadow,6m,2025-12-26,2026-06-26,118,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_auto_shadow,1y,2025-06-26,2026-06-26,243,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_auto_shadow,3y,2023-11-30,2026-06-26,621,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_trend_breakout_shadow,3m,2026-03-26,2026-06-26,62,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_trend_breakout_shadow,6m,2025-12-26,2026-06-26,118,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_trend_breakout_shadow,1y,2025-06-26,2026-06-26,243,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_trend_breakout_shadow,3y,2023-11-30,2026-06-26,621,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_hybrid_conservative_shadow,3m,2026-03-26,2026-06-26,62,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_hybrid_conservative_shadow,6m,2025-12-26,2026-06-26,118,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_hybrid_conservative_shadow,1y,2025-06-26,2026-06-26,243,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_hybrid_conservative_shadow,3y,2023-11-30,2026-06-26,621,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0
dual_system_adaptive_route,3m,2026-03-26,2026-06-26,62,1000000.0,886890.5212927251,975508.3337948727,0.09991967483537767,-0.07046661940357113,0.27023032244986284,0.5645161290322581,0.4534074593448252,4.806451612903226
dual_system_adaptive_route,6m,2025-12-26,2026-06-26,118,1000000.0,804341.5137964071,975508.3337948727,0.2128036624525027,-0.1276509104150958,0.28225875362657366,0.5847457627118644,0.45831524607082197,4.838983050847458
dual_system_adaptive_route,1y,2025-06-26,2026-06-26,243,1000000.0,762001.899595584,975508.3337948727,0.28019147237375996,-0.14296665843469725,0.25465532683360886,0.5596707818930041,0.46454491383437757,4.8353909465020575
dual_system_adaptive_route,3y,2023-11-30,2026-06-26,621,1000000.0,1004038.2696893151,975508.3337948727,-0.028415187703224265,-0.3177128225294005,0.22652477375293348,0.4975845410628019,0.4543357395647634,4.774557165861514
