signal_date,execution_date,strategy,rank,symbol,name,industry,rank_score,raw_effective_weight,adjusted_target_weight,planned_shares,planned_price,plan_reject_reason,execution_tradable,locked,skipped_by_position_cap,pattern_score,pattern_sentiment,pattern_risk_level,pattern_pass_count,bullish_pattern_count,bearish_pattern_count,top_pattern_ids,base_rank_score,pattern_adjustment_pct,pattern_adjusted_rank_score,pattern_strategy_mode,pattern_weight_multiplier,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_target_position_ratio,adaptive_position_reason,market_style_state,selected_strategy,target_position_ratio,style_reason,switch_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,strategy_source,ashare_resolved_strategy,route_reason,risk_veto_reason,dual_intersection_count,dual_union_count,adaptive_version,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,risk_decision,fallback_strategy,allow_new_buys,risk_governor_reasons,risk_governor_version,recovery_status,governed_nav_ret_10d,governed_nav_drawdown_20d,recovery_streak,champion_score_floor,recovery_position,nav_ret_10d_kill,nav_dd_20d_kill,max_recovery_streak,champion_score_pctile_252,champion_score_z_252,champion_score_rank_252,champion_score_sample_count_252,champion_score_percentile_floor,champion_score_z_floor,pattern_top5_high_risk_count,pattern_top5_bullish_count,pattern_top5_bearish_count,top_industry_weight,fp_classified_label,fp_classified_gate_reason,execution_safe_uplift_preflight_status,execution_safe_uplift_fallback_applied,execution_safe_uplift_hard_block_reasons,execution_safe_uplift_incremental_symbols,execution_safe_uplift_planned_strategy,execution_safe_uplift_planned_position_ratio,execution_safe_uplift_final_strategy,execution_safe_uplift_final_position_ratio,precommit_uplift_risk_level,precommit_uplift_cap_reason,cap_input_coverage,cap_missing_fields,cap_trigger_count,strict_cap_candidate_vol_20,strict_cap_candidate_ret_1,precommit_cap_applied,decision_timestamp,proxy_asof_timestamp,order_submit_timestamp,fill_timestamp,execution_mode,causality_pass,daily_proxy_approximation,execution_mode_status,execution_promotion_eligible
2023-12-07,2023-12-08,baseline_full_liquidity_detail_vol_position,3,300124,汇川技术,电器仪表,92.4642992992993,0.08720263127981659,0.0,0,,,,0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.34066532704361613,0.30000000000000004,0.30000000000000004,0.040665327043616084,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-07,2023-12-08,baseline_full_liquidity_detail_vol_position,4,600133,东湖高新,环境保护,92.1095035035035,0.03689209623342291,0.0,0,,,,0,1,,,,,,,,,,,,,0.0008582486775543519,0.0,0.0,0.0,0.0008582486775543519,0.0,0.34066532704361613,0.30000000000000004,0.30000000000000004,0.040665327043616084,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-07,2023-12-08,baseline_full_liquidity_detail_vol_position,5,300760,迈瑞医疗,医疗保健,91.91874774774774,0.1255316292569053,0.0,0,,,,0,1,,,,,,,,,,,,,0.000353216786219801,0.0,0.0,0.0,-0.000353216786219801,0.0,0.34066532704361613,0.30000000000000004,0.30000000000000004,0.040665327043616084,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-08,2023-12-11,baseline_full_liquidity_detail_vol_position,1,688041,海光信息,半导体,95.02282872288501,0.04466510067256593,0.0,0,,,,1,0,,,,,,,,,,,,,0.029002297162532886,0.0,0.0,0.0,-0.029002297162532886,0.0,0.3399628531497465,0.30000000000000004,0.30000000000000004,0.03996285314974646,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-08,2023-12-11,baseline_full_liquidity_detail_vol_position,2,688271,联影医疗,医疗保健,93.70354466394275,0.0878062930133007,0.0,0,,,,1,0,,,,,,,,,,,,,0.0049310442925285525,0.0,0.0,0.0,-0.0049310442925285525,0.0,0.3399628531497465,0.30000000000000004,0.30000000000000004,0.03996285314974646,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-08,2023-12-11,baseline_full_liquidity_detail_vol_position,3,600028,中国石化,石油加工,93.41719969365856,0.15210270989547933,0.0,0,,,,0,1,,,,,,,,,,,,,0.005479229330948798,0.0,0.0,0.0,-0.005479229330948798,0.0,0.3399628531497465,0.30000000000000004,0.30000000000000004,0.03996285314974646,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-08,2023-12-11,baseline_full_liquidity_detail_vol_position,4,002415,海康威视,IT设备,93.27180765411742,0.1351228548635382,0.0,0,,,,0,1,,,,,,,,,,,,,0.0006126366137495509,0.0,0.0,0.0,0.0006126366137495509,0.0,0.3399628531497465,0.30000000000000004,0.30000000000000004,0.03996285314974646,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-08,2023-12-11,baseline_full_liquidity_detail_vol_position,5,300760,迈瑞医疗,医疗保健,92.57661038731308,0.09659475359871526,0.0,0,,,,0,1,,,,,,,,,,,,,0.007094645563730073,0.0,0.0,0.0,-0.007094645563730073,0.0,0.3399628531497465,0.30000000000000004,0.30000000000000004,0.03996285314974646,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-11,2023-12-12,baseline_full_liquidity_detail_vol_position,1,600028,中国石化,石油加工,94.11560728729482,0.14627757315844656,0.0,0,,,,0,1,,,,,,,,,,,,,0.005591690449326281,0.0,0.0,0.0,-0.005591690449326281,0.0,0.33723950408909154,0.30000000000000004,0.30000000000000004,0.03723950408909149,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-11,2023-12-12,baseline_full_liquidity_detail_vol_position,2,002415,海康威视,IT设备,93.93530120455893,0.09491470894442668,0.0,0,,,,0,1,,,,,,,,,,,,,0.004974309690374046,0.0,0.0,0.0,-0.004974309690374046,0.0,0.33723950408909154,0.30000000000000004,0.30000000000000004,0.03723950408909149,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-11,2023-12-12,baseline_full_liquidity_detail_vol_position,3,688041,海光信息,半导体,92.46264651474867,0.04456772801207459,0.0,0,,,,1,0,,,,,,,,,,,,,0.013256928435857018,0.0,0.0,0.0,-0.013256928435857018,0.0,0.33723950408909154,0.30000000000000004,0.30000000000000004,0.03723950408909149,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-11,2023-12-12,baseline_full_liquidity_detail_vol_position,4,000100,TCL科技,元器件,92.4474900055353,0.14541825354327362,0.0,0,,,,0,1,,,,,,,,,,,,,0.004938387733985472,0.0,0.0,0.0,-0.004938387733985472,0.0,0.33723950408909154,0.30000000000000004,0.30000000000000004,0.03723950408909149,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-11,2023-12-12,baseline_full_liquidity_detail_vol_position,5,000858,五粮液,白酒,92.34746924666267,0.14592783145763016,0.0,0,,,,0,1,,,,,,,,,,,,,0.00862061716840401,0.0,0.0,0.0,-0.00862061716840401,0.0,0.33723950408909154,0.30000000000000004,0.30000000000000004,0.03723950408909149,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-12,2023-12-13,baseline_full_liquidity_detail_vol_position,1,601398,工商银行,银行,93.34697465303955,0.2,0.0,0,,,,0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.34101451119514653,0.30000000000000004,0.30000000000000004,0.041014511195146486,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-12,2023-12-13,baseline_full_liquidity_detail_vol_position,2,601288,农业银行,银行,92.4438101152764,0.18428853072051646,0.0,0,,,,0,1,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.34101451119514653,0.30000000000000004,0.30000000000000004,0.041014511195146486,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-12,2023-12-13,baseline_full_liquidity_detail_vol_position,3,002602,世纪华通,互联网,92.25207900704777,0.09589709956598999,0.0,0,,,,0,1,,,,,,,,,,,,,0.005361359157805112,0.0,0.0,0.0,-0.005361359157805112,0.0,0.34101451119514653,0.30000000000000004,0.30000000000000004,0.041014511195146486,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-12,2023-12-13,baseline_full_liquidity_detail_vol_position,4,601328,交通银行,银行,92.05144413158143,0.18408236946017678,0.0,0,,,,0,1,,,,,,,,,,,,,0.0017158128093778258,0.0,0.0,0.0,-0.0017158128093778258,0.0,0.34101451119514653,0.30000000000000004,0.30000000000000004,0.041014511195146486,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-12,2023-12-13,baseline_full_liquidity_detail_vol_position,5,002415,海康威视,IT设备,91.86394231228918,0.0974172236959189,0.0,0,,,,0,1,,,,,,,,,,,,,0.0011759311702672637,0.0,0.0,0.0,-0.0011759311702672637,0.0,0.34101451119514653,0.30000000000000004,0.30000000000000004,0.041014511195146486,0.0,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-13,2023-12-14,baseline_full_liquidity_detail_vol_position,1,601398,工商银行,银行,92.06894482326368,0.2,0.23149798122470377,41100,5.4725,,,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0003100456926348412,0.4879127874897922,0.30000000000000004,0.30000000000000004,0.18791278748979218,-497.6536699999124,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-13,2023-12-14,baseline_full_liquidity_detail_vol_position,2,002558,巨人网络,互联网,91.73651799957061,0.058585276726084996,0.0678118664578965,4300,15.0621,,,0,0,,,,,,,,,,,,,0.0034777047148881746,0.0,0.0,0.0,0.0034777047148881746,5.200094516821392e-05,0.4879127874897922,0.30000000000000004,0.30000000000000004,0.18791278748979218,-497.6536699999124,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-13,2023-12-14,baseline_full_liquidity_detail_vol_position,3,000568,泸州老窖,白酒,91.65425640839125,0.08393336056895256,0.09715201764558837,400,195.3347,,,0,0,,,,,,,,,,,,,0.009753530537162769,0.0,0.0,0.0,0.009753530537162769,3.460800196897083e-05,0.4879127874897922,0.30000000000000004,0.30000000000000004,0.18791278748979218,-497.6536699999124,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-13,2023-12-14,baseline_full_liquidity_detail_vol_position,4,600938,中国海油,石油开采,91.57803091487429,0.11536831349463363,0.13353765835653217,6100,21.2841,,,0,0,,,,,,,,,,,,,0.0030916417277375707,0.0,0.0,0.0,0.0030916417277375707,0.0003701055069268083,0.4879127874897922,0.30000000000000004,0.30000000000000004,0.18791278748979218,-497.6536699999124,0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
