strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_market_amount_ratio_20,adaptive_index_bucket,market_style_state,selected_strategy,style_reason,switch_reason,recent_champion_strategy,champion_score,weekly_switch_allowed,market_state,industry_state,adaptive_position_scale,adaptive_target_position_ratio,adaptive_position_reason,target_position_ratio,strategy_source,route_reason,risk_veto_reason,adaptive_version,ashare_release_tier,ashare_weight_profile,ashare_supplement_limit,ashare_weight_cache_key,dual_intersection_count,dual_union_count,ashare_weighted_hit_count,ashare_supplement_count,ashare_weekly_penalty_count,ashare_risk_veto_filtered_count,ashare_industry_concentration_triggered,ashare_available,ashare_candidate_count,ashare_risk_veto_ratio,ashare_market_regime,ashare_governance_hint,ashare_route_cache_hit,ashare_weekly_unconfirmed_count,ashare_resolved_strategy
baseline_full_liquidity_detail_vol_position,2024-01-02,2023-12-29,316871.5797353601,637997.6299999999,954869.20973536,0.95486920973536,5,0.6681518510548891,5.0,652531.88,5.0,0.0,969403.4597353601,5.0,0.7,3.0,0.32687275514971204,0.30000000000000004,0.30000000000000004,0.02687275514971199,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-03,2024-01-02,316871.5797353601,632656.96,949528.5397353601,0.9495285397353601,5,0.6662853548102152,5.0,638051.78,5.0,0.0,954923.3597353601,5.0,0.7,5.0,0.33182933112367824,0.30000000000000004,0.30000000000000004,0.031829331123678195,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-04,2024-01-03,316871.5797353601,639633.5299999999,956505.10973536,0.9565051097353601,5,0.668719407235545,5.0,628302.1599999999,5.0,0.0,945173.73973536,5.0,0.7,5.0,0.3352522043450776,0.30000000000000004,0.30000000000000004,0.03525220434507753,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-05,2024-01-04,316871.5797353601,624855.8600000001,941727.4397353602,0.9417274397353602,5,0.6635209229706571,5.0,639049.9800000001,5.0,0.0,955921.5597353602,5.0,0.7,5.0,0.33148282566519754,0.30000000000000004,0.30000000000000004,0.0314828256651975,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-08,2024-01-05,316871.5797353601,628768.8300000001,945640.4097353602,0.9456404097353602,5,0.6649132413619704,5.0,622817.24,5.0,0.0,939688.8197353601,5.0,0.7,5.0,0.33720905589214,0.30000000000000004,0.30000000000000004,0.037209055892139964,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-09,2024-01-08,316871.5797353601,624005.48,940877.0597353601,0.9408770597353601,5,0.6632168077044132,5.0,628011.53,5.0,0.0,944883.1097353601,5.0,0.7,5.0,0.33535532223039577,0.30000000000000004,0.30000000000000004,0.035355322230395725,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-10,2024-01-09,316871.5797353601,621221.51,938093.0897353601,0.9380930897353601,5,0.6622173394063153,5.0,619676.2500000001,5.0,0.0,936547.8297353602,5.0,0.7,5.0,0.33833998614347155,0.30000000000000004,0.30000000000000004,0.038339986143471505,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-11,2024-01-10,316871.5797353601,625537.85,942409.4297353601,0.9424094297353601,5,0.6637644215589593,5.0,618448.2799999999,5.0,0.0,935319.85973536,5.0,0.7,5.0,0.33878418857161435,0.30000000000000004,0.30000000000000004,0.03878418857161431,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-12,2024-01-11,284764.2295691577,652676.06,937440.2895691578,0.9374402895691577,5,0.6962321411425215,2.0,388807.53,5.0,6.0,938361.8997353602,5.0,0.7,2.0,0.30375083800644614,0.30000000000000004,0.30000000000000004,0.0037508380064461,-263.9210599999642,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-15,2024-01-12,280667.7993696177,662679.09,943346.8893696177,0.9433468893696176,5,0.7024765730057464,3.0,263646.79,5.0,4.0,936675.5595691578,5.0,0.7,2.0,0.300079379469834,0.30000000000000004,0.30000000000000004,7.937946983394006e-05,-390.9972599999164,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-16,2024-01-15,280667.7993696177,671802.8599999999,952470.6593696176,0.9524706593696176,5,0.7053265666415649,5.0,659468.18,5.0,0.0,940135.9793696178,5.0,0.7,2.0,0.29853957887859134,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-17,2024-01-16,280667.7993696177,664606.28,945274.0793696177,0.9452740793696177,5,0.7030831528176581,5.0,669316.4,5.0,0.0,949984.1993696177,5.0,0.7,4.0,0.2954447027180671,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-18,2024-01-17,280667.7993696177,667171.09,947838.8893696177,0.9478388893696177,5,0.7038865966385043,5.0,659051.89,5.0,0.0,939719.6893696177,5.0,0.7,5.0,0.29867183006231907,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-19,2024-01-18,280667.7993696177,655105.46,935773.2593696177,0.9357732593696176,5,0.7000685833246729,5.0,661788.16,5.0,0.0,942455.9593696177,5.0,0.7,4.0,0.29780468421818723,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-22,2024-01-19,280667.7993696177,640728.6599999999,921396.4593696176,0.9213964593696177,5,0.6953886717107213,5.0,652979.31,5.0,0.0,933647.1093696178,5.0,0.7,5.0,0.3006144361750552,0.30000000000000004,0.30000000000000004,0.000614436175055133,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-23,2024-01-22,280667.7993696177,641433.6499999999,922101.4493696176,0.9221014493696176,5,0.6956215614220187,5.0,639149.96,5.0,0.0,919817.7593696177,5.0,0.7,5.0,0.3051341382688337,0.30000000000000004,0.30000000000000004,0.005134138268833632,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-24,2024-01-23,280667.7993696177,659691.94,940359.7393696177,0.9403597393696177,5,0.7015314590586715,5.0,647495.02,5.0,0.0,928162.8193696177,5.0,0.7,5.0,0.30239069429676085,0.30000000000000004,0.30000000000000004,0.002390694296760809,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-25,2024-01-24,280667.7993696177,686667.67,967335.4693696178,0.9673354693696178,5,0.7098547419619379,5.0,659570.6,5.0,0.0,940238.3993696177,5.0,0.7,5.0,0.2985070590158744,0.30000000000000004,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-26,2024-01-25,291789.2699624202,678237.08,970026.3499624202,0.9700263499624202,5,0.6991944909808642,2.0,406750.06,5.0,6.0,969349.5293696177,5.0,0.7,2.0,0.3013156878530023,0.30000000000000004,0.30000000000000004,0.0013156878530022342,-269.84460000001127,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-29,2024-01-26,290256.1687698603,661321.14,951577.3087698603,0.9515773087698604,5,0.6949736336766108,3.0,270225.4,5.0,4.0,968537.0899624202,5.0,0.7,2.0,0.3001260948866738,0.30000000000000004,0.30000000000000004,0.00012609488667375546,-406.6324999999488,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-30,2024-01-29,290256.1687698603,648746.1799999999,939002.3487698602,0.9390023487698602,5,0.6908887723762243,5.0,656046.98,5.0,0.0,946303.1487698603,5.0,0.7,3.0,0.306726411242715,0.30000000000000004,0.30000000000000004,0.006726411242714947,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-01-31,2024-01-30,290256.1687698603,638710.52,928966.6887698603,0.9289666887698603,5,0.6875494328497203,5.0,644909.86,5.0,0.0,935166.0287698603,5.0,0.7,3.0,0.31037929077863335,0.30000000000000004,0.30000000000000004,0.01037929077863331,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-02-01,2024-01-31,290256.1687698603,630762.5,921018.6687698603,0.9210186687698603,5,0.684853110352763,5.0,633664.63,5.0,0.0,923920.7987698603,5.0,0.7,5.0,0.31415698094070105,0.30000000000000004,0.30000000000000004,0.014156980940701003,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-02-02,2024-02-01,290256.1687698603,629214.22,919470.3887698603,0.9194703887698603,5,0.684322440053575,5.0,630576.61,5.0,0.0,920832.7787698603,5.0,0.7,5.0,0.3152105088587455,0.30000000000000004,0.30000000000000004,0.015210508858745475,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-02-05,2024-02-02,290256.1687698603,617110.53,907366.6987698603,0.9073666987698603,5,0.6801115038017509,5.0,623479.41,5.0,0.0,913735.5787698603,5.0,0.7,5.0,0.3176588233114716,0.30000000000000004,0.30000000000000004,0.01765882331147156,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-02-06,2024-02-05,290256.1687698603,641975.2,932231.3687698602,0.9322313687698602,5,0.6886436366619243,5.0,611656.53,5.0,0.0,901912.6987698603,5.0,0.7,5.0,0.3218229094298677,0.30000000000000004,0.30000000000000004,0.021822909429867643,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-02-07,2024-02-06,290256.1687698603,643724.91,933981.0787698603,0.9339810787698604,5,0.6892269282883604,5.0,640462.59,5.0,0.0,930718.7587698603,5.0,0.7,5.0,0.3118623816645692,0.30000000000000004,0.30000000000000004,0.011862381664569155,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baseline_full_liquidity_detail_vol_position,2024-02-08,2024-02-07,290256.1687698603,667007.0800000001,957263.2487698604,0.9572632487698604,5,0.6967854253854866,5.0,650695.9,5.0,0.0,940952.0687698603,5.0,0.7,5.0,0.3084707270470454,0.30000000000000004,0.30000000000000004,0.008470727047045379,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
