asof_date,asof_date_key,symbol,ts_code,name,score,base_score,penalty,s_trend,s_breakout,s_volume,s_rs,s_contraction,s_liquidity,opt_score,claude_score,bs_score,bs_entry_score,bs_score_v2,bs_score_v2_label,bs_research_score,bs_research_label,bs_research_reason,close_price,buy_point_close,price_change_ratio,is_limit_up,pool_type,is_self_selected,score_opt_gap,score_claude_gap,opt_claude_gap,score_dispersion,rs_liquidity_combo,breakout_volume_combo,overextended_flag,pullback_flag,event_seq_for_symbol,total_b_points,total_s_points,buy_points_count,sell_points_count,p_signal,model_rank_score
2026-05-08,20260508,300166,300166.SZ,东方国信,56.67,56.67,0.0,100.0,43.85,61.62,89.53,13.17,29.28,7.95,52.1143,69.89,88.84,60.04,观察,66.33,普通观察,V2与强势流动性共振；相对强弱靠前,19.35,18.53,4.43,0,,1,-22.83,4.555700000000002,27.3857,14.673898976186708,51.19998437499762,50.0695,0,0,,,,,,0.2620422780550364,36.35495946385255
2026-05-08,20260508,600797,600797.SH,浙大网新,42.65,42.65,0.0,0.0,43.85,64.65,44.45,73.28,20.43,6.05,37.705,50.33,75.0,48.04,剔除,41.35,回避,优势未形成共振,9.2,9.2,0.0,0,,1,-17.85,4.945,22.795,11.9908823000367,30.13492160268548,51.13,0,0,,,,,,0.3130691560239904,36.32684092167933
2026-05-08,20260508,600435,600435.SH,北方导航,42.59,42.59,0.0,0.0,43.85,82.15,49.23,59.97,21.83,5.9,38.6143,50.82,75.0,49.31,剔除,42.98,回避,优势未形成共振,15.23,15.23,0.0,0,,1,-16.409999999999997,3.9757000000000033,20.3857,10.806410558706965,32.782478551811785,57.255,0,0,,,,,,0.30758117304801336,36.32368211336094
2026-05-08,20260508,002669,002669.SZ,康达新材,49.29,49.29,0.0,100.0,43.85,96.75,68.09,12.74,14.94,9.35,59.7475,70.29,75.0,54.12,剔除,37.31,回避,流动性偏弱,14.35,14.35,0.0,0,,1,-44.21,-10.457500000000003,33.7525,23.10524710428348,31.894585747427413,62.364999999999995,0,0,,,,,,0.2867060084150688,36.30542058905482
2026-05-08,20260508,601665,601665.SH,齐鲁银行,53.39,53.39,0.0,100.0,43.85,29.12,51.34,38.47,21.8,7.0,51.1672,61.67,99.78,50.84,剔除,44.06,回避,优势未形成共振,6.28,5.81,8.09,0,,1,-16.61,2.222799999999999,18.8328,10.29164139548854,33.454625988045365,38.694500000000005,0,0,,,,,,0.2984009652869913,36.14006757008939
2026-05-08,20260508,002185,002185.SZ,华天科技,53.72,53.72,0.0,100.0,43.85,29.12,78.64,41.68,28.19,6.65,51.5008,64.8,99.33,57.16,剔除,63.3,普通观察,V2与强势流动性共振；相对强弱靠前,13.74,12.69,8.27,0,,1,-12.78,2.2192000000000007,14.999200000000002,8.095567195282449,47.083559763467335,38.694500000000005,0,0,,,,,,0.2691434015584185,35.98803810908929
2026-05-08,20260508,300122,300122.SZ,智飞生物,42.85,42.85,0.0,0.0,43.85,80.11,17.06,77.16,19.48,5.0,37.8106,43.13,75.0,42.73,剔除,26.27,回避,流动性偏弱,15.47,15.47,0.0,0,,1,-7.149999999999999,5.0394000000000005,12.1894,6.125078567115146,18.22988754765097,56.541,0,0,,,,,,0.3307350101052952,35.97045070737066
2026-05-08,20260508,688418,688418.SH,震有科技,75.72,75.72,0.0,100.0,96.88,76.5,92.75,62.95,23.44,8.25,50.7626,76.72,91.6,70.46,观察,75.76,强观察,V2与强势流动性共振；相对强弱靠前,54.2,48.67,11.36,0,TRADE,1,-6.780000000000001,24.9574,31.7374,16.713780609225832,46.62681631850924,89.747,0,0,,,,,,0.21185738355911538,35.968016849138074
2026-05-08,20260508,002555,002555.SZ,三七互娱,41.24,41.24,0.0,0.0,43.85,72.22,33.79,61.49,26.86,6.15,54.2381,53.17,77.12,48.85,剔除,41.8,回避,优势未形成共振,22.35,22.2,0.68,0,,1,-20.26,-12.9981,7.261899999999997,10.26444831461162,30.126390424343903,53.7795,0,0,,,,,,0.30441666845268905,35.964166791688235
2026-05-08,20260508,002445,002445.SZ,中南文化,54.52,54.52,0.0,100.0,43.85,70.68,60.84,15.06,24.86,7.4,55.5486,64.4,88.19,54.13,剔除,47.77,回避,优势未形成共振,3.95,3.79,4.22,0,,1,-19.479999999999997,-1.0285999999999973,18.4514,10.961923340363224,38.89064669043188,53.2405,0,0,,,,,,0.2815289068557242,35.94602347990069
2026-05-08,20260508,002660,002660.SZ,茂硕电源,52.57,52.57,0.0,100.0,43.85,29.12,46.35,71.23,2.72,6.75,36.6108,55.13,86.94,40.84,剔除,22.78,回避,流动性偏弱,8.97,8.64,3.82,0,,1,-14.93,15.959200000000004,30.8892,15.447457402865153,11.228178837193502,38.694500000000005,0,0,,,,,,0.3372133009228566,35.85693106459996
2026-05-08,20260508,603602,603602.SH,纵横通信,33.54,33.54,0.0,0.0,43.85,29.12,44.18,87.83,5.11,6.35,34.2978,49.54,80.62,39.66,剔除,23.46,回避,流动性偏弱,13.61,13.37,1.8,0,,1,-29.96,-0.7578000000000031,29.2022,17.08285859021649,15.025305321357036,38.694500000000005,0,0,,,,,,0.3400268044317785,35.6998763102245
2026-05-08,20260508,002909,002909.SZ,集泰股份,52.58,52.58,0.0,100.0,43.85,29.12,40.05,87.33,5.87,6.05,34.8355,51.21,82.59,40.98,剔除,24.29,回避,流动性偏弱,6.75,6.59,2.43,0,,1,-7.920000000000002,17.744499999999995,25.664499999999997,13.141919193304048,15.332759047216518,38.694500000000005,0,0,,,,,,0.3323605094427368,35.559235660991575
2026-05-08,20260508,000021,000021.SZ,深科技,52.37,52.37,0.0,100.0,43.85,29.12,77.86,29.67,28.87,7.0,56.2644,66.32,95.28,56.83,剔除,63.24,普通观察,V2与强势流动性共振；相对强弱靠前,31.02,29.13,6.49,0,,1,-17.630000000000003,-3.894400000000005,13.735599999999998,9.261478992040097,47.411161133218414,38.694500000000005,0,0,,,,,,0.26339111930498016,35.486378351348606
2026-05-08,20260508,002559,002559.SZ,亚威股份,54.22,54.22,0.0,100.0,43.85,29.12,72.35,42.32,18.54,6.55,53.136,62.5,83.88,52.93,剔除,41.32,回避,相对强弱靠前；流动性偏弱,10.88,10.58,2.84,0,,1,-11.28,1.083999999999996,12.363999999999995,6.846920865128596,36.62470477696714,38.694500000000005,0,0,,,,,,0.2796298964692246,35.45309275284572
2026-05-08,20260508,600135,600135.SH,乐凯胶片,52.35,52.35,0.0,100.0,43.85,29.12,82.3,34.65,20.06,6.95,49.7226,64.24,85.66,54.81,剔除,51.75,回避,相对强弱靠前,11.82,11.43,3.41,0,,1,-17.15,2.6274000000000015,19.7774,10.740664795688083,40.63173636457098,38.694500000000005,0,0,,,,,,0.271521716460836,35.44952015225852
2026-05-08,20260508,603058,603058.SH,永吉股份,34.51,34.51,0.0,0.0,43.85,29.12,36.01,78.98,13.02,7.15,48.12,53.75,75.0,43.05,剔除,27.64,回避,流动性偏弱,12.06,12.06,0.0,0,,1,-36.99,-13.61,23.380000000000003,18.70880630434057,21.65294899084187,38.694500000000005,0,0,,,,,,0.3206391656086669,35.35974159260668
2026-05-08,20260508,300832,300832.SZ,新产业,41.55,41.55,0.0,0.0,43.85,29.12,28.0,67.1,19.9,6.25,48.9033,51.64,80.44,44.3,剔除,29.01,回避,流动性偏弱,47.43,46.62,1.74,0,,1,-20.950000000000003,-7.353300000000004,13.596699999999998,10.628921015951402,23.605084198112912,38.694500000000005,0,0,,,,,,0.31479698386042027,35.32578887022942
2026-05-08,20260508,000049,000049.SZ,德赛电池,54.69,54.69,0.0,100.0,43.85,29.12,70.27,27.65,24.07,6.8,57.228,64.73,90.84,54.28,剔除,51.63,回避,相对强弱靠前,28.59,27.21,5.07,0,,1,-13.310000000000002,-2.538000000000004,10.771999999999998,7.066747578153145,41.12662033282093,38.694500000000005,0,0,,,,,,0.2715647934520389,35.293535541642726
2026-05-08,20260508,300221,300221.SZ,银禧科技,63.27,63.27,0.0,100.0,43.85,73.03,79.29,83.47,17.55,7.2,56.2171,68.34,91.1,60.84,观察,48.9,回避,V2评分较好；相对强弱靠前；流动性偏弱,11.68,10.47,11.56,0,WATCH,1,-8.729999999999997,7.052900000000001,15.782899999999998,7.906286853089338,37.30334435409244,54.063,0,0,,,,,,0.24325515178356616,35.27986062484963
2026-05-08,20260508,601108,601108.SH,财通证券,57.08,57.08,0.0,100.0,43.85,29.12,51.38,62.96,22.51,7.15,50.6048,60.4,78.38,51.36,剔除,44.54,回避,优势未形成共振,8.4,8.31,1.08,0,,1,-14.420000000000002,6.475200000000001,20.895200000000003,10.696370085843766,34.00829016578164,38.694500000000005,0,0,,,,,,0.28355809074886296,35.25706635242041
2026-05-08,20260508,301107,301107.SZ,瑜欣电子,35.83,35.83,0.0,0.0,43.85,29.12,42.36,72.6,2.97,7.3,46.2091,54.87,75.0,39.41,剔除,21.99,回避,流动性偏弱,28.27,28.27,0.0,0,,1,-37.17,-10.3791,26.7909,19.179359302906864,11.216470032947086,38.694500000000005,0,0,,,,,,0.33386323586340355,35.19342651043825
2026-05-08,20260508,601155,601155.SH,新城控股,50.27,50.27,0.0,100.0,43.85,29.12,65.52,32.34,18.62,6.2,51.8384,60.21,90.94,50.75,剔除,36.52,回避,流动性偏弱,15.46,14.71,5.1,0,,1,-11.729999999999997,-1.568399999999997,10.1616,6.368030741131829,34.928246448970214,38.694500000000005,0,0,,,,,,0.28500280855116955,35.17519659858186
2026-05-08,20260508,301287,301287.SZ,康力源,47.97,47.97,0.0,100.0,43.85,29.12,49.03,54.79,4.66,7.25,48.3919,59.56,89.69,42.88,剔除,25.26,回避,流动性偏弱,45.64,43.59,4.7,0,,1,-24.53,-0.4219000000000008,24.1081,14.042194660023767,15.11554828644995,38.694500000000005,0,0,,,,,,0.31785882705909474,35.11411789413663
2026-05-08,20260508,603706,603706.SH,东方环宇,60.68,60.68,0.0,100.0,87.73,29.12,72.68,59.82,1.83,7.15,52.1399,68.5,96.25,52.54,剔除,36.71,回避,相对强弱靠前；流动性偏弱,22.25,20.32,9.5,0,WATCH,1,-10.82,8.540100000000002,19.360100000000003,9.702398157328595,11.532753357286367,67.2165,0,0,,,,,,0.2755425444160677,35.04997810912474
2026-05-08,20260508,002843,002843.SZ,泰嘉股份,57.33,57.33,0.0,100.0,43.85,29.12,87.33,78.19,25.86,7.25,52.0513,68.09,94.4,61.09,观察,65.62,普通观察,V2与强势流动性共振；相对强弱靠前,27.56,25.0,10.24,0,,1,-15.170000000000002,5.278700000000001,20.4487,10.615577432716508,47.52214010332447,38.694500000000005,0,0,,,,,,0.23827713724863048,35.006399607404134
2026-05-08,20260508,002291,002291.SZ,遥望科技,58.72,58.72,0.0,100.0,90.84,29.12,55.31,31.58,17.51,6.95,41.2742,61.54,87.22,52.65,剔除,40.93,回避,流动性偏弱,6.91,6.65,3.91,0,,1,-10.78,17.4458,28.2258,14.243478760939452,31.12038078173209,69.238,0,0,,,,,,0.27253862794236233,34.87270395596536
2026-05-08,20260508,603667,603667.SH,五洲新春,54.78,54.78,0.0,0.0,98.26,94.29,77.62,37.02,27.92,8.6,49.8342,62.53,75.0,57.05,剔除,56.5,回避,强势流动性较好；相对强弱靠前；涨停可买性不足,78.17,78.17,0.0,1,,1,-31.22,4.945799999999998,36.1658,19.609157840492113,46.552662652097574,96.8705,0,0,,,,,,0.2534179789024659,34.85425852317262
2026-05-08,20260508,605177,605177.SH,东亚药业,38.34,38.34,0.0,0.0,43.85,29.12,29.34,53.47,3.78,6.8,37.3424,50.32,82.44,35.58,剔除,19.64,回避,流动性偏弱,21.09,20.6,2.38,0,,1,-29.659999999999997,0.9976000000000056,30.6576,17.41933429420692,10.531153782943251,38.694500000000005,0,0,,,,,,0.3448474826443863,34.813323785107045
2026-05-08,20260508,300461,300461.SZ,田中精机,36.63,36.63,0.0,0.0,43.85,78.76,8.19,49.93,25.52,7.75,45.1915,50.96,75.0,42.79,剔除,32.98,回避,优势未形成共振,59.24,59.24,0.0,0,,1,-40.87,-8.561499999999995,32.3085,21.554177300081143,14.457136645961398,56.0685,0,0,,,,,,0.3122921368781016,34.69744958146711
2026-05-08,20260508,002218,002218.SZ,拓日新能,32.54,32.54,0.0,0.0,43.85,63.94,27.05,46.11,24.4,7.2,40.7535,50.69,77.66,44.14,剔除,37.65,回避,优势未形成共振,5.91,5.86,0.85,0,,1,-39.46,-8.213500000000003,31.246499999999997,20.82025033671145,25.690854403853525,50.8815,0,0,,,,,,0.30588819153399327,34.65417340737953
2026-05-08,20260508,605001,605001.SH,威奥股份,32.01,32.01,0.0,0.0,43.85,29.12,33.13,65.63,3.65,7.7,42.3371,53.19,75.41,37.09,剔除,20.63,回避,流动性偏弱,7.52,7.51,0.13,0,,1,-44.99,-10.327100000000002,34.6629,23.56645119239071,10.996567646315826,38.694500000000005,0,0,,,,,,0.33606118397617907,34.65128287833254
2026-05-08,20260508,603239,603239.SH,浙江仙通,31.23,31.23,0.0,0.0,43.85,87.53,19.23,7.0,15.92,8.4,57.4306,56.82,75.0,41.51,剔除,25.34,回避,流动性偏弱,25.9,25.9,0.0,0,,1,-52.77,-26.2006,26.5694,26.385214788842127,17.496902583028803,59.138,0,0,,,,,,0.3164720631831132,34.606044422817924
2026-05-08,20260508,601086,601086.SH,国芳集团,31.26,31.26,0.0,0.0,43.85,81.64,31.56,4.59,10.93,6.3,45.381,50.39,85.31,38.98,剔除,24.32,回避,流动性偏弱,9.08,8.79,3.3,0,,1,-31.74,-14.121,17.619,15.90209316410893,18.572851154305845,57.0765,0,0,,,,,,0.3265859539384964,34.555016775694746
2026-05-08,20260508,600037,600037.SH,歌华有线,49.17,49.17,0.0,100.0,43.85,29.12,66.21,32.7,13.51,6.15,45.6306,58.04,86.88,47.46,剔除,32.96,回避,流动性偏弱,8.2,7.9,3.8,0,,1,-12.329999999999998,3.5394000000000005,15.8694,8.330607307993818,29.90814437573819,38.694500000000005,0,0,,,,,,0.2900368143659532,34.540577005616726
2026-05-08,20260508,301503,301503.SZ,智迪科技,32.73,32.73,0.0,0.0,43.85,29.12,44.88,63.09,1.91,6.85,45.4191,53.24,75.0,38.03,剔除,20.54,回避,流动性偏弱,36.6,36.6,0.0,0,,1,-35.77,-12.689100000000003,23.0809,18.13483803631379,9.258552802679262,38.694500000000005,0,0,,,,,,0.32855051769245724,34.407536238472005
2026-05-08,20260508,000810,000810.SZ,创维数字,62.33,62.33,0.0,100.0,43.85,60.85,77.76,89.99,19.74,8.15,51.8391,69.52,89.03,61.21,观察,43.76,回避,V2评分较好；相对强弱靠前；流动性偏弱,12.97,11.54,12.39,0,WATCH,1,-19.17,10.490899999999996,29.6609,15.040594356717865,39.17885143798883,49.8,0,0,,,,,,0.22861166129659458,34.36581629076162
2026-05-08,20260508,600392,600392.SH,盛和资源,50.36,50.36,0.0,100.0,43.85,29.12,58.23,15.44,28.76,6.1,53.4832,59.89,97.38,51.15,剔除,46.84,回避,优势未形成共振,26.5,24.73,7.16,0,,1,-10.64,-3.123199999999997,7.5168000000000035,5.469098958085631,40.92303507805842,38.694500000000005,0,0,,,,,,0.2715439962214574,34.35307973550202
2026-05-08,20260508,600119,600119.SH,长江投资,55.24,55.24,0.0,100.0,90.56,29.12,64.63,5.38,5.0,6.9,24.6705,58.62,92.41,45.03,剔除,32.11,回避,流动性偏弱,6.44,6.1,5.57,0,,1,-13.759999999999998,30.5695,44.3295,22.689705817470028,17.976373382860068,69.05600000000001,0,0,,,,,,0.2966588118558398,34.27511682990878
2026-05-08,20260508,601198,601198.SH,东兴证券,52.48,52.48,0.0,100.0,43.85,29.12,45.94,46.38,18.46,5.65,45.9936,53.71,83.03,46.33,剔除,32.06,回避,流动性偏弱,13.19,12.86,2.57,0,,1,-4.020000000000003,6.486399999999996,10.5064,5.301229824609883,29.12133925491752,38.694500000000005,0,0,,,,,,0.2900855673259541,34.20498971281678
2026-05-08,20260508,002043,002043.SZ,兔宝宝,46.08,46.08,0.0,100.0,43.85,29.12,54.91,14.84,14.89,8.0,51.3519,62.88,86.97,46.68,剔除,32.07,回避,流动性偏弱,15.45,14.88,3.83,0,,1,-33.92,-5.271900000000002,28.6481,18.25318676843398,28.593878715557285,38.694500000000005,0,0,,,,,,0.28836949759561153,34.18986483169281
2026-05-08,20260508,300316,300316.SZ,晶盛机电,34.78,34.78,0.0,0.0,43.85,29.12,63.64,71.43,27.88,5.1,47.5946,51.51,73.6,50.54,剔除,46.92,回避,优势未形成共振,45.98,46.11,-0.28,0,,1,-16.22,-12.8146,3.4054,8.552768775080967,42.1222411559499,38.694500000000005,0,0,,,,,,0.271268021642218,34.15076151495526
2026-05-08,20260508,600292,600292.SH,电投水电,46.22,46.22,0.0,100.0,43.85,61.53,75.34,6.57,20.79,8.0,51.1346,64.77,75.59,53.31,剔除,50.56,回避,相对强弱靠前,16.11,16.08,0.19,0,,1,-33.78,-4.9146,28.8654,18.25035620803057,39.5767431707057,50.038,0,0,,,,,,0.25863132616201834,34.09719283134128
2026-05-08,20260508,688063,688063.SH,派能科技,56.74,56.74,0.0,100.0,43.85,64.52,69.74,12.91,26.59,7.75,55.0936,65.55,73.6,55.1,剔除,52.76,回避,V2评分较好,77.84,78.06,-0.28,0,,1,-20.76,1.6464,22.4064,12.488227749364595,43.062589332273085,51.0845,0,0,,,,,,0.25024905244703405,34.04743367129238
2026-05-08,20260508,002673,002673.SZ,西部证券,34.75,34.75,0.0,0.0,43.85,29.12,27.73,63.5,17.4,6.1,43.0898,48.07,74.3,41.02,剔除,26.63,回避,流动性偏弱,7.21,7.22,-0.14,0,,1,-26.25,-8.339799999999997,17.910200000000003,13.41261861134258,21.96592816158698,38.694500000000005,0,0,,,,,,0.30928464043905,33.9559248307335
2026-05-08,20260508,600098,600098.SH,广州发展,39.52,39.52,0.0,0.0,43.85,67.43,28.39,51.43,17.83,6.9,51.9305,52.66,66.0,44.18,剔除,28.56,回避,流动性偏弱,7.11,7.24,-1.8,0,,1,-29.479999999999997,-12.4105,17.069499999999998,14.801231595715269,22.498748854102978,52.103,0,0,,,,,,0.29561874102896063,33.94731187202724
2026-05-08,20260508,605008,605008.SH,长鸿高科,32.76,32.76,0.0,0.0,43.85,29.12,22.68,80.54,0.82,5.65,28.6527,42.33,77.06,31.72,剔除,15.34,回避,流动性偏弱,12.28,12.2,0.66,0,,1,-23.74,4.107299999999999,27.8473,15.032906297962924,4.312493478255938,38.694500000000005,0,0,,,,,,0.34886149993195253,33.936304995236675
2026-05-08,20260508,002654,002654.SZ,万润科技,33.37,33.37,0.0,0.0,43.85,29.12,72.48,19.61,25.69,5.65,40.9844,53.71,84.47,49.03,剔除,49.45,回避,相对强弱靠前,14.96,14.52,3.03,0,,1,-23.130000000000003,-7.614400000000003,15.5156,11.787774957698051,43.15102779772459,38.694500000000005,0,0,,,,,,0.27466594282723467,33.935615997906424
2026-05-08,20260508,601877,601877.SH,正泰电器,37.55,37.55,0.0,0.0,43.85,29.12,38.82,58.41,26.78,6.7,57.3536,55.2,71.1,47.3,剔除,41.68,回避,优势未形成共振,32.89,33.15,-0.78,0,,1,-29.450000000000003,-19.803600000000003,9.6464,15.014093967114146,32.24282245709888,38.694500000000005,0,0,,,,,,0.27934203473894,33.7439424317258
2026-05-08,20260508,300055,300055.SZ,万邦达,28.82,28.82,0.0,0.0,43.85,29.12,20.07,61.92,21.6,4.95,43.5322,43.71,84.5,40.03,剔除,33.69,回避,优势未形成共振,11.17,10.84,3.04,0,,1,-20.68,-14.712200000000005,5.967799999999997,10.64366686250561,20.820950986926608,38.694500000000005,0,0,,,,,,0.31021967833486813,33.72437748344077
2026-05-08,20260508,600988,600988.SH,赤峰黄金,33.35,33.35,0.0,0.0,43.85,66.31,28.04,35.44,28.75,5.55,56.2504,49.61,75.0,44.84,剔除,38.98,回避,优势未形成共振,44.4,44.4,0.0,0,,1,-22.15,-22.9004,-0.7503999999999991,13.010341529721654,28.392780772583723,51.711,0,0,,,,,,0.2894302262676127,33.71211583873289
2026-05-08,20260508,002112,002112.SZ,三变科技,36.63,36.63,0.0,0.0,43.85,29.12,39.28,52.92,23.89,6.15,39.7742,49.47,75.0,44.31,剔除,39.48,回避,优势未形成共振,20.99,20.99,0.0,0,,1,-24.869999999999997,-3.144199999999998,21.7258,13.54260732700071,30.633302139991372,38.694500000000005,0,0,,,,,,0.2911102810984952,33.67071967689466
2026-05-08,20260508,000799,000799.SZ,酒鬼酒,34.95,34.95,0.0,0.0,43.85,29.12,36.91,63.13,19.59,5.35,36.5057,45.65,75.0,42.42,剔除,29.13,回避,流动性偏弱,43.59,43.59,0.0,0,,1,-18.549999999999997,-1.5556999999999943,16.994300000000003,10.290197074400467,26.889903309606748,38.694500000000005,0,0,,,,,,0.2991030790749696,33.66321553524787
2026-05-08,20260508,000039,000039.SZ,中集集团,47.4,47.4,0.0,100.0,43.85,29.12,70.2,2.75,25.55,7.7,52.4867,64.51,84.56,51.98,剔除,50.8,回避,相对强弱靠前,12.81,12.43,3.06,0,,1,-29.6,-5.0867,24.5133,15.826856888319089,42.35103304525168,38.694500000000005,0,0,,,,,,0.25700741221111684,33.584518854778175
2026-05-08,20260508,603048,603048.SH,浙江黎明,46.11,46.11,0.0,100.0,43.85,29.12,61.31,18.36,6.02,7.9,51.6189,62.96,80.47,43.63,剔除,27.11,回避,流动性偏弱,23.82,23.41,1.75,0,,1,-32.89,-5.508899999999997,27.381100000000004,17.615451155259503,19.21161627765868,38.694500000000005,0,0,,,,,,0.2926562561482308,33.57493793037616
2026-05-08,20260508,600563,600563.SH,法拉电子,35.63,35.63,0.0,0.0,43.85,29.12,42.34,59.66,26.27,5.65,55.1592,52.13,75.0,46.91,剔除,41.86,回避,优势未形成共振,123.0,123.0,0.0,0,,1,-20.869999999999997,-19.529199999999996,1.3408000000000015,11.681497458802102,33.35073912224435,38.694500000000005,0,0,,,,,,0.2777558541753803,33.51590979227662
2026-05-08,20260508,600177,600177.SH,雅戈尔,46.08,46.08,0.0,100.0,43.85,29.12,37.81,21.21,16.82,6.65,55.6438,57.26,86.25,44.07,剔除,29.45,回避,流动性偏弱,7.76,7.49,3.6,0,,1,-20.42,-9.5638,10.8562,10.216814155107256,25.218330634679212,38.694500000000005,0,0,,,,,,0.28887994484860585,33.44259613940241
2026-05-08,20260508,600903,600903.SH,贵州燃气,51.64,51.64,0.0,100.0,43.85,29.12,30.74,51.03,5.15,6.35,36.3245,50.42,77.44,36.75,剔除,21.0,回避,流动性偏弱,6.42,6.37,0.78,0,,1,-11.86,15.3155,27.1755,13.624316132684728,12.582169924142656,38.694500000000005,0,0,,,,,,0.31891754385828197,33.34922807007974
2026-05-08,20260508,000001,000001.SZ,平安银行,55.72,55.72,0.0,100.0,43.85,29.12,31.0,72.82,26.98,6.35,53.7283,54.83,71.5,48.01,剔除,40.91,回避,优势未形成共振,11.3,11.38,-0.7,0,,1,-7.780000000000001,1.9917000000000016,9.771700000000004,5.163677465075965,28.920235130441107,38.694500000000005,0,0,,,,,,0.2696360564034384,33.277523948240685
2026-05-08,20260508,603893,603893.SH,瑞芯微,63.09,63.09,0.0,100.0,43.85,29.12,79.65,95.76,28.14,5.55,50.2989,62.03,92.05,59.75,观察,64.82,普通观察,V2与强势流动性共振；相对强弱靠前,178.3,160.37,11.18,0,WATCH,1,7.590000000000003,12.7911,5.201099999999997,6.432622332299635,47.34290865589059,38.694500000000005,0,0,,,,,,0.2184468453903098,33.21627917732169
2026-05-08,20260508,603790,603790.SH,雅运股份,55.73,55.73,0.0,100.0,43.85,67.9,70.84,36.98,7.85,7.25,51.7601,65.11,92.45,50.72,剔除,35.53,回避,相对强弱靠前；流动性偏弱,25.28,22.77,11.02,0,,1,-16.770000000000003,3.969899999999995,20.7399,11.008606163815651,23.58164540484824,52.2675,0,0,,,,,,0.2560169448634802,33.13718614044361
2026-05-08,20260508,002130,002130.SZ,沃尔核材,32.91,32.91,0.0,0.0,43.85,29.12,31.22,79.34,27.39,4.65,51.2633,45.66,70.8,44.26,剔除,38.96,回避,优势未形成共振,23.58,23.78,-0.84,0,,1,-13.590000000000003,-18.353300000000004,-4.763300000000001,9.52383630494211,29.24236310560417,38.694500000000005,0,0,,,,,,0.2834784831148377,33.12149381803864
2026-05-08,20260508,002358,002358.SZ,森源电气,31.07,31.07,0.0,0.0,43.85,29.12,44.56,23.36,18.26,6.65,46.8657,52.57,73.7,42.6,剔除,29.8,回避,流动性偏弱,7.57,7.59,-0.26,0,,1,-35.43,-15.795699999999997,19.634300000000003,17.74962335271747,28.52482427640879,38.694500000000005,0,0,,,,,,0.28893087597193856,33.0051613180357
2026-05-08,20260508,002756,002756.SZ,永兴材料,50.92,50.92,0.0,100.0,43.85,29.12,59.51,11.42,28.31,7.4,59.2747,63.85,80.75,51.64,剔除,47.15,回避,优势未形成共振,79.65,78.21,1.84,0,,1,-23.08,-8.354700000000001,14.725299999999995,11.685617029636616,41.04543945434133,38.694500000000005,0,0,,,,,,0.25013510576897185,33.00145740382803
2026-05-08,20260508,603168,603168.SH,莎普爱思,31.8,31.8,0.0,0.0,43.85,29.12,12.72,73.23,5.32,6.05,36.7193,43.48,72.75,32.33,剔除,17.05,回避,流动性偏弱,6.71,6.74,-0.45,0,,1,-28.7,-4.919299999999996,23.780700000000003,15.348242054493843,8.226202039823724,38.694500000000005,0,0,,,,,,0.3316456595850833,32.91419617095583
2026-05-08,20260508,600305,600305.SH,恒顺醋业,32.63,32.63,0.0,0.0,43.85,29.12,20.12,63.24,3.33,6.15,42.6563,46.39,71.7,33.03,剔除,17.42,回避,流动性偏弱,7.48,7.53,-0.66,0,,1,-28.869999999999997,-10.0263,18.8437,14.6576977579473,8.18532833794711,38.694500000000005,0,0,,,,,,0.32651966265545956,32.76537638588217
2026-05-08,20260508,000831,000831.SZ,中国稀土,48.52,48.52,0.0,100.0,43.85,29.12,66.16,14.36,28.61,6.35,47.8344,58.61,82.06,50.82,剔除,47.56,回避,优势未形成共振,55.25,54.03,2.26,0,,1,-14.979999999999997,0.6856000000000009,15.665599999999998,8.853261835052658,43.50675349873856,38.694500000000005,0,0,,,,,,0.24946495995686857,32.7085471969808
2026-05-08,20260508,000650,000650.SZ,仁和药业,35.77,35.77,0.0,0.0,43.85,29.12,15.74,97.78,9.52,5.8,54.9901,47.29,62.2,37.7,剔除,21.4,回避,流动性偏弱,5.71,5.86,-2.56,0,,1,-22.229999999999997,-19.220099999999995,3.009900000000002,12.059882821570032,12.241111060683991,38.694500000000005,0,0,,,,,,0.30477074253602304,32.64395197752162
2026-05-08,20260508,600621,600621.SH,华鑫股份,32.69,32.69,0.0,0.0,43.85,29.12,37.79,45.54,15.32,5.85,40.565,47.61,71.55,40.06,剔除,26.84,回避,流动性偏弱,14.31,14.41,-0.69,0,,1,-25.81,-7.875,17.935000000000002,13.227723097091705,24.061230226237395,38.694500000000005,0,0,,,,,,0.29417101244901234,32.60997087143086
2026-05-08,20260508,601916,601916.SH,浙商银行,32.29,32.29,0.0,0.0,43.85,29.12,30.65,33.93,18.92,5.35,48.0231,47.02,73.35,40.06,剔除,26.85,回避,流动性偏弱,3.01,3.02,-0.33,0,,1,-21.21,-15.7331,5.4769000000000005,11.010532603072992,24.08107140473613,38.694500000000005,0,0,,,,,,0.29407488797356035,32.60324215814923
2026-05-08,20260508,002049,002049.SZ,紫光国微,53.96,53.96,0.0,100.0,43.85,29.12,76.07,44.01,28.39,6.1,53.9708,62.97,94.78,56.44,剔除,62.69,普通观察,V2与强势流动性共振；相对强弱靠前,77.36,70.27,10.09,0,,1,-7.039999999999999,-0.0107999999999961,7.029200000000003,4.061431793509937,46.47179036792105,38.694500000000005,0,0,,,,,,0.22382139750408322,32.59949782528583
