trade_date,returncode,elapsed_seconds,industry_updated,model_rows_cleared,rule_bs_updated,score_rows,empty_industry_rows,null_score_rows,null_liquidity_rows,null_bs_v2_rows,null_consensus_rows,model_field_rows,score_log,status,error
2025-02-18,0,81.576,0,5100,5100,5100,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250218.log,PASS,
2025-02-27,0,78.369,0,5095,5095,5095,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250227.log,PASS,
2025-02-28,0,78.292,0,5096,5096,5096,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250228.log,PASS,
2025-03-03,0,77.933,0,5094,5094,5094,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250303.log,PASS,
2025-03-04,0,82.382,0,5096,5096,5096,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250304.log,PASS,
2025-03-05,0,78.117,0,5095,5095,5095,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250305.log,PASS,
2025-03-06,0,76.292,0,5093,5093,5093,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250306.log,PASS,
2025-03-07,0,72.551,0,5093,5093,5093,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250307.log,PASS,
2025-03-10,0,73.398,0,5093,5093,5093,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250310.log,PASS,
2025-03-11,0,72.78,0,5096,5096,5096,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250311.log,PASS,
2025-03-12,0,71.07,0,5095,5095,5095,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250312.log,PASS,
2025-03-13,0,70.825,0,5097,5097,5097,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250313.log,PASS,
2025-03-14,0,70.091,0,5097,5097,5097,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250314.log,PASS,
2025-03-17,0,74.306,0,5094,5094,5094,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250317.log,PASS,
2025-03-18,0,76.993,0,5100,5100,5100,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250318.log,PASS,
2025-03-19,0,76.651,0,5098,5098,5098,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250319.log,PASS,
2025-03-20,0,74.165,0,5100,5100,5100,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250320.log,PASS,
2025-03-21,0,75.805,0,5101,5101,5101,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250321.log,PASS,
2025-03-24,0,74.035,0,5101,5101,5101,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250324.log,PASS,
2025-03-25,0,74.68,0,5104,5104,5104,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250325.log,PASS,
2025-03-26,0,75.48,0,5105,5105,5105,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250326.log,PASS,
2025-03-27,0,74.87,0,5107,5107,5107,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250327.log,PASS,
2025-03-28,0,76.311,0,5106,5106,5106,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250328.log,PASS,
2025-03-31,0,74.712,0,5107,5107,5107,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250331.log,PASS,
2025-04-01,0,73.77,0,5108,5108,5108,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250401.log,PASS,
2025-04-02,0,75.788,0,5110,5110,5110,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250402.log,PASS,
2025-04-03,0,77.349,0,5110,5110,5110,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250403.log,PASS,
2025-04-07,0,75.783,0,5108,5108,5108,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250407.log,PASS,
2025-04-08,0,74.914,0,5109,5109,5109,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250408.log,PASS,
