trade_date,returncode,elapsed_seconds,industry_updated,model_rows_cleared,rule_bs_updated,score_rows,empty_industry_rows,null_score_rows,null_liquidity_rows,null_bs_v2_rows,null_consensus_rows,model_field_rows,score_log,status,error
2025-04-09,0,73.573,0,5112,5112,5112,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250409.log,PASS,
2025-04-10,0,73.866,0,5112,5112,5112,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250410.log,PASS,
2025-04-11,0,76.032,0,5112,5112,5112,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250411.log,PASS,
2025-04-14,0,71.142,0,5111,5111,5111,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250414.log,PASS,
2025-04-15,0,67.258,0,5110,5110,5110,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250415.log,PASS,
2025-04-16,0,77.163,0,5114,5114,5114,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250416.log,PASS,
2025-04-17,0,86.632,0,5114,5114,5114,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250417.log,PASS,
2025-04-18,0,78.647,0,5113,5113,5113,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250418.log,PASS,
2025-04-21,0,73.369,0,5113,5113,5113,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250421.log,PASS,
2025-04-22,0,73.427,0,5111,5111,5111,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250422.log,PASS,
2025-04-23,0,76.85,0,5113,5113,5113,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250423.log,PASS,
2025-04-24,0,78.532,0,5114,5114,5114,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250424.log,PASS,
2025-04-25,0,74.645,0,5114,5114,5114,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250425.log,PASS,
2025-04-28,0,73.471,0,5108,5108,5108,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250428.log,PASS,
2025-04-29,0,72.163,0,5083,5083,5083,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250429.log,PASS,
2025-04-30,0,75.181,0,5091,5091,5091,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250430.log,PASS,
2025-05-06,0,70.215,0,5115,5115,5115,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250506.log,PASS,
2025-05-07,0,70.221,0,5117,5117,5117,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250507.log,PASS,
2025-05-08,0,76.909,0,5118,5118,5118,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250508.log,PASS,
2025-05-09,0,79.595,0,5118,5118,5118,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250509.log,PASS,
2025-05-12,0,72.257,0,5118,5118,5118,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250512.log,PASS,
2025-05-13,0,69.336,0,5119,5119,5119,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250513.log,PASS,
2025-05-14,0,68.994,0,5119,5119,5119,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250514.log,PASS,
2025-05-15,0,67.521,0,5118,5118,5118,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250515.log,PASS,
2025-05-16,0,69.731,0,5119,5119,5119,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250516.log,PASS,
2025-05-19,0,64.818,0,5116,5116,5116,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250519.log,PASS,
2025-05-20,0,64.748,0,5122,5122,5122,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250520.log,PASS,
2025-05-21,0,64.501,0,5118,5118,5118,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250521.log,PASS,
2025-05-22,0,65.968,0,5115,5115,5115,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250522.log,PASS,
2025-05-23,0,66.647,0,5117,5117,5117,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250523.log,PASS,
2025-05-26,0,66.081,0,5115,5115,5115,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250526.log,PASS,
2025-05-27,0,67.681,0,5115,5115,5115,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250527.log,PASS,
2025-05-28,0,67.564,0,5113,5113,5113,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250528.log,PASS,
2025-05-29,0,67.644,0,5116,5116,5116,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250529.log,PASS,
2025-05-30,0,67.326,0,5115,5115,5115,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553393_44915_2025_full/logs/score_rank_20250530.log,PASS,
