strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,adaptive_role,adaptive_underlying_strategy,market_style_state,selected_strategy,target_position_ratio,adaptive_target_position_ratio,risk_decision,fallback_strategy,allow_new_buys,risk_governor_reasons,risk_governor_version,recovery_status,governed_nav_ret_10d,recovery_streak,champion_score_floor,recovery_position,nav_ret_10d_kill,nav_dd_20d_kill,max_recovery_streak,champion_score_pctile_252,champion_score_z_252,champion_score_rank_252,champion_score_sample_count_252,champion_score_percentile_floor,champion_score_z_floor,governed_nav_drawdown_20d,pattern_top5_high_risk_count,pattern_top5_bullish_count,pattern_top5_bearish_count,top_industry_weight,fp_classified_label,fp_classified_gate_reason,route_reason,execution_safe_uplift_preflight_status,execution_safe_uplift_fallback_applied,execution_safe_uplift_hard_block_reasons,execution_safe_uplift_incremental_symbols,execution_safe_uplift_planned_strategy,execution_safe_uplift_planned_position_ratio,decision_timestamp,proxy_asof_timestamp,order_submit_timestamp,fill_timestamp,execution_mode,causality_pass,daily_proxy_approximation,execution_mode_status,execution_promotion_eligible,precommit_uplift_risk_level,precommit_uplift_cap_reason,cap_input_coverage,cap_missing_fields,cap_trigger_count,strict_cap_candidate_vol_20,strict_cap_candidate_ret_1,planned_uplift_ratio,capped_uplift_ratio,precommit_cap_applied,execution_safe_uplift_final_strategy,execution_safe_uplift_final_position_ratio,corporate_action_status,ledger_eod_equity,ledger_reconciliation_error_bps,ledger_event_count
production_governed_vol_position,2026-01-07,2026-01-06,163860.08399999997,336390.0,500250.084,1.0005001679999999,5,0.6724436651968658,0,0.0,5,5,500000.0,5,0.7,0,0.327885367140297,0.30000000000000004,0.30000000000000004,0.027885367140296935,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,,0,,,,,,,,,,,,,,,,0.06442287106912177,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-08,2026-01-07,163860.08399999997,349195.0,513055.084,1.026110168,5,0.6806189255109302,5,337044.0,5,0,500904.084,5,0.7,2,0.3271286644171182,0.30000000000000004,0.30000000000000004,0.027128664417118142,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,,0,,,,,,,,,,,,,,,,0.08606151078737774,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-09,2026-01-08,163860.08399999997,377565.0,541425.084,1.082850168,5,0.6973540959916071,5,353936.0,5,0,517796.084,5,0.7,2,0.3164567849454806,0.30000000000000004,0.30000000000000004,0.01645678494548053,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,,0,,,,,,,,,,,,0.0,,,,0.09062203157663332,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-12,2026-01-09,163860.08399999997,431575.0,595435.084,1.190870168,5,0.7248061318469436,5,396485.0,5,0,560345.084,5,0.7,2,0.2924270930161314,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,,0,,,,,,,,,,,,0.0,,,,0.07602736972179591,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-13,2026-01-12,163860.08399999997,426451.0,590311.084,1.180622168,5,0.7224174025504152,5,455984.0,5,0,619844.084,5,0.7,4,0.26435693786503894,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,,0,,,,,,,,,,,,0.0,,,,0.1764824832966136,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-14,2026-01-13,163860.08399999997,437184.0,601044.084,1.202088168,5,0.7273742669431216,5,432904.0,5,0,596764.084,5,0.7,4,0.2745810084643096,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,,0,,,,,,,,,,,,-0.008605472095426614,,,,0.1688697875630665,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-15,2026-01-14,163860.08399999997,419468.0,583328.084,1.166656168,5,0.719094471028417,5,419148.0,5,0,583008.084,5,0.7,4,0.281059711686605,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,,0,,,,,,,,,,,,-0.008605472095426614,,,,0.1359111635848426,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-16,2026-01-15,163860.08399999997,383684.0,547544.084,1.095088168,5,0.7007362716752501,5,395122.0,5,0,558982.084,5,0.7,5,0.29314013577580056,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,,0,,,,,,,,,,,,-0.029475375386940783,,,,0.19242620554252624,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-19,2026-01-16,163860.08399999997,373027.0,536887.084,1.0737741680000001,5,0.6947960029524569,5,373024.0,5,0,536884.084,5,0.7,5,0.3052057024659348,0.30000000000000004,0.30000000000000004,0.0052057024659347695,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,,0,,,,,,,,,,,,-0.08901177371874769,,,,0.0873996445156151,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-20,2026-01-19,163860.08399999997,368681.0,532541.084,1.065082168,5,0.6923052719816073,5,376070.0,5,0,539930.084,5,0.7,5,0.30348389329608083,0.30000000000000004,0.30000000000000004,0.0034838932960807867,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,,0,,,,,,,,,,,,-0.10674258628922784,,,,0.09533858605314434,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
