strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,adaptive_role,adaptive_underlying_strategy,market_style_state,selected_strategy,target_position_ratio,adaptive_target_position_ratio,risk_decision,fallback_strategy,allow_new_buys,risk_governor_reasons,risk_governor_version,recovery_status,governed_nav_ret_10d,recovery_streak,champion_score_floor,recovery_position,nav_ret_10d_kill,nav_dd_20d_kill,max_recovery_streak,champion_score_pctile_252,champion_score_z_252,champion_score_rank_252,champion_score_sample_count_252,champion_score_percentile_floor,champion_score_z_floor,governed_nav_drawdown_20d,pattern_top5_high_risk_count,pattern_top5_bullish_count,pattern_top5_bearish_count,top_industry_weight,fp_classified_label,fp_classified_gate_reason,route_reason,execution_safe_uplift_preflight_status,execution_safe_uplift_fallback_applied,execution_safe_uplift_hard_block_reasons,execution_safe_uplift_incremental_symbols,execution_safe_uplift_planned_strategy,execution_safe_uplift_planned_position_ratio,decision_timestamp,proxy_asof_timestamp,order_submit_timestamp,fill_timestamp,execution_mode,causality_pass,daily_proxy_approximation,execution_mode_status,execution_promotion_eligible,precommit_uplift_risk_level,precommit_uplift_cap_reason,cap_input_coverage,cap_missing_fields,cap_trigger_count,strict_cap_candidate_vol_20,strict_cap_candidate_ret_1,planned_uplift_ratio,capped_uplift_ratio,precommit_cap_applied,execution_safe_uplift_final_strategy,execution_safe_uplift_final_position_ratio,corporate_action_status,ledger_eod_equity,ledger_reconciliation_error_bps,ledger_event_count
production_governed_vol_position,2026-01-21,2026-01-20,163860.08399999997,363648.0,527508.084,1.055016168,5,0.689369530117002,5,363387.0,5,0,527247.084,5,0.7,5,0.3107842394439871,0.30000000000000004,0.30000000000000004,0.010784239443987043,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,,0,,,,,,,,,,,,-0.11397333710383872,,,,0.08145823002435794,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-22,2026-01-21,163860.08399999997,375272.0,539132.084,1.078264168,5,0.6960669029669545,5,363032.0,5,0,526892.084,5,0.7,5,0.31099363413476516,0.30000000000000004,0.30000000000000004,0.010993634134765118,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,0.05448874647265445,0,,,,,,,,,,,,-0.12234709891928652,,,,0.10995308947557073,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-23,2026-01-22,192599.40599999996,350342.0,542941.406,1.085882812,5,0.6452666827919181,0,0.0,5,10,542955.084,5,0.7,0,0.35508189745864666,0.30000000000000004,0.30000000000000004,0.05508189745864661,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,0.050826901074037645,0,,,,,,,,,,,,-0.12234709891928652,,,,0.11628204809989073,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-26,2026-01-23,192599.40599999996,352455.0,545054.406,1.090108812,5,0.6466418693623037,5,352901.0,5,0,545500.406,5,0.7,3,0.35306922576332594,0.30000000000000004,0.30000000000000004,0.0530692257633259,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,0.00280061276215271,0,,,,,,,,,,,,-0.12234709891928652,,,,0.05584420171461353,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-27,2026-01-26,192599.40599999996,355671.0,548270.406,1.096540812,5,0.6487145687742993,5,351964.0,5,0,544563.406,5,0.7,4,0.35367673236567054,0.30000000000000004,0.30000000000000004,0.0536767323656705,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,-0.08461153760298079,0,,,,,,,,,,,,-0.12234709891928652,,,,0.1400409462661677,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-28,2026-01-27,192599.40599999996,362949.0,555548.406,1.111096812,5,0.6533166076620873,5,357381.0,5,0,549980.406,5,0.7,5,0.3501932139742447,0.30000000000000004,0.30000000000000004,0.050193213974244644,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,-0.07121783605201626,0,,,,,,,,,,,,-0.12234709891928652,,,,0.13726227006435193,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-29,2026-01-28,192599.40599999996,364234.0,556833.406,1.113666812,5,0.6541166461553853,5,369353.0,5,0,561952.406,5,0.7,5,0.34273259433290865,0.30000000000000004,0.30000000000000004,0.0427325943329086,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,-0.0756944111274207,0,,,,,,,,,,,,-0.12234709891928652,,,,0.10554890751448148,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-30,2026-01-29,192599.40599999996,364944.0,557543.406,1.115086812,5,0.6545571090477573,5,357056.0,5,0,549655.406,5,0.7,5,0.35040027605950624,0.30000000000000004,0.30000000000000004,0.0504002760595062,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1,,-0.045419856726802266,0,,,,,,,,,,,,-0.12234709891928652,,,,0.10178264347337579,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-07,2026-01-06,163860.08399999997,336390.0,500250.084,1.0005001679999999,5,0.6724436651968658,0,0.0,5,5,500000.0,5,0.7,0,0.327885367140297,0.30000000000000004,0.30000000000000004,0.027885367140296935,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,,,,,0.06442287106912177,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-08,2026-01-07,163860.08399999997,349195.0,513055.084,1.026110168,5,0.6806189255109302,5,337044.0,5,0,500904.084,5,0.7,2,0.3271286644171182,0.30000000000000004,0.30000000000000004,0.027128664417118142,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,,,,,0.08606151078737774,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-09,2026-01-08,163860.08399999997,377565.0,541425.084,1.082850168,5,0.6973540959916071,5,353936.0,5,0,517796.084,5,0.7,2,0.3164567849454806,0.30000000000000004,0.30000000000000004,0.01645678494548053,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,0.0,,,,0.09062203157663332,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-12,2026-01-09,163860.08399999997,431575.0,595435.084,1.190870168,5,0.7248061318469436,5,396485.0,5,0,560345.084,5,0.7,2,0.2924270930161314,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,0.0,,,,0.07602736972179591,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-13,2026-01-12,163860.08399999997,426451.0,590311.084,1.180622168,5,0.7224174025504152,5,455984.0,5,0,619844.084,5,0.7,4,0.26435693786503894,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,0.0,,,,0.1764824832966136,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-14,2026-01-13,163860.08399999997,437184.0,601044.084,1.202088168,5,0.7273742669431216,5,432904.0,5,0,596764.084,5,0.7,4,0.2745810084643096,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,-0.008605472095426614,,,,0.1688697875630665,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-15,2026-01-14,163860.08399999997,419468.0,583328.084,1.166656168,5,0.719094471028417,5,419148.0,5,0,583008.084,5,0.7,4,0.281059711686605,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,-0.008605472095426614,,,,0.1359111635848426,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-16,2026-01-15,163860.08399999997,383684.0,547544.084,1.095088168,5,0.7007362716752501,5,395122.0,5,0,558982.084,5,0.7,5,0.29314013577580056,0.30000000000000004,0.30000000000000004,0.0,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,-0.029475375386940783,,,,0.19242620554252624,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-19,2026-01-16,163860.08399999997,373027.0,536887.084,1.0737741680000001,5,0.6947960029524569,5,373024.0,5,0,536884.084,5,0.7,5,0.3052057024659348,0.30000000000000004,0.30000000000000004,0.0052057024659347695,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,-0.08901177371874769,,,,0.0873996445156151,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-20,2026-01-19,163860.08399999997,368681.0,532541.084,1.065082168,5,0.6923052719816073,5,376070.0,5,0,539930.084,5,0.7,5,0.30348389329608083,0.30000000000000004,0.30000000000000004,0.0034838932960807867,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,-0.10674258628922784,,,,0.09533858605314434,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-21,2026-01-20,163860.08399999997,363648.0,527508.084,1.055016168,5,0.689369530117002,5,363387.0,5,0,527247.084,5,0.7,5,0.3107842394439871,0.30000000000000004,0.30000000000000004,0.010784239443987043,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,-0.11397333710383872,,,,0.08145823002435794,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-22,2026-01-21,163860.08399999997,375272.0,539132.084,1.078264168,5,0.6960669029669545,5,363032.0,5,0,526892.084,5,0.7,5,0.31099363413476516,0.30000000000000004,0.30000000000000004,0.010993634134765118,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,0.05448874647265445,0,,,,,,,,,,,,-0.12234709891928652,,,,0.10995308947557073,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-23,2026-01-22,192599.40599999996,350342.0,542941.406,1.085882812,5,0.6452666827919181,0,0.0,5,10,542955.084,5,0.7,0,0.35508189745864666,0.30000000000000004,0.30000000000000004,0.05508189745864661,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,0.050826901074037645,0,,,,,,,,,,,,-0.12234709891928652,,,,0.11628204809989073,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-26,2026-01-23,192599.40599999996,352455.0,545054.406,1.090108812,5,0.6466418693623037,5,352901.0,5,0,545500.406,5,0.7,3,0.35306922576332594,0.30000000000000004,0.30000000000000004,0.0530692257633259,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,0.00280061276215271,0,,,,,,,,,,,,-0.12234709891928652,,,,0.05584420171461353,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-27,2026-01-26,192599.40599999996,355671.0,548270.406,1.096540812,5,0.6487145687742993,5,351964.0,5,0,544563.406,5,0.7,4,0.35367673236567054,0.30000000000000004,0.30000000000000004,0.0536767323656705,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,-0.08461153760298079,0,,,,,,,,,,,,-0.12234709891928652,,,,0.1400409462661677,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-28,2026-01-27,192599.40599999996,362949.0,555548.406,1.111096812,5,0.6533166076620873,5,357381.0,5,0,549980.406,5,0.7,5,0.3501932139742447,0.30000000000000004,0.30000000000000004,0.050193213974244644,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,-0.07121783605201626,0,,,,,,,,,,,,-0.12234709891928652,,,,0.13726227006435193,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-29,2026-01-28,192599.40599999996,364234.0,556833.406,1.113666812,5,0.6541166461553853,5,369353.0,5,0,561952.406,5,0.7,5,0.34273259433290865,0.30000000000000004,0.30000000000000004,0.0427325943329086,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,-0.0756944111274207,0,,,,,,,,,,,,-0.12234709891928652,,,,0.10554890751448148,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_gate_tuned,2026-01-30,2026-01-29,192599.40599999996,364944.0,557543.406,1.115086812,5,0.6545571090477573,5,357056.0,5,0,549655.406,5,0.7,5,0.35040027605950624,0.30000000000000004,0.30000000000000004,0.0504002760595062,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,-0.045419856726802266,0,,,,,,,,,,,,-0.12234709891928652,,,,0.10178264347337579,,,production_risk_governor_backtest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-07,2026-01-06,188374.456,312038.0,500412.456,1.0008249120000001,5,0.6235616165397769,0,0.0,5,5,500000.0,5,0.7,0,0.37692496912998097,0.30000000000000004,0.30000000000000004,0.07692496912998092,30473.70000000007,0,0.08913939011723043,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,,,,,0.06442287106912177,,,production_risk_governor_backtest,strict_precommit_no_intraday_guard,0.0,,,baseline_full_liquidity_detail_vol_position,0.7,2026-01-06T15:00:00+08:00,2026-01-06T15:00:00+08:00,2026-01-06T15:00:00+08:00,2026-01-07T09:30:00+08:00,strict_t1_open_precommit,1.0,0.0,STRICT_PRECOMMIT_CAUSAL,1.0,no_incremental_uplift,precommit_no_incremental_uplift,1.0,,0.0,0.06707996661530982,0.09982688978649734,0.0,0.0,0.0,baseline_full_liquidity_detail_vol_position,0.7,NO_ACTION_CONFIRMED,500412.456,0.0,10.0
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-08,2026-01-07,188374.456,324450.0,512824.456,1.025648912,5,0.632672635253573,5,312038.0,5,0,500412.456,5,0.7,2,0.37598006585157934,0.30000000000000004,0.30000000000000004,0.07598006585157929,0.0,0,0.0,0,0,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion,baseline_full_liquidity_detail_vol_position,0.7,0.7,normal,,True,normal_production_risk_budget,v1.2b_gate_tuned,not_applicable,,0,,,,,,,,,,,,,,,,0.08606151078737774,,,production_risk_governor_backtest,strict_precommit_no_intraday_guard,0.0,,,baseline_full_liquidity_detail_vol_position,0.7,2026-01-07T15:00:00+08:00,2026-01-07T15:00:00+08:00,2026-01-07T15:00:00+08:00,2026-01-08T09:30:00+08:00,strict_t1_open_precommit,1.0,0.0,STRICT_PRECOMMIT_CAUSAL,1.0,no_incremental_uplift,precommit_no_incremental_uplift,1.0,,0.0,0.06723580903334887,0.060600448587361244,0.0,0.0,0.0,baseline_full_liquidity_detail_vol_position,0.7,NO_ACTION_CONFIRMED,512824.456,0.0,10.0
