strategy,cost_rate,month,monthly_return
baseline_b_score_v2,0.0,2026-02,-0.04030412621215029
baseline_b_score_v2,0.0,2026-03,-0.08238681045326213
baseline_b_score_v2,0.0,2026-04,-0.012933366413118375
baseline_b_score_v2,0.0015,2026-02,-0.04180412621215024
baseline_b_score_v2,0.0015,2026-03,-0.08525882972858656
baseline_b_score_v2,0.0015,2026-04,-0.01443336641311832
baseline_b_score_v2,0.002,2026-02,-0.042304126212150295
baseline_b_score_v2,0.002,2026-03,-0.08621516948702801
baseline_b_score_v2,0.002,2026-04,-0.014933366413118376
baseline_full_liq_breakout_adj,0.0,2026-02,-0.009645630259183413
baseline_full_liq_breakout_adj,0.0,2026-03,-0.18176280596169048
baseline_full_liq_breakout_adj,0.0,2026-04,0.10056340856095591
baseline_full_liq_breakout_adj,0.0015,2026-02,-0.011145630259183359
baseline_full_liq_breakout_adj,0.0015,2026-03,-0.18447496114476392
baseline_full_liq_breakout_adj,0.0015,2026-04,0.09906340856095608
baseline_full_liq_breakout_adj,0.002,2026-02,-0.011645630259183415
baseline_full_liq_breakout_adj,0.002,2026-03,-0.18537801287245514
baseline_full_liq_breakout_adj,0.002,2026-04,0.09856340856095613
baseline_full_liquidity,0.0,2026-02,-0.04801164863416707
baseline_full_liquidity,0.0,2026-03,-0.011415723725471727
baseline_full_liquidity,0.0,2026-04,0.13767046914181713
baseline_full_liquidity,0.0015,2026-02,-0.04951164863416713
baseline_full_liquidity,0.0015,2026-03,-0.014397036182625
baseline_full_liquidity,0.0015,2026-04,0.13617046914181707
baseline_full_liquidity,0.002,2026-02,-0.05001164863416707
baseline_full_liquidity,0.002,2026-03,-0.015389807001676248
baseline_full_liquidity,0.002,2026-04,0.13567046914181713
baseline_full_score,0.0,2026-02,-0.009645630259183413
baseline_full_score,0.0,2026-03,-0.18176280596169048
baseline_full_score,0.0,2026-04,0.10056340856095591
baseline_full_score,0.0015,2026-02,-0.011145630259183359
baseline_full_score,0.0015,2026-03,-0.18447496114476392
baseline_full_score,0.0015,2026-04,0.09906340856095608
baseline_full_score,0.002,2026-02,-0.011645630259183415
baseline_full_score,0.002,2026-03,-0.18537801287245514
baseline_full_score,0.002,2026-04,0.09856340856095613
liq20_bs_score_v2_b_bonus_0pct,0.0,2026-02,-0.005452776995846675
liq20_bs_score_v2_b_bonus_0pct,0.0,2026-03,-0.1785797938567365
liq20_bs_score_v2_b_bonus_0pct,0.0,2026-04,0.015278942262355821
liq20_bs_score_v2_b_bonus_0pct,0.0015,2026-02,-0.006952776995846732
liq20_bs_score_v2_b_bonus_0pct,0.0015,2026-03,-0.18129773110474423
liq20_bs_score_v2_b_bonus_0pct,0.0015,2026-04,0.013778942262355764
liq20_bs_score_v2_b_bonus_0pct,0.002,2026-02,-0.007452776995846677
liq20_bs_score_v2_b_bonus_0pct,0.002,2026-03,-0.18220271018741363
liq20_bs_score_v2_b_bonus_0pct,0.002,2026-04,0.01327894226235582
liq20_bs_score_v2_b_bonus_3pct,0.0,2026-02,-0.005452776995846675
liq20_bs_score_v2_b_bonus_3pct,0.0,2026-03,-0.16405168755834143
liq20_bs_score_v2_b_bonus_3pct,0.0,2026-04,0.015278942262355821
liq20_bs_score_v2_b_bonus_3pct,0.0015,2026-02,-0.006952776995846732
liq20_bs_score_v2_b_bonus_3pct,0.0015,2026-03,-0.16679295976548425
liq20_bs_score_v2_b_bonus_3pct,0.0015,2026-04,0.013778942262355764
liq20_bs_score_v2_b_bonus_3pct,0.002,2026-02,-0.007452776995846677
liq20_bs_score_v2_b_bonus_3pct,0.002,2026-03,-0.1677057171678652
liq20_bs_score_v2_b_bonus_3pct,0.002,2026-04,0.01327894226235582
liq20_bs_score_v2_b_bonus_5pct,0.0,2026-02,-0.03116340006288576
liq20_bs_score_v2_b_bonus_5pct,0.0,2026-03,-0.16405168755834143
liq20_bs_score_v2_b_bonus_5pct,0.0,2026-04,-0.06214770047319562
liq20_bs_score_v2_b_bonus_5pct,0.0015,2026-02,-0.032663400062885706
liq20_bs_score_v2_b_bonus_5pct,0.0015,2026-03,-0.16679295976548425
liq20_bs_score_v2_b_bonus_5pct,0.0015,2026-04,-0.06364770047319557
liq20_bs_score_v2_b_bonus_5pct,0.002,2026-02,-0.03316340006288576
liq20_bs_score_v2_b_bonus_5pct,0.002,2026-03,-0.1677057171678652
liq20_bs_score_v2_b_bonus_5pct,0.002,2026-04,-0.06414770047319562
liq20_bs_score_v2_b_bonus_8pct,0.0,2026-02,-0.03116340006288576
liq20_bs_score_v2_b_bonus_8pct,0.0,2026-03,-0.20526635362068635
liq20_bs_score_v2_b_bonus_8pct,0.0,2026-04,-0.06214770047319562
liq20_bs_score_v2_b_bonus_8pct,0.0015,2026-02,-0.032663400062885706
liq20_bs_score_v2_b_bonus_8pct,0.0015,2026-03,-0.20793889803267762
liq20_bs_score_v2_b_bonus_8pct,0.0015,2026-04,-0.06364770047319557
liq20_bs_score_v2_b_bonus_8pct,0.002,2026-02,-0.03316340006288576
liq20_bs_score_v2_b_bonus_8pct,0.002,2026-03,-0.20882874617000824
liq20_bs_score_v2_b_bonus_8pct,0.002,2026-04,-0.06414770047319562
liq20_score_b_bonus_0pct,0.0,2026-02,-0.09682139160966607
liq20_score_b_bonus_0pct,0.0,2026-03,-0.10906646232113526
liq20_score_b_bonus_0pct,0.0,2026-04,0.03940919342228688
liq20_score_b_bonus_0pct,0.0015,2026-02,-0.09832139160966613
liq20_score_b_bonus_0pct,0.0015,2026-03,-0.1118978391658405
liq20_score_b_bonus_0pct,0.0015,2026-04,0.037909193422287046
liq20_score_b_bonus_0pct,0.002,2026-02,-0.09882139160966608
liq20_score_b_bonus_0pct,0.002,2026-03,-0.11284063144740908
liq20_score_b_bonus_0pct,0.002,2026-04,0.03740919342228688
liq20_score_b_bonus_3pct,0.0,2026-02,-0.09682139160966607
liq20_score_b_bonus_3pct,0.0,2026-03,-0.10906646232113526
liq20_score_b_bonus_3pct,0.0,2026-04,0.07572824680670776
liq20_score_b_bonus_3pct,0.0015,2026-02,-0.09832139160966613
liq20_score_b_bonus_3pct,0.0015,2026-03,-0.1118978391658405
liq20_score_b_bonus_3pct,0.0015,2026-04,0.07422824680670792
liq20_score_b_bonus_3pct,0.002,2026-02,-0.09882139160966608
liq20_score_b_bonus_3pct,0.002,2026-03,-0.11284063144740908
liq20_score_b_bonus_3pct,0.002,2026-04,0.07372824680670798
liq20_score_b_bonus_5pct,0.0,2026-02,-0.03019351536037118
liq20_score_b_bonus_5pct,0.0,2026-03,-0.10906646232113526
liq20_score_b_bonus_5pct,0.0,2026-04,0.07572824680670776
liq20_score_b_bonus_5pct,0.0015,2026-02,-0.03169351536037113
liq20_score_b_bonus_5pct,0.0015,2026-03,-0.1118978391658405
liq20_score_b_bonus_5pct,0.0015,2026-04,0.07422824680670792
liq20_score_b_bonus_5pct,0.002,2026-02,-0.03219351536037118
liq20_score_b_bonus_5pct,0.002,2026-03,-0.11284063144740908
liq20_score_b_bonus_5pct,0.002,2026-04,0.07372824680670798
liq20_score_b_bonus_8pct,0.0,2026-02,-0.05913153593184273
liq20_score_b_bonus_8pct,0.0,2026-03,-0.12266564907884281
liq20_score_b_bonus_8pct,0.0,2026-04,0.013066758679312729
liq20_score_b_bonus_8pct,0.0015,2026-02,-0.06063153593184267
liq20_score_b_bonus_8pct,0.0015,2026-03,-0.12547459784307424
liq20_score_b_bonus_8pct,0.0015,2026-04,0.011566758679312672
