trade_date,signal_date,cash,position_count,position_ratio,actual_exposure,in_risk,equity,nav
2023-03-17,2023-03-16,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-03-20,2023-03-17,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-03-21,2023-03-20,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-03-22,2023-03-21,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-03-23,2023-03-22,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-03-24,2023-03-23,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-03-27,2023-03-24,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-03-28,2023-03-27,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-03-29,2023-03-28,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-03-30,2023-03-29,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-03-31,2023-03-30,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-03,2023-03-31,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-04,2023-04-03,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-06,2023-04-04,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-07,2023-04-06,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-10,2023-04-07,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-11,2023-04-10,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-12,2023-04-11,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-13,2023-04-12,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-14,2023-04-13,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-17,2023-04-14,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-18,2023-04-17,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-19,2023-04-18,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-20,2023-04-19,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-21,2023-04-20,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-24,2023-04-21,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-25,2023-04-24,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-26,2023-04-25,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-27,2023-04-26,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-04-28,2023-04-27,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-04,2023-04-28,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-05,2023-05-04,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-08,2023-05-05,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-09,2023-05-08,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-10,2023-05-09,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-11,2023-05-10,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-12,2023-05-11,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-15,2023-05-12,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-16,2023-05-15,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-17,2023-05-16,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-18,2023-05-17,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-19,2023-05-18,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-22,2023-05-19,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-23,2023-05-22,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-24,2023-05-23,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-25,2023-05-24,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-26,2023-05-25,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-29,2023-05-26,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-30,2023-05-29,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-05-31,2023-05-30,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-01,2023-05-31,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-02,2023-06-01,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-05,2023-06-02,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-06,2023-06-05,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-07,2023-06-06,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-08,2023-06-07,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-09,2023-06-08,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-12,2023-06-09,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-13,2023-06-12,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-14,2023-06-13,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-15,2023-06-14,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-16,2023-06-15,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-19,2023-06-16,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-20,2023-06-19,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-21,2023-06-20,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-26,2023-06-21,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-27,2023-06-26,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-28,2023-06-27,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-29,2023-06-28,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-06-30,2023-06-29,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-03,2023-06-30,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-04,2023-07-03,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-05,2023-07-04,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-06,2023-07-05,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-07,2023-07-06,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-10,2023-07-07,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-11,2023-07-10,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-12,2023-07-11,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-13,2023-07-12,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-14,2023-07-13,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-17,2023-07-14,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-18,2023-07-17,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-19,2023-07-18,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-20,2023-07-19,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-21,2023-07-20,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-24,2023-07-21,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-25,2023-07-24,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-26,2023-07-25,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-27,2023-07-26,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-28,2023-07-27,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-07-31,2023-07-28,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-01,2023-07-31,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-02,2023-08-01,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-03,2023-08-02,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-04,2023-08-03,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-07,2023-08-04,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-08,2023-08-07,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-09,2023-08-08,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-10,2023-08-09,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-11,2023-08-10,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-14,2023-08-11,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-15,2023-08-14,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-16,2023-08-15,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-17,2023-08-16,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-18,2023-08-17,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-21,2023-08-18,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-22,2023-08-21,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-23,2023-08-22,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-24,2023-08-23,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-25,2023-08-24,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-28,2023-08-25,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-29,2023-08-28,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-30,2023-08-29,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-08-31,2023-08-30,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-01,2023-08-31,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-04,2023-09-01,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-05,2023-09-04,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-06,2023-09-05,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-07,2023-09-06,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-08,2023-09-07,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-11,2023-09-08,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-12,2023-09-11,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-13,2023-09-12,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-14,2023-09-13,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-15,2023-09-14,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-18,2023-09-15,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-19,2023-09-18,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-20,2023-09-19,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-21,2023-09-20,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-22,2023-09-21,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-25,2023-09-22,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-26,2023-09-25,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-27,2023-09-26,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-09-28,2023-09-27,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-09,2023-09-28,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-10,2023-10-09,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-11,2023-10-10,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-12,2023-10-11,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-13,2023-10-12,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-16,2023-10-13,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-17,2023-10-16,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-18,2023-10-17,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-19,2023-10-18,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-20,2023-10-19,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-23,2023-10-20,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-24,2023-10-23,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-25,2023-10-24,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-26,2023-10-25,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-27,2023-10-26,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-30,2023-10-27,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-10-31,2023-10-30,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-01,2023-10-31,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-02,2023-11-01,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-03,2023-11-02,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-06,2023-11-03,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-07,2023-11-06,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-08,2023-11-07,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-09,2023-11-08,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-10,2023-11-09,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-13,2023-11-10,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-14,2023-11-13,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-15,2023-11-14,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-16,2023-11-15,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-17,2023-11-16,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-20,2023-11-17,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-21,2023-11-20,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-22,2023-11-21,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-23,2023-11-22,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-24,2023-11-23,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-27,2023-11-24,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-28,2023-11-27,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-29,2023-11-28,500000.0,0,0.6,0.0,False,500000.0,1.0
2023-11-30,2023-11-29,221816.42,5,0.6,0.512,False,227616.42,0.908999
2023-12-01,2023-11-30,221816.42,5,0.6,0.5087,False,227616.42,0.903001
2023-12-04,2023-12-01,221816.42,5,0.6,0.5058,False,227616.42,0.897699
2023-12-05,2023-12-04,221816.42,5,0.6,0.5006,False,227616.42,0.888313
2023-12-06,2023-12-05,221816.42,5,0.4,0.5054,True,227616.42,0.897031
2023-12-07,2023-12-06,221816.42,5,0.4,0.5014,True,227616.42,0.889689
2023-12-08,2023-12-07,221816.42,5,0.4,0.5056,True,227616.42,0.897311
2023-12-11,2023-12-08,221816.42,5,0.4,0.5057,True,227616.42,0.897469
2023-12-12,2023-12-11,221816.42,5,0.4,0.5029,True,227616.42,0.892371
2023-12-13,2023-12-12,221816.42,5,0.4,0.4961,True,227616.42,0.880443
2023-12-14,2023-12-13,349629.3,4,0.4,0.261,True,364429.3,0.946223
2023-12-15,2023-12-14,349629.3,4,0.4,0.2598,True,364429.3,0.944735
2023-12-18,2023-12-15,349629.3,4,0.4,0.2608,True,364429.3,0.945949
2023-12-19,2023-12-18,302629.53,5,0.4,0.3579,True,317729.53,0.942561
2023-12-20,2023-12-19,302629.53,5,0.4,0.357,True,317729.53,0.941357
2023-12-21,2023-12-20,302629.53,5,0.4,0.3598,True,317729.53,0.945353
2023-12-22,2023-12-21,302629.53,5,0.4,0.3586,True,317729.53,0.943603
2023-12-25,2023-12-22,302629.53,5,0.4,0.3579,True,317729.53,0.942585
2023-12-26,2023-12-25,302629.53,5,0.4,0.3572,True,317729.53,0.941563
2023-12-27,2023-12-26,302629.53,5,0.4,0.3578,True,317729.53,0.942503
2023-12-28,2023-12-27,296584.24,5,0.4,0.3834,True,302984.24,0.96199
2023-12-29,2023-12-28,296457.26,5,0.4,0.3835,True,300557.26,0.961687
2024-01-02,2023-12-29,296457.26,5,0.4,0.375,True,300557.26,0.948649
2024-01-03,2024-01-02,292950.36,5,0.4,0.3801,True,299250.36,0.945117
2024-01-04,2024-01-03,292950.36,5,0.4,0.3815,True,299250.36,0.947237
2024-01-05,2024-01-04,292950.36,5,0.4,0.3771,True,299250.36,0.940591
2024-01-08,2024-01-05,292950.36,5,0.4,0.3759,True,299250.36,0.938761
2024-01-09,2024-01-08,292950.36,5,0.4,0.3742,True,299250.36,0.936227
2024-01-10,2024-01-09,292950.36,5,0.4,0.3687,True,299250.36,0.928043
2024-01-11,2024-01-10,292950.36,5,0.4,0.3707,True,299250.36,0.931073
2024-01-12,2024-01-11,285467.54,5,0.4,0.3744,True,298467.54,0.912657
2024-01-15,2024-01-12,283395.65,5,0.4,0.3903,True,302895.65,0.929567
2024-01-16,2024-01-15,283395.65,5,0.4,0.3913,True,302895.65,0.931109
2024-01-17,2024-01-16,284583.68,5,0.4,0.3836,True,304483.68,0.923349
2024-01-18,2024-01-17,284583.68,5,0.4,0.3875,True,304483.68,0.929189
2024-01-19,2024-01-18,284583.68,5,0.4,0.3801,True,304483.68,0.918179
2024-01-22,2024-01-19,284583.68,5,0.4,0.3717,True,304483.68,0.905893
2024-01-23,2024-01-22,284583.68,5,0.4,0.3719,True,304483.68,0.906127
2024-01-24,2024-01-23,284583.68,5,0.4,0.3755,True,304483.68,0.911443
2024-01-25,2024-01-24,284583.68,5,0.4,0.3888,True,304483.68,0.931201
2024-01-26,2024-01-25,288840.9,5,0.4,0.3887,True,307940.9,0.945024
2024-01-29,2024-01-26,287839.07,5,0.4,0.3849,True,306139.07,0.935954
2024-01-30,2024-01-29,287839.07,5,0.4,0.3813,True,306139.07,0.930442
2024-01-31,2024-01-30,283333.02,5,0.4,0.3874,True,304333.02,0.925038
2024-02-01,2024-01-31,283333.02,5,0.4,0.3849,True,304333.02,0.921246
2024-02-02,2024-02-01,283333.02,5,0.4,0.3831,True,304333.02,0.918512
2024-02-05,2024-02-02,283333.02,5,0.4,0.3805,True,304333.02,0.91467
2024-02-06,2024-02-05,283333.02,5,0.4,0.3874,True,304333.02,0.925032
2024-02-07,2024-02-06,283333.02,5,0.4,0.3892,True,304333.02,0.927734
2024-02-08,2024-02-07,283333.02,5,0.4,0.3945,True,304333.02,0.935844
2024-02-19,2024-02-08,289710.55,5,0.4,0.3787,True,306310.55,0.932659
2024-02-20,2024-02-19,286309.95,5,0.4,0.3825,True,299009.95,0.927304
2024-02-21,2024-02-20,286309.95,5,0.4,0.3782,True,299009.95,0.920962
2024-02-22,2024-02-21,285447.85,5,0.4,0.3882,True,303847.85,0.933188
2024-02-23,2024-02-22,285447.85,5,0.4,0.3885,True,303847.85,0.933598
2024-02-26,2024-02-23,285447.85,5,0.4,0.3942,True,303847.85,0.942356
2024-02-27,2024-02-26,285447.85,5,0.4,0.4023,True,303847.85,0.955228
2024-02-28,2024-02-27,285447.85,5,0.4,0.3909,True,303847.85,0.93731
2024-02-29,2024-02-28,285447.85,5,0.4,0.3977,True,303847.85,0.947784
2024-03-01,2024-02-29,285447.85,5,0.4,0.402,True,303847.85,0.954598
2024-03-04,2024-03-01,296225.26,5,0.4,0.3941,True,311825.26,0.977855
2024-03-05,2024-03-04,299748.97,5,0.4,0.3821,True,315548.97,0.970252
2024-03-06,2024-03-05,299748.97,5,0.4,0.3821,True,315548.97,0.97029
2024-03-07,2024-03-06,295123.82,5,0.4,0.3856,True,306723.82,0.96076
2024-03-08,2024-03-07,295123.82,5,0.4,0.3924,True,306723.82,0.971434
2024-03-11,2024-03-08,295123.82,5,0.4,0.3987,True,306723.82,0.981664
2024-03-12,2024-03-11,295123.82,5,0.4,0.3955,True,306723.82,0.976448
2024-03-13,2024-03-12,295123.82,5,0.4,0.3915,True,306723.82,0.969962
2024-03-14,2024-03-13,295123.82,5,0.4,0.3906,True,306723.82,0.968562
2024-03-15,2024-03-14,295123.82,5,0.6,0.3934,False,306723.82,0.973036
2024-03-18,2024-03-15,200296.8,5,0.6,0.5904,False,217796.8,0.977956
2024-03-19,2024-03-18,199571.36,5,0.6,0.588,False,222071.36,0.968723
2024-03-20,2024-03-19,199571.36,5,0.6,0.5879,False,222071.36,0.968607
2024-03-21,2024-03-20,202101.83,5,0.6,0.5806,False,218601.83,0.963832
2024-03-22,2024-03-21,202101.83,5,0.6,0.5738,False,218601.83,0.948328
2024-03-25,2024-03-22,202101.83,5,0.6,0.5754,False,218601.83,0.951916
2024-03-26,2024-03-25,202101.83,5,0.6,0.5723,False,218601.83,0.944996
2024-03-27,2024-03-26,202101.83,5,0.6,0.5685,False,218601.83,0.936674
2024-03-28,2024-03-27,202101.83,5,0.6,0.5739,False,218601.83,0.948574
2024-03-29,2024-03-28,202101.83,5,0.6,0.5769,False,218601.83,0.955332
2024-04-01,2024-03-29,201454.61,5,0.6,0.5747,False,218454.61,0.947417
2024-04-02,2024-04-01,205292.79,5,0.6,0.5619,False,215392.79,0.937276
2024-04-03,2024-04-02,205292.79,5,0.6,0.5567,False,215392.79,0.92612
2024-04-08,2024-04-03,194693.18,5,0.6,0.5772,False,209693.18,0.92089
2024-04-09,2024-04-08,194693.18,5,0.6,0.5753,False,209693.18,0.916852
2024-04-10,2024-04-09,194693.18,5,0.6,0.5776,False,209693.18,0.921836
2024-04-11,2024-04-10,194693.18,5,0.6,0.5753,False,209693.18,0.916912
2024-04-12,2024-04-11,194693.18,5,0.6,0.5739,False,209693.18,0.913814
2024-04-15,2024-04-12,194693.18,5,0.6,0.5784,False,209693.18,0.923628
2024-04-16,2024-04-15,194693.18,5,0.6,0.5782,False,209693.18,0.923174
2024-04-17,2024-04-16,216268.8,5,0.6,0.5418,False,240368.8,0.943998
2024-04-18,2024-04-17,197567.19,5,0.6,0.5773,False,235067.19,0.934792
2024-04-19,2024-04-18,197567.19,5,0.6,0.5788,False,235067.19,0.938148
2024-04-22,2024-04-19,198765.91,5,0.6,0.5745,False,236165.91,0.934376
2024-04-23,2024-04-22,199608.91,5,0.6,0.5699,False,233008.91,0.928148
2024-04-24,2024-04-23,199608.91,5,0.6,0.5704,False,233008.91,0.929318
2024-04-25,2024-04-24,199608.91,5,0.6,0.5714,False,233008.91,0.931416
2024-04-26,2024-04-25,199608.91,5,0.6,0.5719,False,233008.91,0.932478
2024-04-29,2024-04-26,199608.91,5,0.6,0.5746,False,233008.91,0.93853
2024-04-30,2024-04-29,199608.91,5,0.6,0.5734,False,233008.91,0.935866
2024-05-06,2024-04-30,202885.03,5,0.6,0.5656,False,225685.03,0.934036
2024-05-07,2024-05-06,198610.11,5,0.6,0.5756,False,223310.11,0.935984
2024-05-08,2024-05-07,198610.11,5,0.6,0.5735,False,223310.11,0.931372
2024-05-09,2024-05-08,198610.11,5,0.6,0.5786,False,223310.11,0.942714
2024-05-10,2024-05-09,199936.98,5,0.6,0.5737,False,227536.98,0.93799
2024-05-13,2024-05-10,199936.98,5,0.6,0.5784,False,227536.98,0.948362
2024-05-14,2024-05-13,199936.98,5,0.6,0.5752,False,227536.98,0.941236
2024-05-15,2024-05-14,199936.98,5,0.6,0.5749,False,227536.98,0.94065
2024-05-16,2024-05-15,199936.98,5,0.6,0.5788,False,227536.98,0.949452
2024-05-17,2024-05-16,199936.98,5,0.6,0.5804,False,227536.98,0.95305
2024-05-20,2024-05-17,201267.86,5,0.6,0.5833,False,240267.86,0.966054
2024-05-21,2024-05-20,199081.39,5,0.6,0.5803,False,231581.39,0.948603
2024-05-22,2024-05-21,199081.39,5,0.6,0.5787,False,231581.39,0.944973
2024-05-23,2024-05-22,199081.39,5,0.6,0.5745,False,231581.39,0.935827
2024-05-24,2024-05-23,194985.77,5,0.6,0.5812,False,224585.77,0.931234
2024-05-27,2024-05-24,194985.77,5,0.6,0.5867,False,224585.77,0.943668
2024-05-28,2024-05-27,194985.77,5,0.6,0.5748,False,224585.77,0.917074
2024-05-29,2024-05-28,194985.77,5,0.4,0.5744,True,224585.77,0.916358
2024-05-30,2024-05-29,194985.77,5,0.4,0.5658,True,224585.77,0.898234
2024-05-31,2024-05-30,194985.77,5,0.4,0.5668,True,224585.77,0.900126
2024-06-03,2024-05-31,282932.26,5,0.4,0.3742,True,298632.26,0.904201
2024-06-04,2024-06-03,281200.34,5,0.4,0.3872,True,290300.34,0.917739
