order_id,execution_date,signal_date,symbol,side,order_reason,shares_requested,shares_filled,execution_price,notional,commission,stamp_tax,slippage,total_cost,cash_before,cash_delta,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,nav_before,nav_after,tradable,limit_blocked,suspended,risk_state,target_exposure,actual_exposure,strategy_label
24,2023-12-29,2023-12-28,600941,BUY,TARGET_REBALANCE,900,900,108.48,97628.04,73.221,0.0,0.0,73.221,200755.48,-97628.04,206169.08,0,900,273172.0,266406.0,473927.48,472575.08,0.947855,0.95313,True,False,False,True,0.6,0.5674,S60
25,2024-01-03,2024-01-02,300750,SELL,HOLD_EXPIRY,400,400,167.02,66809.44,50.1071,0.0,0.0,50.1071,206169.08,66759.33,193635.34,400,0,260314.0,274649.0,466483.08,468284.34,0.932966,0.927735,True,False,False,True,0.6,0.5826,S60
26,2024-01-03,2024-01-02,002241,BUY,TARGET_REBALANCE,3700,3700,21.41,79233.65,59.4252,0.0,0.0,59.4252,206169.08,-79233.65,193635.34,0,3700,260314.0,274649.0,466483.08,468284.34,0.932966,0.927735,True,False,False,True,0.6,0.5826,S60
27,2024-01-12,2024-01-11,002786,SELL,HOLD_EXPIRY,1100,1100,16.3,17930.0,13.4475,0.0,0.0,13.4475,193635.34,17916.55,188516.27,1100,0,258610.0,253891.0,452245.34,442407.27,0.904491,0.880169,True,False,False,True,0.6,0.5716,S60
28,2024-01-12,2024-01-11,002855,SELL,HOLD_EXPIRY,600,600,33.85,20310.0,15.2325,0.0,0.0,15.2325,193635.34,20294.77,188516.27,600,0,258610.0,253891.0,452245.34,442407.27,0.904491,0.880169,True,False,False,True,0.6,0.5716,S60
29,2024-01-12,2024-01-11,300735,SELL,HOLD_EXPIRY,3200,3200,20.83,66671.68,50.0038,0.0,0.0,50.0038,193635.34,66621.68,188516.27,3200,0,258610.0,253891.0,452245.34,442407.27,0.904491,0.880169,True,False,False,True,0.6,0.5716,S60
30,2024-01-12,2024-01-11,002415,BUY,TARGET_REBALANCE,700,700,33.49,23443.98,17.583,0.0,0.0,17.583,193635.34,-23443.98,188516.27,0,700,258610.0,253891.0,452245.34,442407.27,0.904491,0.880169,True,False,False,True,0.6,0.5716,S60
31,2024-01-12,2024-01-11,601398,BUY,TARGET_REBALANCE,9200,9200,5.45,50137.24,37.6029,0.0,0.0,37.6029,193635.34,-50137.24,188516.27,0,9200,258610.0,253891.0,452245.34,442407.27,0.904491,0.880169,True,False,False,True,0.6,0.5716,S60
32,2024-01-12,2024-01-11,601857,BUY,TARGET_REBALANCE,4500,4500,8.06,36288.45,27.2163,0.0,0.0,27.2163,193635.34,-36288.45,188516.27,0,4500,258610.0,253891.0,452245.34,442407.27,0.904491,0.880169,True,False,False,True,0.6,0.5716,S60
33,2024-01-15,2024-01-12,600941,SELL,HOLD_EXPIRY,900,900,106.17,95550.21,71.6627,0.0,0.0,71.6627,188516.27,95478.55,185871.28,900,0,250929.0,263096.0,439445.27,448967.28,0.878891,0.905431,True,False,False,True,0.6,0.5894,S60
34,2024-01-15,2024-01-12,000158,BUY,TARGET_REBALANCE,10600,10600,9.25,98050.0,73.5375,0.0,0.0,73.5375,188516.27,-98050.0,185871.28,0,10600,250929.0,263096.0,439445.27,448967.28,0.878891,0.905431,True,False,False,True,0.6,0.5894,S60
35,2024-01-17,2024-01-16,002241,SELL,HOLD_EXPIRY,3700,3700,19.49,72131.13,54.0983,0.0,0.0,54.0983,185871.28,72077.03,187498.49,3700,0,266210.0,260473.0,452081.28,447971.49,0.904163,0.896189,True,False,False,True,0.6,0.5816,S60
36,2024-01-17,2024-01-16,000338,BUY,TARGET_REBALANCE,4300,4300,16.37,70397.02,52.7978,0.0,0.0,52.7978,185871.28,-70397.02,187498.49,0,4300,266210.0,260473.0,452081.28,447971.49,0.904163,0.896189,True,False,False,True,0.6,0.5816,S60
37,2024-01-26,2024-01-25,002415,SELL,HOLD_EXPIRY,700,700,34.96,24473.89,18.3554,0.0,0.0,18.3554,187498.49,24455.53,192491.48,700,0,267584.0,271466.0,455082.49,463957.48,0.910165,0.927483,True,False,False,True,0.6,0.5849,S60
38,2024-01-26,2024-01-25,601398,SELL,HOLD_EXPIRY,9200,9200,5.72,52659.88,39.4949,0.0,0.0,39.4949,187498.49,52620.39,192491.48,9200,0,267584.0,271466.0,455082.49,463957.48,0.910165,0.927483,True,False,False,True,0.6,0.5849,S60
39,2024-01-26,2024-01-25,601857,SELL,HOLD_EXPIRY,4500,4500,8.94,40237.2,30.1779,0.0,0.0,30.1779,187498.49,40207.02,192491.48,4500,0,267584.0,271466.0,455082.49,463957.48,0.910165,0.927483,True,False,False,True,0.6,0.5849,S60
40,2024-01-26,2024-01-25,300059,BUY,TARGET_REBALANCE,2600,2600,13.4,34836.1,26.1271,0.0,0.0,26.1271,187498.49,-34836.1,192491.48,0,2600,267584.0,271466.0,455082.49,463957.48,0.910165,0.927483,True,False,False,True,0.6,0.5849,S60
41,2024-01-26,2024-01-25,600030,BUY,TARGET_REBALANCE,2200,2200,21.84,48044.7,36.0335,0.0,0.0,36.0335,187498.49,-48044.7,192491.48,0,2200,267584.0,271466.0,455082.49,463957.48,0.910165,0.927483,True,False,False,True,0.6,0.5849,S60
42,2024-01-26,2024-01-25,601099,BUY,TARGET_REBALANCE,8500,8500,3.45,29325.0,21.9938,0.0,0.0,21.9938,187498.49,-29325.0,192491.48,0,8500,267584.0,271466.0,455082.49,463957.48,0.910165,0.927483,True,False,False,True,0.6,0.5849,S60
43,2024-01-29,2024-01-26,000158,SELL,HOLD_EXPIRY,10600,10600,9.11,96562.82,72.4221,0.0,0.0,72.4221,192491.48,96490.4,190012.7,10600,0,270308.0,272849.0,462799.48,462861.7,0.925599,0.913993,True,False,False,True,0.6,0.5842,S60
44,2024-01-29,2024-01-26,000002,BUY,TARGET_REBALANCE,9500,9500,10.41,98895.0,74.1713,0.0,0.0,74.1713,192491.48,-98895.0,190012.7,0,9500,270308.0,272849.0,462799.48,462861.7,0.925599,0.913993,True,False,False,True,0.6,0.5842,S60
45,2024-01-31,2024-01-30,000338,SELL,HOLD_EXPIRY,4300,4300,16.36,70349.72,52.7623,0.0,0.0,52.7623,190012.7,70296.96,185217.41,4300,0,262130.0,265571.0,452142.7,450788.41,0.904285,0.898103,True,False,False,True,0.6,0.5875,S60
46,2024-01-31,2024-01-30,601857,BUY,TARGET_REBALANCE,8100,8100,9.26,75035.97,56.277,0.0,0.0,56.277,190012.7,-75035.97,185217.41,0,8100,262130.0,265571.0,452142.7,450788.41,0.904285,0.898103,True,False,False,True,0.6,0.5875,S60
47,2024-02-19,2024-02-08,300059,SELL,HOLD_EXPIRY,2600,2600,13.5,35098.96,26.3242,0.0,0.0,26.3242,185217.41,35072.64,188172.17,2600,0,272062.0,263647.0,457279.41,451819.17,0.914559,0.908632,True,False,False,True,0.6,0.5858,S60
48,2024-02-19,2024-02-08,600030,SELL,HOLD_EXPIRY,2200,2200,22.61,49740.24,37.3052,0.0,0.0,37.3052,185217.41,49702.93,188172.17,2200,0,272062.0,263647.0,457279.41,451819.17,0.914559,0.908632,True,False,False,True,0.6,0.5858,S60
49,2024-02-19,2024-02-08,601099,SELL,HOLD_EXPIRY,8500,8500,3.29,27965.0,20.9737,0.0,0.0,20.9737,185217.41,27944.03,188172.17,8500,0,272062.0,263647.0,457279.41,451819.17,0.914559,0.908632,True,False,False,True,0.6,0.5858,S60
50,2024-02-19,2024-02-08,000895,BUY,TARGET_REBALANCE,2000,2000,32.48,64959.2,48.7194,0.0,0.0,48.7194,185217.41,-64959.2,188172.17,0,2000,272062.0,263647.0,457279.41,451819.17,0.914559,0.908632,True,False,False,True,0.6,0.5858,S60
51,2024-02-19,2024-02-08,002340,BUY,TARGET_REBALANCE,3900,3900,5.3,20687.94,15.516,0.0,0.0,15.516,185217.41,-20687.94,188172.17,0,3900,272062.0,263647.0,457279.41,451819.17,0.914559,0.908632,True,False,False,True,0.6,0.5858,S60
52,2024-02-19,2024-02-08,600111,BUY,TARGET_REBALANCE,1300,1300,18.49,24035.44,18.0266,0.0,0.0,18.0266,185217.41,-24035.44,188172.17,0,1300,272062.0,263647.0,457279.41,451819.17,0.914559,0.908632,True,False,False,True,0.6,0.5858,S60
53,2024-02-20,2024-02-19,000002,SELL,HOLD_EXPIRY,9500,9500,9.9,94050.0,70.5375,0.0,0.0,70.5375,188172.17,93979.46,189042.89,9500,0,265492.0,261168.0,453664.17,450210.89,0.907328,0.901154,True,False,False,True,0.6,0.5804,S60
54,2024-02-20,2024-02-19,002463,BUY,TARGET_REBALANCE,3400,3400,27.36,93038.96,69.7792,0.0,0.0,69.7792,188172.17,-93038.96,189042.89,0,3400,265492.0,261168.0,453664.17,450210.89,0.907328,0.901154,True,False,False,True,0.6,0.5804,S60
55,2024-02-22,2024-02-21,601857,SELL,HOLD_EXPIRY,8100,8100,9.59,77644.98,58.2337,0.0,0.0,58.2337,189042.89,77586.75,187046.6,8100,0,258525.0,266997.0,447567.89,454043.6,0.895136,0.909961,True,False,False,True,0.6,0.5889,S60
56,2024-02-22,2024-02-21,600839,BUY,TARGET_REBALANCE,16500,16500,4.82,79523.4,59.6426,0.0,0.0,59.6426,189042.89,-79523.4,187046.6,0,16500,258525.0,266997.0,447567.89,454043.6,0.895136,0.909961,True,False,False,True,0.6,0.5889,S60
57,2024-03-04,2024-03-01,000895,SELL,HOLD_EXPIRY,2000,2000,33.25,66495.0,49.8713,0.0,0.0,49.8713,187046.6,66445.13,198719.78,2000,0,286103.0,274266.0,473149.6,472985.78,0.946299,0.974742,True,False,False,True,0.6,0.5923,S60
58,2024-03-04,2024-03-01,002340,SELL,HOLD_EXPIRY,3900,3900,5.55,21646.56,16.2349,0.0,0.0,16.2349,187046.6,21630.33,198719.78,3900,0,286103.0,274266.0,473149.6,472985.78,0.946299,0.974742,True,False,False,True,0.6,0.5923,S60
59,2024-03-04,2024-03-01,600111,SELL,HOLD_EXPIRY,1300,1300,19.25,25031.37,18.7735,0.0,0.0,18.7735,187046.6,25012.6,198719.78,1300,0,286103.0,274266.0,473149.6,472985.78,0.946299,0.974742,True,False,False,True,0.6,0.5923,S60
60,2024-03-04,2024-03-01,002281,BUY,TARGET_REBALANCE,1000,1000,34.87,34871.7,26.1538,0.0,0.0,26.1538,187046.6,-34871.7,198719.78,0,1000,286103.0,274266.0,473149.6,472985.78,0.946299,0.974742,True,False,False,True,0.6,0.5923,S60
61,2024-03-04,2024-03-01,300045,BUY,TARGET_REBALANCE,1300,1300,22.97,29861.0,22.3957,0.0,0.0,22.3957,187046.6,-29861.0,198719.78,0,1300,286103.0,274266.0,473149.6,472985.78,0.946299,0.974742,True,False,False,True,0.6,0.5923,S60
62,2024-03-04,2024-03-01,603220,BUY,TARGET_REBALANCE,800,800,45.76,36606.16,27.4546,0.0,0.0,27.4546,187046.6,-36606.16,198719.78,0,800,286103.0,274266.0,473149.6,472985.78,0.946299,0.974742,True,False,False,True,0.6,0.5923,S60
63,2024-03-05,2024-03-04,002463,SELL,HOLD_EXPIRY,3400,3400,28.77,97833.64,73.3752,0.0,0.0,73.3752,198719.78,97760.26,200773.34,3400,0,284807.0,285039.0,483526.78,485812.34,0.967054,0.962881,True,False,False,True,0.6,0.583,S60
64,2024-03-05,2024-03-04,000938,BUY,TARGET_REBALANCE,3800,3800,25.17,95634.98,71.7262,0.0,0.0,71.7262,198719.78,-95634.98,200773.34,0,3800,284807.0,285039.0,483526.78,485812.34,0.967054,0.962881,True,False,False,True,0.6,0.583,S60
65,2024-03-07,2024-03-06,600839,SELL,HOLD_EXPIRY,16500,16500,5.63,92916.45,69.6873,0.0,0.0,69.6873,200773.34,92846.76,197548.1,16500,0,279999.0,284424.0,480772.34,481972.1,0.961545,0.948876,True,False,False,True,0.6,0.5836,S60
66,2024-03-07,2024-03-06,002456,BUY,TARGET_REBALANCE,10000,10000,9.6,96000.0,72.0,0.0,0.0,72.0,200773.34,-96000.0,197548.1,0,10000,279999.0,284424.0,480772.34,481972.1,0.961545,0.948876,True,False,False,True,0.6,0.5836,S60
67,2024-03-18,2024-03-15,002281,SELL,HOLD_EXPIRY,1000,1000,40.29,40287.2,30.2154,0.0,0.0,30.2154,197548.1,40256.98,202588.66,1000,0,288225.0,285541.0,485773.1,488129.66,0.971546,0.994435,True,False,False,False,0.6,0.5926,S60
68,2024-03-18,2024-03-15,300045,SELL,HOLD_EXPIRY,1300,1300,24.91,32383.0,24.2873,0.0,0.0,24.2873,197548.1,32358.71,202588.66,1300,0,288225.0,285541.0,485773.1,488129.66,0.971546,0.994435,True,False,False,False,0.6,0.5926,S60
69,2024-03-18,2024-03-15,603220,SELL,HOLD_EXPIRY,800,800,47.94,38352.32,28.7642,0.0,0.0,28.7642,197548.1,38323.56,202588.66,800,0,288225.0,285541.0,485773.1,488129.66,0.971546,0.994435,True,False,False,False,0.6,0.5926,S60
70,2024-03-18,2024-03-15,601138,BUY,TARGET_REBALANCE,700,700,24.71,17298.19,12.9736,0.0,0.0,12.9736,197548.1,-17298.19,202588.66,0,700,288225.0,285541.0,485773.1,488129.66,0.971546,0.994435,True,False,False,False,0.6,0.5926,S60
71,2024-03-18,2024-03-15,601225,BUY,TARGET_REBALANCE,1400,1400,27.6,38638.04,28.9785,0.0,0.0,28.9785,197548.1,-38638.04,202588.66,0,1400,288225.0,285541.0,485773.1,488129.66,0.971546,0.994435,True,False,False,False,0.6,0.5926,S60
72,2024-03-18,2024-03-15,601899,BUY,TARGET_REBALANCE,3000,3000,16.63,49883.1,37.4123,0.0,0.0,37.4123,197548.1,-49883.1,202588.66,0,3000,288225.0,285541.0,485773.1,488129.66,0.971546,0.994435,True,False,False,False,0.6,0.5926,S60
73,2024-03-19,2024-03-18,000938,SELL,HOLD_EXPIRY,3800,3800,23.86,90678.26,68.0087,0.0,0.0,68.0087,202588.66,90610.25,201591.89,3800,0,292736.0,289081.0,495324.66,490672.89,0.990649,0.980236,True,False,False,False,0.6,0.5887,S60
74,2024-03-19,2024-03-18,603993,BUY,TARGET_REBALANCE,11100,11100,8.25,91538.37,68.6538,0.0,0.0,68.6538,202588.66,-91538.37,201591.89,0,11100,292736.0,289081.0,495324.66,490672.89,0.990649,0.980236,True,False,False,False,0.6,0.5887,S60
75,2024-03-21,2024-03-20,002456,SELL,HOLD_EXPIRY,10000,10000,10.41,104100.0,78.075,0.0,0.0,78.075,201591.89,104021.93,201868.22,10000,0,290494.0,288794.0,492085.89,490662.22,0.984172,0.972342,True,False,False,False,0.6,0.5848,S60
76,2024-03-21,2024-03-20,300496,BUY,TARGET_REBALANCE,1600,1600,64.79,103667.84,77.7509,0.0,0.0,77.7509,201591.89,-103667.84,201868.22,0,1600,290494.0,288794.0,492085.89,490662.22,0.984172,0.972342,True,False,False,False,0.6,0.5848,S60
77,2024-04-01,2024-03-29,601138,SELL,HOLD_EXPIRY,700,700,24.13,16892.47,12.6694,0.0,0.0,12.6694,201868.22,16879.8,201919.63,700,0,278200.0,273297.0,480068.22,475216.63,0.960136,0.952233,True,False,False,False,0.6,0.5759,S60
78,2024-04-01,2024-03-29,601225,SELL,HOLD_EXPIRY,1400,1400,27.79,38905.86,29.1794,0.0,0.0,29.1794,201868.22,38876.68,201919.63,1400,0,278200.0,273297.0,480068.22,475216.63,0.960136,0.952233,True,False,False,False,0.6,0.5759,S60
79,2024-04-01,2024-03-29,601899,SELL,HOLD_EXPIRY,3000,3000,17.95,53850.0,40.3875,0.0,0.0,40.3875,201868.22,53809.61,201919.63,3000,0,278200.0,273297.0,480068.22,475216.63,0.960136,0.952233,True,False,False,False,0.6,0.5759,S60
80,2024-04-01,2024-03-29,000977,BUY,TARGET_REBALANCE,500,500,42.68,21339.5,16.0046,0.0,0.0,16.0046,201868.22,-21339.5,201919.63,0,500,278200.0,273297.0,480068.22,475216.63,0.960136,0.952233,True,False,False,False,0.6,0.5759,S60
81,2024-04-01,2024-03-29,300975,BUY,TARGET_REBALANCE,700,700,14.16,9912.21,7.4342,0.0,0.0,7.4342,201868.22,-9912.21,201919.63,0,700,278200.0,273297.0,480068.22,475216.63,0.960136,0.952233,True,False,False,False,0.6,0.5759,S60
82,2024-04-01,2024-03-29,601166,BUY,TARGET_REBALANCE,4200,4200,18.61,78180.9,58.6357,0.0,0.0,58.6357,201868.22,-78180.9,201919.63,0,4200,278200.0,273297.0,480068.22,475216.63,0.960136,0.952233,True,False,False,False,0.6,0.5759,S60
83,2024-04-02,2024-04-01,603993,SELL,HOLD_EXPIRY,11100,11100,8.75,97090.59,72.8179,0.0,0.0,72.8179,201919.63,97017.77,200584.2,11100,0,273392.0,275100.0,475311.63,475684.2,0.950623,0.944312,True,False,False,False,0.6,0.5752,S60
84,2024-04-02,2024-04-01,600309,BUY,TARGET_REBALANCE,1100,1100,89.34,98279.5,73.7096,0.0,0.0,73.7096,201919.63,-98279.5,200584.2,0,1100,273392.0,275100.0,475311.63,475684.2,0.950623,0.944312,True,False,False,False,0.6,0.5752,S60
85,2024-04-08,2024-04-03,300496,SELL,HOLD_EXPIRY,1600,1600,51.34,82140.48,61.6054,0.0,0.0,61.6054,200584.2,82078.87,194408.44,1600,0,266743.0,265002.0,467327.2,459410.44,0.934654,0.927995,True,False,False,False,0.6,0.581,S60
86,2024-04-08,2024-04-03,601857,BUY,TARGET_REBALANCE,7900,7900,11.16,88188.49,66.1414,0.0,0.0,66.1414,200584.2,-88188.49,194408.44,0,7900,266743.0,265002.0,467327.2,459410.44,0.934654,0.927995,True,False,False,False,0.6,0.581,S60
87,2024-04-17,2024-04-16,000977,SELL,HOLD_EXPIRY,500,500,37.46,18731.25,14.0484,0.0,0.0,14.0484,194408.44,18717.2,200044.64,500,0,272117.0,270114.0,466525.44,470158.64,0.933051,0.948351,True,False,False,False,0.6,0.5781,S60
88,2024-04-17,2024-04-16,300975,SELL,HOLD_EXPIRY,700,700,8.78,6146.84,4.6101,0.0,0.0,4.6101,194408.44,6142.23,200044.64,700,0,272117.0,270114.0,466525.44,470158.64,0.933051,0.948351,True,False,False,False,0.6,0.5781,S60
89,2024-04-17,2024-04-16,601166,SELL,HOLD_EXPIRY,4200,4200,18.74,78725.22,59.0439,0.0,0.0,59.0439,194408.44,78666.18,200044.64,4200,0,272117.0,270114.0,466525.44,470158.64,0.933051,0.948351,True,False,False,False,0.6,0.5781,S60
90,2024-04-17,2024-04-16,300760,BUY,TARGET_REBALANCE,100,100,282.08,28208.32,21.1562,0.0,0.0,21.1562,194408.44,-28208.32,200044.64,0,100,272117.0,270114.0,466525.44,470158.64,0.933051,0.948351,True,False,False,False,0.6,0.5781,S60
91,2024-04-17,2024-04-16,600019,BUY,TARGET_REBALANCE,4800,4800,7.55,36252.96,27.1897,0.0,0.0,27.1897,194408.44,-36252.96,200044.64,0,4800,272117.0,270114.0,466525.44,470158.64,0.933051,0.948351,True,False,False,False,0.6,0.5781,S60
92,2024-04-17,2024-04-16,601658,BUY,TARGET_REBALANCE,6200,6200,5.38,33354.76,25.0161,0.0,0.0,25.0161,194408.44,-33354.76,200044.64,0,6200,272117.0,270114.0,466525.44,470158.64,0.933051,0.948351,True,False,False,False,0.6,0.5781,S60
93,2024-04-18,2024-04-17,600309,SELL,HOLD_EXPIRY,1100,1100,91.85,101035.99,75.777,0.0,0.0,75.777,200044.64,100960.21,198642.24,1100,0,272163.0,269522.0,472207.64,468164.24,0.944415,0.937612,True,False,False,False,0.6,0.5763,S60
94,2024-04-18,2024-04-17,601668,BUY,TARGET_REBALANCE,17400,17400,5.88,102285.9,76.7144,0.0,0.0,76.7144,200044.64,-102285.9,198642.24,0,17400,272163.0,269522.0,472207.64,468164.24,0.944415,0.937612,True,False,False,False,0.6,0.5763,S60
95,2024-04-22,2024-04-19,601857,SELL,HOLD_EXPIRY,100,100,12.0,1199.61,0.8997,0.0,0.0,0.8997,198642.24,1198.71,199840.95,7900,7800,271786.0,270706.0,470428.24,470546.95,0.940856,0.937648,True,False,False,False,0.6,0.5737,S60
96,2024-04-23,2024-04-22,601857,SELL,HOLD_EXPIRY,7800,7800,11.71,91316.94,68.4877,0.0,0.0,68.4877,199840.95,91248.45,201381.18,7800,0,268354.0,268392.0,468194.95,469773.18,0.93639,0.931946,True,False,False,False,0.6,0.5678,S60
97,2024-04-23,2024-04-22,002415,BUY,TARGET_REBALANCE,2500,2500,35.86,89641.0,67.2308,0.0,0.0,67.2308,199840.95,-89641.0,201381.18,0,2500,268354.0,268392.0,468194.95,469773.18,0.93639,0.931946,True,False,False,False,0.6,0.5678,S60
98,2024-05-06,2024-04-30,300760,SELL,HOLD_EXPIRY,100,100,324.79,32479.48,24.3596,0.0,0.0,24.3596,201381.18,32455.12,203748.92,100,0,272227.0,266585.0,473608.18,470333.92,0.947216,0.94256,True,False,False,False,0.6,0.5677,S60
99,2024-05-06,2024-04-30,600019,SELL,HOLD_EXPIRY,4800,4800,7.6,36460.8,27.3456,0.0,0.0,27.3456,201381.18,36433.45,203748.92,4800,0,272227.0,266585.0,473608.18,470333.92,0.947216,0.94256,True,False,False,False,0.6,0.5677,S60
