strategy,candidate_count,large_slippage_proxy_missing_ratio,limit_up_buy_ratio_missing_ratio,unfilled_ratio_proxy_missing_ratio,limit_down_sell_ratio_missing_ratio,open_gap_proxy_missing_ratio,estimated_turnover_impact_missing_ratio,execution_proxy_available_ratio,execution_degraded_ratio,execution_degraded_count
production_governed_vol_position_v1_2b_gate_tuned,3070,0.0006514657980456026,0.0006514657980456026,0.0,0.0006514657980456026,0.0006514657980456026,0.0006514657980456026,0.9993485342019544,0.16123778501628663,495
