strategy,trade_date,top_n,candidate_count,large_slippage_proxy_missing_ratio,limit_up_buy_ratio_missing_ratio,unfilled_ratio_proxy_missing_ratio,limit_down_sell_ratio_missing_ratio,open_gap_proxy_missing_ratio,estimated_turnover_impact_missing_ratio,execution_proxy_available_ratio,execution_degraded_ratio,execution_degraded_count
production_governed_vol_position_v1_2b_gate_tuned,2024-07-19,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-07-22,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-22,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-22,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-23,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-23,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-23,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-24,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-24,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-24,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-25,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-25,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-25,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-26,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-26,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-26,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-29,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-29,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-29,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-30,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-30,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-30,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-31,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-31,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-07-31,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-01,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-08-01,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-08-01,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-08-02,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-02,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-02,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-05,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-05,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-05,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-06,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-06,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-06,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-07,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-07,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-07,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-08,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-08-08,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-08-08,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-08-09,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-09,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-09,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-12,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-08-12,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-08-12,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-08-13,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-08-13,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-08-13,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-08-14,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-08-14,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-08-14,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-08-15,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-08-15,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-08-15,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-08-16,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-16,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-16,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-19,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-19,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-19,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-20,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-20,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-20,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-21,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-21,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-21,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-22,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-22,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-22,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-23,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-23,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-23,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-26,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-26,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-26,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-27,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-27,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-27,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-28,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-28,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-28,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-29,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-29,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-29,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-30,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-30,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-08-30,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-02,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-02,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-02,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-03,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-03,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-03,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-04,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-04,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-04,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-05,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-05,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-05,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-06,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-06,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-06,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-09,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-09,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-09,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-10,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-10,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-10,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-11,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-11,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-11,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-12,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-12,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-12,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-13,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-13,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-13,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-18,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-18,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-18,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-19,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-19,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-19,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-20,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-20,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-20,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-23,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-23,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-23,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-24,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-24,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-24,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-25,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-25,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-25,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-09-26,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-26,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-26,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-09-27,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-09-27,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-09-27,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-09-30,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5
production_governed_vol_position_v1_2b_gate_tuned,2024-09-30,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5
production_governed_vol_position_v1_2b_gate_tuned,2024-09-30,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5
production_governed_vol_position_v1_2b_gate_tuned,2024-10-08,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,4
production_governed_vol_position_v1_2b_gate_tuned,2024-10-08,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,4
production_governed_vol_position_v1_2b_gate_tuned,2024-10-08,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,4
production_governed_vol_position_v1_2b_gate_tuned,2024-10-09,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-10-09,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-10-09,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-10-10,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,4
production_governed_vol_position_v1_2b_gate_tuned,2024-10-10,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,4
production_governed_vol_position_v1_2b_gate_tuned,2024-10-10,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,4
production_governed_vol_position_v1_2b_gate_tuned,2024-10-11,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-11,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-11,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-14,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-10-14,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-10-14,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-10-15,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-10-15,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-10-15,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-10-16,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-16,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-16,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-17,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-10-17,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-10-17,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-10-18,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-18,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-18,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-21,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-21,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-21,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-22,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-10-22,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-10-22,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-10-23,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-23,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-23,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-24,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-24,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-24,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-25,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-25,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-25,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-28,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-10-28,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-10-28,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-10-29,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-29,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-29,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-30,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-30,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-30,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-10-31,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-10-31,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-10-31,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-11-01,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
