selected_strategy,days,avg_position,total_return,avg_daily_return,max_dd
baseline_full_liquidity_detail_vol_position,613,0.5560496760347975,0.21364499362039502,0.00043622485241360783,-0.2481041815726418
,2,0.6344966493118512,-0.019395897265536255,-0.009743559656366807,-0.011670969208024018
