trade_date,symbol,shares,market_value,label
2024-06-25,002230,2100,87171.0,B2
2024-06-25,600809,200,43754.0,B2
2024-06-26,000021,500,7360.0,B2
2024-06-26,000858,100,13130.0,B2
2024-06-26,600028,3200,19680.0,B2
2024-06-26,002230,2100,93996.0,B2
2024-06-26,600809,200,43610.0,B2
2024-06-27,000021,500,7315.0,B2
2024-06-27,000858,100,12965.0,B2
2024-06-27,600028,3200,19712.0,B2
2024-06-27,002230,2100,90594.0,B2
2024-06-27,600809,200,43202.0,B2
2024-06-28,000021,500,7560.0,B2
2024-06-28,000858,100,12804.0,B2
2024-06-28,600028,3200,20224.0,B2
2024-06-28,002230,2100,90195.0,B2
2024-06-28,600809,200,42176.0,B2
2024-07-01,000021,500,7490.0,B2
2024-07-01,000858,100,12830.0,B2
2024-07-01,600028,3200,20448.0,B2
2024-07-01,002230,2100,91329.0,B2
2024-07-01,600809,200,41412.0,B2
2024-07-02,002230,2100,89943.0,B2
2024-07-02,600809,200,41728.0,B2
2024-07-02,003816,4800,22992.0,B2
2024-07-02,300319,1900,17081.0,B2
2024-07-02,600733,1300,11544.0,B2
2024-07-03,600809,200,40682.0,B2
2024-07-03,003816,4800,22992.0,B2
2024-07-03,300319,1900,16663.0,B2
2024-07-03,600733,1300,11271.0,B2
2024-07-03,600050,18100,86337.0,B2
2024-07-04,600809,200,40270.0,B2
2024-07-04,003816,4800,22992.0,B2
2024-07-04,300319,1900,16530.0,B2
2024-07-04,600733,1300,10790.0,B2
2024-07-04,600050,18100,85432.0,B2
2024-07-05,600809,200,38700.0,B2
2024-07-05,003816,4800,22992.0,B2
2024-07-05,300319,1900,17499.0,B2
2024-07-05,600733,1300,11856.0,B2
2024-07-05,600050,18100,85432.0,B2
2024-07-08,003816,4800,23808.0,B2
2024-07-08,300319,1900,18601.0,B2
2024-07-08,600733,1300,12480.0,B2
2024-07-08,600050,18100,85432.0,B2
2024-07-08,601288,8800,39600.0,B2
2024-07-09,003816,4800,24192.0,B2
2024-07-09,300319,1900,19076.0,B2
2024-07-09,600733,1300,12519.0,B2
2024-07-09,600050,18100,86337.0,B2
2024-07-09,601288,8800,39864.0,B2
2024-07-10,003816,4800,23184.0,B2
2024-07-10,300319,1900,18905.0,B2
2024-07-10,600733,1300,12311.0,B2
2024-07-10,600050,18100,85613.0,B2
2024-07-10,601288,8800,40040.0,B2
2024-07-11,003816,4800,23472.0,B2
2024-07-11,300319,1900,19228.0,B2
2024-07-11,600733,1300,12233.0,B2
2024-07-11,600050,18100,85975.0,B2
2024-07-11,601288,8800,39688.0,B2
2024-07-12,003816,4800,23040.0,B2
2024-07-12,300319,1900,18772.0,B2
2024-07-12,600733,1300,13234.0,B2
2024-07-12,600050,18100,86518.0,B2
2024-07-12,601288,8800,40480.0,B2
2024-07-15,003816,4800,23568.0,B2
2024-07-15,300319,1900,18392.0,B2
2024-07-15,600733,1300,13000.0,B2
2024-07-15,600050,18100,87061.0,B2
2024-07-15,601288,8800,41536.0,B2
2024-07-16,600733,800,8312.0,B2
2024-07-16,600050,18100,87061.0,B2
2024-07-16,601288,8800,41448.0,B2
2024-07-16,601398,4400,25916.0,B2
2024-07-16,688036,100,7892.0,B2
2024-07-17,600733,4200,43806.0,B2
2024-07-17,601288,8800,41536.0,B2
2024-07-17,601398,4400,26004.0,B2
2024-07-17,688036,100,8091.0,B2
2024-07-17,600418,3100,65968.0,B2
2024-07-18,601288,8800,41536.0,B2
2024-07-18,601398,4400,26004.0,B2
2024-07-18,688036,100,8096.0,B2
2024-07-18,600418,3100,65410.0,B2
2024-07-18,300274,600,42840.0,B2
2024-07-19,601288,8800,41448.0,B2
2024-07-19,601398,4400,26004.0,B2
2024-07-19,688036,100,8258.0,B2
2024-07-19,600418,3100,60729.0,B2
2024-07-19,300274,600,43380.0,B2
2024-07-22,601398,4400,25696.0,B2
2024-07-22,688036,100,7958.0,B2
2024-07-22,600418,3100,65720.0,B2
2024-07-22,300274,600,44472.0,B2
2024-07-22,300576,800,31232.0,B2
2024-07-23,601398,4400,26444.0,B2
2024-07-23,688036,100,7692.0,B2
2024-07-23,600418,3100,62341.0,B2
2024-07-23,300274,600,43080.0,B2
2024-07-23,300576,800,29504.0,B2
2024-07-24,601398,4400,26664.0,B2
2024-07-24,688036,100,7592.0,B2
2024-07-24,600418,3100,59675.0,B2
2024-07-24,300274,600,42588.0,B2
2024-07-24,300576,800,28712.0,B2
2024-07-25,601398,4400,26664.0,B2
2024-07-25,688036,100,7898.0,B2
2024-07-25,600418,3100,59954.0,B2
2024-07-25,300274,600,42642.0,B2
2024-07-25,300576,800,28520.0,B2
2024-07-26,601398,4400,26092.0,B2
2024-07-26,688036,100,7912.0,B2
2024-07-26,600418,3100,60760.0,B2
2024-07-26,300274,600,42210.0,B2
2024-07-26,300576,800,28696.0,B2
2024-07-29,601398,4400,26312.0,B2
2024-07-29,688036,100,7901.0,B2
2024-07-29,600418,3100,61070.0,B2
2024-07-29,300274,600,41190.0,B2
2024-07-29,300576,800,27896.0,B2
2024-07-30,600418,3100,58714.0,B2
2024-07-30,300274,600,40830.0,B2
2024-07-30,300576,800,28248.0,B2
2024-07-30,600926,1000,13490.0,B2
2024-07-30,601668,5200,29328.0,B2
2024-07-31,300274,600,41298.0,B2
2024-07-31,300576,800,29280.0,B2
2024-07-31,600926,1000,13460.0,B2
2024-07-31,601668,5200,29016.0,B2
2024-07-31,300760,200,51422.0,B2
2024-08-01,300576,800,29776.0,B2
2024-08-01,600926,1000,13430.0,B2
2024-08-01,601668,5200,29224.0,B2
2024-08-01,300760,200,51046.0,B2
2024-08-01,601985,4300,47730.0,B2
2024-08-02,300576,800,28720.0,B2
2024-08-02,600926,1000,13360.0,B2
2024-08-02,601668,5200,28756.0,B2
2024-08-02,300760,200,52070.0,B2
2024-08-02,601985,4300,47128.0,B2
2024-08-05,600926,1000,13160.0,B2
2024-08-05,601668,5200,28392.0,B2
2024-08-05,300760,200,52120.0,B2
2024-08-05,601985,4300,46655.0,B2
2024-08-05,002085,2500,37200.0,B2
2024-08-06,600926,1000,13000.0,B2
2024-08-06,601668,5200,28236.0,B2
2024-08-06,300760,200,52258.0,B2
2024-08-06,601985,4300,46225.0,B2
2024-08-06,002085,2500,35225.0,B2
2024-08-07,600926,1000,12930.0,B2
2024-08-07,601668,5200,28132.0,B2
2024-08-07,300760,200,52620.0,B2
2024-08-07,601985,4300,47214.0,B2
2024-08-07,002085,2500,33875.0,B2
2024-08-08,600926,1000,12860.0,B2
2024-08-08,601668,5200,28340.0,B2
2024-08-08,300760,200,52800.0,B2
2024-08-08,601985,4300,46526.0,B2
2024-08-08,002085,2500,32525.0,B2
2024-08-09,600926,1000,12900.0,B2
2024-08-09,601668,5200,28652.0,B2
2024-08-09,300760,200,51956.0,B2
2024-08-09,601985,4300,46397.0,B2
2024-08-09,002085,2500,32775.0,B2
2024-08-12,600926,1000,12870.0,B2
2024-08-12,601668,5200,28600.0,B2
2024-08-12,300760,200,52400.0,B2
2024-08-12,601985,4300,46010.0,B2
2024-08-12,002085,2500,31800.0,B2
2024-08-13,300760,200,51236.0,B2
2024-08-13,601985,4300,46526.0,B2
2024-08-13,002085,2500,31850.0,B2
2024-08-13,600101,3400,29954.0,B2
2024-08-13,600611,2000,18560.0,B2
2024-08-14,601985,4300,47386.0,B2
2024-08-14,002085,2500,31300.0,B2
2024-08-14,600101,3400,29818.0,B2
2024-08-14,600611,2000,18700.0,B2
2024-08-14,300139,4000,56680.0,B2
2024-08-15,002085,2500,31150.0,B2
2024-08-15,600101,3400,28900.0,B2
2024-08-15,600611,2000,18420.0,B2
2024-08-15,300139,4000,53520.0,B2
2024-08-15,601138,2300,47518.0,B2
2024-08-16,002085,2500,30250.0,B2
2024-08-16,600101,3400,27676.0,B2
2024-08-16,600611,2000,17600.0,B2
2024-08-16,300139,4000,49760.0,B2
2024-08-16,601138,2300,48438.0,B2
2024-08-19,600101,3400,27132.0,B2
2024-08-19,600611,2000,18800.0,B2
2024-08-19,300139,4000,55960.0,B2
2024-08-19,601138,2300,47794.0,B2
2024-08-19,002142,1600,32432.0,B2
2024-08-20,600101,3400,26112.0,B2
2024-08-20,600611,2000,18420.0,B2
2024-08-20,300139,4000,54720.0,B2
2024-08-20,601138,2300,47495.0,B2
2024-08-20,002142,1600,33360.0,B2
2024-08-21,600101,3400,25670.0,B2
2024-08-21,600611,2000,19600.0,B2
2024-08-21,300139,4000,54280.0,B2
2024-08-21,601138,2300,47771.0,B2
2024-08-21,002142,1600,32976.0,B2
2024-08-22,600101,3400,25568.0,B2
2024-08-22,600611,2000,20000.0,B2
2024-08-22,300139,4000,51440.0,B2
2024-08-22,601138,2300,46897.0,B2
2024-08-22,002142,1600,33360.0,B2
2024-08-23,600101,3400,24888.0,B2
2024-08-23,600611,2000,18000.0,B2
2024-08-23,300139,4000,51440.0,B2
2024-08-23,601138,2300,47058.0,B2
2024-08-23,002142,1600,33616.0,B2
2024-08-26,600101,3400,25228.0,B2
2024-08-26,600611,2000,18120.0,B2
2024-08-26,300139,4000,51960.0,B2
2024-08-26,601138,2300,46276.0,B2
2024-08-26,002142,1600,33536.0,B2
2024-08-27,300139,4000,50640.0,B2
2024-08-27,601138,2300,45425.0,B2
2024-08-27,002142,1600,33296.0,B2
2024-08-27,000333,300,19797.0,B2
2024-08-28,601138,2300,45471.0,B2
2024-08-28,002142,1600,32800.0,B2
2024-08-28,000333,300,19479.0,B2
2024-08-28,600028,4800,34080.0,B2
2024-08-28,601398,5500,35695.0,B2
2024-08-29,002142,1600,32208.0,B2
2024-08-29,000333,300,19185.0,B2
2024-08-29,600028,4800,32976.0,B2
2024-08-29,601398,5500,34210.0,B2
2024-08-29,601988,8600,42226.0,B2
2024-08-30,002142,1600,32400.0,B2
2024-08-30,000333,300,19425.0,B2
2024-08-30,600028,4800,32688.0,B2
2024-08-30,601398,5500,32890.0,B2
2024-08-30,601988,8600,41194.0,B2
2024-09-02,000333,300,19569.0,B2
2024-09-02,600028,4800,33456.0,B2
2024-09-02,601398,5500,32670.0,B2
2024-09-02,601988,8600,42140.0,B2
2024-09-02,601939,4900,36652.0,B2
2024-09-03,000333,300,19791.0,B2
2024-09-03,600028,4800,32016.0,B2
2024-09-03,601398,5500,31680.0,B2
2024-09-03,601988,8600,40936.0,B2
2024-09-03,601939,4900,35868.0,B2
2024-09-04,000333,300,19644.0,B2
2024-09-04,600028,4800,31632.0,B2
2024-09-04,601398,5500,31405.0,B2
2024-09-04,601988,8600,40764.0,B2
2024-09-04,601939,4900,35770.0,B2
2024-09-05,000333,300,19077.0,B2
2024-09-05,600028,4800,31440.0,B2
2024-09-05,601398,5500,30965.0,B2
2024-09-05,601988,8600,40506.0,B2
2024-09-05,601939,4900,35280.0,B2
2024-09-06,000333,300,18906.0,B2
2024-09-06,600028,4800,31680.0,B2
2024-09-06,601398,5500,31020.0,B2
2024-09-06,601988,8600,40592.0,B2
2024-09-06,601939,4900,35182.0,B2
2024-09-09,000333,300,18327.0,B2
2024-09-09,600028,4800,30624.0,B2
2024-09-09,601398,5500,30855.0,B2
2024-09-09,601988,8600,40248.0,B2
2024-09-09,601939,4900,34888.0,B2
2024-09-10,000333,300,18225.0,B2
2024-09-10,600028,4800,31200.0,B2
2024-09-10,601398,5500,31185.0,B2
2024-09-10,601988,8600,41280.0,B2
2024-09-10,601939,4900,35770.0,B2
2024-09-11,000333,400,24664.0,B2
2024-09-11,601988,8600,39818.0,B2
2024-09-11,601939,4900,34888.0,B2
2024-09-11,000538,600,31422.0,B2
2024-09-11,603259,500,19270.0,B2
2024-09-12,000333,500,31185.0,B2
2024-09-12,601939,4900,34741.0,B2
2024-09-12,000538,600,30426.0,B2
2024-09-12,603259,500,19880.0,B2
2024-09-12,600900,1400,39004.0,B2
2024-09-13,601939,4900,34888.0,B2
2024-09-13,000538,600,30366.0,B2
2024-09-13,603259,500,19910.0,B2
2024-09-13,600900,1400,39620.0,B2
2024-09-13,002466,1400,36148.0,B2
2024-09-18,000538,600,30276.0,B2
2024-09-18,603259,500,20010.0,B2
2024-09-18,600900,1400,39648.0,B2
2024-09-18,002466,1400,35448.0,B2
2024-09-18,300502,200,19914.0,B2
2024-09-19,000538,600,30366.0,B2
2024-09-19,603259,500,20340.0,B2
2024-09-19,600900,1400,39662.0,B2
2024-09-19,002466,1400,35602.0,B2
2024-09-19,300502,200,19572.0,B2
2024-09-20,000538,600,30126.0,B2
2024-09-20,603259,500,20290.0,B2
2024-09-20,600900,1400,39410.0,B2
2024-09-20,002466,1400,34916.0,B2
2024-09-20,300502,200,19152.0,B2
2024-09-23,000538,600,30132.0,B2
2024-09-23,603259,500,20875.0,B2
2024-09-23,600900,1400,39480.0,B2
2024-09-23,002466,1400,34902.0,B2
2024-09-23,300502,200,19050.0,B2
2024-09-24,000538,600,30996.0,B2
2024-09-24,603259,500,21250.0,B2
2024-09-24,600900,1400,40264.0,B2
2024-09-24,002466,1400,38388.0,B2
2024-09-24,300502,200,21060.0,B2
2024-09-25,000538,600,31620.0,B2
2024-09-25,603259,500,21355.0,B2
2024-09-25,600900,1400,40502.0,B2
2024-09-25,002466,1400,39326.0,B2
2024-09-25,300502,200,20930.0,B2
2024-09-26,000538,600,32586.0,B2
2024-09-26,603259,500,21635.0,B2
2024-09-26,600900,1400,40782.0,B2
2024-09-26,002466,1400,40726.0,B2
2024-09-26,300502,200,21994.0,B2
2024-09-27,600900,1400,40586.0,B2
2024-09-27,002466,1400,44800.0,B2
2024-09-27,300502,200,22472.0,B2
2024-09-27,000001,1900,21698.0,B2
2024-09-27,601166,1200,22008.0,B2
2024-09-30,002466,1400,49280.0,B2
2024-09-30,300502,200,25994.0,B2
2024-09-30,000001,1900,23199.0,B2
2024-09-30,601166,1200,23124.0,B2
2024-09-30,000063,1200,37380.0,B2
2024-10-08,300502,200,31192.0,B2
2024-10-08,000001,1900,24472.0,B2
2024-10-08,601166,1200,24012.0,B2
2024-10-08,000063,1200,41124.0,B2
2024-10-08,002352,700,31255.0,B2
2024-10-09,000001,1900,22192.0,B2
2024-10-09,601166,1200,22332.0,B2
2024-10-09,000063,1200,38460.0,B2
2024-10-09,002352,700,28735.0,B2
2024-10-09,300347,800,54264.0,B2
2024-10-10,000001,1900,22762.0,B2
2024-10-10,601166,1200,23280.0,B2
2024-10-10,000063,1200,37980.0,B2
2024-10-10,002352,700,29155.0,B2
2024-10-10,300347,800,53632.0,B2
2024-10-11,000001,1900,22268.0,B2
2024-10-11,601166,1200,22800.0,B2
2024-10-11,000063,1200,35808.0,B2
2024-10-11,002352,700,29211.0,B2
2024-10-11,300347,800,50416.0,B2
2024-10-14,000001,1900,22838.0,B2
2024-10-14,601166,1200,23592.0,B2
2024-10-14,000063,1200,36492.0,B2
2024-10-14,002352,700,30436.0,B2
2024-10-14,300347,800,51056.0,B2
2024-10-15,000001,1900,22610.0,B2
2024-10-15,601166,1200,23220.0,B2
2024-10-15,000063,1200,35976.0,B2
2024-10-15,002352,700,29736.0,B2
2024-10-15,300347,800,49104.0,B2
2024-10-16,000001,1900,22914.0,B2
2024-10-16,601166,1200,23952.0,B2
2024-10-16,000063,1200,35328.0,B2
2024-10-16,002352,700,29652.0,B2
2024-10-16,300347,800,48008.0,B2
2024-10-17,000001,1900,22705.0,B2
2024-10-17,601166,1200,23484.0,B2
2024-10-17,000063,1200,35340.0,B2
2024-10-17,002352,700,29372.0,B2
2024-10-17,300347,800,47776.0,B2
2024-10-18,000063,1200,37056.0,B2
2024-10-18,002352,700,29764.0,B2
2024-10-18,300347,800,51200.0,B2
2024-10-18,300290,1400,30996.0,B2
2024-10-18,300337,2000,35220.0,B2
2024-10-21,002352,700,29610.0,B2
2024-10-21,300347,800,52728.0,B2
2024-10-21,300290,1400,33628.0,B2
2024-10-21,300337,2000,36780.0,B2
2024-10-21,300563,500,30150.0,B2
2024-10-22,300347,800,54328.0,B2
2024-10-22,300290,1400,30604.0,B2
2024-10-22,300337,2000,34000.0,B2
2024-10-22,300563,500,30940.0,B2
2024-10-22,300757,100,20700.0,B2
2024-10-23,300290,1400,29974.0,B2
2024-10-23,300337,2000,31160.0,B2
2024-10-23,300563,500,29065.0,B2
2024-10-23,300757,100,20444.0,B2
2024-10-23,300184,5900,70446.0,B2
2024-10-24,300290,1400,31178.0,B2
2024-10-24,300337,2000,32320.0,B2
2024-10-24,300563,500,29675.0,B2
2024-10-24,300757,100,20098.0,B2
2024-10-24,300184,5900,73514.0,B2
2024-10-25,300290,1400,33516.0,B2
2024-10-25,300337,2000,33320.0,B2
2024-10-25,300563,500,27850.0,B2
2024-10-25,300757,100,20046.0,B2
2024-10-25,300184,5900,71980.0,B2
2024-10-28,300290,1400,37744.0,B2
2024-10-28,300337,2000,32760.0,B2
2024-10-28,300563,500,27785.0,B2
2024-10-28,300757,100,19959.0,B2
2024-10-28,300184,5900,77408.0,B2
2024-10-29,300290,1400,36386.0,B2
2024-10-29,300337,2000,39320.0,B2
2024-10-29,300563,500,27590.0,B2
2024-10-29,300757,100,20500.0,B2
2024-10-29,300184,5900,76110.0,B2
2024-10-30,300290,1400,37478.0,B2
2024-10-30,300337,2000,39300.0,B2
2024-10-30,300563,500,29650.0,B2
2024-10-30,300757,100,21300.0,B2
2024-10-30,300184,5900,79355.0,B2
2024-10-31,300290,1400,36596.0,B2
2024-10-31,300337,2000,37760.0,B2
2024-10-31,300563,500,28515.0,B2
2024-10-31,300757,100,20690.0,B2
2024-10-31,300184,5900,77821.0,B2
2024-11-01,300563,500,25225.0,B2
2024-11-01,300757,100,19660.0,B2
2024-11-01,300184,5900,65372.0,B2
2024-11-01,000099,1100,26906.0,B2
2024-11-01,002384,1100,34650.0,B2
2024-11-04,300757,100,20498.0,B2
2024-11-04,300184,5900,65667.0,B2
2024-11-04,000099,1100,27302.0,B2
2024-11-04,002384,1100,35189.0,B2
2024-11-04,002607,11200,35728.0,B2
2024-11-05,300184,5900,70151.0,B2
2024-11-05,000099,1100,30030.0,B2
2024-11-05,002384,1100,38709.0,B2
2024-11-05,002607,11200,36848.0,B2
2024-11-05,600733,2000,17620.0,B2
2024-11-06,000099,1100,33033.0,B2
2024-11-06,002384,1100,37785.0,B2
2024-11-06,002607,11200,35952.0,B2
2024-11-06,600733,2000,19380.0,B2
2024-11-06,002156,1900,65987.0,B2
2024-11-07,000099,1100,33737.0,B2
2024-11-07,002384,1100,36685.0,B2
2024-11-07,002607,11200,39536.0,B2
2024-11-07,600733,2000,19520.0,B2
2024-11-07,002156,1900,64296.0,B2
2024-11-08,000099,1100,36410.0,B2
2024-11-08,002384,1100,33715.0,B2
2024-11-08,002607,11200,39536.0,B2
2024-11-08,600733,2000,19380.0,B2
2024-11-08,002156,1900,63688.0,B2
2024-11-11,000099,1100,35178.0,B2
2024-11-11,002384,1100,34199.0,B2
2024-11-11,002607,11200,41104.0,B2
2024-11-11,600733,2000,20600.0,B2
2024-11-11,002156,1900,70053.0,B2
2024-11-12,000099,1100,33077.0,B2
2024-11-12,002384,1100,32670.0,B2
2024-11-12,002607,11200,40544.0,B2
2024-11-12,600733,2000,19800.0,B2
2024-11-12,002156,1900,69540.0,B2
2024-11-13,000099,1100,32956.0,B2
2024-11-13,002384,1100,33022.0,B2
2024-11-13,002607,11200,39872.0,B2
2024-11-13,600733,2000,19320.0,B2
2024-11-13,002156,1900,64429.0,B2
2024-11-14,000099,1100,30701.0,B2
2024-11-14,002384,1100,33704.0,B2
2024-11-14,002607,11200,38864.0,B2
2024-11-14,600733,2000,18320.0,B2
2024-11-14,002156,1900,65721.0,B2
2024-11-15,002607,11200,39088.0,B2
2024-11-15,600733,2000,17540.0,B2
2024-11-15,002156,1900,59204.0,B2
2024-11-15,002230,600,31842.0,B2
2024-11-15,002241,1300,34346.0,B2
2024-11-18,600733,2000,16880.0,B2
2024-11-18,002156,1900,56430.0,B2
2024-11-18,002230,600,29010.0,B2
2024-11-18,002241,1300,31954.0,B2
2024-11-19,002156,1900,59147.0,B2
2024-11-19,002230,600,28656.0,B2
2024-11-19,002241,1300,31733.0,B2
2024-11-19,601288,6200,29450.0,B2
2024-11-19,601398,4900,30135.0,B2
2024-11-20,002230,600,29490.0,B2
2024-11-20,002241,1300,32708.0,B2
2024-11-20,601288,6200,29574.0,B2
2024-11-20,601398,4900,30086.0,B2
2024-11-20,600418,1400,56420.0,B2
2024-11-21,002230,600,30030.0,B2
2024-11-21,002241,1300,32253.0,B2
2024-11-21,601288,6200,29574.0,B2
2024-11-21,601398,4900,30037.0,B2
2024-11-21,600418,1400,57708.0,B2
2024-11-22,002230,600,29352.0,B2
2024-11-22,002241,1300,32058.0,B2
2024-11-22,601288,6200,29140.0,B2
2024-11-22,601398,4900,29645.0,B2
2024-11-22,600418,1400,54390.0,B2
2024-11-25,002230,600,29274.0,B2
2024-11-25,002241,1300,30485.0,B2
2024-11-25,601288,6200,29326.0,B2
2024-11-25,601398,4900,29743.0,B2
2024-11-25,600418,1400,54474.0,B2
2024-11-26,002230,600,28224.0,B2
2024-11-26,002241,1300,29978.0,B2
2024-11-26,601288,6200,29822.0,B2
2024-11-26,601398,4900,30184.0,B2
2024-11-26,600418,1400,52066.0,B2
2024-11-27,002230,600,29088.0,B2
2024-11-27,002241,1300,32487.0,B2
2024-11-27,601288,6200,29946.0,B2
2024-11-27,601398,4900,30380.0,B2
2024-11-27,600418,1400,48846.0,B2
2024-11-28,002230,600,28692.0,B2
2024-11-28,002241,1300,32292.0,B2
2024-11-28,601288,6200,30070.0,B2
2024-11-28,601398,4900,30331.0,B2
2024-11-28,600418,1400,47180.0,B2
2024-11-29,601288,6200,29822.0,B2
2024-11-29,601398,4900,30135.0,B2
2024-11-29,600418,1400,49154.0,B2
2024-11-29,002131,8300,30461.0,B2
2024-11-29,300364,1200,36456.0,B2
2024-12-02,601288,6200,29884.0,B2
2024-12-02,601398,4900,30037.0,B2
2024-12-02,600418,1400,50624.0,B2
2024-12-02,002131,8300,33532.0,B2
2024-12-02,300364,1200,36876.0,B2
2024-12-03,600418,1400,48790.0,B2
2024-12-03,002131,8300,36852.0,B2
2024-12-03,300364,1200,35388.0,B2
2024-12-03,300377,400,14852.0,B2
2024-12-03,600601,9100,41041.0,B2
2024-12-04,002131,8300,40504.0,B2
2024-12-04,300364,1200,33840.0,B2
2024-12-04,300377,400,14952.0,B2
2024-12-04,600601,9100,39858.0,B2
2024-12-04,600843,3300,51480.0,B2
2024-12-05,002131,8300,44571.0,B2
2024-12-05,300364,1200,36204.0,B2
2024-12-05,300377,400,14656.0,B2
2024-12-05,600601,9100,41132.0,B2
2024-12-05,600843,3300,51843.0,B2
2024-12-06,002131,8300,47227.0,B2
2024-12-06,300364,1200,37428.0,B2
2024-12-06,300377,400,14184.0,B2
2024-12-06,600601,9100,40586.0,B2
2024-12-06,600843,3300,49764.0,B2
2024-12-09,002131,8300,42496.0,B2
2024-12-09,300364,1200,36756.0,B2
2024-12-09,300377,400,14000.0,B2
2024-12-09,600601,9100,40768.0,B2
2024-12-09,600843,3300,49467.0,B2
2024-12-10,002131,8300,38263.0,B2
2024-12-10,300364,1200,36960.0,B2
2024-12-10,300377,400,14136.0,B2
2024-12-10,600601,9100,40768.0,B2
2024-12-10,600843,3300,49929.0,B2
2024-12-11,002131,8300,34445.0,B2
2024-12-11,300364,1200,37560.0,B2
2024-12-11,300377,400,13492.0,B2
2024-12-11,600601,9100,42133.0,B2
2024-12-11,600843,3300,52272.0,B2
2024-12-12,002131,8300,35358.0,B2
2024-12-12,300364,1200,36924.0,B2
2024-12-12,300377,400,14360.0,B2
2024-12-12,600601,9100,41132.0,B2
2024-12-12,600843,3300,51711.0,B2
2024-12-13,300377,400,13368.0,B2
2024-12-13,600601,9100,39403.0,B2
2024-12-13,600843,3300,48708.0,B2
2024-12-13,300063,1000,13360.0,B2
2024-12-13,600887,1900,55575.0,B2
2024-12-16,300377,400,12644.0,B2
2024-12-16,600601,9100,38857.0,B2
2024-12-16,600843,3300,47718.0,B2
2024-12-16,300063,1000,12910.0,B2
2024-12-16,600887,1900,55480.0,B2
2024-12-17,600843,3300,44352.0,B2
2024-12-17,300063,1000,11760.0,B2
2024-12-17,600887,1900,56259.0,B2
2024-12-17,002281,700,33502.0,B2
2024-12-17,300296,2400,17040.0,B2
2024-12-18,300063,1000,11790.0,B2
2024-12-18,600887,1900,56259.0,B2
2024-12-18,002281,700,33222.0,B2
2024-12-18,300296,2400,18720.0,B2
2024-12-18,601919,3000,44940.0,B2
2024-12-19,300063,1000,11780.0,B2
2024-12-19,600887,1900,55803.0,B2
2024-12-19,002281,700,36547.0,B2
2024-12-19,300296,2400,18216.0,B2
2024-12-19,601919,3000,44400.0,B2
2024-12-20,300063,1000,11700.0,B2
2024-12-20,600887,1900,55480.0,B2
2024-12-20,002281,700,40201.0,B2
2024-12-20,300296,2400,18960.0,B2
2024-12-20,601919,3000,43440.0,B2
2024-12-23,300063,1000,10530.0,B2
2024-12-23,600887,1900,56240.0,B2
2024-12-23,002281,700,39627.0,B2
2024-12-23,300296,2400,17376.0,B2
2024-12-23,601919,3000,44070.0,B2
2024-12-24,300063,1000,10320.0,B2
2024-12-24,600887,1900,57190.0,B2
2024-12-24,002281,700,39410.0,B2
2024-12-24,300296,2400,17400.0,B2
2024-12-24,601919,3000,45210.0,B2
2024-12-25,300063,1000,9780.0,B2
2024-12-25,600887,1900,56867.0,B2
2024-12-25,002281,700,39760.0,B2
2024-12-25,300296,2400,16704.0,B2
2024-12-25,601919,3000,45150.0,B2
2024-12-26,300063,1000,10280.0,B2
2024-12-26,600887,1900,56943.0,B2
2024-12-26,002281,700,41615.0,B2
2024-12-26,300296,2400,16896.0,B2
2024-12-26,601919,3000,45300.0,B2
2024-12-27,002281,700,39200.0,B2
2024-12-27,300296,2400,17400.0,B2
2024-12-27,601919,3000,45600.0,B2
2024-12-27,601398,6500,44980.0,B2
2024-12-27,603083,400,18092.0,B2
2024-12-30,002281,700,38843.0,B2
2024-12-30,300296,2400,16824.0,B2
2024-12-30,601919,3000,47100.0,B2
2024-12-30,601398,6500,45175.0,B2
2024-12-30,603083,400,17040.0,B2
2024-12-31,601919,3000,46500.0,B2
2024-12-31,601398,6500,44980.0,B2
2024-12-31,603083,400,16240.0,B2
2024-12-31,300394,100,9136.0,B2
2024-12-31,600584,800,32688.0,B2
2025-01-02,601398,6500,44200.0,B2
2025-01-02,603083,400,15584.0,B2
2025-01-02,300394,100,8975.0,B2
2025-01-02,600584,800,30584.0,B2
2025-01-02,601988,10200,54774.0,B2
2025-01-03,601398,6500,43615.0,B2
2025-01-03,603083,400,14800.0,B2
2025-01-03,300394,100,8710.0,B2
2025-01-03,600584,800,29088.0,B2
2025-01-03,601988,10200,54570.0,B2
2025-01-06,601398,6500,43875.0,B2
2025-01-06,603083,400,16280.0,B2
2025-01-06,300394,100,8867.0,B2
2025-01-06,600584,800,28528.0,B2
2025-01-06,601988,10200,54978.0,B2
2025-01-07,601398,6500,43485.0,B2
2025-01-07,603083,400,16284.0,B2
2025-01-07,300394,100,9507.0,B2
2025-01-07,600584,800,29896.0,B2
2025-01-07,601988,10200,55692.0,B2
2025-01-08,601398,6500,43940.0,B2
2025-01-08,603083,400,15952.0,B2
2025-01-08,300394,100,9405.0,B2
2025-01-08,600584,800,29568.0,B2
2025-01-08,601988,10200,56304.0,B2
2025-01-09,601398,6500,43615.0,B2
2025-01-09,603083,400,15920.0,B2
2025-01-09,300394,100,9309.0,B2
2025-01-09,600584,800,30152.0,B2
2025-01-09,601988,10200,55692.0,B2
2025-01-10,601398,6500,43355.0,B2
2025-01-10,603083,400,15140.0,B2
2025-01-10,300394,100,8850.0,B2
2025-01-10,600584,800,32064.0,B2
2025-01-10,601988,10200,55590.0,B2
