trade_date,symbol,shares,market_value,label
2024-02-01,600030,2200,44968.0,S60
2024-02-01,601099,8500,27370.0,S60
2024-02-01,000002,9500,89680.0,S60
2024-02-01,601857,8100,66015.0,S60
2024-02-02,300059,2600,32370.0,S60
2024-02-02,600030,2200,44396.0,S60
2024-02-02,601099,8500,26520.0,S60
2024-02-02,000002,9500,90155.0,S60
2024-02-02,601857,8100,65610.0,S60
2024-02-05,300059,2600,32058.0,S60
2024-02-05,600030,2200,44396.0,S60
2024-02-05,601099,8500,25160.0,S60
2024-02-05,000002,9500,87210.0,S60
2024-02-05,601857,8100,67311.0,S60
2024-02-06,300059,2600,34320.0,S60
2024-02-06,600030,2200,46508.0,S60
2024-02-06,601099,8500,26860.0,S60
2024-02-06,000002,9500,90345.0,S60
2024-02-06,601857,8100,65772.0,S60
2024-02-07,300059,2600,34138.0,S60
2024-02-07,600030,2200,46596.0,S60
2024-02-07,601099,8500,27285.0,S60
2024-02-07,000002,9500,90440.0,S60
2024-02-07,601857,8100,67311.0,S60
2024-02-08,300059,2600,34502.0,S60
2024-02-08,600030,2200,46750.0,S60
2024-02-08,601099,8500,27965.0,S60
2024-02-08,000002,9500,95570.0,S60
2024-02-08,601857,8100,67068.0,S60
2024-02-19,000002,9500,93480.0,S60
2024-02-19,601857,8100,70065.0,S60
2024-02-19,000895,2000,58620.0,S60
2024-02-19,002340,3900,19890.0,S60
2024-02-19,600111,1300,24089.0,S60
2024-02-20,601857,8100,69984.0,S60
2024-02-20,000895,2000,59560.0,S60
2024-02-20,002340,3900,19578.0,S60
2024-02-20,600111,1300,23842.0,S60
2024-02-20,002463,3400,88570.0,S60
2024-02-21,601857,8100,70551.0,S60
2024-02-21,000895,2000,59580.0,S60
2024-02-21,002340,3900,19578.0,S60
2024-02-21,600111,1300,23920.0,S60
2024-02-21,002463,3400,83436.0,S60
2024-02-22,000895,2000,59940.0,S60
2024-02-22,002340,3900,19656.0,S60
2024-02-22,600111,1300,24245.0,S60
2024-02-22,002463,3400,84728.0,S60
2024-02-22,600839,16500,79365.0,S60
2024-02-23,000895,2000,59400.0,S60
2024-02-23,002340,3900,19812.0,S60
2024-02-23,600111,1300,24154.0,S60
2024-02-23,002463,3400,86088.0,S60
2024-02-23,600839,16500,78705.0,S60
2024-02-26,000895,2000,58880.0,S60
2024-02-26,002340,3900,20865.0,S60
2024-02-26,600111,1300,24089.0,S60
2024-02-26,002463,3400,86870.0,S60
2024-02-26,600839,16500,83820.0,S60
2024-02-27,000895,2000,58780.0,S60
2024-02-27,002340,3900,20982.0,S60
2024-02-27,600111,1300,24297.0,S60
2024-02-27,002463,3400,92106.0,S60
2024-02-27,600839,16500,87615.0,S60
2024-02-28,000895,2000,58720.0,S60
2024-02-28,002340,3900,20436.0,S60
2024-02-28,600111,1300,23985.0,S60
2024-02-28,002463,3400,86020.0,S60
2024-02-28,600839,16500,81675.0,S60
2024-02-29,000895,2000,58440.0,S60
2024-02-29,002340,3900,20904.0,S60
2024-02-29,600111,1300,24505.0,S60
2024-02-29,002463,3400,89760.0,S60
2024-02-29,600839,16500,84810.0,S60
2024-03-01,000895,2000,58280.0,S60
2024-03-01,002340,3900,20982.0,S60
2024-03-01,600111,1300,24791.0,S60
2024-03-01,002463,3400,92650.0,S60
2024-03-01,600839,16500,86625.0,S60
2024-03-04,002463,3400,96356.0,S60
2024-03-04,600839,16500,95370.0,S60
2024-03-04,002281,1000,36320.0,S60
2024-03-04,300045,1300,31005.0,S60
2024-03-04,603220,800,29600.0,S60
2024-03-05,600839,16500,92895.0,S60
2024-03-05,002281,1000,35470.0,S60
2024-03-05,300045,1300,29744.0,S60
2024-03-05,603220,800,28432.0,S60
2024-03-05,000938,3800,94126.0,S60
2024-03-06,600839,16500,91575.0,S60
2024-03-06,002281,1000,37900.0,S60
2024-03-06,300045,1300,30407.0,S60
2024-03-06,603220,800,27672.0,S60
2024-03-06,000938,3800,93442.0,S60
2024-03-07,002281,1000,35420.0,S60
2024-03-07,300045,1300,28574.0,S60
2024-03-07,603220,800,26896.0,S60
2024-03-07,000938,3800,95000.0,S60
2024-03-07,002456,10000,91000.0,S60
2024-03-08,002281,1000,38960.0,S60
2024-03-08,300045,1300,29224.0,S60
2024-03-08,603220,800,29416.0,S60
2024-03-08,000938,3800,94734.0,S60
2024-03-08,002456,10000,93000.0,S60
2024-03-11,002281,1000,42860.0,S60
2024-03-11,300045,1300,29432.0,S60
2024-03-11,603220,800,29288.0,S60
2024-03-11,000938,3800,94050.0,S60
2024-03-11,002456,10000,97500.0,S60
2024-03-12,002281,1000,40660.0,S60
2024-03-12,300045,1300,30654.0,S60
2024-03-12,603220,800,29592.0,S60
2024-03-12,000938,3800,92036.0,S60
2024-03-12,002456,10000,96300.0,S60
2024-03-13,002281,1000,39340.0,S60
2024-03-13,300045,1300,31343.0,S60
2024-03-13,603220,800,29248.0,S60
2024-03-13,000938,3800,89186.0,S60
2024-03-13,002456,10000,95300.0,S60
2024-03-14,002281,1000,40420.0,S60
2024-03-14,300045,1300,30875.0,S60
2024-03-14,603220,800,28008.0,S60
2024-03-14,000938,3800,87628.0,S60
2024-03-14,002456,10000,96400.0,S60
2024-03-15,002281,1000,39910.0,S60
2024-03-15,300045,1300,31902.0,S60
2024-03-15,603220,800,28904.0,S60
2024-03-15,000938,3800,88046.0,S60
2024-03-15,002456,10000,97900.0,S60
2024-03-18,000938,3800,90706.0,S60
2024-03-18,002456,10000,105000.0,S60
2024-03-18,601138,700,17507.0,S60
2024-03-18,601225,1400,34076.0,S60
2024-03-18,601899,3000,47340.0,S60
2024-03-19,002456,10000,104000.0,S60
2024-03-19,601138,700,17857.0,S60
2024-03-19,601225,1400,34720.0,S60
2024-03-19,601899,3000,46590.0,S60
2024-03-19,603993,11100,85359.0,S60
2024-03-20,002456,10000,105100.0,S60
2024-03-20,601138,700,17556.0,S60
2024-03-20,601225,1400,35028.0,S60
2024-03-20,601899,3000,46530.0,S60
2024-03-20,603993,11100,84249.0,S60
2024-03-21,601138,700,17493.0,S60
2024-03-21,601225,1400,35140.0,S60
2024-03-21,601899,3000,46860.0,S60
2024-03-21,603993,11100,85914.0,S60
2024-03-21,300496,1600,98896.0,S60
2024-03-22,601138,700,17101.0,S60
2024-03-22,601225,1400,35532.0,S60
2024-03-22,601899,3000,46170.0,S60
2024-03-22,603993,11100,83028.0,S60
2024-03-22,300496,1600,92000.0,S60
2024-03-25,601138,700,16737.0,S60
2024-03-25,601225,1400,36386.0,S60
2024-03-25,601899,3000,47220.0,S60
2024-03-25,603993,11100,86802.0,S60
2024-03-25,300496,1600,87440.0,S60
2024-03-26,601138,700,16611.0,S60
2024-03-26,601225,1400,35364.0,S60
2024-03-26,601899,3000,46590.0,S60
2024-03-26,603993,11100,86358.0,S60
2024-03-26,300496,1600,86848.0,S60
2024-03-27,601138,700,15687.0,S60
2024-03-27,601225,1400,35196.0,S60
2024-03-27,601899,3000,47160.0,S60
2024-03-27,603993,11100,87579.0,S60
2024-03-27,300496,1600,80832.0,S60
2024-03-28,601138,700,16415.0,S60
2024-03-28,601225,1400,35000.0,S60
2024-03-28,601899,3000,48300.0,S60
2024-03-28,603993,11100,90687.0,S60
2024-03-28,300496,1600,82688.0,S60
2024-03-29,601138,700,15939.0,S60
2024-03-29,601225,1400,35126.0,S60
2024-03-29,601899,3000,50460.0,S60
2024-03-29,603993,11100,92352.0,S60
2024-03-29,300496,1600,82032.0,S60
2024-04-01,603993,11100,91575.0,S60
2024-04-01,300496,1600,84720.0,S60
2024-04-01,000977,500,22015.0,S60
2024-04-01,300975,700,9401.0,S60
2024-04-01,601166,4200,66486.0,S60
2024-04-02,300496,1600,83104.0,S60
2024-04-02,000977,500,20775.0,S60
2024-04-02,300975,700,8715.0,S60
2024-04-02,601166,4200,65478.0,S60
2024-04-02,600309,1100,93500.0,S60
2024-04-03,300496,1600,81168.0,S60
2024-04-03,000977,500,19675.0,S60
2024-04-03,300975,700,7910.0,S60
2024-04-03,601166,4200,64722.0,S60
2024-04-03,600309,1100,93390.0,S60
2024-04-08,000977,500,19900.0,S60
2024-04-08,300975,700,7840.0,S60
2024-04-08,601166,4200,65016.0,S60
2024-04-08,600309,1100,95700.0,S60
2024-04-08,601857,7900,81133.0,S60
2024-04-09,000977,500,19235.0,S60
2024-04-09,300975,700,7931.0,S60
2024-04-09,601166,4200,64932.0,S60
2024-04-09,600309,1100,95590.0,S60
2024-04-09,601857,7900,79948.0,S60
2024-04-10,000977,500,18550.0,S60
2024-04-10,300975,700,8351.0,S60
2024-04-10,601166,4200,66024.0,S60
2024-04-10,600309,1100,96162.0,S60
2024-04-10,601857,7900,81133.0,S60
2024-04-11,000977,500,18895.0,S60
2024-04-11,300975,700,7147.0,S60
2024-04-11,601166,4200,65730.0,S60
2024-04-11,600309,1100,95480.0,S60
2024-04-11,601857,7900,80817.0,S60
2024-04-12,000977,500,18925.0,S60
2024-04-12,300975,700,6937.0,S60
2024-04-12,601166,4200,65058.0,S60
2024-04-12,600309,1100,94721.0,S60
2024-04-12,601857,7900,81133.0,S60
2024-04-15,000977,500,18875.0,S60
2024-04-15,300975,700,6601.0,S60
2024-04-15,601166,4200,66234.0,S60
2024-04-15,600309,1100,96800.0,S60
2024-04-15,601857,7900,84293.0,S60
2024-04-16,000977,500,18335.0,S60
2024-04-16,300975,700,5922.0,S60
2024-04-16,601166,4200,66906.0,S60
2024-04-16,600309,1100,95700.0,S60
2024-04-16,601857,7900,86110.0,S60
2024-04-17,600309,1100,95788.0,S60
2024-04-17,601857,7900,86347.0,S60
2024-04-17,300760,100,27256.0,S60
2024-04-17,600019,4800,34608.0,S60
2024-04-17,601658,6200,30132.0,S60
2024-04-18,601857,7900,83898.0,S60
2024-04-18,300760,100,27220.0,S60
2024-04-18,600019,4800,34992.0,S60
2024-04-18,601658,6200,30442.0,S60
2024-04-18,601668,17400,93612.0,S60
2024-04-19,601857,7900,86268.0,S60
2024-04-19,300760,100,27139.0,S60
2024-04-19,600019,4800,35328.0,S60
2024-04-19,601658,6200,30256.0,S60
2024-04-19,601668,17400,93264.0,S60
2024-04-22,601857,7800,82914.0,S60
2024-04-22,300760,100,27853.0,S60
2024-04-22,600019,4800,34944.0,S60
2024-04-22,601658,6200,30008.0,S60
2024-04-22,601668,17400,93264.0,S60
2024-04-23,300760,100,28450.0,S60
2024-04-23,600019,4800,33744.0,S60
2024-04-23,601658,6200,30070.0,S60
2024-04-23,601668,17400,90828.0,S60
2024-04-23,002415,2500,81500.0,S60
2024-04-24,300760,100,28585.0,S60
2024-04-24,600019,4800,33936.0,S60
2024-04-24,601658,6200,29822.0,S60
2024-04-24,601668,17400,91698.0,S60
2024-04-24,002415,2500,81275.0,S60
2024-04-25,300760,100,28510.0,S60
2024-04-25,600019,4800,34128.0,S60
2024-04-25,601658,6200,30008.0,S60
2024-04-25,601668,17400,92046.0,S60
2024-04-25,002415,2500,81600.0,S60
2024-04-26,300760,100,28880.0,S60
2024-04-26,600019,4800,34032.0,S60
2024-04-26,601658,6200,29388.0,S60
2024-04-26,601668,17400,93090.0,S60
2024-04-26,002415,2500,82175.0,S60
2024-04-29,300760,100,30211.0,S60
2024-04-29,600019,4800,33744.0,S60
2024-04-29,601658,6200,29388.0,S60
2024-04-29,601668,17400,94830.0,S60
2024-04-29,002415,2500,83150.0,S60
2024-04-30,300760,100,30459.0,S60
2024-04-30,600019,4800,33360.0,S60
2024-04-30,601658,6200,29760.0,S60
2024-04-30,601668,17400,93264.0,S60
2024-04-30,002415,2500,82775.0,S60
2024-05-06,601668,17400,94308.0,S60
2024-05-06,002415,2500,84400.0,S60
2024-05-06,600570,700,14847.0,S60
2024-05-06,600887,1400,40320.0,S60
2024-05-06,601919,2800,33656.0,S60
2024-05-07,002415,2500,84075.0,S60
2024-05-07,600570,700,14896.0,S60
2024-05-07,600887,1400,39690.0,S60
2024-05-07,601919,2800,33796.0,S60
2024-05-07,601816,19500,100620.0,S60
2024-05-08,002415,2500,81850.0,S60
2024-05-08,600570,700,14553.0,S60
2024-05-08,600887,1400,39522.0,S60
2024-05-08,601919,2800,34188.0,S60
2024-05-08,601816,19500,100035.0,S60
2024-05-09,002415,2500,82625.0,S60
2024-05-09,600570,700,14875.0,S60
2024-05-09,600887,1400,39508.0,S60
2024-05-09,601919,2800,37324.0,S60
2024-05-09,601816,19500,100425.0,S60
2024-05-10,600570,700,14763.0,S60
2024-05-10,600887,1400,39130.0,S60
2024-05-10,601919,2800,37380.0,S60
2024-05-10,601816,19500,100425.0,S60
2024-05-10,300107,6400,79616.0,S60
2024-05-13,600570,700,14581.0,S60
2024-05-13,600887,1400,39200.0,S60
2024-05-13,601919,2800,39396.0,S60
2024-05-13,601816,19500,101790.0,S60
2024-05-13,300107,6400,81472.0,S60
2024-05-14,600570,700,14651.0,S60
2024-05-14,600887,1400,39004.0,S60
2024-05-14,601919,2800,39088.0,S60
2024-05-14,601816,19500,102180.0,S60
2024-05-14,300107,6400,77120.0,S60
2024-05-15,600570,700,14392.0,S60
2024-05-15,600887,1400,38920.0,S60
2024-05-15,601919,2800,39984.0,S60
2024-05-15,601816,19500,101790.0,S60
2024-05-15,300107,6400,76096.0,S60
2024-05-16,600570,700,14637.0,S60
2024-05-16,600887,1400,38878.0,S60
2024-05-16,601919,2800,39480.0,S60
2024-05-16,601816,19500,101205.0,S60
2024-05-16,300107,6400,83200.0,S60
2024-05-17,600570,700,14882.0,S60
2024-05-17,600887,1400,39354.0,S60
2024-05-17,601919,2800,39368.0,S60
2024-05-17,601816,19500,102375.0,S60
2024-05-17,300107,6400,83200.0,S60
2024-05-20,601816,19500,102375.0,S60
2024-05-20,300107,6400,83008.0,S60
2024-05-20,000002,2600,23868.0,S60
2024-05-20,600066,700,17885.0,S60
2024-05-20,601668,10000,58000.0,S60
2024-05-21,300107,6400,78656.0,S60
2024-05-21,000002,2600,23894.0,S60
2024-05-21,600066,700,18109.0,S60
2024-05-21,601668,10000,58300.0,S60
2024-05-21,603993,11300,95146.0,S60
2024-05-22,300107,6400,78592.0,S60
2024-05-22,000002,2600,24440.0,S60
2024-05-22,600066,700,17059.0,S60
2024-05-22,601668,10000,58900.0,S60
2024-05-22,603993,11300,92773.0,S60
2024-05-23,300107,6400,73856.0,S60
2024-05-23,000002,2600,24856.0,S60
2024-05-23,600066,700,17178.0,S60
2024-05-23,601668,10000,57900.0,S60
2024-05-23,603993,11300,92321.0,S60
2024-05-24,000002,2600,23374.0,S60
2024-05-24,600066,700,17192.0,S60
2024-05-24,601668,10000,57000.0,S60
2024-05-24,603993,11300,92434.0,S60
2024-05-24,300641,2600,82602.0,S60
2024-05-27,000002,2600,23062.0,S60
2024-05-27,600066,700,17619.0,S60
2024-05-27,601668,10000,57500.0,S60
2024-05-27,603993,11300,96502.0,S60
2024-05-27,300641,2600,85332.0,S60
2024-05-28,000002,2600,22152.0,S60
2024-05-28,600066,700,17367.0,S60
2024-05-28,601668,10000,56800.0,S60
2024-05-28,603993,11300,96502.0,S60
2024-05-28,300641,2600,70616.0,S60
2024-05-29,000002,2600,22308.0,S60
2024-05-29,600066,700,17136.0,S60
2024-05-29,601668,10000,57000.0,S60
2024-05-29,603993,11300,98988.0,S60
2024-05-29,300641,2600,67002.0,S60
2024-05-30,000002,2600,21502.0,S60
2024-05-30,600066,700,17178.0,S60
2024-05-30,601668,10000,56500.0,S60
2024-05-30,603993,11300,94242.0,S60
2024-05-30,300641,2600,62452.0,S60
2024-05-31,000002,2600,21450.0,S60
2024-05-31,600066,700,17045.0,S60
2024-05-31,601668,10000,56300.0,S60
2024-05-31,603993,11300,94242.0,S60
2024-05-31,300641,2600,64454.0,S60
2024-06-03,603993,11300,92321.0,S60
2024-06-03,300641,2600,59202.0,S60
2024-06-03,002155,700,12950.0,S60
2024-06-03,601020,1000,15270.0,S60
2024-06-03,601985,7100,71213.0,S60
2024-06-04,300641,2600,67236.0,S60
2024-06-04,002155,700,13447.0,S60
2024-06-04,601020,1000,15250.0,S60
2024-06-04,601985,7100,71923.0,S60
2024-06-04,600900,3500,96180.0,S60
2024-06-05,300641,2600,67782.0,S60
2024-06-05,002155,700,13055.0,S60
2024-06-05,601020,1000,14510.0,S60
2024-06-05,601985,7100,72207.0,S60
2024-06-05,600900,3500,97860.0,S60
2024-06-06,300641,2600,69290.0,S60
2024-06-06,002155,700,13223.0,S60
2024-06-06,601020,1000,15000.0,S60
2024-06-06,601985,7100,72065.0,S60
2024-06-06,600900,3500,98105.0,S60
2024-06-07,002155,700,12845.0,S60
2024-06-07,601020,1000,14060.0,S60
2024-06-07,601985,7100,73840.0,S60
2024-06-07,600900,3500,99085.0,S60
2024-06-07,300552,1700,62934.0,S60
2024-06-11,002155,700,12481.0,S60
2024-06-11,601020,1000,14230.0,S60
2024-06-11,601985,7100,72988.0,S60
2024-06-11,600900,3500,98630.0,S60
2024-06-11,300552,1700,62798.0,S60
2024-06-12,002155,700,12544.0,S60
2024-06-12,601020,1000,14590.0,S60
2024-06-12,601985,7100,73414.0,S60
2024-06-12,600900,3500,99330.0,S60
2024-06-12,300552,1700,61540.0,S60
2024-06-13,002155,700,12096.0,S60
2024-06-13,601020,1000,13850.0,S60
2024-06-13,601985,7100,74053.0,S60
2024-06-13,600900,3500,100450.0,S60
2024-06-13,300552,1700,60299.0,S60
2024-06-14,002155,700,12096.0,S60
2024-06-14,601020,1000,14080.0,S60
2024-06-14,601985,7100,71284.0,S60
2024-06-14,600900,3500,97650.0,S60
2024-06-14,300552,1700,65994.0,S60
2024-06-17,002155,700,11956.0,S60
2024-06-17,601020,1000,14170.0,S60
2024-06-17,601985,7100,71213.0,S60
2024-06-17,600900,3500,97615.0,S60
2024-06-17,300552,1700,67065.0,S60
2024-06-18,600900,3500,97300.0,S60
2024-06-18,300552,1700,76551.0,S60
2024-06-18,000021,1100,17655.0,S60
2024-06-18,000858,300,40167.0,S60
2024-06-18,600028,6300,37926.0,S60
2024-06-19,300552,1700,75072.0,S60
2024-06-19,000021,1100,17743.0,S60
2024-06-19,000858,300,40266.0,S60
2024-06-19,600028,6300,38241.0,S60
2024-06-19,002230,2300,98992.0,S60
2024-06-20,300552,1700,72165.0,S60
2024-06-20,000021,1100,17160.0,S60
2024-06-20,000858,300,39660.0,S60
2024-06-20,600028,6300,38871.0,S60
2024-06-20,002230,2300,96830.0,S60
2024-06-21,300552,1700,72658.0,S60
2024-06-21,000021,1100,16808.0,S60
2024-06-21,000858,300,39060.0,S60
2024-06-21,600028,6300,38682.0,S60
2024-06-21,002230,2300,98279.0,S60
2024-06-24,000021,1100,16280.0,S60
2024-06-24,000858,300,39309.0,S60
2024-06-24,600028,6300,38619.0,S60
2024-06-24,002230,2300,95404.0,S60
2024-06-24,600809,300,65742.0,S60
2024-06-25,000021,1100,15719.0,S60
