strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,adaptive_role,adaptive_underlying_strategy,adaptive_reason,adaptive_market_amount_ratio_20,adaptive_index_bucket,adaptive_position_scale,adaptive_target_position_ratio,adaptive_position_reason
adaptive_style_switch,2023-01-04,2023-01-03,2615.931517500081,499947.92000000004,502563.8515175001,1.0051277030350003,5,0.9947948275436022,0,0.0,5,5,500000.0,5,1.0,0,fallback,baseline_full_score,fallback_insufficient_completed_history,1.0476132942907994,index_neutral,,,
adaptive_style_switch,2023-01-05,2023-01-04,2615.931517500081,470941.12,473557.0515175001,0.9471141030350001,5,0.994475995006056,5,482553.5,5,0,485169.4315175001,5,1.0,3,fallback,baseline_full_score,fallback_insufficient_completed_history,1.0567738881358764,index_neutral,,,
adaptive_style_switch,2023-01-06,2023-01-05,2615.931517500081,461948.14,464564.0715175001,0.9291281430350002,5,0.9943690619273352,5,456714.04000000004,5,0,459329.9715175001,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.1450144836931995,index_neutral,,,
adaptive_style_switch,2023-01-09,2023-01-06,2615.931517500081,459000.66000000003,461616.5915175001,0.9232331830350002,5,0.9943331076794693,5,453115.48,5,0,455731.41151750006,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.1393120933167395,index_neutral,,,
adaptive_style_switch,2023-01-10,2023-01-09,2615.931517500081,460631.37,463247.3015175001,0.9264946030350002,5,0.9943530561129426,5,455541.50999999995,5,0,458157.44151750003,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.1135813776737984,index_neutral,,,
adaptive_style_switch,2023-01-11,2023-01-10,2615.931517500081,457435.81,460051.7415175001,0.9201034830350001,5,0.994313831942313,5,458711.60000000003,5,0,461327.5315175001,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.0434940477903671,index_neutral,,,
adaptive_style_switch,2023-01-12,2023-01-11,2615.931517500081,464399.5,467015.4315175001,0.9340308630350002,5,0.994398618673049,5,458628.56999999995,5,0,461244.50151750003,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.0417647374981975,index_neutral,,,
adaptive_style_switch,2023-01-13,2023-01-12,2615.931517500081,456328.29000000004,458944.2215175001,0.9178884430350003,5,0.9943001101335354,5,459953.76999999996,5,0,462569.70151750004,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,0.9647761002906378,index_neutral,,,
adaptive_style_switch,2023-01-16,2023-01-13,2615.931517500081,444791.16000000003,447407.0915175001,0.8948141830350003,5,0.9941531290694847,5,446807.72000000003,5,0,449423.6515175001,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,0.999244444389779,index_neutral,,,
adaptive_style_switch,2023-01-17,2023-01-16,2615.931517500081,438595.27999999997,441211.21151750005,0.8824224230350001,5,0.9940710221109231,5,445289.81,5,0,447905.7415175001,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.2902436740862635,index_strong,,,
adaptive_style_switch,2023-01-18,2023-01-17,9043.356680000099,442972.8300000001,452016.18668000016,0.9040323733600003,5,0.9799932901818796,0,0.0,5,10,439437.8315175001,5,1.0,0,fallback,baseline_full_score,fallback_insufficient_completed_history,0.9960424747697851,index_strong,,,
adaptive_style_switch,2023-01-19,2023-01-18,9043.356680000099,442919.64999999997,451963.00668000005,0.9039260133600001,5,0.9799909361024254,5,440079.34,5,0,449122.6966800001,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,0.8959688348689601,index_strong,,,
adaptive_style_switch,2023-01-20,2023-01-19,9043.356680000099,437409.41000000003,446452.7666800001,0.8929055333600002,5,0.9797439788597345,5,449883.58,5,0,458926.9366800001,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,0.9617282537993992,index_strong,,,
adaptive_style_switch,2023-01-30,2023-01-20,9043.356680000099,451496.3500000001,460539.7066800002,0.9210794133600003,5,0.9803635678990786,5,445196.33999999997,5,0,454239.69668000005,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.041512037452604,index_strong,,,
adaptive_style_switch,2023-01-31,2023-01-30,9043.356680000099,445995.15,455038.5066800001,0.9100770133600002,5,0.9801261727364983,5,445415.06000000006,5,0,454458.41668000014,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.4313729119192795,index_strong,,,
adaptive_style_switch,2023-02-01,2023-01-31,9043.356680000099,441456.6,450499.95668000006,0.9009999133600001,5,0.9799259543848885,5,442621.97,5,0,451665.32668000006,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.186510457647276,index_strong,,,
adaptive_style_switch,2023-02-02,2023-02-01,9043.356680000099,445125.81000000006,454169.16668000014,0.9083383333600002,5,0.9800881315961902,5,441236.52999999997,5,0,450279.88668000005,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.2968787244159043,index_strong,,,
adaptive_style_switch,2023-02-03,2023-02-02,9043.356680000099,446581.09,455624.4466800001,0.9112488933600003,5,0.980151730782015,5,445385.66000000003,5,0,454429.0166800001,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.2920001078566594,index_strong,,,
adaptive_style_switch,2023-02-06,2023-02-03,9043.356680000099,449912.16,458955.51668000006,0.9179110333600001,5,0.9802957882597902,5,446614.76,5,0,455658.1166800001,5,1.0,4,fallback,baseline_full_score,fallback_insufficient_completed_history,1.1336752581364224,index_strong,,,
adaptive_style_switch,2023-02-07,2023-02-06,9043.356680000099,440552.8,449596.1566800001,0.8991923133600002,5,0.9798856005647827,5,445763.52,5,0,454806.8766800001,5,1.0,5,fallback,baseline_full_score,fallback_insufficient_completed_history,1.0654333270789373,index_strong,,,
adaptive_style_switch,2023-02-08,2023-02-07,9726.910760000057,421544.51,431271.42076000007,0.8625428415200002,5,0.9774459649033572,0,0.0,5,10,452134.2266800001,5,1.0,0,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.02492920148374,index_strong,,,
adaptive_style_switch,2023-02-09,2023-02-08,9726.910760000057,463009.35,472736.26076000003,0.94547252152,5,0.9794242338331262,5,419104.51,5,0,428831.42076000007,5,1.0,1,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.9759524135933426,index_strong,,,
adaptive_style_switch,2023-02-10,2023-02-09,9726.910760000057,461330.01,471056.92076000007,0.9421138415200001,5,0.9793508802623965,5,470951.91,5,0,480678.82076000003,5,1.0,2,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.0907297243843062,index_strong,,,
adaptive_style_switch,2023-02-13,2023-02-10,9726.910760000057,483427.56999999995,493154.48076,0.98630896152,5,0.9802761383309142,5,462393.89,5,0,472120.8007600001,5,1.0,1,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.0771779244702235,index_neutral,,,
adaptive_style_switch,2023-02-14,2023-02-13,9726.910760000057,480366.80999999994,490093.72076,0.98018744152,5,0.9801529577956716,5,478641.25,5,0,488368.16076000006,5,1.0,1,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.1713816626113875,index_neutral,,,
adaptive_style_switch,2023-02-15,2023-02-14,9726.910760000057,502207.97,511934.88076000003,1.02386976152,5,0.9809997108508023,5,476312.07,5,0,486038.98076000006,5,1.0,2,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.079483608795071,index_neutral,,,
adaptive_style_switch,2023-02-16,2023-02-15,9726.910760000057,486029.38,495756.29076000006,0.9915125815200001,5,0.9803796523790176,5,503555.17,5,0,513282.08076000004,5,1.0,2,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.0943255659176425,index_neutral,,,
adaptive_style_switch,2023-02-17,2023-02-16,9726.910760000057,464496.29,474223.20076000004,0.94844640152,5,0.9794887497186736,5,486127.32,5,0,495854.23076000006,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.3534439261731528,index_neutral,,,
adaptive_style_switch,2023-02-20,2023-02-17,9726.910760000057,479351.62,489078.53076000005,0.9781570615200001,5,0.980111760896793,5,465263.19,5,0,474990.10076000006,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.02542409290484,index_neutral,,,
adaptive_style_switch,2023-02-21,2023-02-20,9726.910760000057,470789.91,480516.82076000003,0.96103364152,5,0.9797573979936526,5,474065.0,5,0,483791.91076000006,5,1.0,4,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.0647195650083474,index_neutral,,,
adaptive_style_switch,2023-02-22,2023-02-21,9470.407030000119,472588.37,482058.7770300001,0.9641175540600002,5,0.9803542483172945,0,0.0,5,9,474282.3407600001,5,1.0,0,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,1.0211105205672448,index_neutral,,,
adaptive_style_switch,2023-02-23,2023-02-22,1976.250625000118,460345.77999999997,462322.0306250001,0.9246440612500001,5,0.9957253808079869,4,374379.85,5,1,477457.0070300001,5,1.0,2,defensive,baseline_full_liquidity_detail,defensive_low_liquidity_weak_index_or_attack_failed,0.8592162220985191,index_neutral,,,
