trade_date,ts_code,stock_name,side,price,current_shares,target_shares,delta_shares,allocated_shares,current_weight,target_weight,delta_weight,note
2026-05-29,000791,000791,SELL,9.84,47000,0,-47000,47000,0.5360678822731504,0.0,-0.5360678822731504,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d; max_positions=5
2026-05-29,600507,600507,SELL,4.6262,16700,0,-16700,16700,0.08955043646737848,0.0,-0.08955043646737848,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d; max_positions=5
2026-05-29,600522,600522,SELL,42.19,7600,0,-7600,7600,0.37166353149020936,0.0,-0.37166353149020936,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d; max_positions=5
2026-05-29,000636,风华高科,BUY,53.03,0,3200,3200,3200,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d; max_positions=5
2026-05-29,300394,天孚通信,BUY,455.2,0,300,300,300,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d; max_positions=5
2026-05-29,301511,德福科技,BUY,125.62,0,1300,1300,1300,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d; max_positions=5
2026-05-29,600183,生益科技,BUY,140.62,0,1200,1200,1200,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d; max_positions=5
2026-05-29,603256,宏和科技,BUY,202.15,0,800,800,800,0.0,0.2,0.2,trusted_strategy:baseline_full_dynamic_factor_industry_cap2; hold_gate=10d; max_positions=5
