order_id,execution_date,execution_sequence,signal_date,symbol,side,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,scenario
1,2023-11-30,1,2023-11-29,002142,BUY,23.08,24.815690899999996,4000,99262.763599999984000,6942.763599999984000,74.447073,0,0,74.447073,-99337.210672999984000,500000.0,400662.78932700003,0,4000,0,92320.00,500000.0,492982.78932700003,False,0.6000,c0.00075_s0.001
2,2023-11-30,2,2023-11-29,002594,BUY,201.6,620.1511316,100,62015.1131600,41855.1131600,46.511335,0,0,46.511335,-62061.6244950,400662.78932700003,338601.16483200004,0,100,92320.00,112480.00,492982.78932700003,451081.16483200004,False,0.6000,c0.00075_s0.001
3,2023-11-30,3,2023-11-29,300351,BUY,23.0,23.292669399999998,800,18634.135519999998400,234.135519999998400,13.975602,0,0,13.975602,-18648.111121999998400,338601.16483200004,319953.05371000007,0,800,112480.00,130880.00,451081.16483200004,450833.05371000007,False,0.6000,c0.00075_s0.001
4,2023-11-30,4,2023-11-29,688041,BUY,71.79,72.1133413,400,28845.3365200,129.3365200,21.634002,0,0,21.634002,-28866.9705220,319953.05371000007,291086.0831880001,0,400,130880.00,159596.00,450833.05371000007,450682.0831880001,False,0.6000,c0.00075_s0.001
5,2023-11-30,5,2023-11-29,688271,BUY,138.19,138.99145259999997,500,69495.72629999998500,400.72629999998500,52.121795,0,0,52.121795,-69547.84809499998500,291086.0831880001,221538.2350930001,0,500,159596.00,228691.00,450682.0831880001,450229.2350930001,False,0.6000,c0.00075_s0.001
6,2023-12-14,1,2023-12-13,002142,SELL,20.58,22.0834944,4000,88333.9776000,6013.9776000,66.250483,0,0,66.250483,88267.7271170,221538.23509367503,309805.962210675,4000,0,219731.00,137411.00,441269.23509367503,447216.962210675,True,0.6000,c0.00075_s0.001
7,2023-12-14,2,2023-12-13,002594,SELL,193.0,592.5099969,100,59250.9996900,39950.9996900,44.438250,0,0,44.438250,59206.5614400,309805.962210675,369012.523650675,100,0,137411.00,118111.00,447216.962210675,487123.523650675,True,0.6000,c0.00075_s0.001
8,2023-12-14,3,2023-12-13,300351,SELL,20.48,20.6991801,800,16559.3440800,175.3440800,12.419508,0,0,12.419508,16546.9245720,369012.523650675,385559.448222675,800,0,118111.00,101727.00,487123.523650675,487286.448222675,True,0.6000,c0.00075_s0.001
9,2023-12-14,4,2023-12-13,688041,SELL,78.13,78.3250965,400,31330.0386000,78.0386000,23.497529,0,0,23.497529,31306.5410710,385559.448222675,416865.989293675,400,0,101727.00,70475.00,487286.448222675,487340.989293675,True,0.6000,c0.00075_s0.001
10,2023-12-14,5,2023-12-13,688271,SELL,140.95,141.4842741,500,70742.1370500,267.1370500,53.056603,0,0,53.056603,70689.0804470,416865.989293675,487555.069740675,500,0,70475.00,0,487340.989293675,487555.069740675,True,0.6000,c0.00075_s0.001
11,2023-12-14,6,2023-12-13,000568,BUY,176.0,195.5300347,200,39106.0069400,3906.0069400,29.329505,0,0,29.329505,-39135.3364450,487555.069740675,448419.73329567496,0,200,0,35200.0,487555.069740675,483619.73329567496,True,0.6000,c0.00075_s0.001
12,2023-12-14,7,2023-12-13,002558,BUY,14.45,15.077162099999997,1800,27138.891779999994600,1128.891779999994600,20.354169,0,0,20.354169,-27159.245948999994600,448419.73329567496,421260.48734667496,0,1800,35200.0,61210.00,483619.73329567496,482470.48734667496,True,0.6000,c0.00075_s0.001
13,2023-12-14,8,2023-12-13,600938,BUY,19.45,21.305384099999998,2600,55393.998659999994800,4823.998659999994800,41.545499,0,0,41.545499,-55435.544158999994800,421260.48734667496,365824.943187675,0,2600,61210.00,111780.00,482470.48734667496,477604.943187675,True,0.6000,c0.00075_s0.001
14,2023-12-14,9,2023-12-13,601398,BUY,4.79,5.4779725,17600,96412.3160000,12108.3160000,72.309237,0,0,72.309237,-96484.6252370,365824.943187675,269340.317950675,0,17600,111780.00,196084.00,477604.943187675,465424.317950675,True,0.6000,c0.00075_s0.001
15,2023-12-19,1,2023-12-18,300750,BUY,146.31,156.70504849999998,400,62682.01939999999200,4158.01939999999200,47.011515,0,0,47.011515,-62729.03091499999200,269340.317950875,206611.287035875,0,400,194090.00,252614.00,463430.317950875,459225.287035875,True,0.6000,c0.00075_s0.001
16,2023-12-28,1,2023-12-27,000568,SELL,171.0,189.5956146,200,37919.1229200,3719.1229200,28.439342,0,0,28.439342,37890.6835780,206611.28703632497,244501.97061432496,200,0,253802.00,219602.00,460413.28703632497,464103.97061432496,True,0.6000,c0.00075_s0.001
17,2023-12-28,2,2023-12-27,002558,SELL,10.82,11.267021699999999,1800,20280.639059999998200,804.639059999998200,15.210479,0,0,15.210479,20265.428580999998200,244501.97061432496,264767.399195325,1800,0,219602.00,200126.00,464103.97061432496,464893.399195325,True,0.6000,c0.00075_s0.001
18,2023-12-28,3,2023-12-27,601398,SELL,4.83,5.5126818,17600,97023.1996800,12015.1996800,72.767400,0,0,72.767400,96950.4322800,264767.399195325,361717.831475325,17600,0,200126.00,115118.00,464893.399195325,476835.831475325,True,0.6000,c0.00075_s0.001
19,2023-12-28,4,2023-12-27,002786,BUY,17.71,17.72771,1100,19500.48100,19.48100,14.625361,0,0,14.625361,-19515.106361,361717.831475325,342202.725114325,0,1100,115118.00,134599.00,476835.831475325,476801.725114325,True,0.6000,c0.00075_s0.001
20,2023-12-28,5,2023-12-27,002855,BUY,38.6,38.6386,600,23183.1600,23.1600,17.387370,0,0,17.387370,-23200.547370,342202.725114325,319002.177744325,0,600,134599.00,157759.00,476801.725114325,476761.177744325,True,0.6000,c0.00075_s0.001
21,2023-12-28,6,2023-12-27,300735,BUY,22.45,23.2132901,3200,74282.5283200,2442.5283200,55.711896,0,0,55.711896,-74338.2402160,319002.177744325,244663.937528325,0,3200,157759.00,229599.00,476761.177744325,474262.937528325,True,0.6000,c0.00075_s0.001
22,2023-12-28,7,2023-12-27,600938,BUY,20.55,22.510387899999998,2000,45020.775799999996000,3920.775799999996000,33.765582,0,0,33.765582,-45054.541381999996000,244663.937528325,199609.39614632502,2600,4600,229599.00,270699.00,474262.937528325,470308.39614632502,True,0.6000,c0.00075_s0.001
23,2023-12-29,1,2023-12-28,600938,SELL,20.5,22.4106669,4600,103089.0677400,8789.0677400,77.316801,0,0,77.316801,103011.7509390,199609.39614624003,302621.14708524005,4600,0,273172.00,178872.00,472781.39614624003,481493.14708524005,True,0.6000,c0.00075_s0.001
24,2023-12-29,2,2023-12-28,600941,BUY,97.26,108.58407559999999,900,97725.66803999999100,10191.66803999999100,73.294251,0,0,73.294251,-97798.96229099999100,302621.14708524005,204822.18479424005,0,900,178872.00,266406.00,481493.14708524005,471228.18479424005,True,0.6000,c0.00075_s0.001
25,2024-01-03,1,2024-01-02,300750,SELL,156.1,166.8565764,400,66742.6305600,4302.6305600,50.056973,0,0,50.056973,66692.5735870,204822.18479440507,271514.7583814051,400,0,260314.00,197874.00,465136.18479440507,469388.7583814051,True,0.6000,c0.00075_s0.001
26,2024-01-03,2,2024-01-02,002241,BUY,20.75,21.4359145,3600,77169.2922000,2469.2922000,57.876969,0,0,57.876969,-77227.1691690,271514.7583814051,194287.5892124051,0,3600,197874.00,272574.00,469388.7583814051,466861.5892124051,True,0.6000,c0.00075_s0.001
27,2024-01-12,1,2024-01-11,002786,SELL,16.3,16.2837,1100,17912.0700,17.9300,13.434053,0,0,13.434053,17898.635947,194287.58921233506,212186.22515933507,1100,0,256702.00,238772.00,450989.58921233506,450958.22515933507,True,0.6000,c0.00075_s0.001
28,2024-01-12,2,2024-01-11,002855,SELL,33.85,33.81615,600,20289.69000,20.31000,15.217268,0,0,15.217268,20274.472732,212186.22515933507,232460.69789133506,600,0,238772.00,218462.00,450958.22515933507,450922.69789133506,True,0.6000,c0.00075_s0.001
29,2024-01-12,3,2024-01-11,300735,SELL,20.17,20.8140651,3200,66605.0083200,2061.0083200,49.953756,0,0,49.953756,66555.0545640,232460.69789133506,299015.75245533505,3200,0,218462.00,153918.00,450922.69789133506,452933.75245533505,True,0.6000,c0.00075_s0.001
30,2024-01-12,4,2024-01-11,002415,BUY,30.73,33.524891399999994,700,23467.423979999995800,1956.423979999995800,17.600568,0,0,17.600568,-23485.024547999995800,299015.75245533505,275530.72790733504,0,700,153918.00,175429.00,452933.75245533505,450959.72790733504,True,0.6000,c0.00075_s0.001
31,2024-01-12,5,2024-01-11,601398,BUY,4.77,5.4551497,9200,50187.3772400,6303.3772400,37.640533,0,0,37.640533,-50225.0177730,275530.72790733504,225305.71013433504,0,9200,175429.00,219313.00,450959.72790733504,444618.71013433504,True,0.6000,c0.00075_s0.001
32,2024-01-12,6,2024-01-11,601857,BUY,7.26,8.072164099999998,4600,37131.954859999990800,3735.954859999990800,27.848966,0,0,27.848966,-37159.803825999990800,225305.71013433504,188145.90630833505,0,4600,219313.00,252709.00,444618.71013433504,440854.90630833505,True,0.6000,c0.00075_s0.001
33,2024-01-15,1,2024-01-12,600941,SELL,95.19,106.0607331,900,95454.6597900,9783.6597900,71.590995,0,0,71.590995,95383.0687950,188145.90630903508,283528.9751040351,900,0,249831.00,164160.00,437976.90630903508,447688.9751040351,True,0.6000,c0.00075_s0.001
34,2024-01-15,2,2024-01-12,000158,BUY,9.23,9.25925,10600,98148.05000,310.05000,73.611038,0,0,73.611038,-98221.661038,283528.9751040351,185307.3140660351,0,10600,164160.00,261998.00,447688.9751040351,447305.3140660351,True,0.6000,c0.00075_s0.001
35,2024-01-17,1,2024-01-16,002241,SELL,18.89,19.4754051,3600,70111.4583600,2107.4583600,52.583594,0,0,52.583594,70058.8747660,185307.31406669255,255366.18883269254,3600,0,265051.00,197047.00,450358.31406669255,452413.18883269254,True,0.6000,c0.00075_s0.001
36,2024-01-17,2,2024-01-16,000338,BUY,14.92,16.3877714,4200,68828.6398800,6164.6398800,51.621480,0,0,51.621480,-68880.2613600,255366.18883269254,186485.92747269254,0,4200,197047.00,259711.00,452413.18883269254,446196.92747269254,True,0.6000,c0.00075_s0.001
37,2024-01-26,1,2024-01-25,002415,SELL,32.08,34.9277373,700,24449.4161100,1993.4161100,18.337062,0,0,18.337062,24431.0790480,186485.92747301256,210917.00652101258,700,0,266878.00,244422.00,453363.92747301256,455339.00652101258,True,0.6000,c0.00075_s0.001
38,2024-01-26,2,2024-01-25,601398,SELL,5.01,5.7181761,9200,52607.2201200,6515.2201200,39.455415,0,0,39.455415,52567.7647050,210917.00652101258,263484.77122601256,9200,0,244422.00,198330.00,455339.00652101258,461814.77122601256,True,0.6000,c0.00075_s0.001
39,2024-01-26,3,2024-01-25,601857,SELL,8.05,8.9326584,4600,41090.2286400,4060.2286400,30.817671,0,0,30.817671,41059.4109690,263484.77122601256,304544.1821950126,4600,0,198330.00,161300.00,461814.77122601256,465844.1821950126,True,0.6000,c0.00075_s0.001
40,2024-01-26,4,2024-01-25,300059,BUY,13.25,13.4118985,2600,34870.9361000,420.9361000,26.153202,0,0,26.153202,-34897.0893020,304544.1821950126,269647.09289301257,0,2600,161300.00,195750.00,465844.1821950126,465397.09289301257,True,0.6000,c0.00075_s0.001
41,2024-01-26,5,2024-01-25,600030,BUY,20.4,21.860338499999997,2200,48092.744699999993400,3212.744699999993400,36.069559,0,0,36.069559,-48128.814258999993400,269647.09289301257,221518.27863401256,0,2200,195750.00,240630.00,465397.09289301257,462148.27863401256,True,0.6000,c0.00075_s0.001
42,2024-01-26,6,2024-01-25,601099,BUY,3.45,3.4534499999999997,8600,29699.6699999999974200,29.6699999999974200,22.274752,0,0,22.274752,-29721.9447519999974200,221518.27863401256,191796.33388201258,0,8600,240630.00,270300.00,462148.27863401256,462096.33388201258,True,0.6000,c0.00075_s0.001
43,2024-01-29,1,2024-01-26,000158,SELL,9.09,9.1005903,10600,96466.2571800,112.2571800,72.349693,0,0,72.349693,96393.9074870,191796.33388126007,288190.24136826006,10600,0,269134.00,172780.00,460930.33388126007,460970.24136826006,True,0.6000,c0.00075_s0.001
