order_id,execution_date,execution_sequence,signal_date,symbol,side,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,scenario
11,2023-12-14,6,2023-12-13,000568,BUY,176.0,195.3347,100,19533.4700,1933.4700,29.300205,0,0,29.300205,-19562.770205,487691.19288,468128.422675,0,100,0,17600.0,487691.19288,485728.422675,True,0.4000,c0.0015_s0.0
12,2023-12-14,7,2023-12-13,002558,BUY,14.45,15.0621,1200,18074.5200,734.5200,27.111780,0,0,27.111780,-18101.631780,468128.422675,450026.790895,0,1200,17600.0,34940.00,485728.422675,484966.790895,True,0.4000,c0.0015_s0.0
13,2023-12-14,8,2023-12-13,600938,BUY,19.45,21.2841,1700,36182.9700,3117.9700,54.274455,0,0,54.274455,-36237.244455,450026.790895,413789.54644,0,1700,34940.00,68005.00,484966.790895,481794.54644,True,0.4000,c0.0015_s0.0
14,2023-12-14,9,2023-12-13,601398,BUY,4.79,5.4725,11700,64028.2500,7985.2500,96.042375,0,0,96.042375,-64124.292375,413789.54644,349665.254065,0,11700,68005.00,124048.00,481794.54644,473713.254065,True,0.4000,c0.0015_s0.0
15,2023-12-19,1,2023-12-18,300750,BUY,146.31,156.5485,300,46964.5500,3071.5500,70.446825,0,0,70.446825,-47034.996825,349665.254065,302630.25724,0,300,122831.00,166724.00,472496.254065,469354.25724,True,0.4000,c0.0015_s0.0
16,2023-12-28,1,2023-12-27,000568,SELL,171.0,189.7854,100,18978.5400,1878.5400,28.467810,0,0,28.467810,18950.072190,302630.25724,321580.32943,100,0,167796.00,150696.00,470426.25724,472276.32943,True,0.4000,c0.0015_s0.0
17,2023-12-28,2,2023-12-27,002558,SELL,10.82,11.2783,1200,13533.9600,549.9600,20.300940,0,0,20.300940,13513.659060,321580.32943,335093.98848999996,1200,0,150696.00,137712.00,472276.32943,472805.98848999996,True,0.4000,c0.0015_s0.0
18,2023-12-28,3,2023-12-27,601398,SELL,4.83,5.5182,11700,64562.9400,8051.9400,96.844410,0,0,96.844410,64466.095590,335093.98848999996,399560.08407999994,11700,0,137712.00,81201.00,472805.98848999996,480761.08407999994,True,0.4000,c0.0015_s0.0
19,2023-12-28,4,2023-12-27,002786,BUY,17.71,17.71,700,12397.00,0.00,18.595500,0,0,18.595500,-12415.595500,399560.08407999994,387144.48857999995,0,700,81201.00,93598.00,480761.08407999994,480742.48857999995,True,0.4000,c0.0015_s0.0
20,2023-12-28,5,2023-12-27,002855,BUY,38.6,38.6,400,15440.0,0.0,23.160000,0,0,23.160000,-15463.160000,387144.48857999995,371681.32858,0,400,93598.00,109038.00,480742.48857999995,480719.32858,True,0.4000,c0.0015_s0.0
21,2023-12-28,6,2023-12-27,300735,BUY,22.45,23.1901,2100,48699.2100,1554.2100,73.048815,0,0,73.048815,-48772.258815,371681.32858,322909.06976499996,0,2100,109038.00,156183.00,480719.32858,479092.06976499996,True,0.4000,c0.0015_s0.0
22,2023-12-28,7,2023-12-27,600938,BUY,20.55,22.4879,1200,26985.4800,2325.4800,40.478220,0,0,40.478220,-27025.958220,322909.06976499996,295883.111545,1700,2900,156183.00,180843.00,479092.06976499996,476726.111545,True,0.4000,c0.0015_s0.0
23,2023-12-29,1,2023-12-28,600938,SELL,20.5,22.4331,2900,65055.9900,5605.9900,97.583985,0,0,97.583985,64958.406015,295883.111545,360841.51756,2900,0,182875.00,123425.00,478758.111545,484266.51756,True,0.4000,c0.0015_s0.0
24,2023-12-29,2,2023-12-28,600941,BUY,97.26,108.4756,600,65085.3600,6729.3600,97.628040,0,0,97.628040,-65182.988040,360841.51756,295658.52952,0,600,123425.00,181781.00,484266.51756,477439.52952,True,0.4000,c0.0015_s0.0
25,2024-01-03,1,2024-01-02,300750,SELL,156.1,167.0236,300,50107.0800,3277.0800,75.160620,0,0,75.160620,50031.919380,295658.52952,345690.44889999996,300,0,177502.00,130672.00,473160.52952,476362.44889999996,True,0.4000,c0.0015_s0.0
26,2024-01-03,2,2024-01-02,002241,BUY,20.75,21.4145,2500,53536.2500,1661.2500,80.304375,0,0,80.304375,-53616.554375,345690.44889999996,292073.89452499995,0,2500,130672.00,182547.00,476362.44889999996,474620.89452499995,True,0.4000,c0.0015_s0.0
27,2024-01-12,1,2024-01-11,002786,SELL,16.3,16.3,700,11410.0,0.0,17.115000,0,0,17.115000,11392.885000,292073.89452499995,303466.77952499996,700,0,171827.00,160417.00,463900.89452499995,463883.77952499996,True,0.4000,c0.0015_s0.0
28,2024-01-12,2,2024-01-11,002855,SELL,33.85,33.85,400,13540.00,0.00,20.310000,0,0,20.310000,13519.690000,303466.77952499996,316986.46952499996,400,0,160417.00,146877.00,463883.77952499996,463863.46952499996,True,0.4000,c0.0015_s0.0
29,2024-01-12,3,2024-01-11,300735,SELL,20.17,20.8349,2100,43753.2900,1396.2900,65.629935,0,0,65.629935,43687.660065,316986.46952499996,360674.12958999997,2100,0,146877.00,104520.00,463863.46952499996,465194.12958999997,True,0.4000,c0.0015_s0.0
30,2024-01-12,4,2024-01-11,002415,BUY,30.73,33.4914,500,16745.7000,1380.7000,25.118550,0,0,25.118550,-16770.818550,360674.12958999997,343903.31103999994,0,500,104520.00,119885.00,465194.12958999997,463788.31103999994,True,0.4000,c0.0015_s0.0
31,2024-01-12,5,2024-01-11,601398,BUY,4.77,5.4497,6300,34333.1100,4282.1100,51.499665,0,0,51.499665,-34384.609665,343903.31103999994,309518.70137499995,0,6300,119885.00,149936.00,463788.31103999994,459454.70137499995,True,0.4000,c0.0015_s0.0
32,2024-01-12,6,2024-01-11,601857,BUY,7.26,8.0641,3100,24998.7100,2492.7100,37.498065,0,0,37.498065,-25036.208065,309518.70137499995,284482.49330999993,0,3100,149936.00,172442.00,459454.70137499995,456924.49330999993,True,0.4000,c0.0015_s0.0
33,2024-01-15,1,2024-01-12,600941,SELL,95.19,106.1669,600,63700.1400,6586.1400,95.550210,0,0,95.550210,63604.589790,284482.49330999993,348087.08309999993,600,0,170430.00,113316.00,454912.49330999993,461403.08309999993,True,0.4000,c0.0015_s0.0
34,2024-01-15,2,2024-01-12,000158,BUY,9.23,9.25,7000,64750.00,140.00,97.125000,0,0,97.125000,-64847.125000,348087.08309999993,283239.95809999993,0,7000,113316.00,177926.00,461403.08309999993,461165.95809999993,True,0.4000,c0.0015_s0.0
35,2024-01-17,1,2024-01-16,002241,SELL,18.89,19.4949,2500,48737.2500,1512.2500,73.105875,0,0,73.105875,48664.144125,283239.95809999993,331904.1022249999,2500,0,180064.00,132839.00,463303.95809999993,464743.1022249999,True,0.4000,c0.0015_s0.0
36,2024-01-17,2,2024-01-16,000338,BUY,14.92,16.3714,2900,47477.0600,4209.0600,71.215590,0,0,71.215590,-47548.275590,331904.1022249999,284355.82663499995,0,2900,132839.00,176107.00,464743.1022249999,460462.82663499995,True,0.4000,c0.0015_s0.0
37,2024-01-26,1,2024-01-25,002415,SELL,32.08,34.9627,500,17481.3500,1441.3500,26.222025,0,0,26.222025,17455.127975,284355.82663499995,301810.95460999996,500,0,180987.00,164947.00,465342.82663499995,466757.95460999996,True,0.4000,c0.0015_s0.0
38,2024-01-26,2,2024-01-25,601398,SELL,5.01,5.7239,6300,36060.5700,4497.5700,54.090855,0,0,54.090855,36006.479145,301810.95460999996,337817.43375499995,6300,0,164947.00,133384.00,466757.95460999996,471201.43375499995,True,0.4000,c0.0015_s0.0
39,2024-01-26,3,2024-01-25,601857,SELL,8.05,8.9416,3100,27718.9600,2763.9600,41.578440,0,0,41.578440,27677.381560,337817.43375499995,365494.81531499996,3100,0,133384.00,108429.00,471201.43375499995,473923.81531499996,True,0.4000,c0.0015_s0.0
40,2024-01-26,4,2024-01-25,300059,BUY,13.25,13.3985,1800,24117.3000,267.3000,36.175950,0,0,36.175950,-24153.475950,365494.81531499996,341341.33936499996,0,1800,108429.00,132279.00,473923.81531499996,473620.33936499996,True,0.4000,c0.0015_s0.0
41,2024-01-26,5,2024-01-25,600030,BUY,20.4,21.8385,1500,32757.7500,2157.7500,49.136625,0,0,49.136625,-32806.886625,341341.33936499996,308534.45274,0,1500,132279.00,162879.00,473620.33936499996,471413.45274,True,0.4000,c0.0015_s0.0
42,2024-01-26,6,2024-01-25,601099,BUY,3.45,3.45,5800,20010.00,0.00,30.015000,0,0,30.015000,-20040.015000,308534.45274,288494.43773999996,0,5800,162879.00,182889.00,471413.45274,471383.43773999996,True,0.4000,c0.0015_s0.0
43,2024-01-29,1,2024-01-26,000158,SELL,9.09,9.1097,7000,63767.9000,137.9000,95.651850,0,0,95.651850,63672.248150,288494.43773999996,352166.68588999996,7000,0,182126.00,118496.00,470620.43773999996,470662.68588999996,True,0.4000,c0.0015_s0.0
44,2024-01-29,2,2024-01-26,000002,BUY,10.41,10.41,6300,65583.00,0.00,98.374500,0,0,98.374500,-65681.374500,352166.68588999996,286485.31138999993,0,6300,118496.00,184079.00,470662.68588999996,470564.31138999993,True,0.4000,c0.0015_s0.0
45,2024-01-31,1,2024-01-30,000338,SELL,14.91,16.3604,2900,47445.1600,4206.1600,71.167740,0,0,71.167740,47373.992260,286485.31138999993,333859.3036499999,2900,0,176875.00,133636.00,463360.31138999993,467495.3036499999,True,0.4000,c0.0015_s0.0
46,2024-01-31,2,2024-01-30,601857,BUY,8.34,9.2637,5600,51876.7200,5172.7200,77.815080,0,0,77.815080,-51954.535080,333859.3036499999,281904.7685699999,0,5600,133636.00,180340.00,467495.3036499999,462244.7685699999,True,0.4000,c0.0015_s0.0
47,2024-02-19,1,2024-02-08,300059,SELL,13.35,13.4996,1800,24299.2800,269.2800,36.448920,0,0,36.448920,24262.831080,281904.7685699999,306167.5996499999,1800,0,184727.00,160697.00,466631.7685699999,466864.5996499999,True,0.4000,c0.0015_s0.0
48,2024-02-19,2,2024-02-08,600030,SELL,21.12,22.6092,1500,33913.8000,2233.8000,50.870700,0,0,50.870700,33862.929300,306167.5996499999,340030.5289499999,1500,0,160697.00,129017.00,466864.5996499999,469047.5289499999,True,0.4000,c0.0015_s0.0
49,2024-02-19,3,2024-02-08,601099,SELL,3.29,3.29,5800,19082.00,0.00,28.623000,0,0,28.623000,19053.377000,340030.5289499999,359083.90594999987,5800,0,129017.00,109935.00,469047.5289499999,469018.90594999987,True,0.4000,c0.0015_s0.0
50,2024-02-19,4,2024-02-08,000895,BUY,28.34,32.4796,1300,42223.4800,5381.4800,63.335220,0,0,63.335220,-42286.815220,359083.90594999987,316797.0907299999,0,1300,109935.00,146777.00,469018.90594999987,463574.0907299999,True,0.4000,c0.0015_s0.0
51,2024-02-19,5,2024-02-08,002340,BUY,5.18,5.3046,2600,13791.9600,323.9600,20.687940,0,0,20.687940,-13812.647940,316797.0907299999,302984.4427899999,0,2600,146777.00,160245.00,463574.0907299999,463229.4427899999,True,0.4000,c0.0015_s0.0
52,2024-02-19,6,2024-02-08,600111,BUY,18.34,18.4888,800,14791.0400,119.0400,22.186560,0,0,22.186560,-14813.226560,302984.4427899999,288171.2162299999,0,800,160245.00,174917.00,463229.4427899999,463088.2162299999,True,0.4000,c0.0015_s0.0
53,2024-02-20,1,2024-02-19,000002,SELL,9.9,9.9,6300,62370.0,0.0,93.555000,0,0,93.555000,62276.445000,288171.2162299999,350447.6612299999,6300,0,176186.00,113816.00,464357.2162299999,464263.6612299999,True,0.4000,c0.0015_s0.0
54,2024-02-20,2,2024-02-19,002463,BUY,26.39,27.3644,2300,62938.1200,2241.1200,94.407180,0,0,94.407180,-63032.527180,350447.6612299999,287415.13404999994,0,2300,113816.00,174513.00,464263.6612299999,461928.13404999994,True,0.4000,c0.0015_s0.0
55,2024-02-22,1,2024-02-21,601857,SELL,8.63,9.5858,5600,53680.4800,5352.4800,80.520720,0,0,80.520720,53599.959280,287415.1340499999,341015.0933299999,5600,0,172704.00,124376.00,460119.1340499999,465391.0933299999,True,0.4000,c0.0015_s0.0
56,2024-02-22,2,2024-02-21,600839,BUY,4.75,4.8196,11800,56871.2800,821.2800,85.306920,0,0,85.306920,-56956.586920,341015.0933299999,284058.5064099999,0,11800,124376.00,180426.00,465391.0933299999,464484.5064099999,True,0.4000,c0.0015_s0.0
57,2024-03-04,1,2024-03-01,000895,SELL,29.01,33.2475,1300,43221.7500,5508.7500,64.832625,0,0,64.832625,43156.917375,284058.50640999986,327215.4237849999,1300,0,193695.00,155982.00,477753.50640999986,483197.4237849999,True,0.4000,c0.0015_s0.0
58,2024-03-04,2,2024-03-01,002340,SELL,5.42,5.5504,2600,14431.0400,339.0400,21.646560,0,0,21.646560,14409.393440,327215.4237849999,341624.8172249999,2600,0,155982.00,141890.00,483197.4237849999,483514.8172249999,True,0.4000,c0.0015_s0.0
59,2024-03-04,3,2024-03-01,600111,SELL,19.1,19.2549,800,15403.9200,123.9200,23.105880,0,0,23.105880,15380.814120,341624.8172249999,357005.6313449999,800,0,141890.00,126610.00,483514.8172249999,483615.6313449999,True,0.4000,c0.0015_s0.0
60,2024-03-04,4,2024-03-01,002281,BUY,34.45,34.8717,600,20923.0200,253.0200,31.384530,0,0,31.384530,-20954.404530,357005.6313449999,336051.2268149999,0,600,126610.00,147280.00,483615.6313449999,483331.2268149999,True,0.4000,c0.0015_s0.0
61,2024-03-04,5,2024-03-01,300045,BUY,22.97,22.97,800,18376.00,0.00,27.564000,0,0,27.564000,-18403.564000,336051.2268149999,317647.6628149999,0,800,147280.00,165656.00,483331.2268149999,483303.6628149999,True,0.4000,c0.0015_s0.0
62,2024-03-04,6,2024-03-01,603220,BUY,34.8,45.7577,500,22878.8500,5478.8500,34.318275,0,0,34.318275,-22913.168275,317647.6628149999,294734.49453999987,0,500,165656.00,183056.00,483303.6628149999,477790.49453999987,True,0.4000,c0.0015_s0.0
63,2024-03-05,1,2024-03-04,002463,SELL,27.75,28.7746,2300,66181.5800,2356.5800,99.272370,0,0,99.272370,66082.307630,294734.49453999987,360816.80216999986,2300,0,190230.00,126405.00,484964.49453999987,487221.80216999986,True,0.4000,c0.0015_s0.0
64,2024-03-05,2,2024-03-04,000938,BUY,24.89,25.1671,2500,62917.7500,692.7500,94.376625,0,0,94.376625,-63012.126625,360816.80216999986,297804.6755449999,0,2500,126405.00,188630.00,487221.80216999986,486434.6755449999,True,0.4000,c0.0015_s0.0
65,2024-03-07,1,2024-03-06,600839,SELL,5.55,5.6313,11800,66449.3400,959.3400,99.674010,0,0,99.674010,66349.665990,297804.6755449999,364154.3415349999,11800,0,185108.00,119618.00,482912.6755449999,483772.3415349999,True,0.4000,c0.0015_s0.0
66,2024-03-07,2,2024-03-06,002456,BUY,9.6,9.6,7300,70080.0,0.0,105.120000,0,0,105.120000,-70185.120000,364154.3415349999,293969.2215349999,0,7300,119618.00,189698.00,483772.3415349999,483667.2215349999,True,0.4000,c0.0015_s0.0
67,2024-03-18,1,2024-03-15,002281,SELL,39.8,40.2872,600,24172.3200,292.3200,36.258480,0,0,36.258480,24136.061520,293969.2215349999,318105.2830549999,600,0,192091.00,168211.00,486060.2215349999,486316.2830549999,False,0.6000,c0.0015_s0.0
68,2024-03-18,2,2024-03-15,300045,SELL,24.91,24.91,800,19928.00,0.00,29.892000,0,0,29.892000,19898.108000,318105.2830549999,338003.3910549999,800,0,168211.00,148283.00,486316.2830549999,486286.3910549999,False,0.6000,c0.0015_s0.0
69,2024-03-18,3,2024-03-15,603220,SELL,36.46,47.9404,500,23970.2000,5740.2000,35.955300,0,0,35.955300,23934.244700,338003.3910549999,361937.6357549999,500,0,148283.00,130053.00,486286.3910549999,491990.6357549999,False,0.6000,c0.0015_s0.0
70,2024-03-18,4,2024-03-15,601138,BUY,23.45,24.7117,1100,27182.8700,1387.8700,40.774305,0,0,40.774305,-27223.644305,361937.6357549999,334713.99144999986,0,1100,130053.00,155848.00,491990.6357549999,490561.99144999986,False,0.6000,c0.0015_s0.0
71,2024-03-18,5,2024-03-15,601225,BUY,24.53,27.5986,2200,60716.9200,6750.9200,91.075380,0,0,91.075380,-60807.995380,334713.99144999986,273905.9960699999,0,2200,155848.00,209814.00,490561.99144999986,483719.9960699999,False,0.6000,c0.0015_s0.0
72,2024-03-18,6,2024-03-15,601899,BUY,15.97,16.6277,4500,74824.6500,2959.6500,112.236975,0,0,112.236975,-74936.886975,273905.9960699999,198969.10909499988,0,4500,209814.00,281679.00,483719.9960699999,480648.10909499988,False,0.6000,c0.0015_s0.0
73,2024-03-19,1,2024-03-18,000938,SELL,23.6,23.8627,2500,59656.7500,656.7500,89.485125,0,0,89.485125,59567.264875,198969.10909499985,258536.37396999984,2500,0,286542.00,227542.00,485511.10909499985,486078.37396999984,False,0.6000,c0.0015_s0.0
74,2024-03-19,2,2024-03-18,603993,BUY,7.75,8.2467,7200,59376.2400,3576.2400,89.064360,0,0,89.064360,-59465.304360,258536.37396999984,199071.06960999983,0,7200,227542.00,283342.00,486078.37396999984,482413.06960999983,False,0.6000,c0.0015_s0.0
75,2024-03-21,1,2024-03-20,002456,SELL,10.41,10.41,7300,75993.00,0.00,113.989500,0,0,113.989500,75879.010500,199071.06960999983,274950.08010999986,7300,0,286004.00,210011.00,485075.06960999983,484961.08010999986,False,0.6000,c0.0015_s0.0
76,2024-03-21,2,2024-03-20,300496,BUY,64.0,64.7924,1100,71271.6400,871.6400,106.907460,0,0,106.907460,-71378.547460,274950.08010999986,203571.53264999986,0,1100,210011.00,280411.00,484961.08010999986,483982.53264999986,False,0.6000,c0.0015_s0.0
77,2024-04-01,1,2024-03-29,601138,SELL,22.9,24.1321,1100,26545.3100,1355.3100,39.817965,0,0,39.817965,26505.492035,203571.53264999986,230077.02468499987,1100,0,274355.00,249165.00,477926.53264999986,479242.02468499987,False,0.6000,c0.0015_s0.0
78,2024-04-01,2,2024-03-29,601225,SELL,24.7,27.7899,2200,61137.7800,6797.7800,91.706670,0,0,91.706670,61046.073330,230077.02468499987,291123.0980149999,2200,0,249165.00,194825.00,479242.02468499987,485948.0980149999,False,0.6000,c0.0015_s0.0
79,2024-04-01,3,2024-03-29,601899,SELL,17.24,17.95,4500,80775.00,3195.00,121.162500,0,0,121.162500,80653.837500,291123.0980149999,371776.9355149999,4500,0,194825.00,117245.00,485948.0980149999,489021.9355149999,False,0.6000,c0.0015_s0.0
80,2024-04-01,4,2024-03-29,000977,BUY,42.38,42.679,800,34143.200,239.200,51.214800,0,0,51.214800,-34194.414800,371776.9355149999,337582.5207149999,0,800,117245.00,151149.00,489021.9355149999,488731.5207149999,False,0.6000,c0.0015_s0.0
81,2024-04-01,5,2024-03-29,300975,BUY,14.11,14.1603,1200,16992.3600,60.3600,25.488540,0,0,25.488540,-17017.848540,337582.5207149999,320564.6721749999,0,1200,151149.00,168081.00,488731.5207149999,488645.6721749999,False,0.6000,c0.0015_s0.0
82,2024-04-01,6,2024-03-29,601166,BUY,15.8,18.6145,6500,120994.2500,18294.2500,181.491375,0,0,181.491375,-121175.741375,320564.6721749999,199388.93079999991,0,6500,168081.00,270781.00,488645.6721749999,470169.93079999991,False,0.6000,c0.0015_s0.0
83,2024-04-02,1,2024-04-01,603993,SELL,8.22,8.7469,7200,62977.6800,3793.6800,94.466520,0,0,94.466520,62883.213480,199388.93079999991,262272.1442799999,7200,0,270810.00,211626.00,470198.93079999991,473898.1442799999,False,0.6000,c0.0015_s0.0
84,2024-04-02,2,2024-04-01,600309,BUY,84.5,89.345,700,62541.500,3391.500,93.812250,0,0,93.812250,-62635.312250,262272.1442799999,199636.83202999987,0,700,211626.00,270776.00,473898.1442799999,470412.83202999987,False,0.6000,c0.0015_s0.0
85,2024-04-08,1,2024-04-03,300496,SELL,50.71,51.3378,1100,56471.5800,690.5800,84.707370,0,0,84.707370,56386.872630,199636.83202999987,256023.70465999987,1100,0,260272.00,204491.00,459908.83202999987,460514.70465999987,False,0.6000,c0.0015_s0.0
86,2024-04-08,2,2024-04-03,601857,BUY,10.05,11.1631,5600,62513.3600,6233.3600,93.770040,0,0,93.770040,-62607.130040,256023.70465999987,193416.57461999988,0,5600,204491.00,260771.00,460514.70465999987,454187.57461999988,False,0.6000,c0.0015_s0.0
87,2024-04-17,1,2024-04-16,000977,SELL,37.2,37.4625,800,29970.0000,210.0000,44.955000,0,0,44.955000,29925.045000,193416.57461999985,223341.61961999984,800,0,264740.00,234980.00,458156.57461999985,458321.61961999984,False,0.6000,c0.0015_s0.0
88,2024-04-17,2,2024-04-16,300975,SELL,8.75,8.7812,1200,10537.4400,37.4400,15.806160,0,0,15.806160,10521.633840,223341.61961999984,233863.25345999983,1200,0,234980.00,224480.00,458321.61961999984,458343.25345999983,False,0.6000,c0.0015_s0.0
89,2024-04-17,3,2024-04-16,601166,SELL,15.91,18.7441,6500,121836.6500,18421.6500,182.754975,0,0,182.754975,121653.895025,233863.25345999983,355517.14848499984,6500,0,224480.00,121065.00,458343.25345999983,476582.14848499984,False,0.6000,c0.0015_s0.0
90,2024-04-17,4,2024-04-16,300760,BUY,265.76,282.0832,100,28208.3200,1632.3200,42.312480,0,0,42.312480,-28250.632480,355517.14848499984,327266.51600499987,0,100,121065.00,147641.00,476582.14848499984,474907.51600499987,False,0.6000,c0.0015_s0.0
91,2024-04-17,5,2024-04-16,600019,BUY,6.97,7.5527,7700,58155.7900,4486.7900,87.233685,0,0,87.233685,-58243.023685,327266.51600499987,269023.49231999984,0,7700,147641.00,201310.00,474907.51600499987,470333.49231999984,False,0.6000,c0.0015_s0.0
92,2024-04-17,6,2024-04-16,601658,BUY,4.76,5.3798,9900,53260.0200,6136.0200,79.890030,0,0,79.890030,-53339.910030,269023.49231999984,215683.58228999985,0,9900,201310.00,248434.00,470333.49231999984,464117.58228999985,False,0.6000,c0.0015_s0.0
93,2024-04-18,1,2024-04-17,600309,SELL,86.87,91.8509,700,64295.6300,3486.6300,96.443445,0,0,96.443445,64199.186555,215683.58228999985,279882.76884499984,700,0,251547.00,190738.00,467230.58228999985,470620.76884499984,False,0.6000,c0.0015_s0.0
94,2024-04-18,2,2024-04-17,601668,BUY,5.34,5.8785,14200,83474.7000,7646.7000,125.212050,0,0,125.212050,-83599.912050,279882.76884499984,196282.85679499985,0,14200,190738.00,266566.00,470620.76884499984,462848.85679499985,False,0.6000,c0.0015_s0.0
95,2024-04-22,1,2024-04-19,601857,SELL,10.8,11.9961,100,1199.6100,119.6100,1.799415,0,0,1.799415,1197.810585,196282.85679499985,197480.66737999985,5600,5500,269355.00,268275.00,465637.85679499985,465755.66737999985,False,0.6000,c0.0015_s0.0
96,2024-04-23,1,2024-04-22,601857,SELL,10.54,11.7073,5500,64390.1500,6420.1500,96.585225,0,0,96.585225,64293.564775,197480.66737999985,261774.23215499986,5500,0,265943.00,207973.00,463423.66737999985,469747.23215499986,False,0.6000,c0.0015_s0.0
97,2024-04-23,2,2024-04-22,002415,BUY,32.9,35.8564,1800,64541.5200,5321.5200,96.812280,0,0,96.812280,-64638.332280,261774.23215499986,197135.89987499986,0,1800,207973.00,267193.00,469747.23215499986,464328.89987499986,False,0.6000,c0.0015_s0.0
98,2024-05-06,1,2024-04-30,300760,SELL,306.0,324.7948,100,32479.4800,1879.4800,48.719220,0,0,48.719220,32430.760780,197135.89987499986,229566.66065499987,100,0,269732.00,239132.00,466867.89987499986,468698.66065499987,False,0.6000,c0.0015_s0.0
99,2024-05-06,2,2024-04-30,600019,SELL,7.01,7.596,7700,58489.200,4512.200,87.733800,0,0,87.733800,58401.466200,229566.66065499987,287968.12685499986,7700,0,239132.00,185155.00,468698.66065499987,473123.12685499986,False,0.6000,c0.0015_s0.0
100,2024-05-06,3,2024-04-30,601658,SELL,4.85,5.4815,9900,54266.8500,6251.8500,81.400275,0,0,81.400275,54185.449725,287968.12685499986,342153.5765799999,9900,0,185155.00,137140.00,473123.12685499986,479293.5765799999,False,0.6000,c0.0015_s0.0
101,2024-05-06,4,2024-04-30,600570,BUY,21.04,21.4524,900,19307.1600,371.1600,28.960740,0,0,28.960740,-19336.120740,342153.5765799999,322817.4558399999,0,900,137140.00,156076.00,479293.5765799999,478893.4558399999,False,0.6000,c0.0015_s0.0
102,2024-05-06,5,2024-04-30,600887,BUY,28.82,32.9939,2000,65987.8000,8347.8000,98.981700,0,0,98.981700,-66086.781700,322817.4558399999,256730.6741399999,0,2000,156076.00,213716.00,478893.4558399999,470446.6741399999,False,0.6000,c0.0015_s0.0
103,2024-05-06,6,2024-04-30,601919,BUY,12.0,13.999,4000,55996.000,7996.000,83.994000,0,0,83.994000,-56079.994000,256730.6741399999,200650.6801399999,0,4000,213716.00,261716.00,470446.6741399999,462366.6801399999,False,0.6000,c0.0015_s0.0
104,2024-05-07,1,2024-05-06,601668,SELL,5.41,5.9555,14200,84568.1000,7746.1000,126.852150,0,0,126.852150,84441.247850,200650.6801399999,285091.9279899999,14200,0,262148.00,185326.00,462798.6801399999,470417.9279899999,False,0.6000,c0.0015_s0.0
