trade_date,signal_date,nav,cash,equity,position_ratio,position_count,in_risk
2025-01-02,2024-12-31,0.9691276,302996.8,484563.8,0.4,5,True
2025-01-03,2025-01-02,0.9608056,302996.8,480402.8,0.4,5,True
2025-01-06,2025-01-03,0.9615116,302996.8,480755.8,0.4,5,True
2025-01-07,2025-01-06,0.9684596,302996.8,484229.8,0.4,5,True
2025-01-08,2025-01-07,0.9687876,302996.8,484393.8,0.4,5,True
2025-01-09,2025-01-08,0.9697736,302996.8,484886.8,0.4,5,True
2025-01-10,2025-01-09,0.9684916,302996.8,484245.8,0.4,5,True
2025-01-13,2025-01-10,0.9612736,302996.8,480636.8,0.4,5,True
2025-01-14,2025-01-13,0.9702296,302996.8,485114.8,0.4,5,True
2025-01-15,2025-01-14,0.9689736,302996.8,484486.8,0.4,5,True
2025-01-16,2025-01-15,0.97780683,348571.41,488903.41,0.4,4,True
2025-01-17,2025-01-16,0.98365483,348571.41,491827.41,0.4,4,True
2025-01-20,2025-01-17,0.99079083,348571.41,495395.41,0.4,4,True
2025-01-21,2025-01-20,0.99379083,348571.41,496895.41,0.4,4,True
2025-01-22,2025-01-21,0.98724671,300460.36,493623.36,0.4,5,True
2025-01-23,2025-01-22,0.97338671,300460.36,486693.36,0.4,5,True
2025-01-24,2025-01-23,0.98266471,300460.36,491332.36,0.4,5,True
2025-01-27,2025-01-24,0.97725671,300460.36,488628.36,0.4,5,True
2025-02-05,2025-01-27,0.97532071,300460.36,487660.36,0.4,5,True
2025-02-06,2025-02-05,0.98564871,300460.36,492824.36,0.4,5,True
2025-02-07,2025-02-06,0.98758477,306930.38,493792.38,0.4,5,True
2025-02-10,2025-02-07,0.99633877,306930.38,498169.38,0.4,5,True
2025-02-11,2025-02-10,0.99100277,306930.38,495501.38,0.4,5,True
2025-02-12,2025-02-11,0.99514677,306930.38,497573.38,0.4,5,True
2025-02-13,2025-02-12,0.98711177,304829.89,493555.89,0.4,5,True
2025-02-14,2025-02-13,1.01031577,304829.89,505157.89,0.4,5,True
2025-02-17,2025-02-14,1.00679577,304829.89,503397.89,0.4,5,True
2025-02-18,2025-02-17,0.99796977,304829.89,498984.89,0.4,5,True
2025-02-19,2025-02-18,1.02010377,304829.89,510051.89,0.4,5,True
2025-02-20,2025-02-19,1.01444977,304829.89,507224.89,0.4,5,True
2025-02-21,2025-02-20,1.04254386,327273.93,521271.93,0.4,5,True
2025-02-24,2025-02-21,1.03540239,318168.19,517701.19,0.4,5,True
2025-02-25,2025-02-24,1.01584839,318168.19,507924.19,0.4,5,True
2025-02-26,2025-02-25,1.02093239,318168.19,510466.19,0.4,5,True
2025-02-27,2025-02-26,1.03010465,308562.32,515052.32,0.4,5,True
2025-02-28,2025-02-27,1.01023665,308562.32,505118.32,0.4,5,True
2025-03-03,2025-02-28,0.99634065,308562.32,498170.32,0.4,5,True
2025-03-04,2025-03-03,1.00237865,308562.32,501189.32,0.4,5,True
2025-03-05,2025-03-04,1.00981065,308562.32,504905.32,0.4,5,True
2025-03-06,2025-03-05,1.01616865,308562.32,508084.32,0.4,5,True
2025-03-07,2025-03-06,0.98797125,316298.63,493985.63,0.4,5,True
2025-03-10,2025-03-07,0.98996743,309759.71,494983.71,0.4,5,True
2025-03-11,2025-03-10,1.00216343,309759.71,501081.71,0.4,5,True
2025-03-12,2025-03-11,1.00215543,309759.71,501077.71,0.4,5,True
2025-03-13,2025-03-12,0.99187517,314826.59,495937.59,0.4,5,True
2025-03-14,2025-03-13,1.00066717,314826.59,500333.59,0.4,5,True
2025-03-17,2025-03-14,1.01275117,314826.59,506375.59,0.4,5,True
2025-03-18,2025-03-17,1.02092317,314826.59,510461.59,0.4,5,True
2025-03-19,2025-03-18,1.01922117,314826.59,509610.59,0.4,5,True
2025-03-20,2025-03-19,1.01393317,314826.59,506966.59,0.4,5,True
2025-03-21,2025-03-20,1.03307919,322465.59,516539.59,0.4,5,True
