trade_date,signal_date,nav,cash,equity,position_ratio,position_count,in_risk
2025-03-24,2025-03-21,1.02675336,315313.68,513376.68,0.4,5,True
2025-03-25,2025-03-24,1.02430936,315313.68,512154.68,0.4,5,True
2025-03-26,2025-03-25,1.02923536,315313.68,514617.68,0.4,5,True
2025-03-27,2025-03-26,0.99809841,312798.21,499049.21,0.4,5,True
2025-03-28,2025-03-27,0.99115641,312798.21,495578.21,0.4,5,True
2025-03-31,2025-03-28,0.98011041,312798.21,490055.21,0.4,5,True
2025-04-01,2025-03-31,0.97749841,312798.21,488749.21,0.4,5,True
2025-04-02,2025-04-01,0.97361841,312798.21,486809.21,0.4,5,True
2025-04-03,2025-04-02,0.96282841,312798.21,481414.21,0.4,5,True
2025-04-07,2025-04-03,0.92807536,307220.68,464037.68,0.4,5,True
2025-04-08,2025-04-07,0.91799316,332775.58,458996.58,0.4,4,True
2025-04-09,2025-04-08,0.91959116,332775.58,459795.58,0.4,4,True
2025-04-10,2025-04-09,0.92329076,295398.38,461645.38,0.4,5,True
2025-04-11,2025-04-10,0.9382073,282787.65,469103.65,0.4,5,True
2025-04-14,2025-04-11,0.9401133,282787.65,470056.65,0.4,5,True
2025-04-15,2025-04-14,0.9368093,282787.65,468404.65,0.4,5,True
2025-04-16,2025-04-15,0.9353273,282787.65,467663.65,0.4,5,True
2025-04-17,2025-04-16,0.9354553,282787.65,467727.65,0.4,5,True
2025-04-18,2025-04-17,0.9347553,282787.65,467377.65,0.4,5,True
2025-04-21,2025-04-18,0.95065369,285631.84,475326.84,0.4,5,True
2025-04-22,2025-04-21,0.95007769,285631.84,475038.84,0.4,5,True
2025-04-23,2025-04-22,0.94023569,285631.84,470117.84,0.4,5,True
2025-04-24,2025-04-23,0.91198902,284764.51,455994.51,0.4,5,True
2025-04-25,2025-04-24,0.90664916,281296.58,453324.58,0.4,5,True
2025-04-28,2025-04-25,0.90453516,281296.58,452267.58,0.4,5,True
2025-04-29,2025-04-28,0.90106116,281296.58,450530.58,0.4,5,True
2025-04-30,2025-04-29,0.90148716,281296.58,450743.58,0.4,5,True
2025-05-06,2025-04-30,0.91629116,281296.58,458145.58,0.4,5,True
2025-05-07,2025-05-06,0.91185316,281296.58,455926.58,0.4,5,True
2025-05-08,2025-05-07,0.91146092,284227.46,455730.46,0.4,5,True
2025-05-09,2025-05-08,0.90904892,284227.46,454524.46,0.4,5,True
2025-05-12,2025-05-09,0.91194292,284227.46,455971.46,0.4,5,True
2025-05-13,2025-05-12,0.92726628,281932.14,463633.14,0.4,5,True
2025-05-14,2025-05-13,0.92776526,279210.63,463882.63,0.4,5,True
2025-05-15,2025-05-14,0.91338926,279210.63,456694.63,0.4,5,True
2025-05-16,2025-05-15,0.91314326,279210.63,456571.63,0.4,5,True
2025-05-19,2025-05-16,0.91177126,279210.63,455885.63,0.4,5,True
2025-05-20,2025-05-19,0.90997726,279210.63,454988.63,0.4,5,True
2025-05-21,2025-05-20,0.90963326,279210.63,454816.63,0.4,5,True
2025-05-22,2025-05-21,0.90027725,343950.62,450138.62,0.4,4,True
2025-05-23,2025-05-22,0.90252325,275899.62,451261.62,0.4,5,True
2025-05-26,2025-05-23,0.90260125,275899.62,451300.62,0.4,5,True
2025-05-27,2025-05-26,0.89962635,311696.18,449813.18,0.4,4,True
2025-05-28,2025-05-27,0.89521927,296341.63,447609.63,0.4,4,True
2025-05-29,2025-05-28,0.89554943,272483.71,447774.71,0.4,5,True
2025-05-30,2025-05-29,0.89092343,272483.71,445461.71,0.4,5,True
2025-06-03,2025-05-30,0.88662743,272483.71,443313.71,0.4,5,True
2025-06-04,2025-06-03,0.88476143,272483.71,442380.71,0.4,5,True
2025-06-05,2025-06-04,0.88297143,272483.71,441485.71,0.4,5,True
2025-06-06,2025-06-05,0.88791178,271180.89,443955.89,0.4,5,True
2025-06-09,2025-06-06,0.91381976,274170.88,456909.88,0.4,5,True
2025-06-10,2025-06-09,0.91002576,274170.88,455012.88,0.4,5,True
2025-06-11,2025-06-10,0.90930776,274170.88,454653.88,0.4,5,True
2025-06-12,2025-06-11,0.92110706,275772.53,460553.53,0.4,5,True
2025-06-13,2025-06-12,0.91138837,276402.19,455694.19,0.4,5,True
2025-06-16,2025-06-13,0.93166237,276402.19,465831.19,0.4,5,True
2025-06-17,2025-06-16,0.93794637,276402.19,468973.19,0.4,5,True
2025-06-18,2025-06-17,0.96082437,276402.19,480412.19,0.4,5,True
2025-06-19,2025-06-18,0.90713637,276402.19,453568.19,0.4,5,True
2025-06-20,2025-06-19,0.89785644,269519.22,448928.22,0.4,5,True
2025-06-23,2025-06-20,0.90210226,271620.13,451051.13,0.4,5,True
2025-06-24,2025-06-23,0.90493626,271620.13,452468.13,0.4,5,True
2025-06-25,2025-06-24,0.90733026,271620.13,453665.13,0.4,5,True
2025-06-26,2025-06-25,0.89872888,275001.44,449364.44,0.4,5,True
2025-06-27,2025-06-26,0.89022709,273909.54,445113.54,0.4,5,True
2025-06-30,2025-06-27,0.88826709,273909.54,444133.54,0.4,5,True
