strategy,trade_date,symbol,shares,raw_open,raw_close,prev_raw_close
vls_mom_contrarian_v1_frozen,2024-01-03,920058,1900,22.57,22.71,23.02
vls_mom_contrarian_v1_frozen,2024-01-03,920132,2200,19.75,19.69,20.1
vls_mom_contrarian_v1_frozen,2024-01-03,920274,3000,14.99,15.15,14.94
vls_mom_contrarian_v1_frozen,2024-01-03,920299,4900,9.01,10.03,9.24
vls_mom_contrarian_v1_frozen,2024-01-03,920392,3200,14.0,14.18,13.95
vls_mom_contrarian_v1_frozen,2024-01-03,920407,3000,15.25,15.75,14.88
vls_mom_contrarian_v1_frozen,2024-01-03,920504,2300,19.72,20.02,19.72
vls_mom_contrarian_v1_frozen,2024-01-03,920699,2300,18.92,18.44,18.99
vls_mom_contrarian_v1_frozen,2024-01-03,920802,3400,12.91,13.88,13.1
vls_mom_contrarian_v1_frozen,2024-01-03,920926,2100,21.45,21.65,21.08
vls_mom_contrarian_v1_frozen,2024-01-04,920058,1900,22.33,24.55,22.71
vls_mom_contrarian_v1_frozen,2024-01-04,920132,2200,19.69,22.04,19.69
vls_mom_contrarian_v1_frozen,2024-01-04,920274,3000,15.0,16.2,15.15
vls_mom_contrarian_v1_frozen,2024-01-04,920299,4900,9.78,9.72,10.03
vls_mom_contrarian_v1_frozen,2024-01-04,920392,3200,15.33,15.5,14.18
vls_mom_contrarian_v1_frozen,2024-01-04,920407,3000,16.0,15.69,15.75
vls_mom_contrarian_v1_frozen,2024-01-04,920504,2300,19.69,20.75,20.02
vls_mom_contrarian_v1_frozen,2024-01-04,920699,2300,18.18,19.73,18.44
vls_mom_contrarian_v1_frozen,2024-01-04,920802,3400,13.69,14.2,13.88
vls_mom_contrarian_v1_frozen,2024-01-04,920926,2100,21.65,22.4,21.65
vls_mom_contrarian_v1_frozen,2024-01-05,920058,1900,24.7,26.4,24.55
vls_mom_contrarian_v1_frozen,2024-01-05,920132,2200,21.21,22.8,22.04
vls_mom_contrarian_v1_frozen,2024-01-05,920274,3000,15.94,15.03,16.2
vls_mom_contrarian_v1_frozen,2024-01-05,920299,4900,9.64,8.85,9.72
vls_mom_contrarian_v1_frozen,2024-01-05,920392,3200,14.88,14.31,15.5
vls_mom_contrarian_v1_frozen,2024-01-05,920407,3000,15.55,14.24,15.69
vls_mom_contrarian_v1_frozen,2024-01-05,920504,2300,21.0,19.65,20.75
vls_mom_contrarian_v1_frozen,2024-01-05,920699,2300,19.59,17.75,19.73
vls_mom_contrarian_v1_frozen,2024-01-05,920802,3400,14.11,13.0,14.2
vls_mom_contrarian_v1_frozen,2024-01-05,920926,2100,21.85,20.48,22.4
vls_mom_contrarian_v1_frozen,2024-01-08,920058,1900,26.4,23.0,26.4
vls_mom_contrarian_v1_frozen,2024-01-08,920132,2200,22.05,19.81,22.8
vls_mom_contrarian_v1_frozen,2024-01-08,920274,3000,15.03,13.38,15.03
vls_mom_contrarian_v1_frozen,2024-01-08,920299,4900,8.99,8.38,8.85
vls_mom_contrarian_v1_frozen,2024-01-08,920392,3200,13.9,13.05,14.31
vls_mom_contrarian_v1_frozen,2024-01-08,920407,3000,14.04,13.21,14.24
vls_mom_contrarian_v1_frozen,2024-01-08,920504,2300,19.4,18.2,19.65
vls_mom_contrarian_v1_frozen,2024-01-08,920699,2300,17.73,17.05,17.75
vls_mom_contrarian_v1_frozen,2024-01-08,920802,3400,12.68,11.94,13.0
vls_mom_contrarian_v1_frozen,2024-01-08,920926,2100,20.48,19.25,20.48
vls_mom_contrarian_v1_frozen,2024-01-09,920058,1900,22.54,24.1,23.0
vls_mom_contrarian_v1_frozen,2024-01-09,920132,2200,19.7,22.3,19.81
vls_mom_contrarian_v1_frozen,2024-01-09,920274,3000,13.23,12.65,13.38
vls_mom_contrarian_v1_frozen,2024-01-09,920299,4900,8.3,8.08,8.38
vls_mom_contrarian_v1_frozen,2024-01-09,920392,3200,13.17,12.3,13.05
vls_mom_contrarian_v1_frozen,2024-01-09,920407,3000,13.34,12.47,13.21
vls_mom_contrarian_v1_frozen,2024-01-09,920504,2300,18.26,17.13,18.2
vls_mom_contrarian_v1_frozen,2024-01-09,920699,2300,17.28,16.05,17.05
vls_mom_contrarian_v1_frozen,2024-01-09,920802,3400,11.99,11.31,11.94
vls_mom_contrarian_v1_frozen,2024-01-09,920926,2100,19.44,18.55,19.25
vls_mom_contrarian_v1_frozen,2024-01-10,920058,1900,23.48,25.71,24.1
vls_mom_contrarian_v1_frozen,2024-01-10,920132,2200,21.68,22.53,22.3
vls_mom_contrarian_v1_frozen,2024-01-10,920274,3000,12.6,13.08,12.65
vls_mom_contrarian_v1_frozen,2024-01-10,920299,4900,8.08,8.35,8.08
vls_mom_contrarian_v1_frozen,2024-01-10,920392,3200,12.29,12.99,12.3
vls_mom_contrarian_v1_frozen,2024-01-10,920407,3000,12.47,12.93,12.47
vls_mom_contrarian_v1_frozen,2024-01-10,920504,2300,17.2,17.45,17.13
vls_mom_contrarian_v1_frozen,2024-01-10,920699,2300,16.26,16.76,16.05
vls_mom_contrarian_v1_frozen,2024-01-10,920802,3400,11.31,11.91,11.31
vls_mom_contrarian_v1_frozen,2024-01-10,920926,2100,18.5,20.5,18.55
vls_mom_contrarian_v1_frozen,2024-01-11,920058,1900,25.02,25.72,25.71
vls_mom_contrarian_v1_frozen,2024-01-11,920132,2200,20.58,22.9,22.53
vls_mom_contrarian_v1_frozen,2024-01-11,920274,3000,13.0,13.4,13.08
vls_mom_contrarian_v1_frozen,2024-01-11,920299,4900,8.3,8.76,8.35
vls_mom_contrarian_v1_frozen,2024-01-11,920392,3200,12.9,13.81,12.99
vls_mom_contrarian_v1_frozen,2024-01-11,920407,3000,12.95,12.94,12.93
vls_mom_contrarian_v1_frozen,2024-01-11,920504,2300,17.69,17.5,17.45
vls_mom_contrarian_v1_frozen,2024-01-11,920699,2300,16.7,16.56,16.76
vls_mom_contrarian_v1_frozen,2024-01-11,920802,3400,11.8,13.0,11.91
vls_mom_contrarian_v1_frozen,2024-01-11,920926,2100,20.08,19.8,20.5
vls_mom_contrarian_v1_frozen,2024-01-12,920058,1900,25.69,23.66,25.72
vls_mom_contrarian_v1_frozen,2024-01-12,920132,2200,22.02,19.35,22.9
vls_mom_contrarian_v1_frozen,2024-01-12,920274,3000,13.27,11.83,13.4
vls_mom_contrarian_v1_frozen,2024-01-12,920299,4900,8.49,8.45,8.76
vls_mom_contrarian_v1_frozen,2024-01-12,920392,3200,13.7,11.81,13.81
vls_mom_contrarian_v1_frozen,2024-01-12,920407,3000,13.1,11.02,12.94
vls_mom_contrarian_v1_frozen,2024-01-12,920504,2300,17.41,15.39,17.5
vls_mom_contrarian_v1_frozen,2024-01-12,920699,2300,16.79,14.4,16.56
vls_mom_contrarian_v1_frozen,2024-01-12,920802,3400,14.3,12.39,13.0
vls_mom_contrarian_v1_frozen,2024-01-12,920926,2100,19.65,17.4,19.8
vls_mom_contrarian_v1_frozen,2024-01-15,920058,1900,23.28,25.89,23.66
vls_mom_contrarian_v1_frozen,2024-01-15,920132,2200,18.7,18.08,19.35
vls_mom_contrarian_v1_frozen,2024-01-15,920274,3000,11.72,11.03,11.83
vls_mom_contrarian_v1_frozen,2024-01-15,920299,4900,8.6,8.14,8.45
vls_mom_contrarian_v1_frozen,2024-01-15,920392,3200,11.42,11.11,11.81
vls_mom_contrarian_v1_frozen,2024-01-15,920407,3000,10.8,10.6,11.02
vls_mom_contrarian_v1_frozen,2024-01-15,920504,2300,15.39,14.65,15.39
vls_mom_contrarian_v1_frozen,2024-01-15,920699,2300,14.11,13.79,14.4
vls_mom_contrarian_v1_frozen,2024-01-15,920802,3400,10.55,10.87,12.39
vls_mom_contrarian_v1_frozen,2024-01-15,920926,2100,17.12,16.6,17.4
vls_mom_contrarian_v1_frozen,2024-01-16,920058,1900,25.8,26.96,25.89
vls_mom_contrarian_v1_frozen,2024-01-16,920132,2200,17.8,19.01,18.08
vls_mom_contrarian_v1_frozen,2024-01-16,920274,3000,10.82,12.92,11.03
vls_mom_contrarian_v1_frozen,2024-01-16,920299,4900,7.75,8.49,8.14
vls_mom_contrarian_v1_frozen,2024-01-16,920392,3200,11.03,11.88,11.11
vls_mom_contrarian_v1_frozen,2024-01-16,920407,3000,10.66,11.85,10.6
vls_mom_contrarian_v1_frozen,2024-01-16,920504,2300,14.73,15.7,14.65
vls_mom_contrarian_v1_frozen,2024-01-16,920699,2300,13.97,14.73,13.79
vls_mom_contrarian_v1_frozen,2024-01-16,920802,3400,10.5,11.3,10.87
vls_mom_contrarian_v1_frozen,2024-01-16,920926,2100,16.54,17.68,16.6
vls_mom_contrarian_v1_frozen,2024-01-17,920058,1900,26.04,30.2,26.96
vls_mom_contrarian_v1_frozen,2024-01-17,920132,2200,18.4,19.02,19.01
vls_mom_contrarian_v1_frozen,2024-01-17,920274,3000,12.54,12.4,12.92
vls_mom_contrarian_v1_frozen,2024-01-17,920299,4900,8.12,9.65,8.49
vls_mom_contrarian_v1_frozen,2024-01-17,920392,3200,11.84,11.72,11.88
vls_mom_contrarian_v1_frozen,2024-01-17,920407,3000,11.7,11.56,11.85
vls_mom_contrarian_v1_frozen,2024-01-17,920504,2300,15.7,15.56,15.7
vls_mom_contrarian_v1_frozen,2024-01-17,920699,2300,14.7,14.55,14.73
vls_mom_contrarian_v1_frozen,2024-01-17,920802,3400,10.94,11.06,11.3
vls_mom_contrarian_v1_frozen,2024-01-17,920926,2100,17.38,18.06,17.68
vls_mom_contrarian_v1_frozen,2024-01-18,920058,1900,29.05,28.55,30.2
vls_mom_contrarian_v1_frozen,2024-01-18,920132,2200,18.78,21.94,19.02
vls_mom_contrarian_v1_frozen,2024-01-18,920274,3000,12.4,12.66,12.4
vls_mom_contrarian_v1_frozen,2024-01-18,920299,4900,9.16,9.58,9.65
vls_mom_contrarian_v1_frozen,2024-01-18,920392,3200,11.9,12.5,11.72
vls_mom_contrarian_v1_frozen,2024-01-18,920407,3000,11.56,12.05,11.56
vls_mom_contrarian_v1_frozen,2024-01-18,920504,2300,15.5,16.58,15.56
vls_mom_contrarian_v1_frozen,2024-01-18,920699,2300,14.55,16.45,14.55
vls_mom_contrarian_v1_frozen,2024-01-18,920802,3400,10.86,11.39,11.06
vls_mom_contrarian_v1_frozen,2024-01-18,920926,2100,18.12,23.47,18.06
vls_mom_contrarian_v1_frozen,2024-01-19,920058,1900,27.98,29.1,28.55
vls_mom_contrarian_v1_frozen,2024-01-19,920132,2200,21.94,22.12,21.94
vls_mom_contrarian_v1_frozen,2024-01-19,920274,3000,13.06,13.27,12.66
vls_mom_contrarian_v1_frozen,2024-01-19,920299,4900,9.43,9.52,9.58
vls_mom_contrarian_v1_frozen,2024-01-19,920392,3200,12.59,13.78,12.5
vls_mom_contrarian_v1_frozen,2024-01-19,920407,3000,12.14,13.99,12.05
vls_mom_contrarian_v1_frozen,2024-01-19,920504,2300,16.5,18.51,16.58
vls_mom_contrarian_v1_frozen,2024-01-19,920699,2300,16.01,17.19,16.45
vls_mom_contrarian_v1_frozen,2024-01-19,920802,3400,11.54,12.45,11.39
vls_mom_contrarian_v1_frozen,2024-01-19,920926,2100,27.99,27.2,23.47
vls_mom_contrarian_v1_frozen,2024-01-22,920058,1900,28.38,27.02,29.1
vls_mom_contrarian_v1_frozen,2024-01-22,920132,2200,21.51,19.96,22.12
vls_mom_contrarian_v1_frozen,2024-01-22,920274,3000,13.28,12.7,13.27
vls_mom_contrarian_v1_frozen,2024-01-22,920299,4900,9.4,8.31,9.52
vls_mom_contrarian_v1_frozen,2024-01-22,920392,3200,13.8,13.3,13.78
vls_mom_contrarian_v1_frozen,2024-01-22,920407,3000,13.36,12.85,13.99
vls_mom_contrarian_v1_frozen,2024-01-22,920504,2300,18.28,18.08,18.51
vls_mom_contrarian_v1_frozen,2024-01-22,920699,2300,18.0,16.85,17.19
vls_mom_contrarian_v1_frozen,2024-01-22,920802,3400,12.01,11.67,12.45
vls_mom_contrarian_v1_frozen,2024-01-22,920926,2100,28.7,25.35,27.2
vls_mom_contrarian_v1_frozen,2024-01-23,920058,1900,26.3,26.7,27.02
vls_mom_contrarian_v1_frozen,2024-01-23,920132,2200,19.58,20.29,19.96
vls_mom_contrarian_v1_frozen,2024-01-23,920274,3000,13.1,12.85,12.7
vls_mom_contrarian_v1_frozen,2024-01-23,920299,4900,8.3,8.45,8.31
vls_mom_contrarian_v1_frozen,2024-01-23,920392,3200,13.18,13.69,13.3
vls_mom_contrarian_v1_frozen,2024-01-23,920407,3000,12.82,13.3,12.85
vls_mom_contrarian_v1_frozen,2024-01-23,920504,2300,18.18,19.62,18.08
vls_mom_contrarian_v1_frozen,2024-01-23,920699,2300,16.0,16.91,16.85
vls_mom_contrarian_v1_frozen,2024-01-23,920802,3400,11.6,11.63,11.67
vls_mom_contrarian_v1_frozen,2024-01-23,920926,2100,23.45,25.18,25.35
vls_mom_contrarian_v1_frozen,2024-01-24,920058,1900,26.08,26.95,26.7
vls_mom_contrarian_v1_frozen,2024-01-24,920132,2200,19.95,20.57,20.29
vls_mom_contrarian_v1_frozen,2024-01-24,920274,3000,12.73,14.8,12.85
vls_mom_contrarian_v1_frozen,2024-01-24,920299,4900,8.42,8.11,8.45
vls_mom_contrarian_v1_frozen,2024-01-24,920392,3200,13.7,13.86,13.69
vls_mom_contrarian_v1_frozen,2024-01-24,920407,3000,13.39,13.49,13.3
vls_mom_contrarian_v1_frozen,2024-01-24,920504,2300,20.6,22.58,19.62
vls_mom_contrarian_v1_frozen,2024-01-24,920699,2300,16.99,16.55,16.91
vls_mom_contrarian_v1_frozen,2024-01-24,920802,3400,11.7,11.38,11.63
vls_mom_contrarian_v1_frozen,2024-01-24,920926,2100,24.25,23.23,25.18
vls_mom_contrarian_v1_frozen,2024-01-25,920058,1900,26.85,24.86,26.95
vls_mom_contrarian_v1_frozen,2024-01-25,920132,2200,20.37,19.16,20.57
vls_mom_contrarian_v1_frozen,2024-01-25,920274,3000,14.02,14.66,14.8
vls_mom_contrarian_v1_frozen,2024-01-25,920299,4900,8.01,7.75,8.11
vls_mom_contrarian_v1_frozen,2024-01-25,920392,3200,13.8,13.3,13.86
vls_mom_contrarian_v1_frozen,2024-01-25,920407,3000,13.39,12.7,13.49
vls_mom_contrarian_v1_frozen,2024-01-25,920504,2300,21.68,21.5,22.58
vls_mom_contrarian_v1_frozen,2024-01-25,920699,2300,16.45,15.77,16.55
vls_mom_contrarian_v1_frozen,2024-01-25,920802,3400,11.3,10.92,11.38
vls_mom_contrarian_v1_frozen,2024-01-25,920926,2100,22.43,21.56,23.23
vls_mom_contrarian_v1_frozen,2024-01-26,920058,1900,24.7,24.59,24.86
vls_mom_contrarian_v1_frozen,2024-01-26,920132,2200,18.71,18.19,19.16
vls_mom_contrarian_v1_frozen,2024-01-26,920274,3000,14.29,14.16,14.66
vls_mom_contrarian_v1_frozen,2024-01-26,920299,4900,7.72,7.55,7.75
vls_mom_contrarian_v1_frozen,2024-01-26,920392,3200,13.02,12.39,13.3
