strategy,trade_date,industry,weight,market_value
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-06-03,元器件,0.6059745009732185,348696.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-06-04,元器件,0.6057172652563436,354017.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-06-02,元器件,0.6053583175716852,345107.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-06-05,元器件,0.6050629378665758,346719.78
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-06-08,元器件,0.594653660772142,329952.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-06-09,元器件,0.510322107587039,294655.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2024-12-30,半导体,0.4963259772564438,224443.44
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-01-16,软件服务,0.493958556392755,244270.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-01-26,软件服务,0.49320982268978,253715.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-01-27,软件服务,0.4906498358117038,251249.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2024-12-31,半导体,0.4843031448031866,213422.56
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2025-01-10,半导体,0.4822411021054567,209348.36
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-01-23,软件服务,0.4803834985425432,241838.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-01-22,软件服务,0.47666941157536424,239646.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2025-01-13,半导体,0.4764822157303162,203184.8
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-05-12,元器件,0.4760303180295285,245413.99999999997
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-05-13,元器件,0.4760231281916062,251314.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-01-19,软件服务,0.4749190214573227,235653.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-05-14,元器件,0.4735370944419882,246056.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2025-01-02,半导体,0.4706277667308663,199685.2
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2025-01-09,半导体,0.4662313775827537,196864.72
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-05-15,元器件,0.4659350808270641,237666.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-01-21,软件服务,0.464709868683238,231004.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2025-01-07,半导体,0.4641235343036411,195193.44
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-05-19,元器件,0.46304743207220833,242785.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-01-20,软件服务,0.46297345509413407,232252.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-05-18,元器件,0.46283765949296296,238889.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-03-10,软件服务,0.4618124526552975,243663.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2026-03-09,软件服务,0.46094326397886465,239715.0
production_governed_vol_position_v1_2b_fp_classified_pattern_veto,2025-01-08,半导体,0.4606027735694288,193052.08
