original_recovery_event_count,hard_block_fallback_event_count,excluded_hard_block_event_count,hard_block_fallback_positive_rate,hard_block_fallback_cumulative_gap,hard_block_fallback_max_drawdown,hard_block_fallback_total_return,shadow_original_max_drawdown,production_total_return,hard_block_fallback_incremental_hard_block_days,hard_block_fallback_excluded_case_rows,hard_block_fallback_event_gate
23,17,6,0.6470588235294118,0.05547043391918083,-0.1953866263702192,0.7683391485585376,-0.19538662637021942,0.42677467538850955,0,9,pass_execution_safe_uplift_research
