asof_date,asof_date_key,symbol,ts_code,name,score,base_score,penalty,s_trend,s_breakout,s_volume,s_rs,s_contraction,s_liquidity,opt_score,opt_momentum,opt_value,opt_quality,opt_technical,opt_capital,opt_chip,opt_size,claude_score,score_momentum,score_value,score_quality,score_technical,score_capital,score_chip,bs_score,bs_entry_score,bs_score_label,bs_score_v2,bs_score_v2_label,bs_research_score,bs_research_label,bs_research_reason,bs_gate_score,bs_gate_pass,bs_gate_label,bs_gate_reason,bs_model_prob,bs_model_expected_mdd,bs_model_risk_score,bs_model_rank_score,bs_model_version,bs_consensus_score,bs_consensus_label,bs_consensus_reason,close_price,buy_point_close,price_change_ratio,is_limit_up,pool_type,is_self_selected,score_opt_gap,score_claude_gap,opt_claude_gap,score_dispersion,rs_liquidity_combo,breakout_volume_combo,overextended_flag,pullback_flag,market_hs300_pct_chg,market_hs300_ret_5,market_hs300_ret_20,market_scored_count,market_bs_count,market_bs_ratio,market_limit_up_rate,market_avg_score,market_avg_v2,market_avg_research_score,market_avg_price_change,market_regime,event_seq_for_symbol,total_b_points,total_s_points,buy_points_count,sell_points_count,p_signal,expected_mdd,risk_score,model_rank_score
2026-05-08,20260508,300579,300579.SZ,数字认证,70.6,70.6,0.0,100.0,87.77,76.96,43.94,78.48,9.72,6.8,,,,,,,,36.7369,,,,,,,58.87,77.16,观察,51.65,剔除,32.42,回避,流动性偏弱；指数20日涨幅偏高,79.44,0,过滤,流动性低于门槛,0.13669,,,10.0633,20260510_183937,13.7,回避,交易门禁过滤,27.74,27.55,0.69,0,WATCH,1,2.5999999999999943,33.863099999999996,31.2631,18.84520700876839,20.66632042720716,83.98649999999999,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.20514293751316404,-0.004576322953537479,98.4745590154875,39.99226010311297
2026-05-08,20260508,600058,600058.SH,五矿发展,67.77,67.77,0.0,100.0,93.54,91.61,53.42,16.32,13.36,8.05,,,,,,,,38.7238,,,,,,,65.57,88.84,可交易,54.56,剔除,36.71,回避,流动性偏弱；指数20日涨幅偏高,86.72,0,过滤,流动性低于门槛,0.160311,,,12.5897,20260510_183937,17.04,回避,交易门禁过滤,11.78,11.28,4.43,0,WATCH,1,-12.730000000000004,29.0462,41.7762,21.41255675563601,26.71499953209807,92.8645,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.1887363457819998,-0.0013400926961929793,99.55330243460234,39.89717611211034
2026-05-08,20260508,000858,000858.SZ,五粮液,20.05,20.05,0.0,0.0,43.85,29.12,4.54,4.9,28.73,4.65,,,,,,,,42.8847,,,,,,,32.58,20.25,等待,25.86,剔除,13.61,回避,买点后回撤偏深；指数20日涨幅偏高,90.1,0,观察,买点后回撤偏深,0.519011,,,39.0888,20260510_183937,21.46,回避,交易门禁观察,92.13,103.46,-10.95,0,,1,-26.45,-22.8347,3.6152999999999977,14.341643433140195,11.420779307910648,38.694500000000005,0,1,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.33931435310740915,-0.03934143239800489,86.88618920066504,39.85678956654431
2026-05-08,20260508,002448,002448.SZ,中原内配,55.97,55.97,0.0,100.0,43.85,75.91,73.72,86.27,23.21,9.55,,,,,,,,66.1836,,,,,,,74.65,78.09,可交易,63.16,观察,55.6,回避,V2评分较好；相对强弱靠前；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.193953,,,32.5247,20260510_183937,44.44,回避,V2观察以上,16.3,16.14,0.99,0,,1,-39.53,-10.2136,29.3164,20.5198677461625,41.36473377165626,55.071,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.19907885133347292,-0.05859415898757367,80.46861367080878,39.80502313062969
2026-05-08,20260508,301525,301525.SZ,儒竞科技,62.69,62.69,0.0,100.0,94.4,98.7,73.47,49.34,11.56,8.35,,,,,,,,55.4733,,,,,,,71.56,75.0,可交易,60.93,观察,47.15,回避,V2评分较好；相对强弱靠前；流动性偏弱,83.12,0,过滤,流动性低于门槛,0.206556,,,17.7379,20260510_183937,24.63,回避,V2观察以上；交易门禁过滤,78.3,78.3,0.0,0,WATCH,1,-20.81,7.216699999999996,28.0267,14.552392539716624,29.142978571175597,95.905,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.21085005722345637,-0.0622008652494588,79.26637825018041,39.77346017093444
2026-05-08,20260508,688567,688567.SH,孚能科技,52.71,52.71,0.0,100.0,43.85,29.12,62.5,26.07,17.75,6.0,,,,,,,,46.933,,,,,,,55.97,67.6,等待,47.27,剔除,30.04,回避,流动性偏弱；指数20日涨幅偏高,95.5,0,观察,流动性低于门槛,0.217128,,,24.3799,20260510_183937,22.57,回避,交易门禁观察,13.99,14.2,-1.48,0,,1,-7.289999999999999,5.777000000000001,13.067,6.548082645579035,33.307281486185566,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.22366495020030164,-0.009870689638977234,96.70977012034092,39.74386253006924
2026-05-08,20260508,002291,002291.SZ,遥望科技,58.72,58.72,0.0,100.0,90.84,29.12,55.31,31.58,17.51,6.95,,,,,,,,41.2742,,,,,,,61.54,87.22,观察,52.65,剔除,36.93,回避,流动性偏弱；指数20日涨幅偏高,95.02,0,观察,流动性低于门槛,0.193797,,,24.3608,20260510_183937,25.93,回避,交易门禁观察,6.91,6.65,3.91,0,,1,-10.78,17.4458,28.2258,14.243478760939452,31.12038078173209,69.238,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.19390020982458345,-0.0022044870692032315,99.26517097693225,39.686288236014846
2026-05-08,20260508,300601,300601.SZ,康泰生物,65.76,65.76,0.0,100.0,43.85,90.49,36.76,86.74,17.66,7.65,,,,,,,,49.0335,,,,,,,59.77,69.9,观察,52.14,剔除,29.98,回避,流动性偏弱；指数20日涨幅偏高,95.32,0,观察,流动性低于门槛,0.139544,,,20.4101,20260510_183937,20.8,回避,交易门禁观察,14.53,14.68,-1.02,0,WATCH,1,-10.739999999999997,16.72650000000001,27.466500000000003,13.84155593674353,25.479042368189585,60.17399999999999,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.20411884844988473,-0.013492000294558992,95.50266656848034,39.60753089226513
2026-05-08,20260508,002460,002460.SZ,赣锋锂业,54.66,54.66,0.0,100.0,43.85,29.12,48.77,21.3,29.83,4.7,,,,,,,,50.2702,,,,,,,50.65,62.75,等待,46.16,剔除,39.12,回避,指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.265526,,,32.4348,20260510_183937,32.13,回避,共振不足,84.77,86.9,-2.45,0,,1,7.659999999999997,4.389799999999994,-3.2702000000000027,3.8436127120197714,38.14195983428225,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.24223311891015245,-0.029842600509772818,90.05246649674238,39.581857109120506
2026-05-08,20260508,603259,603259.SH,药明康德,54.3,54.3,0.0,100.0,43.85,29.12,42.31,55.62,29.63,6.65,,,,,,,,58.6459,,,,,,,57.09,57.95,等待,49.35,剔除,39.92,回避,指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.277219,,,34.2103,20260510_183937,33.54,回避,共振不足,106.8,110.57,-3.41,0,,1,-12.200000000000005,-4.3459,7.854100000000003,6.183495958598179,35.40685385628043,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2415251447946636,-0.05193741406504977,82.68752864498342,39.23213798442733
2026-05-08,20260508,000012,000012.SZ,南玻Ａ,27.92,27.92,0.0,0.0,43.85,29.12,6.61,97.32,9.32,4.9,,,,,,,,25.9053,,,,,,,30.43,18.85,等待,24.95,剔除,3.85,回避,流动性偏弱；买点后回撤偏深；指数20日涨幅偏高,68.18,0,过滤,流动性低于门槛；买点后回撤偏深,0.345169,,,16.6468,20260510_183937,2.8,回避,交易门禁过滤,4.03,4.54,-11.23,0,,1,-21.08,2.0147000000000013,23.0947,12.791863196188428,7.848898011823061,38.694500000000005,0,1,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.31919935193056687,-0.02327284614442343,92.24238461852552,39.22581880861284
2026-05-08,20260508,002292,002292.SZ,奥飞娱乐,65.55,65.55,0.0,100.0,43.85,85.84,51.84,55.34,18.14,6.35,,,,,,,,46.0007,,,,,,,58.84,84.91,观察,52.61,剔除,32.05,回避,流动性偏弱；指数20日涨幅偏高,96.28,0,观察,流动性低于门槛,0.125588,,,19.5742,20260510_183937,21.34,回避,交易门禁观察,8.13,7.88,3.17,0,WATCH,1,2.049999999999997,19.549299999999995,17.499299999999998,10.744014853086032,30.665576792227473,58.5465,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.18722620794408387,-0.0032258836546251723,98.92470544845827,39.22477829391377
2026-05-08,20260508,601108,601108.SH,财通证券,57.08,57.08,0.0,100.0,43.85,29.12,51.38,62.96,22.51,7.15,,,,,,,,50.6048,,,,,,,60.4,78.38,观察,51.36,剔除,40.54,回避,指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.178101,,,27.8751,20260510_183937,30.75,回避,共振不足,8.4,8.31,1.08,0,,1,-14.420000000000002,6.475200000000001,20.895200000000003,10.696370085843766,34.00829016578164,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.20181511730282953,-0.014837243119177015,95.05425229360766,39.20704488221092
2026-05-08,20260508,688063,688063.SH,派能科技,56.74,56.74,0.0,100.0,43.85,64.52,69.74,12.91,26.59,7.75,,,,,,,,55.0936,,,,,,,65.55,73.6,可交易,55.1,剔除,48.76,回避,V2评分较好；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.238042,,,33.193,20260510_183937,37.29,回避,共振不足,77.84,78.06,-0.28,0,,1,-20.76,1.6464,22.4064,12.488227749364595,43.062589332273085,51.0845,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.21704853575968355,-0.053216373098555265,82.26120896714825,39.13709349065326
2026-05-08,20260508,300671,300671.SZ,富满微,75.94,75.94,0.0,100.0,99.2,93.96,92.88,29.64,25.87,8.9,,,,,,,,45.9294,,,,,,,73.04,45.79,可交易,63.8,观察,59.17,普通观察,强势流动性较好；相对强弱靠前；买点后涨幅偏高,72.0,0,过滤,买点后涨幅偏高,0.817072,,,61.3351,20260510_183937,55.98,回避,模型高分；研究建议通过；V2观察以上,53.8,40.7,32.19,0,TRADE,1,-13.060000000000002,30.010599999999997,43.0706,22.08421871201243,49.018421027201605,97.366,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.136436809248654,0.06151065064919661,100.0,39.13620855491924
2026-05-08,20260508,000738,000738.SZ,航发控制,53.17,53.17,0.0,0.0,96.84,97.28,64.36,53.91,24.3,7.4,,,,,,,,51.3174,,,,,,,66.81,93.09,可交易,63.28,观察,57.33,回避,V2评分较好；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.195462,,,32.6663,20260510_183937,45.3,回避,V2观察以上,23.03,21.77,5.79,0,,1,-20.83,1.8526000000000025,22.6826,12.59511393040968,39.546782422846995,96.994,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.1828039919484579,-0.053857165092891096,82.04761163570296,39.09538126226292
2026-05-08,20260508,002559,002559.SZ,亚威股份,54.22,54.22,0.0,100.0,43.85,29.12,72.35,42.32,18.54,6.55,,,,,,,,53.136,,,,,,,62.5,83.88,观察,52.93,剔除,37.32,回避,相对强弱靠前；流动性偏弱；指数20日涨幅偏高,97.08,0,观察,流动性低于门槛,0.177843,,,23.328,20260510_183937,25.6,回避,交易门禁观察,10.88,10.58,2.84,0,,1,-11.28,1.083999999999996,12.363999999999995,6.846920865128596,36.62470477696714,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.19390937917320414,-0.01673077808562265,94.42307397145912,39.030523846111116
2026-05-08,20260508,300221,300221.SZ,银禧科技,63.27,63.27,0.0,100.0,43.85,73.03,79.29,83.47,17.55,7.2,,,,,,,,56.2171,,,,,,,68.34,91.1,可交易,60.84,观察,44.9,回避,V2评分较好；相对强弱靠前；流动性偏弱,90.12,0,观察,流动性低于门槛；买点后涨幅偏高,0.17749,,,25.6763,20260510_183937,30.59,回避,V2观察以上；交易门禁观察,11.68,10.47,11.56,0,WATCH,1,-8.729999999999997,7.052900000000001,15.782899999999998,7.906286853089338,37.30334435409244,54.063,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.16225496721598695,-0.01882280903503089,93.72573032165636,39.00415758120767
2026-05-08,20260508,688556,688556.SH,高测股份,53.8,53.8,0.0,0.0,90.58,81.62,61.15,84.47,24.63,6.55,,,,,,,,44.7572,,,,,,,61.3,86.91,观察,61.27,观察,55.34,回避,V2评分较好；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.184689,,,31.3092,20260510_183937,43.62,回避,V2观察以上,14.98,14.43,3.81,0,,1,-11.700000000000005,9.0428,20.742800000000003,10.399727429761482,38.808819873837955,87.444,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.1897100723183797,-0.054183285453706966,81.93890484876434,38.99094006641744
2026-05-08,20260508,300407,300407.SZ,凯发电气,66.49,66.49,0.0,100.0,43.85,89.04,59.42,91.54,11.31,7.55,,,,,,,,56.8517,,,,,,,66.49,85.44,可交易,55.94,剔除,35.23,回避,V2评分较好；流动性偏弱；指数20日涨幅偏高,82.62,0,过滤,流动性低于门槛,0.111314,,,9.574,20260510_183937,14.94,回避,交易门禁过滤,13.62,13.18,3.34,0,WATCH,1,-9.010000000000003,9.638299999999994,18.6483,9.325913894269735,25.923738156369343,59.6665,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.18401294711048968,-0.02118373916418259,92.93875361193913,38.96658986842025
2026-05-08,20260508,000810,000810.SZ,创维数字,62.33,62.33,0.0,100.0,43.85,60.85,77.76,89.99,19.74,8.15,,,,,,,,51.8391,,,,,,,69.52,89.03,可交易,61.21,观察,39.76,回避,V2评分较好；相对强弱靠前；流动性偏弱,93.33,0,观察,流动性低于门槛；买点后涨幅偏高,0.198227,,,27.2389,20260510_183937,29.07,回避,V2观察以上；交易门禁观察,12.97,11.54,12.39,0,WATCH,1,-19.17,10.490899999999996,29.6609,15.040594356717865,39.17885143798883,49.8,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.1602947362706951,-0.019427584674256343,93.52413844191454,38.94880494252889
2026-05-08,20260508,601669,601669.SH,中国电建,50.0,50.0,0.0,100.0,43.85,83.77,36.96,5.27,27.91,7.55,,,,,,,,58.2407,,,,,,,59.02,65.75,观察,48.6,剔除,38.36,回避,指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.257025,,,32.5717,20260510_183937,31.98,回避,共振不足,5.85,5.96,-1.85,0,,1,-25.5,-8.240699999999997,17.259300000000003,13.013086829419068,32.11780814439242,57.822,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.22140077389293647,-0.03000944678416996,89.99685107194335,38.93357409436769
2026-05-08,20260508,300166,300166.SZ,东方国信,56.67,56.67,0.0,100.0,43.85,61.62,89.53,13.17,29.28,7.95,,,,,,,,52.1143,,,,,,,69.89,88.84,可交易,60.04,观察,62.33,普通观察,V2与强势流动性共振；相对强弱靠前；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.222623,,,33.5956,20260510_183937,47.85,回避,研究建议通过；V2观察以上,19.35,18.53,4.43,0,,1,-22.83,4.555700000000002,27.3857,14.673898976186708,51.19998437499762,50.0695,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.18951516260305998,-0.04940984434137239,83.5300518862092,38.910417539114974
2026-05-08,20260508,603888,603888.SH,新华网,58.93,58.93,0.0,100.0,43.85,67.37,50.15,46.68,17.11,7.7,,,,,,,,54.0283,,,,,,,63.03,78.66,观察,51.49,剔除,30.96,回避,流动性偏弱；指数20日涨幅偏高,94.22,0,观察,流动性低于门槛,0.157965,,,21.5045,20260510_183937,21.76,回避,交易门禁观察,20.83,20.59,1.17,0,,1,-18.07,4.901699999999998,22.9717,12.098557515808787,29.292772146043124,52.082,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.19671055394702897,-0.015594571831815368,94.80180938939488,38.89540464523097
2026-05-08,20260508,002677,002677.SZ,浙江美大,67.18,67.18,0.0,100.0,92.62,93.89,43.11,35.46,6.54,7.05,,,,,,,,42.3799,,,,,,,61.68,87.62,观察,50.3,剔除,30.8,回避,流动性偏弱；指数20日涨幅偏高,73.08,0,过滤,流动性低于门槛,0.135668,,,9.5867,20260510_183937,12.67,回避,交易门禁过滤,8.25,7.93,4.04,0,WATCH,1,-3.319999999999993,24.800100000000008,28.1201,15.366670556868636,16.791051188058475,93.0645,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.18814631028841533,0.0015755642832102207,100.0,38.86377861730492
2026-05-08,20260508,300833,300833.SZ,浩洋股份,61.39,61.39,0.0,100.0,90.12,29.12,78.7,48.93,7.17,9.05,,,,,,,,52.4473,,,,,,,74.2,84.22,可交易,56.5,剔除,36.4,回避,V2评分较好；相对强弱靠前；流动性偏弱,65.51,0,过滤,流动性低于门槛；买点后涨幅偏高,0.299247,,,22.8973,20260510_183937,22.15,回避,交易门禁过滤,38.98,34.1,14.31,0,WATCH,1,-29.11,8.942700000000002,38.0527,19.897118554286532,23.754557457464873,68.77000000000001,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.16159305340142568,0.0011898091865202992,100.0,38.82058320408554
2026-05-08,20260508,300503,300503.SZ,昊志机电,73.34,73.34,0.0,100.0,87.9,86.89,89.2,37.29,27.75,7.7,,,,,,,,54.8215,,,,,,,70.27,46.92,可交易,62.49,观察,57.57,回避,强势流动性较好；相对强弱靠前；买点后涨幅偏高,72.0,0,过滤,买点后涨幅偏高,0.801269,,,59.8359,20260510_183937,44.45,模型分歧,模型高分；V2观察以上；模型与规则分歧,68.49,52.03,31.64,0,WATCH,1,-3.6599999999999966,18.518500000000003,22.1785,11.889885789330918,49.75238687741524,87.54650000000001,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.1359972113260809,0.0532798106950228,100.0,38.78233267956485
2026-05-08,20260508,000001,000001.SZ,平安银行,55.72,55.72,0.0,100.0,43.85,29.12,31.0,72.82,26.98,6.35,,,,,,,,53.7283,,,,,,,54.83,71.5,等待,48.01,剔除,36.91,回避,指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.190753,,,27.7557,20260510_183937,28.89,回避,共振不足,11.3,11.38,-0.7,0,,1,-7.780000000000001,1.9917000000000016,9.771700000000004,5.163677465075965,28.920235130441107,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2104134011116882,-0.01691350331427567,94.36216556190811,38.78162890098751
2026-05-08,20260508,600135,600135.SH,乐凯胶片,52.35,52.35,0.0,100.0,43.85,29.12,82.3,34.65,20.06,6.95,,,,,,,,49.7226,,,,,,,64.24,85.66,观察,54.81,剔除,47.75,回避,相对强弱靠前；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.198961,,,30.3703,20260510_183937,35.41,回避,共振不足,11.82,11.43,3.41,0,,1,-17.15,2.6274000000000015,19.7774,10.740664795688083,40.63173636457098,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.19367353925130373,-0.03089389433719114,89.70203522093628,38.77821763821866
2026-05-08,20260508,301388,301388.SZ,欣灵电气,56.99,56.99,0.0,100.0,43.85,74.5,48.15,33.88,5.59,7.2,,,,,,,,42.7455,,,,,,,55.88,56.3,等待,42.05,剔除,21.25,回避,流动性偏弱；指数20日涨幅偏高,71.18,0,过滤,流动性低于门槛,0.197461,,,11.4373,20260510_183937,8.88,回避,交易门禁过滤,32.94,34.22,-3.74,0,,1,-15.009999999999998,14.244500000000002,29.2545,14.628919135853248,16.406050713075345,54.5775,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.2342532688664958,-0.018351762973778787,93.88274567540708,38.65010798330081
2026-05-08,20260508,600292,600292.SH,电投水电,46.22,46.22,0.0,100.0,43.85,61.53,75.34,6.57,20.79,8.0,,,,,,,,51.1346,,,,,,,64.77,75.59,观察,53.31,剔除,46.56,回避,相对强弱靠前；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.248196,,,33.3668,20260510_183937,36.3,回避,共振不足,16.11,16.08,0.19,0,,1,-33.78,-4.9146,28.8654,18.25035620803057,39.5767431707057,50.038,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.21300497375486396,-0.051217998070673745,82.92733397644209,38.54689852175815
2026-05-08,20260508,000049,000049.SZ,德赛电池,54.69,54.69,0.0,100.0,43.85,29.12,70.27,27.65,24.07,6.8,,,,,,,,57.228,,,,,,,64.73,90.84,观察,54.28,剔除,47.63,回避,相对强弱靠前；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.190662,,,29.6303,20260510_183937,34.96,回避,共振不足,28.59,27.21,5.07,0,,1,-13.310000000000002,-2.538000000000004,10.771999999999998,7.066747578153145,41.12662033282093,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.1851812059051875,-0.023126419225303563,92.29119359156547,38.524551393046075
2026-05-08,20260508,601061,601061.SH,中信金属,56.75,56.75,0.0,100.0,43.85,29.12,88.19,69.35,20.59,7.65,,,,,,,,57.0331,,,,,,,68.29,71.52,可交易,58.99,观察,47.74,回避,V2评分较好；相对强弱靠前；买点后涨幅偏高,83.63,0,过滤,买点后涨幅偏高,0.456493,,,34.6515,20260510_183937,33.26,回避,V2观察以上；交易门禁过滤,14.65,12.24,19.69,0,,1,-19.75,-0.2830999999999974,19.466900000000003,11.32182877763129,42.61258147542812,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.1460165535883232,0.01021682272285987,100.0,38.50849321529939
2026-05-08,20260508,002669,002669.SZ,康达新材,49.29,49.29,0.0,100.0,43.85,96.75,68.09,12.74,14.94,9.35,,,,,,,,59.7475,,,,,,,70.29,75.0,可交易,54.12,剔除,33.31,回避,流动性偏弱；指数20日涨幅偏高,89.88,0,过滤,流动性低于门槛,0.206356,,,15.6809,20260510_183937,17.04,回避,交易门禁过滤,14.35,14.35,0.0,0,,1,-44.21,-10.457500000000003,33.7525,23.10524710428348,31.894585747427413,62.364999999999995,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.20489967027119182,-0.0469545868778309,84.34847104072303,38.476250872379964
2026-05-08,20260508,688308,688308.SH,欧科亿,38.41,38.41,0.0,0.0,43.85,29.12,74.95,66.67,27.59,5.4,,,,,,,,51.871,,,,,,,54.63,62.65,等待,52.68,剔除,56.27,回避,V2与强势流动性共振；相对强弱靠前；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.301445,,,36.9052,20260510_183937,46.41,回避,共振不足,99.66,102.18,-2.47,0,,1,-15.590000000000003,-13.461000000000006,2.128999999999998,8.453591564142036,45.47384413044493,38.694500000000005,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.24296073119343908,-0.08691170615145336,71.02943128284889,38.40205856403368
2026-05-08,20260508,600712,600712.SH,南宁百货,64.49,64.49,0.0,100.0,91.54,83.33,46.97,22.6,4.6,7.65,,,,,,,,41.9283,,,,,,,63.79,90.59,观察,49.13,剔除,29.32,回避,流动性偏弱；指数20日涨幅偏高,69.2,0,过滤,流动性低于门槛,0.140474,,,9.5721,20260510_183937,11.94,回避,交易门禁过滤,6.52,6.21,4.99,0,WATCH,1,-12.010000000000003,22.561699999999995,34.5717,17.552173881412333,14.699047588194276,88.6665,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.18502732204346983,6.447390342723125e-06,100.0,38.38413932260819
