asof_date,asof_date_key,symbol,ts_code,name,score,base_score,penalty,s_trend,s_breakout,s_volume,s_rs,s_contraction,s_liquidity,opt_score,opt_momentum,opt_value,opt_quality,opt_technical,opt_capital,opt_chip,opt_size,claude_score,score_momentum,score_value,score_quality,score_technical,score_capital,score_chip,bs_score,bs_entry_score,bs_score_label,bs_score_v2,bs_score_v2_label,bs_research_score,bs_research_label,bs_research_reason,bs_gate_score,bs_gate_pass,bs_gate_label,bs_gate_reason,bs_model_prob,bs_model_expected_mdd,bs_model_risk_score,bs_model_rank_score,bs_model_version,bs_consensus_score,bs_consensus_label,bs_consensus_reason,close_price,buy_point_close,price_change_ratio,is_limit_up,pool_type,is_self_selected,score_opt_gap,score_claude_gap,opt_claude_gap,score_dispersion,rs_liquidity_combo,breakout_volume_combo,overextended_flag,pullback_flag,market_hs300_pct_chg,market_hs300_ret_5,market_hs300_ret_20,market_scored_count,market_bs_count,market_bs_ratio,market_limit_up_rate,market_avg_score,market_avg_v2,market_avg_research_score,market_avg_price_change,market_regime,event_seq_for_symbol,total_b_points,total_s_points,buy_points_count,sell_points_count,p_signal,expected_mdd,risk_score,model_rank_score
2026-05-08,20260508,002747,002747.SZ,埃斯顿,78.13,78.13,0.0,100.0,94.84,89.33,83.8,75.96,21.71,8.8,,,,,,,,45.9202,,,,,,,74.73,78.2,可交易,68.79,观察,58.25,普通观察,V2评分较好；相对强弱靠前；买点后涨幅偏高,87.79,0,观察,买点后涨幅偏高,0.34262,,,39.6204,20260510_183937,47.96,回避,研究建议通过；V2观察以上；交易门禁观察,24.08,20.63,16.72,0,TRADE,1,-9.870000000000005,32.209799999999994,42.0798,22.006051001485933,42.653229654974545,92.9115,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.15568851070064693,0.014509169115447765,100.0,41.53881064203882
2026-05-08,20260508,300397,300397.SZ,天和防务,76.89,76.89,0.0,100.0,91.74,93.81,83.91,73.1,18.83,8.8,,,,,,,,46.7204,,,,,,,74.92,81.32,可交易,67.95,观察,48.46,回避,V2评分较好；相对强弱靠前；流动性偏弱,87.2,0,观察,流动性低于门槛；买点后涨幅偏高,0.286815,,,35.4621,20260510_183937,37.44,回避,V2观察以上；交易门禁观察,13.88,12.02,15.47,0,TRADE,1,-11.11,30.169600000000003,41.2796,21.360564288426467,39.749532072717535,92.4645,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.15780083876379236,0.013150654526157879,100.0,41.455550325827545
2026-05-08,20260508,300339,300339.SZ,润和软件,76.15,76.15,0.0,100.0,88.47,83.79,85.7,75.16,28.01,7.35,,,,,,,,50.4738,,,,,,,71.14,77.67,可交易,68.53,观察,60.69,普通观察,强势流动性较好；相对强弱靠前；买点后涨幅偏高,87.5,0,观察,买点后涨幅偏高,0.368566,,,41.3586,20260510_183937,49.92,回避,研究建议通过；V2观察以上；交易门禁观察,47.8,40.88,16.93,0,TRADE,1,2.6500000000000057,25.67620000000001,23.026200000000003,14.121470844544962,48.99445887036615,86.832,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.1555051827259526,-0.0009423571575189471,99.68588094749369,41.415693105681214
2026-05-08,20260508,603061,603061.SH,金海通,29.11,29.11,0.0,0.0,43.85,29.12,0.62,95.92,26.24,5.6,,,,,,,,37.6877,,,,,,,28.37,15.0,等待,25.85,剔除,11.01,回避,买点后回撤偏深；指数20日涨幅偏高,80.0,0,观察,买点后回撤偏深,0.230325,,,18.8778,20260510_183937,10.19,回避,交易门禁观察,259.09,375.67,-31.03,0,,1,-26.89,-8.5777,18.3123,13.73553401813462,4.033460053105769,38.694500000000005,0,1,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.479488182164765,-0.17924078043442482,40.25307318852506,41.269751908164665
2026-05-08,20260508,603025,603025.SH,大豪科技,75.63,75.63,0.0,100.0,87.95,85.03,85.29,76.94,19.84,7.55,,,,,,,,59.0525,,,,,,,73.46,75.1,可交易,68.1,观察,48.65,回避,V2评分较好；相对强弱靠前；流动性偏弱,85.74,0,观察,流动性低于门槛；买点后涨幅偏高,0.359353,,,40.5847,20260510_183937,40.09,回避,V2观察以上；交易门禁观察,17.14,14.53,17.96,0,TRADE,1,0.1299999999999954,16.577499999999993,16.447499999999998,9.533717904539303,41.135794631926096,86.928,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.15305674580868653,0.02846235083282367,100.0,41.20840474852119
2026-05-08,20260508,600584,600584.SH,长电科技,73.93,73.93,0.0,100.0,94.6,84.5,89.02,32.5,29.46,8.05,,,,,,,,57.6582,,,,,,,74.6,68.64,可交易,68.25,观察,61.92,普通观察,强势流动性较好；相对强弱靠前；买点后涨幅偏高,81.67,0,过滤,买点后涨幅偏高,0.554426,,,44.2848,20260510_183937,48.92,回避,研究建议通过；V2观察以上；交易门禁过滤,50.75,41.91,21.09,0,WATCH,1,-6.569999999999993,16.271800000000006,22.8418,11.759281458207102,51.21063561409875,91.065,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.1488553498974576,0.015655524849455926,100.0,40.99382099384746
2026-05-08,20260508,300705,300705.SZ,九典制药,31.4,31.4,0.0,0.0,43.85,64.93,5.6,76.77,8.09,6.2,,,,,,,,50.4703,,,,,,,40.8,18.4,等待,29.05,剔除,5.72,回避,流动性偏弱；买点后回撤偏深；指数20日涨幅偏高,65.54,0,过滤,流动性低于门槛；买点后回撤偏深,0.346938,,,18.0007,20260510_183937,4.53,回避,交易门禁过滤,12.92,14.57,-11.32,0,,1,-30.6,-19.070300000000003,11.529699999999998,15.454073487703278,6.730824615156749,51.228,0,1,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.31533570339171174,-0.0055127615378045974,98.1624128207318,40.90700412661247
2026-05-08,20260508,002294,002294.SZ,信立泰,36.89,36.89,0.0,0.0,43.85,93.85,1.03,70.66,26.1,5.35,,,,,,,,40.6239,,,,,,,35.93,18.45,等待,34.03,剔除,15.92,回避,买点后回撤偏深；指数20日涨幅偏高,89.38,0,观察,买点后回撤偏深,0.380354,,,31.8338,20260510_183937,19.28,回避,交易门禁观察,47.9,54.01,-11.31,0,,1,-16.61,-3.7338999999999984,12.8761,8.714241795474807,5.184881869435407,61.349999999999994,0,1,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.31238736978761966,-0.0369861283677429,87.6712905440857,40.40143576887004
2026-05-08,20260508,300676,300676.SZ,华大基因,70.95,70.95,0.0,100.0,95.96,97.54,56.61,49.38,18.89,8.05,,,,,,,,44.2765,,,,,,,68.82,96.72,可交易,61.67,观察,45.96,回避,V2评分较好；流动性偏弱；指数20日涨幅偏高,97.78,0,观察,流动性低于门槛,0.14751,,,23.8267,20260510_183937,30.18,回避,V2观察以上；交易门禁观察,43.08,40.28,6.95,0,WATCH,1,-9.549999999999995,26.673500000000004,36.2235,18.774184644967495,32.70111465990112,96.513,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.18007173151864397,-0.02057066681936956,93.14311106021015,40.19327055015016
2026-05-08,20260508,300767,300767.SZ,震安科技,75.65,75.65,0.0,100.0,94.36,86.34,94.29,47.87,21.08,9.45,,,,,,,,52.9265,,,,,,,78.14,63.51,强确认,65.96,观察,57.32,回避,V2评分较好；相对强弱靠前；买点后涨幅偏高,78.19,0,过滤,买点后涨幅偏高,0.584664,,,45.7145,20260510_183937,47.45,回避,V2观察以上；交易门禁过滤,25.94,20.99,23.58,0,TRADE,1,-18.84999999999999,22.72350000000001,41.5735,20.81680352703876,44.58288012230704,91.553,1,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.14463628510072468,0.04349344533552213,100.0,40.16817710604348
2026-05-08,20260508,300145,300145.SZ,南方泵业,45.3,45.3,0.0,0.0,43.85,58.43,78.77,77.19,23.18,6.95,,,,,,,,60.6722,,,,,,,64.22,74.0,观察,58.52,观察,53.53,回避,V2评分较好；相对强弱靠前；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.208831,,,32.1742,20260510_183937,43.1,回避,V2观察以上,5.05,5.06,-0.2,0,,1,-24.200000000000003,-15.3722,8.827800000000003,12.246595347823549,42.730417737251294,48.953,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.21279518563924724,-0.04568574826715047,84.77141724428317,40.11342372499731
2026-05-08,20260508,600157,600157.SH,永泰能源,66.74,66.74,0.0,100.0,88.93,95.17,36.72,27.71,27.39,7.2,,,,,,,,51.0455,,,,,,,63.08,87.5,观察,56.77,剔除,50.22,回避,V2评分较好；指数20日涨幅偏高,100.0,1,可买,满足流动性、涨幅、风险门禁,0.184493,,,29.9455,20260510_183937,40.41,回避,共振不足,1.82,1.75,4.0,0,WATCH,1,-5.260000000000005,15.694499999999998,20.954500000000003,10.901651254894066,31.713732041498996,91.114,0,0,-0.5836,0.023896368723496,0.097125259327748,5446.0,242.0,0.0444362835108336,0.0189,44.889521,45.637776,31.212866,0.317861,risk_on,,,,,,0.18789261469114996,-0.00855535092434248,97.1482163585525,40.03828933525187
