strategy,trade_date,order_id,symbol,side,signal_date,execution_date,planned_shares,planned_price,planned_notional,planned_fee,filled_shares,filled_price,gross_amount,cost,order_status,reject_reason,remaining_shares,reason,cost_rate,lot_size,cash_after,open_weight_drift_bps,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,risk_event_triggered,risk_event_types,missing_cap_risk_label,missed_risk_event
vls_mom_contrarian_v1_frozen,2025-02-05,2025-01-27:000633:BUY,000633,BUY,2025-01-27,2025-02-05,9900,5.027000000000001,49767.30000000001,37.32547500000001,9900,4.604599999999999,45585.539999999986,34.18915499999999,FILLED,,0,strict_t1_execution,0.00075,100,454380.270845,-88.28920000000032,0.1032302609523875,0.0,0.0,0.1032302609523875,41514.31800000009,0,0.08478469663674033,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-02-05,2025-01-27:002283:BUY,002283,BUY,2025-01-27,2025-02-05,8200,6.028000000000001,49429.60000000001,37.07220000000001,8200,5.555549999999999,45555.509999999995,34.1666325,FILLED,,0,strict_t1_execution,0.00075,100,408790.59421250003,-88.88980000000018,0.1032302609523875,0.0,0.0,0.1032302609523875,41514.31800000009,0,0.08478469663674033,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-02-05,2025-01-27:002546:BUY,002546,BUY,2025-01-27,2025-02-05,9800,5.1000000000000005,49980.00000000001,37.48500000000001,9800,4.674669999999999,45811.76599999999,34.35882449999999,FILLED,,0,strict_t1_execution,0.00075,100,362944.469388,-83.76468000000025,0.1032302609523875,0.0,0.0,0.1032302609523875,41514.31800000009,0,0.08478469663674033,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-02-05,2025-01-27:002949:BUY,002949,BUY,2025-01-27,2025-02-05,2600,19.16,49816.0,37.362,2600,17.5175,45545.49999999999,34.159124999999996,FILLED,,0,strict_t1_execution,0.00075,100,317364.810263,-89.09000000000015,0.1032302609523875,0.0,0.0,0.1032302609523875,41514.31800000009,0,0.08478469663674033,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-02-05,2025-01-27:600824:BUY,600824,BUY,2025-01-27,2025-02-05,9700,5.115000000000001,49615.50000000001,37.211625000000005,9700,4.65465,45150.105,33.862578750000004,FILLED,,0,strict_t1_execution,0.00075,100,272180.84268425003,-96.9979,0.1032302609523875,0.0,0.0,0.1032302609523875,41514.31800000009,0,0.08478469663674033,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-02-05,2025-01-27:600958:BUY,600958,BUY,2025-01-27,2025-02-05,4600,10.71,49266.00000000001,36.94950000000001,4600,9.8098,45125.079999999994,33.84381,FILLED,,0,strict_t1_execution,0.00075,100,227021.91887425003,-97.49840000000023,0.1032302609523875,0.0,0.0,0.1032302609523875,41514.31800000009,0,0.08478469663674033,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-02-05,2025-01-27:603301:BUY,603301,BUY,2025-01-27,2025-02-05,2000,24.09,48180.0,36.135,2000,21.971949999999996,43943.899999999994,32.957924999999996,FILLED,,0,strict_t1_execution,0.00075,100,183045.06094925004,-121.12200000000017,0.1032302609523875,0.0,0.0,0.1032302609523875,41514.31800000009,0,0.08478469663674033,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-02-05,2025-01-27:603628:BUY,603628,BUY,2025-01-27,2025-02-05,3700,13.288000000000002,49165.600000000006,36.8742,3700,12.14213,44925.881,33.69441075,FILLED,,0,strict_t1_execution,0.00075,100,138085.48553850004,-101.48238000000003,0.1032302609523875,0.0,0.0,0.1032302609523875,41514.31800000009,0,0.08478469663674033,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-02-05,2025-01-27:920221:BUY,920221,BUY,2025-01-27,2025-02-05,3000,16.302000000000003,48906.00000000001,36.679500000000004,3000,14.97496,44924.88,33.69366,FILLED,,0,strict_t1_execution,0.00075,100,93126.91187850005,-101.50240000000005,0.1032302609523875,0.0,0.0,0.1032302609523875,41514.31800000009,0,0.08478469663674033,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-02-05,2025-01-27:920593:BUY,920593,BUY,2025-01-27,2025-02-05,1000,45.51800000000001,45518.00000000001,34.13850000000001,1000,41.56152,41561.520000000004,31.171140000000005,FILLED,,0,strict_t1_execution,0.00075,100,51534.220738500044,-168.76959999999997,0.1032302609523875,0.0,0.0,0.1032302609523875,41514.31800000009,0,0.08478469663674033,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:000633:SELL,000633,SELL,2025-03-11,2025-03-12,9900,5.08,50292.0,37.719,9900,5.07492,50241.708,37.681281,FILLED,,0,strict_t1_execution,0.00075,100,101738.24745750005,,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:002283:SELL,002283,SELL,2025-03-11,2025-03-12,8200,7.48,61336.0,46.002,8200,7.47252,61274.664000000004,45.955998,FILLED,,0,strict_t1_execution,0.00075,100,162966.95545950005,,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:002546:SELL,002546,SELL,2025-03-11,2025-03-12,9800,5.02,49195.99999999999,36.897,9800,5.0149799999999995,49146.804,36.860102999999995,FILLED,,0,strict_t1_execution,0.00075,100,212076.89935650004,,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:002949:SELL,002949,SELL,2025-03-11,2025-03-12,2600,18.0,46800.0,35.1,2600,17.982,46753.2,35.0649,FILLED,,0,strict_t1_execution,0.00075,100,258795.03445650003,,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:600958:SELL,600958,SELL,2025-03-11,2025-03-12,4600,9.59,44114.0,33.0855,4600,9.58041,44069.886000000006,33.052414500000005,FILLED,,0,strict_t1_execution,0.00075,100,302831.86804200005,,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:603301:SELL,603301,SELL,2025-03-11,2025-03-12,2000,21.35,42700.0,32.025,2000,21.32865,42657.3,31.992975,FILLED,,0,strict_t1_execution,0.00075,100,345457.17506700003,,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:603628:SELL,603628,SELL,2025-03-11,2025-03-12,3700,13.01,48137.0,36.10275,3700,12.99699,48088.863,36.066647249999995,FILLED,,0,strict_t1_execution,0.00075,100,393509.97141975,,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:920221:SELL,920221,SELL,2025-03-11,2025-03-12,3000,20.22,60660.0,45.495,3000,20.19978,60599.340000000004,45.449505,FILLED,,0,strict_t1_execution,0.00075,100,454063.86191475,,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:920593:SELL,920593,SELL,2025-03-11,2025-03-12,1000,62.1,62100.0,46.575,1000,62.0379,62037.9,46.528425,FILLED,,0,strict_t1_execution,0.00075,100,516055.23348975,,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:000049:BUY,000049,BUY,2025-03-11,2025-03-12,2100,27.09,56889.0,42.66675,2100,24.654629999999997,51774.723,38.831042249999996,FILLED,,0,strict_t1_execution,0.00075,100,464241.67944750004,-100.18243707962365,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:000517:BUY,000517,BUY,2025-03-11,2025-03-12,26600,2.156,57349.600000000006,43.01220000000001,26600,1.9619599999999997,52188.13599999999,39.141102,FILLED,,0,strict_t1_execution,0.00075,100,412014.4023455001,-92.78200000118656,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:002149:BUY,002149,BUY,2025-03-11,2025-03-12,2200,25.157000000000004,55345.40000000001,41.50905000000001,2200,23.022999999999996,50650.59999999999,37.98794999999999,FILLED,,0,strict_t1_execution,0.00075,100,361325.81439550006,-120.30517518878833,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:002416:BUY,002416,BUY,2025-03-11,2025-03-12,3700,15.18,56166.0,42.1245,3700,13.803789999999998,51074.022999999994,38.305517249999994,FILLED,,0,strict_t1_execution,0.00075,100,310213.48587825004,-112.72555077189008,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:603051:BUY,603051,BUY,2025-03-11,2025-03-12,1900,28.93,54967.0,41.22525,1900,26.326299999999996,50019.969999999994,37.51497749999999,FILLED,,0,strict_t1_execution,0.00075,100,260156.00090075005,-131.59397751182814,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:603586:BUY,603586,BUY,2025-03-11,2025-03-12,3400,16.665000000000003,56661.00000000001,42.49575000000001,3400,15.165149999999999,51561.509999999995,38.6711325,FILLED,,0,strict_t1_execution,0.00075,100,208555.81976825005,-103.99912738884187,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:603598:BUY,603598,BUY,2025-03-11,2025-03-12,2700,20.768,56073.6,42.0552,2700,18.968949999999996,51216.164999999986,38.41212374999999,FILLED,,0,strict_t1_execution,0.00075,100,157301.24264450005,-110.1810905657448,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:920270:BUY,920270,BUY,2025-03-11,2025-03-12,2500,22.682000000000002,56705.00000000001,42.52875000000001,2500,19.56955,48923.875,36.69290625,FILLED,,0,strict_t1_execution,0.00075,100,108340.67473825005,-151.21499107330197,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-12,2025-03-11:920961:BUY,920961,BUY,2025-03-11,2025-03-12,2400,23.617,56680.8,42.510600000000004,2400,21.901879999999995,52564.51199999999,39.42338399999999,FILLED,,0,strict_t1_execution,0.00075,100,55736.73935425006,-86.04455607505487,0.09993377775109866,0.0,0.0,0.09993377775109866,46863.88600000006,0,0.0924633541250114,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-18,2025-03-17:600824:SELL,600824,SELL,2025-03-17,2025-03-18,9700,4.62,44814.0,33.6105,9700,4.61538,44769.186,33.5768895,FILLED,,0,strict_t1_execution,0.00075,100,100472.34846475006,,0.015378990252249232,0.0,0.0,0.015378990252249232,8612.835000000006,0,0.08581127733026472,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-03-18,2025-03-17:000050:BUY,000050,BUY,2025-03-17,2025-03-18,10500,9.559000000000001,100369.50000000001,75.27712500000001,10500,8.73873,91756.66500000001,68.81749875000001,FILLED,,0,strict_t1_execution,0.00075,100,8646.865966000056,-160.12139988752116,0.015378990252249232,0.0,0.0,0.015378990252249232,8612.835000000006,0,0.08581127733026472,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-04-10,2025-04-09:000517:SELL,000517,SELL,2025-04-09,2025-04-10,26600,1.82,48412.0,36.309,26600,1.8181800000000001,48363.588,36.272691,FILLED,,0,strict_t1_execution,0.00075,100,56974.18127500006,,0.06470248881631094,0.0,0.0,0.06470248881631094,24323.10300000012,0,0.07012726821382546,0,0,0,,0,0
vls_mom_contrarian_v1_frozen,2025-04-10,2025-04-09:002149:SELL,002149,SELL,2025-04-09,2025-04-10,2200,20.18,44396.0,33.297000000000004,2200,20.15982,44351.604,33.263703,FILLED,,0,strict_t1_execution,0.00075,100,101292.52157200006,,0.06470248881631094,0.0,0.0,0.06470248881631094,24323.10300000012,0,0.07012726821382546,0,0,0,,0,0
