first_date,last_date,trading_days,initial_cash,final_equity,total_return,annualized_return,max_drawdown,daily_win_rate,best_day,worst_day,avg_gross_exposure,avg_position_count,trade_count,buy_count,sell_count,stop_loss_sell_count,turnover,total_cost,strategy,sort_col,pool,top_n,hold_days,trade_cost_rate,slippage_rate,rebalance_score_buffer,rebalance_weight_drift_band,lot_size,min_trade_value,max_total_positions,position_ratio,risk_profile,risk_profile_description,market_gate,hard_stop_loss_pct
2023-01-04,2023-12-29,241,500000.0,1086015.60679825,1.1720312135965,1.2579242358540959,-0.40502593910104123,0.4315352697095436,0.4177775078413848,-0.341879339856743,0.8886580548000163,10.0,14,12,2,0,2.328061408626878,901.6442017500001,vls_mom_contrarian_v1_frozen,dynamic_factor_score,full,10,20,0.00075,0.001,0.1,0.0,100,500.0,10,1.0,adaptive,自适应档：最近3个月收益优先选择冠军策略，并按T日市场/行业状态动态调整50%-80%仓位，强进攻阶段才短期开到进攻策略。,False,0.0
