strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,buffer_kept_count,band_reweight_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,corporate_action_status,ledger_eod_equity,ledger_reconciliation_error_bps,ledger_event_count,strict_ledger_frozen
vls_mom_contrarian_v1_frozen,2023-01-04,2023-01-03,54522.44322575,443946.0,498468.44322575,0.9969368864515,10,0.8906200704042212,0.0,0.0,0.0,0.0,10.0,10.0,500000.0,10.0,1.0,0.0,0.1092149465244319,0.0,0.0,0.1092149465244319,48055.60100000014,0.0,0.09743647446377182,0.0,0.0,NO_ACTION_CONFIRMED,498468.44322575,0.0,20,
vls_mom_contrarian_v1_frozen,2023-01-05,2023-01-04,54522.44322575,440709.0,495231.44322575,0.9904628864515,10,0.8899051262363079,10.0,0.0,0.0,443946.0,10.0,0.0,498468.44322575,10.0,1.0,0.0,0.10938278228623304,0.0,0.0,0.10938278228623304,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,495231.44322575,0.0,20,
vls_mom_contrarian_v1_frozen,2023-01-06,2023-01-05,54522.44322575,439937.0,494459.44322575,0.9889188864515001,10,0.8897332350049643,10.0,0.0,0.0,440709.0,10.0,0.0,495231.44322575,10.0,1.0,0.0,0.10966108453736713,0.0,0.0,0.10966108453736713,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,494459.44322575,0.0,20,
vls_mom_contrarian_v1_frozen,2023-01-09,2023-01-06,54522.44322575,443230.0,497752.44322575,0.9955048864515,10,0.8904627310869432,10.0,0.0,0.0,439937.0,10.0,0.0,494459.44322575,10.0,1.0,1.0,0.11003132981720369,0.0,0.0,0.11003132981720369,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,497752.44322575,0.0,20,
vls_mom_contrarian_v1_frozen,2023-01-10,2023-01-09,54522.44322575,441773.0,496295.44322575,0.9925908864515,10,0.8901411569057075,10.0,0.0,0.0,443230.0,10.0,0.0,497752.44322575,10.0,1.0,1.0,0.10976329971157027,0.0,0.0,0.10976329971157027,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,496295.44322575,0.0,20,
vls_mom_contrarian_v1_frozen,2023-01-11,2023-01-09,54522.44322575,440629.0,495151.44322575,0.9903028864515,10,0.8898873385674612,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,495151.44322575,0.0,22,1.0
vls_mom_contrarian_v1_frozen,2023-01-12,2023-01-11,54522.44322575,441145.0,495667.44322575,0.9913348864515,10,0.8900019681120797,10.0,0.0,0.0,440629.0,10.0,0.0,495151.44322575,10.0,1.0,2.0,0.10996231452766014,0.0,0.0,0.10996231452766014,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,495667.44322575,0.0,22,
vls_mom_contrarian_v1_frozen,2023-01-13,2023-01-12,54522.44322575,443515.0,498037.44322575,0.9960748864515,10,0.8905254133652837,10.0,0.0,0.0,441145.0,10.0,0.0,495667.44322575,10.0,1.0,2.0,0.11013067730421547,0.0,0.0,0.11013067730421547,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,498037.44322575,0.0,22,
vls_mom_contrarian_v1_frozen,2023-01-16,2023-01-12,54522.44322575,443727.0,498249.44322575,0.9964988864515,10,0.890571993672963,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,498249.44322575,0.0,24,1.0
vls_mom_contrarian_v1_frozen,2023-01-17,2023-01-16,54522.44322575,444856.0,499378.44322575,0.9987568864515,10,0.8908193896525436,10.0,0.0,0.0,443727.0,10.0,0.0,498249.44322575,10.0,1.0,3.0,0.10924164305486653,0.0,0.0,0.10924164305486653,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,499378.44322575,0.0,24,
vls_mom_contrarian_v1_frozen,2023-01-18,2023-01-17,54522.44322575,447261.0,501783.44322575,1.0035668864515,10,0.8913426818644141,10.0,0.0,0.0,444856.0,10.0,0.0,499378.44322575,10.0,1.0,3.0,0.10921450898509753,0.0,0.0,0.10921450898509753,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,501783.44322575,0.0,24,
vls_mom_contrarian_v1_frozen,2023-01-19,2023-01-18,54522.44322575,447437.0,501959.44322575,1.0039188864515,10,0.8913807799383721,10.0,0.0,0.0,447261.0,10.0,0.0,501783.44322575,10.0,1.0,4.0,0.10915350658476879,0.0,0.0,0.10915350658476879,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,501959.44322575,0.0,24,
vls_mom_contrarian_v1_frozen,2023-01-20,2023-01-18,54522.44322575,450402.0,504924.44322575,1.0098488864515,10,0.8920186099975097,,,,,,,,,,,,,,,,,,,,CORPORATE_ACTION_UNKNOWN_FAIL_CLOSED,504924.44322575,0.0,26,1.0
vls_mom_contrarian_v1_frozen,2023-01-30,2023-01-20,54522.44322575,453220.0,507742.44322575,1.0154848864515,10,0.8926179129730376,10.0,0.0,0.0,450402.0,10.0,0.0,504924.44322575,10.0,1.0,6.0,0.10782592659481781,0.0,0.0,0.10782592659481781,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,507742.44322575,0.0,26,
vls_mom_contrarian_v1_frozen,2023-01-31,2023-01-30,54522.44322575,494696.0,549218.44322575,1.0984368864515,10,0.900727217197003,10.0,0.0,0.0,453220.0,10.0,0.0,507742.44322575,10.0,1.0,7.0,0.10773345928460125,0.0,0.0,0.10773345928460125,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,549218.44322575,0.0,26,
vls_mom_contrarian_v1_frozen,2023-02-01,2023-01-31,54522.44322575,509420.0,563942.44322575,1.1278848864515,10,0.9033191349920717,10.0,0.0,0.0,494696.0,10.0,0.0,549218.44322575,10.0,1.0,7.0,0.09834274806048883,0.0,0.0,0.09834274806048883,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,563942.44322575,0.0,26,
vls_mom_contrarian_v1_frozen,2023-02-02,2023-02-01,54522.44322575,483008.0,537530.44322575,1.0750608864515,10,0.8985686412502373,10.0,0.0,0.0,509420.0,10.0,0.0,563942.44322575,10.0,1.0,7.0,0.09871255573846208,0.0,0.0,0.09871255573846208,0.0,0.0,0.0,0.0,0.0,NO_ACTION_CONFIRMED,537530.44322575,0.0,26,
