strategy,event_type,mark_price_basis,order_status,event_timestamp,symbol,side,planned_shares,planned_price,planned_notional,planned_fee,signal_date,execution_date,order_id,cost_rate,lot_size,filled_shares,filled_price,filled_notional,fee,reject_reason,remaining_shares,event_date,source_reason,cash_delta,share_delta
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2023-01-03T15:00:00+08:00,920190,BUY,2300.0,21.175,48702.5,36.526875000000004,2023-01-03,2023-01-04,2023-01-03:920190:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2023-01-04T09:30:00+08:00,920190,BUY,2300.0,,,,2023-01-03,2023-01-04,2023-01-03:920190:BUY,,,2300.0,19.419399999999996,44664.61999999999,33.49846499999999,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2023-01-03T15:00:00+08:00,920247,BUY,7000.0,7.062,49434.0,37.0755,2023-01-03,2023-01-04,2023-01-03:920247:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2023-01-04T09:30:00+08:00,920247,BUY,7000.0,,,,2023-01-03,2023-01-04,2023-01-03:920247:BUY,,,7000.0,6.426419999999999,44984.939999999995,33.738704999999996,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2023-01-03T15:00:00+08:00,920262,BUY,3100.0,15.741000000000001,48797.100000000006,36.59782500000001,2023-01-03,2023-01-04,2023-01-03:920262:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2023-01-04T09:30:00+08:00,920262,BUY,3100.0,,,,2023-01-03,2023-01-04,2023-01-03:920262:BUY,,,3100.0,13.793779999999998,42760.71799999999,32.0705385,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2023-01-03T15:00:00+08:00,920392,BUY,5900.0,8.349,49259.1,36.944325,2023-01-03,2023-01-04,2023-01-03:920392:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2023-01-04T09:30:00+08:00,920392,BUY,5900.0,,,,2023-01-03,2023-01-04,2023-01-03:920392:BUY,,,5900.0,7.217209999999999,42581.53899999999,31.936154249999994,,0.0,,,,
vls_mom_contrarian_v1_frozen,order,raw,PLANNED,2023-01-03T15:00:00+08:00,920505,BUY,4400.0,11.154000000000002,49077.600000000006,36.80820000000001,2023-01-03,2023-01-04,2023-01-03:920505:BUY,0.00075,100.0,,,,,,,,,,
vls_mom_contrarian_v1_frozen,order,raw,FILLED,2023-01-04T09:30:00+08:00,920505,BUY,4400.0,,,,2023-01-03,2023-01-04,2023-01-03:920505:BUY,,,4400.0,10.150139999999999,44660.615999999995,33.495461999999996,,0.0,,,,
