rank,signal_date,strategy,symbol,name,industry,industry_key,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20
1,2026-06-08,baseline_full_dynamic_factor_industry_cap2,688017,绿的谐波,机械基件,机械基件,dynamic_factor_score,99.2624717067469,0.2,1.0,0.2,428.25,78.1,99.2624717067469,99.56273145606254,92.62023735810114,29.53,99.85,99.36,98.3939628482972,92.18266253869969,98.14241486068111,50.193498452012385,72.96,1,WATCH,观察,0.9084330450758469,normal_liquidity,index_weak,0.0660354920189234,0.0
2,2026-06-08,baseline_full_dynamic_factor_industry_cap2,688146,中船特气,半导体,半导体,dynamic_factor_score,98.94983845824889,0.2,1.0,0.2,252.18,71.08,98.94983845824889,99.46106615193706,96.08751547987616,29.22,99.48,100.0,95.62693498452013,94.67879256965944,96.71052631578947,92.937306501548,68.05,0,,可买,0.9084330450758469,normal_liquidity,index_weak,0.09138019942064261,0.0
3,2026-06-08,baseline_full_dynamic_factor_industry_cap2,600522,中天科技,通信设备,通信设备,dynamic_factor_score,98.59976348883225,0.2,1.0,0.2,49.53,58.16,98.59976348883225,97.04490294203072,94.6361919504644,29.91,98.92,94.02,94.94969040247679,91.87306501547987,99.45820433436533,70.6656346749226,72.43,1,WATCH,观察,0.9084330450758469,normal_liquidity,index_weak,0.04968413402131922,0.0
4,2026-06-08,baseline_full_dynamic_factor_industry_cap2,688322,奥比中光-UW,元器件,元器件,dynamic_factor_score,98.23547327077742,0.2,1.0,0.2,144.17,77.71,98.23547327077742,99.22948807646297,90.47901960784313,28.76,99.85,99.46,97.94891640866872,91.9891640866873,94.23374613003097,46.091331269349844,71.82,0,,可买,0.9084330450758469,normal_liquidity,index_weak,0.05357178561207702,0.0
5,2026-06-08,baseline_full_dynamic_factor_industry_cap2,603773,沃格光电,元器件,元器件,dynamic_factor_score,98.09847119015177,0.2,1.0,0.2,136.5,74.56,98.09847119015177,99.0114542765497,86.53271155830754,29.03,99.05,99.59,95.1625386996904,95.78173374613003,95.9171826625387,0.38699690402476783,68.64,0,,可买,0.9084330450758469,normal_liquidity,index_weak,0.06613039005916975,0.0
