month,strategy,monthly_return,max_drawdown,avg_position,calmar,return_per_exposure,worst_20d_return,trade_count,shadow_fail_ratio,champion_score,eligible_monthly_champion,is_production_candidate
2023-11,adaptive_market_style,0.0,0.0,0.3340352447162192,,0.0,0.0,5,,0.0,False,False
2023-11,baseline_full_liquidity_detail_vol_position,0.0,0.0,0.6407063521024414,,0.0,0.0,5,,0.0,False,False
2023-11,production_governed_vol_position,0.0,0.0,0.6407063521024414,,0.0,0.0,5,,0.0,False,False
2023-11,production_governed_vol_position_v1_1_recovery,0.0,0.0,0.6407063521024414,,0.0,0.0,5,,0.0,False,False
2023-11,production_governed_vol_position_v1_1_recovery_pattern_veto,0.0,0.0,0.6407063521024414,,0.0,0.0,5,,0.0,False,False
2023-12,baseline_full_liquidity_detail_vol_position,-0.01186426569383947,-0.0338464221501622,0.6337250391383265,-0.3505323440451922,-0.018721472186062377,-0.015723452115286807,19,,-0.381118081925094,False,False
2023-12,production_governed_vol_position_v1_1_recovery,-0.025760194196452812,-0.039046101332858796,0.5609139470566484,-0.6597379332920652,-0.04592539431694896,-0.03218381832110084,19,,-0.731423521805467,False,False
2023-12,production_governed_vol_position_v1_1_recovery_pattern_veto,-0.025760194196452812,-0.039046101332858796,0.5609139470566484,-0.6597379332920652,-0.04592539431694896,-0.03218381832110084,19,,-0.731423521805467,False,False
2023-12,production_governed_vol_position,-0.029039238565837344,-0.039046101332858796,0.5535584915230942,-0.7437167239383182,-0.05245920532433173,-0.03218381832110084,19,,-0.8252151678284873,False,False
2023-12,adaptive_market_style,-0.028521238958843287,-0.03719645074633393,0.2827485093869314,-0.7667731298705786,-0.10087140342732266,-0.032373968572447676,23,,-0.8961657722567445,False,False
2024-01,production_governed_vol_position,-0.028435199114960286,-0.03656007508858261,0.4390906845436708,-0.7777664308966462,-0.06475928576009723,-0.02468535371125502,20,,-0.8709609157717038,False,False
2024-01,adaptive_market_style,-0.016437579423978166,-0.02011928259516993,0.31201235544493966,-0.8170062399702246,-0.05268246316892691,-0.01691025286285519,20,,-0.8861262825631296,False,False
2024-01,baseline_full_liquidity_detail_vol_position,-0.05778114927076572,-0.07467466356215913,0.6944323123616276,-0.7737718057834803,-0.08320630858069292,-0.05153633809833835,22,,-0.9147592636349389,False,False
2024-01,production_governed_vol_position_v1_1_recovery,-0.04401954362847538,-0.056045119280543454,0.501236972109764,-0.7854304566313438,-0.08782182097061209,-0.03965188259896468,20,,-0.9172718212304313,False,False
