strategy,window,window_start,window_end,trading_days,initial_cash,window_start_equity,window_end_equity,total_return,max_drawdown,annualized_volatility,daily_win_rate,avg_gross_exposure,avg_position_count
adaptive_market_style,3m,2026-03-04,2026-06-02,61,500000.0,505281.20571999997,536816.7693775,0.06241190707373234,-0.10971895511940377,0.2558996953014368,0.45901639344262296,0.6179209029375038,4.901639344262295
adaptive_market_style,6m,2026-03-04,2026-06-02,61,500000.0,505281.20571999997,536816.7693775,0.06241190707373234,-0.10971895511940377,0.2558996953014368,0.45901639344262296,0.6179209029375038,4.901639344262295
adaptive_market_style,1y,2026-03-04,2026-06-02,61,500000.0,505281.20571999997,536816.7693775,0.06241190707373234,-0.10971895511940377,0.2558996953014368,0.45901639344262296,0.6179209029375038,4.901639344262295
adaptive_market_style,3y,2026-03-04,2026-06-02,61,500000.0,505281.20571999997,536816.7693775,0.06241190707373234,-0.10971895511940377,0.2558996953014368,0.45901639344262296,0.6179209029375038,4.901639344262295
ashare_auto_shadow,3m,2026-03-04,2026-06-02,61,500000.0,500000.0,543590.1425375001,0.08718028507500031,-0.1728134529503842,0.6543747849922656,0.5081967213114754,0.9320901977190666,2.5245901639344264
ashare_auto_shadow,6m,2026-03-04,2026-06-02,61,500000.0,500000.0,543590.1425375001,0.08718028507500031,-0.1728134529503842,0.6543747849922656,0.5081967213114754,0.9320901977190666,2.5245901639344264
ashare_auto_shadow,1y,2026-03-04,2026-06-02,61,500000.0,500000.0,543590.1425375001,0.08718028507500031,-0.1728134529503842,0.6543747849922656,0.5081967213114754,0.9320901977190666,2.5245901639344264
ashare_auto_shadow,3y,2026-03-04,2026-06-02,61,500000.0,500000.0,543590.1425375001,0.08718028507500031,-0.1728134529503842,0.6543747849922656,0.5081967213114754,0.9320901977190666,2.5245901639344264
ashare_trend_breakout_shadow,3m,2026-03-04,2026-06-02,61,500000.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_trend_breakout_shadow,6m,2026-03-04,2026-06-02,61,500000.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_trend_breakout_shadow,1y,2026-03-04,2026-06-02,61,500000.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_trend_breakout_shadow,3y,2026-03-04,2026-06-02,61,500000.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
ashare_hybrid_conservative_shadow,3m,2026-03-04,2026-06-02,61,500000.0,500000.0,440889.73381,-0.11822053237999997,-0.15560483238,0.28591150996201514,0.04918032786885246,0.09752848105536162,0.14754098360655737
ashare_hybrid_conservative_shadow,6m,2026-03-04,2026-06-02,61,500000.0,500000.0,440889.73381,-0.11822053237999997,-0.15560483238,0.28591150996201514,0.04918032786885246,0.09752848105536162,0.14754098360655737
ashare_hybrid_conservative_shadow,1y,2026-03-04,2026-06-02,61,500000.0,500000.0,440889.73381,-0.11822053237999997,-0.15560483238,0.28591150996201514,0.04918032786885246,0.09752848105536162,0.14754098360655737
ashare_hybrid_conservative_shadow,3y,2026-03-04,2026-06-02,61,500000.0,500000.0,440889.73381,-0.11822053237999997,-0.15560483238,0.28591150996201514,0.04918032786885246,0.09752848105536162,0.14754098360655737
dual_system_adaptive_route,3m,2026-03-04,2026-06-02,61,500000.0,505098.85574499995,526350.3579574999,0.04207394645777773,-0.1206116477439736,0.2814407057402695,0.4262295081967213,0.6876327315393967,4.901639344262295
dual_system_adaptive_route,6m,2026-03-04,2026-06-02,61,500000.0,505098.85574499995,526350.3579574999,0.04207394645777773,-0.1206116477439736,0.2814407057402695,0.4262295081967213,0.6876327315393967,4.901639344262295
dual_system_adaptive_route,1y,2026-03-04,2026-06-02,61,500000.0,505098.85574499995,526350.3579574999,0.04207394645777773,-0.1206116477439736,0.2814407057402695,0.4262295081967213,0.6876327315393967,4.901639344262295
dual_system_adaptive_route,3y,2026-03-04,2026-06-02,61,500000.0,505098.85574499995,526350.3579574999,0.04207394645777773,-0.1206116477439736,0.2814407057402695,0.4262295081967213,0.6876327315393967,4.901639344262295
