strategy,signal_date,desired_role,active_role,selected_strategy,reason,switch_reason,switch_blocked,weekly_switch_allowed,current_role_days_before,market_state,industry_state,market_amount_ratio_20,index_bucket,market_bs_ratio,market_avg_score,market_liquidity_bucket,avg_vol_20,data_cutoff_date,completed_history_rule,attack_short_count,attack_short_avg_ret,industry_concentration_high,attack_drawdown_expanded,recent_champion_role,recent_champion_strategy,champion_score,champion_eligible,champion_reason,avg_s_liquidity,avg_relative_amount,avg_amount_ratio_5_20,avg_low_impact_cost,avg_amount_stability,median_hist_mdd_20,top_industry,top_industry_weight,industry_count,attack_count,attack_avg_ret,attack_win_rate,attack_max_drawdown,attack_total_return,recent_champion_count,recent_champion_avg_ret,recent_champion_win_rate,recent_champion_max_drawdown,recent_champion_total_return,balanced_count,balanced_avg_ret,balanced_win_rate,balanced_max_drawdown,balanced_total_return,robust_count,robust_avg_ret,robust_win_rate,robust_max_drawdown,robust_total_return,defensive_count,defensive_avg_ret,defensive_win_rate,defensive_max_drawdown,defensive_total_return,fallback_count,fallback_avg_ret,fallback_win_rate,fallback_max_drawdown,fallback_total_return,current_role_days_after,adaptive_position_scale,adaptive_target_position_ratio,adaptive_position_reason,market_style_state,target_position_ratio,style_reason,strategy_source,ashare_resolved_strategy,route_reason,risk_veto_reason,dual_intersection_count,dual_union_count,ashare_available,ashare_candidate_count,ashare_risk_veto_ratio,ashare_market_regime,ashare_governance_hint
adaptive_market_style,2026-03-03,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,0,index_neutral,normal,1.248317196065012,index_neutral,0.048352,40.9810641025641,high_liquidity,0.028015228045482045,2026-03-03,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.002747252747254,50.00915750915751,50.00915750915751,49.99084249084249,50.00915750915751,-0.08849724851374058,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,,,,,,,,,,,
adaptive_market_style,2026-03-04,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,0,1,index_neutral,normal,0.954117274880906,index_neutral,0.045596,39.12448635780993,normal_liquidity,0.02799632092393109,2026-03-04,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.002746749679545,50.00915583226515,50.00915583226515,49.99084416773485,50.00915583226515,-0.09063136456211818,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,2,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,,,,,,,,,,,
adaptive_market_style,2026-03-05,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,0,2,index_neutral,normal,0.9752605813573314,index_neutral,0.044306,39.31648297326986,normal_liquidity,0.028081512969603938,2026-03-05,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.002746246796045,50.00915415598682,50.00915415598682,49.99084584401318,50.00915415598682,-0.07810756916555112,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,3,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,,,,,,,,,,,
adaptive_market_style,2026-03-06,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,0,3,index_neutral,normal,0.9163660778147229,index_neutral,0.046503,39.85320761625778,normal_liquidity,0.028118115565393426,2026-03-06,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.002746246796045,50.00915415598682,50.00915415598682,49.99084584401318,50.00915415598682,-0.06314319317847694,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,4,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,,,,,,,,,,,
adaptive_market_style,2026-03-09,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,0,4,index_neutral,normal,1.107119274217464,index_neutral,0.045197,39.83363220494053,normal_liquidity,0.02794785820143215,2026-03-09,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.00274473924977,50.00914913083257,50.00914913083257,49.99085086916743,50.00914913083257,-0.07025411061285514,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,5,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,,,,,,,,,,,
adaptive_market_style,2026-03-10,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,5,index_neutral,normal,1.0058809391378283,index_neutral,0.048325,40.86597656965038,normal_liquidity,0.027416200825658977,2026-03-10,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.00274574409665,50.009152480322165,50.009152480322165,49.990847519677835,50.009152480322165,-0.05449936628643848,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,6,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,,,,,,,,,,,
adaptive_market_style,2026-03-11,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,6,index_neutral,normal,1.0530900964961984,index_neutral,0.050494,41.082202707647276,normal_liquidity,0.02699126383516461,2026-03-11,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.002744237102085,50.009147457006954,50.009147457006954,49.990852542993046,50.009147457006954,-0.056113165862922976,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,7,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,,,,,,,,,,,
adaptive_market_style,2026-03-12,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,7,index_neutral,normal,1.0257878254274666,index_neutral,0.049945,40.70522868642517,normal_liquidity,0.026977409818126345,2026-03-12,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.002744237102085,50.009147457006954,50.009147457006954,49.990852542993046,50.009147457006954,-0.06551588029546662,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,8,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,,,,,,,,,,,
adaptive_market_style,2026-03-13,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,8,index_neutral,normal,1.003082221707231,index_neutral,0.047941,39.94530283623055,normal_liquidity,0.026910309693351432,2026-03-13,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.00274473924977,50.00914913083257,50.00914913083257,49.99085086916743,50.00914913083257,-0.07484567901234573,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,9,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,,,,,,,,,,,
adaptive_market_style,2026-03-16,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,9,index_neutral,normal,0.9674341082448032,index_neutral,0.016232,40.18300734441438,normal_liquidity,0.027151671738160004,2026-03-16,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.002899110939312,50.00966370313104,50.00966370313104,49.99033629686897,50.00966370313104,-0.0729494190020506,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,10,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,,,,,,,,,,,
adaptive_market_style,2026-03-17,recent_champion,recent_champion,baseline_full_liquidity_detail_vol_position,recent_champion_default_3m_return_priority,recent_champion_default_3m_return_priority,0,1,10,index_neutral,normal,0.9206168461736984,index_neutral,0.043757,38.74204870010985,normal_liquidity,0.02717342929291227,2026-03-17,exit_date < signal_date,0,,0,0,robust,baseline_full_liquidity_detail_vol_position,,1,configured_default_recent_champion_until_constraints_select_another,15.002746246796045,50.00915415598682,50.00915415598682,49.99084584401318,50.00915415598682,-0.09243391679816032,,,0,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,11,0.7,0.7,recent_champion_default_70pct,recent_champion,0.7,recent_champion_default_3m_return_priority,,,,,,,,,,,
