scenario,total_return,annualized_return,max_drawdown,mean_daily_return,event_count,event_theory_gap,event_positive_rate,hard_block_event_count,promotion_valid_event_count
production,0.42677467538850955,1.1093387141008644,-0.1597195500000006,0.0033427195548996025,23,0.0,0.0,6,17
shadow_original,0.7372466870388525,2.189401054669612,-0.19538662637021942,0.005146708256771059,23,0.03772784053618572,0.5652173913043478,6,17
hard_block_fallback,0.7683391485585376,2.3104549300468893,-0.1953866263702192,0.005294563201629352,23,0.05547043391918083,0.4782608695652174,6,17
open_gap_downweight,0.743622956680035,2.2140336139167305,-0.19538662637021942,0.005177063773395133,23,0.04137050253107449,0.5652173913043478,6,17
large_slippage_downweight,0.7150617818093477,2.104470343807146,-0.19538662637021942,0.005030916890317189,23,0.023832876561721342,0.5652173913043478,6,17
