strategy,window,window_start,window_end,trading_days,initial_cash,window_start_equity,window_end_equity,total_return,max_drawdown,annualized_volatility,daily_win_rate,avg_gross_exposure,avg_position_count
production_governed_vol_position_v1_2b_dynamic_score,3m,2026-04-07,2026-07-07,62,500000.0,537221.0887775001,705364.1179650002,0.3129866505615524,-0.1058484150061304,0.4085773284087442,0.5806451612903226,0.6532691307997843,4.82258064516129
production_governed_vol_position_v1_2b_dynamic_score,6m,2026-01-07,2026-07-07,119,500000.0,520860.4339724999,705364.1179650002,0.35422864160621126,-0.1058484150061304,0.37257737341461045,0.5126050420168067,0.6448752145587981,4.882352941176471
production_governed_vol_position_v1_2b_dynamic_score,1y,2025-09-02,2026-07-07,202,500000.0,492830.0016975,705364.1179650002,0.43125239034849594,-0.13123225966172847,0.3332903428415415,0.5198019801980198,0.6096334365704272,4.8861386138613865
production_governed_vol_position_v1_2b_dynamic_score,3y,2025-09-02,2026-07-07,202,500000.0,492830.0016975,705364.1179650002,0.43125239034849594,-0.13123225966172847,0.3332903428415415,0.5198019801980198,0.6096334365704272,4.8861386138613865
production_governed_vol_position_v1_2b_execution_safe_uplift,3m,2026-04-07,2026-07-07,62,500000.0,537221.0887775001,705364.1179650002,0.3129866505615524,-0.1058484150061304,0.4085773284087442,0.5806451612903226,0.6532691307997843,4.82258064516129
production_governed_vol_position_v1_2b_execution_safe_uplift,6m,2026-01-07,2026-07-07,119,500000.0,520860.4339724999,705364.1179650002,0.35422864160621126,-0.1058484150061304,0.37257737341461045,0.5126050420168067,0.6448752145587981,4.882352941176471
production_governed_vol_position_v1_2b_execution_safe_uplift,1y,2025-09-02,2026-07-07,202,500000.0,492830.0016975,705364.1179650002,0.43125239034849594,-0.13123225966172847,0.3332903428415415,0.5198019801980198,0.6096334365704272,4.8861386138613865
production_governed_vol_position_v1_2b_execution_safe_uplift,3y,2025-09-02,2026-07-07,202,500000.0,492830.0016975,705364.1179650002,0.43125239034849594,-0.13123225966172847,0.3332903428415415,0.5198019801980198,0.6096334365704272,4.8861386138613865
adaptive_market_style,3m,2026-04-07,2026-07-07,62,500000.0,574646.7569350002,614578.767795,0.06948966539546064,-0.07776065314247682,0.26825940521460556,0.5806451612903226,0.43254780285833655,4.67741935483871
adaptive_market_style,6m,2026-01-07,2026-07-07,119,500000.0,538227.4618050002,614578.767795,0.1418569497252109,-0.1450245795703642,0.29772772515977747,0.5546218487394958,0.4229062240732566,4.6722689075630255
adaptive_market_style,1y,2025-09-02,2026-07-07,202,500000.0,494109.972835,614578.767795,0.24380968121084368,-0.1450245795703642,0.2771143528476771,0.5445544554455446,0.3902213834861307,4.603960396039604
adaptive_market_style,3y,2025-09-02,2026-07-07,202,500000.0,494109.972835,614578.767795,0.24380968121084368,-0.1450245795703642,0.2771143528476771,0.5445544554455446,0.3902213834861307,4.603960396039604
baseline_full_liquidity_detail_vol_position,3m,2026-04-07,2026-07-07,62,500000.0,683999.3029925,991732.9541174998,0.44990345717994695,-0.1759629734982383,0.6115288638479663,0.5645161290322581,0.6847462423308709,5.016129032258065
baseline_full_liquidity_detail_vol_position,6m,2026-01-07,2026-07-07,119,500000.0,592039.4008875,991732.9541174998,0.6751130965791075,-0.1759629734982382,0.532560169057563,0.5630252100840336,0.690127486110625,4.991596638655462
baseline_full_liquidity_detail_vol_position,1y,2025-09-02,2026-07-07,202,500000.0,492830.0016975,991732.9541174998,1.0123226075960923,-0.1759629734982383,0.4589814741552827,0.5643564356435643,0.6890326174338175,4.985148514851486
baseline_full_liquidity_detail_vol_position,3y,2025-09-02,2026-07-07,202,500000.0,492830.0016975,991732.9541174998,1.0123226075960923,-0.1759629734982383,0.4589814741552827,0.5643564356435643,0.6890326174338175,4.985148514851486
