strategy,start_date,trough_date,nav,peak_nav,drawdown
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-16,0.7298826978249999,1.0419824013700003,-0.2995249278055475
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-11,0.7370267752049998,1.0419824013700003,-0.2926686916823589
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-15,0.737269057825,1.0419824013700003,-0.29243617084546025
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-19,0.738090592535,1.0419824013700003,-0.2916477365025003
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-18,0.7393323580349999,1.0419824013700003,-0.29045600284330675
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-06-05,0.7431850982249999,1.0419824013700003,-0.2867584929957946
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-06-06,0.7435270677849999,1.0419824013700003,-0.2864303016947223
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-17,0.7438121980349999,1.0419824013700003,-0.2861566595970966
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-12,0.7444514552049999,1.0419824013700003,-0.2855431586692887
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-06-04,0.744567978225,1.0419824013700003,-0.2854313304658115
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-04,0.745687913705,1.0419824013700003,-0.28435651818632623
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-09,0.7463457352049999,1.0419824013700003,-0.28372520090195075
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-06-03,0.7463956582249999,1.0419824013700003,-0.28367728932500436
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-10,0.7493204152049999,1.0419824013700003,-0.28087037341533594
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-05,0.7502460552049999,1.0419824013700003,-0.279982028277469
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-03,0.7530268737049999,1.0419824013700003,-0.2773132514379141
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-08,0.754369095205,1.0419824013700003,-0.2760251092406607
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-12-22,0.7561041525349999,1.0419824013700003,-0.2743599589197737
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-05-30,0.7585187982249998,1.0419824013700003,-0.2720426014607369
production_governed_vol_position_v1_2b_dynamic_score,2024-05-20,2025-05-28,0.7618781382249998,1.0419824013700003,-0.26881861226899695
