fold_id,trade_date,config_id,daily_return
WF000,2023-06-01,dynamic_champion,-0.0003194079676946959
WF000,2023-06-01,production_baseline,-0.0012746149499741621
WF000,2023-06-01,matched_random,0.0007528620455456769
WF000,2023-06-01,reverse_baseline,0.0019623511457814045
WF000,2023-06-02,dynamic_champion,0.005705430171931702
WF000,2023-06-02,production_baseline,0.004883576707095605
WF000,2023-06-02,matched_random,0.012180506316566576
WF000,2023-06-02,reverse_baseline,0.02279377583131694
WF000,2023-06-05,dynamic_champion,0.004745183011689802
WF000,2023-06-05,production_baseline,1.434083281859344e-05
WF000,2023-06-05,matched_random,0.021840924805960383
WF000,2023-06-05,reverse_baseline,-0.013340709610773226
WF000,2023-06-06,dynamic_champion,-0.01213371926941953
WF000,2023-06-06,production_baseline,-0.010025580472418194
WF000,2023-06-06,matched_random,-0.017234329632413538
WF000,2023-06-06,reverse_baseline,-0.007016422756613738
WF000,2023-06-07,dynamic_champion,-0.0034924635512750823
WF000,2023-06-07,production_baseline,-0.004593004256105426
WF000,2023-06-07,matched_random,0.0017164105870046242
WF000,2023-06-07,reverse_baseline,-0.0030209440650075027
WF000,2023-06-08,dynamic_champion,-0.0010401565273202573
WF000,2023-06-08,production_baseline,-0.0007123374595798815
WF000,2023-06-08,matched_random,-0.005204075744893321
WF000,2023-06-08,reverse_baseline,0.002673969393751907
WF000,2023-06-09,dynamic_champion,-0.008622746922966273
WF000,2023-06-09,production_baseline,-0.00719771772005906
WF000,2023-06-09,matched_random,-0.007186167388518095
WF000,2023-06-09,reverse_baseline,0.005153454456013696
WF000,2023-06-12,dynamic_champion,0.009865654048130779
WF000,2023-06-12,production_baseline,0.005767675989523546
WF000,2023-06-12,matched_random,0.035539247300079
WF000,2023-06-12,reverse_baseline,0.024087560408449327
WF000,2023-06-13,dynamic_champion,0.006590466541095408
WF000,2023-06-13,production_baseline,0.005276659235169179
WF000,2023-06-13,matched_random,-0.010266445255898283
WF000,2023-06-13,reverse_baseline,0.0021797737799583274
WF000,2023-06-14,dynamic_champion,0.00033289998147978395
WF000,2023-06-14,production_baseline,-0.0012360540584630542
WF000,2023-06-14,matched_random,0.006463287208741697
WF000,2023-06-14,reverse_baseline,0.015969492540696285
WF000,2023-06-15,dynamic_champion,-0.002072995035444447
WF000,2023-06-15,production_baseline,-0.0011540971119863297
WF000,2023-06-15,matched_random,0.02593358075632386
WF000,2023-06-15,reverse_baseline,0.006240036470734988
WF000,2023-06-16,dynamic_champion,0.0031787235828373284
WF000,2023-06-16,production_baseline,0.0012642864969150125
WF000,2023-06-16,matched_random,0.009747377243177091
WF000,2023-06-16,reverse_baseline,0.0077559762373868415
WF000,2023-06-19,dynamic_champion,0.001150966715355306
WF000,2023-06-19,production_baseline,-0.0016680178816851354
WF000,2023-06-19,matched_random,-0.015912020544293925
WF000,2023-06-19,reverse_baseline,-0.016127207206621242
WF000,2023-06-20,dynamic_champion,-0.0044146286970930815
WF000,2023-06-20,production_baseline,-0.005927236221241916
WF000,2023-06-20,matched_random,-0.02011750434819002
WF000,2023-06-20,reverse_baseline,-0.009678646574005901
WF000,2023-06-21,dynamic_champion,0.00021362552985815242
WF000,2023-06-21,production_baseline,0.0005386427630322821
WF000,2023-06-21,matched_random,-0.00848995645555215
WF000,2023-06-21,reverse_baseline,-0.0013077290970382905
WF000,2023-06-26,dynamic_champion,-0.00497470712875514
WF000,2023-06-26,production_baseline,-0.004591493086476883
WF000,2023-06-26,matched_random,0.0016364683497359423
WF000,2023-06-26,reverse_baseline,-0.017388750539544695
WF000,2023-06-27,dynamic_champion,0.008660084021046677
WF000,2023-06-27,production_baseline,0.006746762270320561
WF000,2023-06-27,matched_random,0.025401187446195017
WF000,2023-06-27,reverse_baseline,0.010356722865347456
WF000,2023-06-28,dynamic_champion,0.005980289600170607
WF000,2023-06-28,production_baseline,0.008782505904119331
WF000,2023-06-28,matched_random,-7.355901660446306e-05
WF000,2023-06-28,reverse_baseline,0.0027555284006941074
WF000,2023-06-29,dynamic_champion,-0.0008227207418575189
WF000,2023-06-29,production_baseline,0.001911649190495579
WF000,2023-06-29,matched_random,0.0006775749410173448
WF000,2023-06-29,reverse_baseline,0.004761570968847173
WF000,2023-06-30,dynamic_champion,0.011398479828166774
WF000,2023-06-30,production_baseline,0.006546912520090098
WF000,2023-06-30,matched_random,0.012943728542748233
WF000,2023-06-30,reverse_baseline,0.005730489310925124
WF000,2023-07-03,dynamic_champion,-0.002403011525929144
WF000,2023-07-03,production_baseline,-0.0007916308923139326
WF000,2023-07-03,matched_random,-0.001564956769325798
WF000,2023-07-03,reverse_baseline,-0.0033969558401460765
WF000,2023-07-04,dynamic_champion,0.0004891421544057639
WF000,2023-07-04,production_baseline,0.0008109538308851416
WF000,2023-07-04,matched_random,0.0008587971785261273
WF000,2023-07-04,reverse_baseline,0.00924806188207834
WF000,2023-07-05,dynamic_champion,-0.0022581471252872687
WF000,2023-07-05,production_baseline,0.0007712418878653704
WF000,2023-07-05,matched_random,-0.018043850964521147
WF000,2023-07-05,reverse_baseline,0.004670178344320974
WF000,2023-07-06,dynamic_champion,0.002310094945768615
WF000,2023-07-06,production_baseline,0.004477966889897322
WF000,2023-07-06,matched_random,-0.008797685618242013
WF000,2023-07-06,reverse_baseline,-0.013378321592962972
WF000,2023-07-07,dynamic_champion,0.014674789235357588
WF000,2023-07-07,production_baseline,0.014445638104925829
WF000,2023-07-07,matched_random,0.003271523550476929
WF000,2023-07-07,reverse_baseline,-0.005731297892262654
WF000,2023-07-10,dynamic_champion,0.012128508844064134
WF000,2023-07-10,production_baseline,-0.00040686980614379475
WF000,2023-07-10,matched_random,0.02868851762745823
WF000,2023-07-10,reverse_baseline,0.013891271919313785
WF000,2023-07-11,dynamic_champion,0.017045245836804
WF000,2023-07-11,production_baseline,0.0001999476411211898
WF000,2023-07-11,matched_random,0.011848864372407685
WF000,2023-07-11,reverse_baseline,0.0007453264820749484
