strategy,trade_date,last_signal_date,cash,market_value,total_equity,nav,position_count,gross_exposure,locked_count,buffer_kept_count,band_reweight_count,locked_value,candidate_count,executed,equity_before,max_total_positions,position_ratio,position_cap_skipped,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,corporate_action_status,ledger_eod_equity,ledger_reconciliation_error_bps,ledger_event_count
vls_mom_contrarian_v1,2022-03-01,2022-02-28,48728.50722039251,456934.29,505662.7972203925,1.011325594440785,10,0.9036343834502931,10,0,0,450875.8499999999,10,0,499604.3572203925,10,1.0,6,0.09746935850219886,0.0,0.0,0.09746935850219886,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,505662.7972203925,0.0,20
vls_mom_contrarian_v1,2022-03-02,2022-03-01,48728.50722039251,464213.05,512941.5572203925,1.025883114440785,10,0.9050018339624301,10,0,0,456934.29,10,0,505662.7972203925,10,1.0,6,0.09677001560695189,0.0,0.0,0.09677001560695189,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,512941.5572203925,0.0,20
vls_mom_contrarian_v1,2022-03-03,2022-03-02,48728.50722039251,467494.65,516223.15722039255,1.0324463144407852,10,0.905605731670831,10,0,0,464213.05,10,0,512941.5572203925,10,1.0,7,0.09473426135130572,0.0,0.0,0.09473426135130572,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,516223.15722039255,0.0,20
vls_mom_contrarian_v1,2022-03-04,2022-03-03,48728.50722039251,465128.32999999996,513856.8372203925,1.0277136744407849,10,0.9051710443632903,10,0,0,467494.6499999999,10,0,516223.15722039255,10,1.0,7,0.09448054522007125,0.0,0.0,0.09448054522007125,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,513856.8372203925,0.0,20
vls_mom_contrarian_v1,2022-03-07,2022-03-04,48728.50722039251,466971.27,515699.77722039254,1.031399554440785,10,0.9055099316058699,10,0,0,465128.32999999996,10,0,513856.8372203925,10,1.0,6,0.0949710915638333,0.0,0.0,0.0949710915638333,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,515699.77722039254,0.0,20
vls_mom_contrarian_v1,2022-03-08,2022-03-07,48728.50722039251,447601.91000000003,496330.41722039256,0.9926608344407851,10,0.9018224442231697,10,0,0,466971.27,10,0,515699.77722039254,10,1.0,7,0.09493262914972175,0.0,0.0,0.09493262914972175,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,496330.41722039256,0.0,20
vls_mom_contrarian_v1,2022-03-09,2022-03-08,20520.625302880006,462597.45999999996,483118.08530288,0.96623617060576,10,0.9575246178374485,6,6,0,263022.25,10,8,496330.41722039256,10,1.0,3,0.04134125538941448,0.0,0.0,0.04134125538941448,20507.762530000065,0,0.0880507559235055,0,0,NO_ACTION_CONFIRMED,483118.08530288,0.0,36
vls_mom_contrarian_v1,2022-03-10,2022-03-09,20520.625302880006,471589.87,492110.49530288,0.9842209906057601,10,0.958300776962194,10,6,0,462597.45999999996,10,0,483118.08530288,10,1.0,3,0.04192269580171696,0.0,0.0,0.04192269580171696,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,492110.49530288,0.0,36
vls_mom_contrarian_v1,2022-03-11,2022-03-10,20520.625302880006,477015.9,497536.52530288004,0.9950730506057601,10,0.958755540027161,10,6,0,471589.87,10,0,492110.49530288,10,1.0,3,0.04192880840165726,0.0,0.0,0.04192880840165726,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,497536.52530288004,0.0,36
vls_mom_contrarian_v1,2022-03-14,2022-03-11,20520.625302880006,468009.23,488529.85530288,0.97705971060576,10,0.9579951458848762,10,6,0,477015.9,10,0,497536.52530288004,10,1.0,4,0.04140662303641711,0.0,0.0,0.04140662303641711,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,488529.85530288,0.0,36
vls_mom_contrarian_v1,2022-03-15,2022-03-14,6344.144515180007,462290.32,468634.46451518004,0.9372689290303601,10,0.9864624883666137,9,5,0,420027.8900000001,10,2,488529.85530288,10,1.0,3,0.013029685433810112,0.0,0.0,0.013029685433810112,6147.662400000008,0,0.09000000000000012,0,0,NO_ACTION_CONFIRMED,468634.46451518004,0.0,40
vls_mom_contrarian_v1,2022-03-16,2022-03-15,6344.144515180007,480949.38,487293.52451518003,0.9745870490303601,10,0.986980856104148,10,5,0,462290.31999999995,10,0,468634.46451518004,10,1.0,4,0.013395640056402048,0.0,0.0,0.013395640056402048,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,487293.52451518003,0.0,40
vls_mom_contrarian_v1,2022-03-17,2022-03-16,4149.449532630017,489630.29000000004,493779.7395326301,0.9875594790652602,10,0.9915965577353223,9,4,0,438974.38000000006,10,2,487293.52451518003,10,1.0,2,0.008356333490162276,0.0,0.0,0.008356333490162276,3772.07160000001,0,0.07847900913601515,0,0,NO_ACTION_CONFIRMED,493779.7395326301,0.0,44
vls_mom_contrarian_v1,2022-03-18,2022-03-17,4149.449532630017,504142.65,508292.09953263006,1.0165841990652602,10,0.9918364862714856,10,4,0,489630.29,10,0,493779.7395326301,10,1.0,3,0.008369131654247004,0.0,0.0,0.008369131654247004,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,508292.09953263006,0.0,44
vls_mom_contrarian_v1,2022-03-21,2022-03-18,4149.449532630017,517296.29,521445.73953263,1.0428914790652601,10,0.9920424135858331,10,4,0,504142.65,10,0,508292.09953263006,10,1.0,3,0.008052968813941016,0.0,0.0,0.008052968813941016,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,521445.73953263,0.0,44
vls_mom_contrarian_v1,2022-03-22,2022-03-21,4149.449532630017,529141.32,533290.76953263,1.06658153906526,10,0.9922191611599305,10,4,0,517296.2899999999,10,0,521445.73953263,10,1.0,3,0.007827383590447259,0.0,0.0,0.007827383590447259,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,533290.76953263,0.0,44
vls_mom_contrarian_v1,2022-03-23,2022-03-22,4149.449532630017,539348.37,543497.81953263,1.08699563906526,10,0.9923652876175322,10,4,0,529141.3200000001,10,0,533290.76953263,10,1.0,4,0.007750454150481424,0.0,0.0,0.007750454150481424,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,543497.81953263,0.0,44
vls_mom_contrarian_v1,2022-03-24,2022-03-23,4149.449532630017,550202.3200000001,554351.7695326301,1.1087035390652602,10,0.9925147717375766,10,4,0,539348.37,10,0,543497.81953263,10,1.0,6,0.007516331824867329,0.0,0.0,0.007516331824867329,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,554351.7695326301,0.0,44
vls_mom_contrarian_v1,2022-03-25,2022-03-24,4946.509552330019,571790.23,576736.73955233,1.15347347910466,10,0.9914232799592938,9,3,0,503144.32000000007,10,2,554351.7695326301,10,1.0,5,0.008771911148553397,0.0,0.0,0.008771911148553397,4550.079600000005,0,0.09000000000000008,0,0,NO_ACTION_CONFIRMED,576736.73955233,0.0,48
vls_mom_contrarian_v1,2022-03-28,2022-03-25,4946.509552330019,585026.43,589972.9395523301,1.1799458791046602,10,0.9916157009572618,10,3,0,571790.23,10,0,576736.73955233,10,1.0,4,0.00845684750143491,0.0,0.0,0.00845684750143491,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,589972.9395523301,0.0,48
vls_mom_contrarian_v1,2022-03-29,2022-03-28,4946.509552330019,582203.48,587149.98955233,1.17429997910466,10,0.9915753902063399,10,3,0,585026.4299999999,10,0,589972.9395523301,10,1.0,5,0.008263743701097283,0.0,0.0,0.008263743701097283,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,587149.98955233,0.0,48
vls_mom_contrarian_v1,2022-03-30,2022-03-29,4946.509552330019,598555.2,603501.70955233,1.20700341910466,10,0.9918036527916395,10,3,0,582203.48,10,0,587149.98955233,10,1.0,6,0.008360052220560217,0.0,0.0,0.008360052220560217,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,603501.70955233,0.0,48
vls_mom_contrarian_v1,2022-03-31,2022-03-30,4946.509552330019,620053.84,625000.34955233,1.25000069910466,10,0.9920855891426732,10,3,0,598555.2,10,0,603501.70955233,10,1.0,6,0.007992419901020838,0.0,0.0,0.007992419901020838,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,625000.34955233,0.0,48
vls_mom_contrarian_v1,2022-04-01,2022-03-31,4946.509552330019,627985.2,632931.70955233,1.2658634191046598,10,0.9921847657848765,10,3,0,620053.8400000001,10,0,625000.34955233,10,1.0,6,0.007933689585297783,0.0,0.0,0.007933689585297783,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,632931.70955233,0.0,48
vls_mom_contrarian_v1,2022-04-06,2022-04-01,4946.509552330019,626623.2,631569.70955233,1.2631394191046599,10,0.9921679119857787,10,3,0,627985.2,10,0,632931.70955233,10,1.0,6,0.007863179941161508,0.0,0.0,0.007863179941161508,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,631569.70955233,0.0,48
vls_mom_contrarian_v1,2022-04-07,2022-04-06,4946.509552330019,620559.03,625505.53955233,1.25101107910466,10,0.9920919812223082,10,3,0,626623.2,10,0,631569.70955233,10,1.0,6,0.00788177490481252,0.0,0.0,0.00788177490481252,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,625505.53955233,0.0,48
vls_mom_contrarian_v1,2022-04-08,2022-04-07,6107.684351222524,635605.7100000001,641713.3943512226,1.283426788702445,10,0.9904822239881756,9,6,0,564766.4800000001,10,2,625505.53955233,10,1.0,4,0.00977703620893605,0.0,0.0,0.00977703620893605,5420.805390000009,0,0.09000000000000014,0,0,NO_ACTION_CONFIRMED,641713.3943512226,0.0,52
vls_mom_contrarian_v1,2022-04-11,2022-04-08,5021.690190537527,649468.33,654490.0201905374,1.308980040381075,10,0.992327323510486,9,5,0,584796.5200000001,10,2,641713.3943512226,10,1.0,3,0.00784231830645459,0.0,0.0,0.00784231830645459,5345.500930000002,0,0.09406787262872632,0,0,NO_ACTION_CONFIRMED,654490.0201905374,0.0,56
vls_mom_contrarian_v1,2022-04-12,2022-04-11,10012.506905162518,629956.45,639968.9569051624,1.2799379138103248,10,0.9843546990879337,8,3,0,546265.22,10,4,654490.0201905374,10,1.0,3,0.01510059212211652,0.0,0.0,0.01510059212211652,9760.593809999991,0,0.0913804280405167,0,0,NO_ACTION_CONFIRMED,639968.9569051624,0.0,64
vls_mom_contrarian_v1,2022-04-13,2022-04-12,10012.506905162518,608065.02,618077.5269051625,1.236155053810325,10,0.9838005647037563,10,3,0,629956.4500000001,10,0,639968.9569051624,10,1.0,4,0.01614474048519207,0.0,0.0,0.01614474048519207,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,618077.5269051625,0.0,64
vls_mom_contrarian_v1,2022-04-14,2022-04-13,91714.09390926252,522625.94,614340.0339092625,1.228680067818525,10,0.8507111878650438,9,3,0,433365.54,10,2,618077.5269051625,10,1.0,5,0.15000620675580212,0.0,0.0,0.15000620675580212,8449.933800000028,0,0.0914495000000003,0,0,NO_ACTION_CONFIRMED,614340.0339092625,0.0,68
vls_mom_contrarian_v1,2022-04-15,2022-04-14,91714.09390926252,518814.55,610528.6439092625,1.221057287818525,10,0.8497792121234312,10,3,0,522625.94,10,0,614340.0339092625,10,1.0,4,0.14953075967676896,0.0,0.0,0.14953075967676896,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,610528.6439092625,0.0,68
vls_mom_contrarian_v1,2022-04-18,2022-04-15,54278.496566447546,564512.51,618791.0065664476,1.2375820131328952,10,0.9122829905566525,9,3,0,473367.75,10,2,610528.6439092625,10,1.0,4,0.08891245535454402,0.0,0.0,0.08891245535454402,8159.4463800000085,0,0.08949116412213749,0,0,NO_ACTION_CONFIRMED,618791.0065664476,0.0,72
vls_mom_contrarian_v1,2022-04-19,2022-04-18,23914.05021308754,597576.64,621490.6902130876,1.2429813804261751,10,0.9615214667095202,9,2,0,510348.83,10,2,618791.0065664476,10,1.0,3,0.03875691626095716,0.0,0.0,0.03875691626095716,8678.894400000005,0,0.09394764968459882,0,0,NO_ACTION_CONFIRMED,621490.6902130876,0.0,76
vls_mom_contrarian_v1,2022-04-20,2022-04-19,23914.05021308754,590900.15,614814.2002130876,1.2296284004261753,10,0.961103614384965,10,2,0,597576.64,10,0,621490.6902130876,10,1.0,4,0.03842559482604248,0.0,0.0,0.03842559482604248,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,614814.2002130876,0.0,76
vls_mom_contrarian_v1,2022-04-21,2022-04-20,23914.05021308754,571617.27,595531.3202130876,1.1910626404261753,10,0.9598441771214806,10,2,0,590900.1499999999,10,0,614814.2002130876,10,1.0,5,0.0388506884534335,0.0,0.0,0.0388506884534335,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,595531.3202130876,0.0,76
vls_mom_contrarian_v1,2022-04-22,2022-04-21,23914.05021308754,559788.12,583702.1702130876,1.1674043404261751,10,0.9590303900971321,10,2,0,571617.27,10,0,595531.3202130876,10,1.0,4,0.04085954015699926,0.0,0.0,0.04085954015699926,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,583702.1702130876,0.0,76
vls_mom_contrarian_v1,2022-04-25,2022-04-22,23914.05021308754,512779.66,536693.7102130875,1.073387420426175,10,0.9554419033463374,10,2,0,559788.12,10,0,583702.1702130876,10,1.0,3,0.04173552508463881,0.0,0.0,0.04173552508463881,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,536693.7102130875,0.0,76
vls_mom_contrarian_v1,2022-04-26,2022-04-25,23914.05021308754,498517.26,522431.31021308753,1.044862620426175,10,0.9542254651557283,10,3,0,512779.66000000003,10,0,536693.7102130875,10,1.0,3,0.0444851267630144,0.0,0.0,0.0444851267630144,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,522431.31021308753,0.0,76
vls_mom_contrarian_v1,2022-04-27,2022-04-26,23914.05021308754,513767.48,537681.5302130876,1.075363060426175,10,0.9555237647765021,10,3,0,498517.26,10,0,522431.31021308753,10,1.0,3,0.04601655296117549,0.0,0.0,0.04601655296117549,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,537681.5302130876,0.0,76
vls_mom_contrarian_v1,2022-04-28,2022-04-27,23914.05021308754,508664.75,532578.8002130876,1.0651576004261751,10,0.9550976302407842,10,3,0,513767.4799999999,10,0,537681.5302130876,10,1.0,3,0.044255217388739096,0.0,0.0,0.044255217388739096,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,532578.8002130876,0.0,76
vls_mom_contrarian_v1,2022-04-29,2022-04-28,23914.05021308754,533209.05,557123.1002130876,1.1142462004261753,10,0.957075823630467,10,3,0,508664.75,10,0,532578.8002130876,10,1.0,3,0.04438444039211265,0.0,0.0,0.04438444039211265,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,557123.1002130876,0.0,76
vls_mom_contrarian_v1,2022-05-05,2022-04-29,23914.05021308754,529369.31,553283.3602130876,1.1065667204261753,10,0.9567779334555128,10,3,0,533209.05,10,0,557123.1002130876,10,1.0,4,0.04258687569775229,0.0,0.0,0.04258687569775229,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,553283.3602130876,0.0,76
vls_mom_contrarian_v1,2022-05-06,2022-05-05,23914.05021308754,519617.91000000003,543531.9602130876,1.0870639204261752,10,0.9560024948602612,10,3,0,529369.3099999999,10,0,553283.3602130876,10,1.0,4,0.04439986104069551,0.0,0.0,0.04439986104069551,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,543531.9602130876,0.0,76
vls_mom_contrarian_v1,2022-05-09,2022-05-06,23914.05021308754,523291.45,547205.5002130875,1.0944110004261751,10,0.9562978621308171,10,3,0,519617.91,10,0,543531.9602130876,10,1.0,4,0.04440092694701203,0.0,0.0,0.04440092694701203,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,547205.5002130875,0.0,76
vls_mom_contrarian_v1,2022-05-10,2022-05-09,23914.05021308754,527166.0499999999,551080.1002130875,1.102160200426175,10,0.9566051283582174,10,3,0,523291.45,10,0,547205.5002130875,10,1.0,4,0.044214635449332094,0.0,0.0,0.044214635449332094,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,551080.1002130875,0.0,76
vls_mom_contrarian_v1,2022-05-11,2022-05-10,23914.05021308754,528087.11,552001.1602130876,1.104002320426175,10,0.9566775363228293,10,4,0,527166.0499999999,10,0,551080.1002130875,10,1.0,5,0.04335430074675927,0.0,0.0,0.04335430074675927,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,552001.1602130876,0.0,76
vls_mom_contrarian_v1,2022-05-12,2022-05-11,23914.05021308754,534063.54,557977.5902130876,1.1159551804261751,10,0.957141557954048,10,5,0,528087.11,10,0,552001.1602130876,10,1.0,5,0.04347990945460139,0.0,0.0,0.04347990945460139,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,557977.5902130876,0.0,76
vls_mom_contrarian_v1,2022-05-13,2022-05-12,10483.493002107549,550555.53,561039.0230021076,1.1220780460042152,10,0.9813141464812721,8,5,0,432468.01999999996,10,4,557977.5902130876,10,1.0,2,0.01880288647532721,0.0,0.0,0.01880288647532721,10144.384560000006,0,0.08168586864047808,0,0,NO_ACTION_CONFIRMED,561039.0230021076,0.0,84
vls_mom_contrarian_v1,2022-05-16,2022-05-13,5239.646246652555,559614.02,564853.6662466526,1.1297073324933051,10,0.990723887336221,9,4,0,505227.17,10,2,561039.0230021076,10,1.0,2,0.009278096062606857,0.0,0.0,0.009278096062606857,4676.249330000006,0,0.08379173828125011,0,0,NO_ACTION_CONFIRMED,564853.6662466526,0.0,88
vls_mom_contrarian_v1,2022-05-17,2022-05-16,8163.884440645081,551237.34,559401.2244406451,1.1188024488812902,10,0.9854060304411948,9,4,0,484002.77,10,2,564853.6662466526,10,1.0,1,0.014456032333189156,0.0,0.0,0.014456032333189156,7790.150940000021,0,0.09748013771186466,0,0,NO_ACTION_CONFIRMED,559401.2244406451,0.0,92
vls_mom_contrarian_v1,2022-05-18,2022-05-17,8163.884440645081,568587.1799999999,576751.064440645,1.1535021288812901,10,0.9858450465998485,10,4,0,551237.34,10,0,559401.2244406451,10,1.0,1,0.014577214137992511,0.0,0.0,0.014577214137992511,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,576751.064440645,0.0,92
vls_mom_contrarian_v1,2022-05-19,2022-05-18,8163.884440645081,576448.79,584612.6744406451,1.1692253488812903,10,0.9860353960877494,10,5,0,568587.1799999999,10,0,576751.064440645,10,1.0,3,0.014297849826445051,0.0,0.0,0.014297849826445051,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,584612.6744406451,0.0,92
vls_mom_contrarian_v1,2022-05-20,2022-05-19,10248.783977365078,575036.28,585285.0639773651,1.1705701279547303,10,0.9824892439459868,9,5,0,493920.63,10,2,584612.6744406451,10,1.0,2,0.017525679762261083,0.0,0.0,0.017525679762261083,7419.570840000015,0,0.08481864387789417,0,0,NO_ACTION_CONFIRMED,585285.0639773651,0.0,96
vls_mom_contrarian_v1,2022-05-23,2022-05-20,10248.783977365078,585522.3300000001,595771.1139773652,1.1915422279547303,10,0.9827974473133746,10,5,0,575036.28,10,0,585285.0639773651,10,1.0,2,0.017531499045482044,0.0,0.0,0.017531499045482044,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,595771.1139773652,0.0,96
vls_mom_contrarian_v1,2022-05-24,2022-05-23,10248.783977365078,576692.44,586941.2239773651,1.17388244795473,10,0.9825386536867952,10,5,0,585522.33,10,0,595771.1139773652,10,1.0,3,0.017281441739068155,0.0,0.0,0.017281441739068155,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,586941.2239773651,0.0,96
vls_mom_contrarian_v1,2022-05-25,2022-05-24,11884.339615182573,594133.08,606017.4196151826,1.212034839230365,10,0.9803894422329822,9,4,0,520936.14999999997,10,2,586941.2239773651,10,1.0,2,0.020157796267867345,0.0,0.0,0.020157796267867345,6259.936759999997,0,0.09508568461138996,0,0,NO_ACTION_CONFIRMED,606017.4196151826,0.0,100
vls_mom_contrarian_v1,2022-05-26,2022-05-25,11884.339615182573,600134.79,612019.1296151826,1.2240382592303654,10,0.9805817513863413,10,4,0,594133.0800000001,10,0,606017.4196151826,10,1.0,2,0.019563574578277794,0.0,0.0,0.019563574578277794,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,612019.1296151826,0.0,100
vls_mom_contrarian_v1,2022-05-27,2022-05-26,11884.339615182573,598956.08,610840.4196151826,1.221680839230365,10,0.9805442809061825,10,4,0,600134.79,10,0,612019.1296151826,10,1.0,3,0.01953770517715653,0.0,0.0,0.01953770517715653,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,610840.4196151826,0.0,100
vls_mom_contrarian_v1,2022-05-30,2022-05-27,10164.111810852584,611684.13,621848.2418108525,1.243696483621705,10,0.9836549963038342,9,3,0,518870.83999999997,10,2,610840.4196151826,10,1.0,2,0.016684874627594357,0.0,0.0,0.016684874627594357,8326.059000000008,0,0.09114459770114952,0,0,NO_ACTION_CONFIRMED,621848.2418108525,0.0,104
vls_mom_contrarian_v1,2022-05-31,2022-05-30,10164.111810852584,622939.95,633104.0618108525,1.266208123621705,10,0.9839455905846183,10,3,0,611684.1299999999,10,0,621848.2418108525,10,1.0,3,0.016211163524161264,0.0,0.0,0.016211163524161264,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,633104.0618108525,0.0,104
vls_mom_contrarian_v1,2022-06-01,2022-05-31,10164.111810852584,619418.87,629582.9818108525,1.259165963621705,10,0.9838558028020107,10,3,0,622939.9500000001,10,0,633104.0618108525,10,1.0,2,0.016345017889837284,0.0,0.0,0.016345017889837284,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,629582.9818108525,0.0,104
vls_mom_contrarian_v1,2022-06-02,2022-06-01,10164.111810852584,612710.09,622874.2018108525,1.245748403621705,10,0.983681918786646,10,3,0,619418.87,10,0,629582.9818108525,10,1.0,3,0.016352416146267583,0.0,0.0,0.016352416146267583,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,622874.2018108525,0.0,104
vls_mom_contrarian_v1,2022-06-06,2022-06-02,10164.111810852584,618341.86,628505.9718108525,1.257011943621705,10,0.9838281380500369,10,3,0,612710.09,10,0,622874.2018108525,10,1.0,4,0.01636830526922707,0.0,0.0,0.01636830526922707,0.0,0,0.0,0,0,NO_ACTION_CONFIRMED,628505.9718108525,0.0,104
