false_positive_type,days,active_role_top,market_liquidity_bucket_top,champion_score_pctile_252_mean,champion_score_pctile_252_p25,champion_score_pctile_252_p50,champion_score_pctile_252_p75,champion_score_z_252_mean,champion_score_z_252_p25,champion_score_z_252_p50,champion_score_z_252_p75,governed_nav_ret_10d_mean,governed_nav_ret_10d_p25,governed_nav_ret_10d_p50,governed_nav_ret_10d_p75,governed_nav_drawdown_20d_mean,governed_nav_drawdown_20d_p25,governed_nav_drawdown_20d_p50,governed_nav_drawdown_20d_p75,avg_vol_20_mean,avg_vol_20_p25,avg_vol_20_p50,avg_vol_20_p75,top_industry_weight_mean,top_industry_weight_p25,top_industry_weight_p50,top_industry_weight_p75,pattern_top5_high_risk_count_mean,pattern_top5_high_risk_count_p25,pattern_top5_high_risk_count_p50,pattern_top5_high_risk_count_p75,bearish_minus_bullish_mean,bearish_minus_bullish_p25,bearish_minus_bullish_p50,bearish_minus_bullish_p75,recovery_streak_mean,recovery_streak_p25,recovery_streak_p50,recovery_streak_p75
benign_false_positive,60,,,0.39072989945912284,0.08,0.2619047619047619,0.6111111111111112,-0.43910834115615194,-1.3886421081190252,-0.8595366385161011,0.27460206420986,-0.012816164832401136,-0.0345226894104283,-0.0022672149364057,0.015151919415817425,-0.06966862190353577,-0.1001967891109837,-0.0613579804898968,-0.0381845049250432,,,,,0.13799759847136117,0.07835283985190558,0.12586103028509166,0.15990752702593708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
borderline_false_positive,48,,,0.1350446392633295,0.0,0.0263157894736842,0.1371681415929203,-1.4010549535114691,-1.97238599735442,-1.7699255761947863,-1.269758865619429,-0.021928300660529077,-0.04776182274170572,-0.02900400675146675,-0.000882232851019675,-0.07942777929247496,-0.08918788069680515,-0.0769953027621347,-0.05611461641887847,,,,,0.1118114622764959,0.06287861697149988,0.1070095500612652,0.13957968041531646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
dangerous_false_positive,26,,,0.6174224905418964,0.5257936507936508,0.6468253968253967,0.6924603174603174,0.34017251028679035,-0.019249776166380697,0.35883341707561045,0.6374825452199031,0.026303813223342465,-0.01488484869336705,0.00555879316074525,0.05844980804677795,-0.045378578714817035,-0.05493845012540178,-0.04378240494477845,-0.0249420318424996,,,,,0.08912470668987757,0.05965308415227573,0.08238265031275975,0.1034674510952173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
