nav
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.908999
0.903001
0.897699
0.888313
0.897031
0.889689
0.897311
0.8974690000000001
0.8923710000000001
0.8804430000000001
0.9284640000000002
0.9272185648565332
0.9284101539408576
0.9256945565532285
0.9243907073770844
0.9279876195296085
0.926159929715311
0.9252601048421584
0.924231993837425
0.9252470721738357
0.9444003876463591
0.9446390643374906
0.9318520436904829
0.9276360668996991
0.9298273032793796
0.9232303774114325
0.9215256825794889
0.9190896218803535
0.911069411450265
0.9139913130944254
0.8966653355130308
0.9135532543798082
0.9150534504007178
0.9073883179312197
0.9131746367516225
0.9022690805539137
0.8900471229667348
0.8902956719546548
0.8954652370395277
0.9149400285942715
0.928132437411386
0.919159724182716
0.9136947363658641
0.9085969095239297
0.9048474692765468
0.9022110160476362
0.8983155273168725
0.9085519515360961
0.9111554354835913
0.9192563548542174
0.9155905038177622
0.9107284156157346
0.9047770306984511
0.9165989021964858
0.916897621610039
0.925370338107684
0.9375996042898558
0.9205751237011781
0.9307304346365916
0.9372088852812296
0.959723333537546
0.9520304716687956
0.9524581701186928
0.9429905154417519
0.9541395313513726
0.9643408284115147
0.9592880450592888
0.9529417216921787
0.9515099881635614
0.9558679804071973
0.9728655984671529
0.9589816998972495
0.9588587666749415
0.9512682681137865
0.9309452863827493
0.9324114888626972
0.9269274026075234
0.9165344922002033
0.9294920193903892
0.9350068534825959
0.9317634746147061
0.9240302674695049
0.9150127945836938
0.9084165581118653
0.9046128521559819
0.9096379541809901
0.905455888470943
0.9029388421025517
0.9146593279474826
0.9149895434047409
0.9281600259354329
0.9183320617058949
0.9224316254443956
0.9183659316685432
0.9127714817373307
0.914194902644593
0.9161134847619639
0.9186159114631518
0.926003318229184
0.9226562873946907
0.9232072277930394
0.9263675537734403
0.920648718825882
0.9296478238820723
0.9240297221318554
0.9340141678782521
0.9254107932466475
0.9237286090071248
0.9359022283379866
0.9393869566115988
0.947518689401476
0.9260769512727184
0.92149988839596
0.9104206669985271
0.9084426535262937
0.9228637363937949
0.8907270860363754
0.8887850288605209
0.8682545100380298
0.8714020746605277
0.8598983072324347
0.8722043775541722
0.8739528293612153
0.8768458887018857
0.8771475555302097
0.8750635520208111
0.8754324889771707
0.8745840278001011
