nav
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.908999
0.903001
0.897699
0.888313
0.897031
0.889689
0.897311
0.8974690000000001
0.8923710000000001
0.8804430000000001
0.9462230000000001
0.9447350000000001
0.9459490000000002
0.9425610000000001
0.9413570000000001
0.9453530000000001
0.9436030000000001
0.9425850000000001
0.9415630000000001
0.942503
0.96199
0.961687
0.948649
0.945117
0.947237
0.940591
0.938761
0.936227
0.928043
0.9310729999999999
0.9126569999999999
0.9295669999999999
0.931109
0.923349
0.929189
0.918179
0.905893
0.906127
0.9114429999999999
0.9312009999999997
0.9450239999999998
0.9359539999999997
0.9304419999999998
0.9250379999999998
0.9212459999999998
0.9185119999999998
0.9146699999999998
0.9250319999999997
0.9277339999999997
0.9358439999999997
0.9326589999999997
0.9273039999999997
0.9209619999999996
0.9331879999999998
0.9335979999999997
0.9423559999999997
0.9552279999999999
0.9373099999999999
0.9477839999999998
0.9545979999999998
0.9778549999999999
0.9702519999999999
0.9702899999999999
0.9607599999999998
0.971434
0.9816640000000001
0.9764480000000001
0.9699620000000001
0.9685620000000001
0.973036
0.977956
0.968723
0.968607
0.963832
0.948328
0.9519160000000001
0.9449960000000001
0.9366740000000001
0.9485740000000001
0.955332
0.947417
0.937276
0.92612
0.92089
0.916852
0.921836
0.916912
0.913814
0.923628
0.923174
0.943998
0.934792
0.938148
0.934376
0.928148
0.929318
0.9314159999999999
0.932478
0.93853
0.935866
0.934036
0.9359840000000001
0.9313720000000001
0.9427140000000002
0.9379900000000001
0.9483620000000001
0.9412360000000001
0.9406500000000001
0.9494520000000002
0.9530500000000002
0.9660540000000001
0.9486030000000001
0.9449730000000001
0.9358270000000001
0.9312340000000001
0.9436680000000001
0.9170740000000001
0.9163580000000001
0.8982340000000001
0.9001260000000002
0.9042010000000001
0.9177390000000001
0.9205250000000003
0.9236290000000004
0.9243240000000003
0.9223960000000002
0.9226140000000002
0.9222240000000002
0.9231240000000001
0.9244780000000002
0.9351800000000003
0.9413780000000004
0.9330320000000003
0.9354620000000003
0.9251380000000003
0.9245740000000003
0.9385800000000004
0.9306040000000004
0.9289460000000005
0.9300460000000005
0.9329210000000004
0.9204430000000005
0.9165810000000004
0.9175110000000003
0.9193930000000005
0.9235270000000004
