strategy,window,requested_window,requested_window_days,actual_start,actual_end,actual_trading_days,coverage_ratio,coverage_status,window_start,window_end,trading_days,initial_cash,window_start_equity,window_end_equity,total_return,max_drawdown,annualized_volatility,daily_win_rate,avg_gross_exposure,avg_position_count
vls_mom_contrarian_v1_frozen,3m,3m,63,2024-09-30,2024-12-31,62,0.9841269841269841,PASS,2024-09-30,2024-12-31,62,500000.0,429274.65102100006,675520.56032175,0.5736325420452177,-0.17098388217296567,0.6894320997195749,0.5645161290322581,0.9801557940824236,10.483870967741936
vls_mom_contrarian_v1_frozen,6m,6m,126,2024-07-01,2024-12-31,125,0.9920634920634921,PASS,2024-07-01,2024-12-31,125,500000.0,288717.65102100006,675520.56032175,1.3397272661816428,-0.17098388217296567,0.5835831307608038,0.592,0.9750377324400507,10.24
vls_mom_contrarian_v1_frozen,1y,1y,252,2024-01-03,2024-12-31,241,0.9563492063492064,PASS,2024-01-03,2024-12-31,241,500000.0,499560.82381975005,675520.56032175,0.3522288540493903,-0.42205706041277924,0.5996175782086783,0.5145228215767634,0.9661725954273677,10.12448132780083
vls_mom_contrarian_v1_frozen,3y,3y,756,2024-01-03,2024-12-31,241,0.3187830687830688,INSUFFICIENT_COVERAGE,2024-01-03,2024-12-31,241,500000.0,499560.82381975005,675520.56032175,0.3522288540493903,-0.42205706041277924,0.5996175782086783,0.5145228215767634,0.9661725954273677,10.12448132780083
