strategy,window,window_start,window_end,trading_days,initial_cash,window_start_equity,window_end_equity,total_return,max_drawdown,annualized_volatility,daily_win_rate,avg_gross_exposure,avg_position_count
production_governed_vol_position_v1_2b_dynamic_score,3m,2026-04-01,2026-07-01,61,500000.0,547781.1987775001,764950.1364650002,0.396451974204596,-0.08104037872950298,0.38521934844012345,0.5737704918032787,0.6552019995997616,4.819672131147541
production_governed_vol_position_v1_2b_dynamic_score,6m,2026-01-05,2026-07-01,117,500000.0,507526.9692374999,764950.1364650002,0.5072108140661935,-0.10330587514541012,0.3625128003734904,0.5213675213675214,0.6415340181060427,4.880341880341881
production_governed_vol_position_v1_2b_dynamic_score,1y,2025-09-02,2026-07-01,198,500000.0,492830.0016975,764950.1364650002,0.5521582164848156,-0.13123225966172847,0.32696612791670093,0.5252525252525253,0.6086683471081944,4.883838383838384
production_governed_vol_position_v1_2b_dynamic_score,3y,2025-09-02,2026-07-01,198,500000.0,492830.0016975,764950.1364650002,0.5521582164848156,-0.13123225966172847,0.32696612791670093,0.5252525252525253,0.6086683471081944,4.883838383838384
production_governed_vol_position_v1_2b_execution_safe_uplift,3m,2026-04-01,2026-07-01,61,500000.0,547781.1987775001,764950.1364650002,0.396451974204596,-0.08104037872950298,0.38521934844012345,0.5737704918032787,0.6552019995997616,4.819672131147541
production_governed_vol_position_v1_2b_execution_safe_uplift,6m,2026-01-05,2026-07-01,117,500000.0,507526.9692374999,764950.1364650002,0.5072108140661935,-0.10330587514541012,0.3625128003734904,0.5213675213675214,0.6415340181060427,4.880341880341881
production_governed_vol_position_v1_2b_execution_safe_uplift,1y,2025-09-02,2026-07-01,198,500000.0,492830.0016975,764950.1364650002,0.5521582164848156,-0.13123225966172847,0.32696612791670093,0.5252525252525253,0.6086683471081944,4.883838383838384
production_governed_vol_position_v1_2b_execution_safe_uplift,3y,2025-09-02,2026-07-01,198,500000.0,492830.0016975,764950.1364650002,0.5521582164848156,-0.13123225966172847,0.32696612791670093,0.5252525252525253,0.6086683471081944,4.883838383838384
adaptive_market_style,3m,2026-04-01,2026-07-01,61,500000.0,573809.8062100002,652626.767795,0.13735729283816878,-0.05242542413235618,0.23135363948155763,0.6065573770491803,0.42329770914105236,4.655737704918033
adaptive_market_style,6m,2026-01-05,2026-07-01,117,500000.0,515994.58555500023,652626.767795,0.2647938293636145,-0.14502457957036397,0.2876476219884417,0.5726495726495726,0.422606802559634,4.666666666666667
adaptive_market_style,1y,2025-09-02,2026-07-01,198,500000.0,494109.972835,652626.767795,0.32081278192078533,-0.1450245795703642,0.2686074402262653,0.5505050505050505,0.38838473989613026,4.595959595959596
adaptive_market_style,3y,2025-09-02,2026-07-01,198,500000.0,494109.972835,652626.767795,0.32081278192078533,-0.1450245795703642,0.2686074402262653,0.5505050505050505,0.38838473989613026,4.595959595959596
baseline_full_liquidity_detail_vol_position,3m,2026-04-01,2026-07-01,61,500000.0,692973.5558425,1080320.4881174997,0.5589635116798548,-0.1759629734982382,0.5984719192568536,0.5737704918032787,0.687985815506578,5.016393442622951
baseline_full_liquidity_detail_vol_position,6m,2026-01-05,2026-07-01,117,500000.0,566973.5133875,1080320.4881174997,0.9054161483891947,-0.1759629734982383,0.5294208038049303,0.5726495726495726,0.6917887438666404,4.9914529914529915
baseline_full_liquidity_detail_vol_position,1y,2025-09-02,2026-07-01,198,500000.0,492830.0016975,1080320.4881174997,1.1920753290109203,-0.1759629734982383,0.4563605839700779,0.5707070707070707,0.6898465340372347,4.984848484848484
baseline_full_liquidity_detail_vol_position,3y,2025-09-02,2026-07-01,198,500000.0,492830.0016975,1080320.4881174997,1.1920753290109203,-0.1759629734982383,0.4563605839700779,0.5707070707070707,0.6898465340372347,4.984848484848484
