rank,signal_date,strategy,symbol,name,industry,industry_key,candidate_pool,candidate_pool_role,sort_col,rank_score,position_weight,market_exposure_scale,effective_weight,latest_close,score,dynamic_factor_score,dynamic_ic_factor_score,liquidity_detail_score,s_liquidity,s_breakout,s_rs,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,is_bs_candidate,pool_type,bs_gate_label,market_amount_ratio_20,market_liquidity_bucket,index_bucket,vol_20,hist_mdd_20,selected_strategy,market_regime,market_regime_raw,target_position_ratio
1,2026-07-10,production_governed_vol_position,002371,北方华创,半导体,半导体,generic,research,liquidity_detail_score,95.7501840015495,0.2,0.5,0.10282740056959078,801.0,66.9,,,95.7501840015495,29.8,49.36,95.39,90.78055394150688,89.71528181289948,99.0703079604881,95.42901413906644,66.1,0,SCAN,可买,1.0419597359577994,normal_liquidity,index_neutral,0.04686074265626719,-0.14364522750598696,baseline_full_liquidity_detail,neutral,normal_risk_on,0.5
2,2026-07-10,production_governed_vol_position,603986,兆易创新,半导体,半导体,generic,research,liquidity_detail_score,95.44473368196785,0.2,0.5,0.09483340120287688,612.0,47.29,,,95.44473368196785,29.99,49.36,95.58,91.76835173348829,84.09839240751501,99.86441991090452,95.09974820840597,61.55,0,BASE,可买,1.0419597359577994,normal_liquidity,index_neutral,0.0708596525363503,-0.27142857142857146,baseline_full_liquidity_detail,neutral,normal_risk_on,0.5
3,2026-07-10,production_governed_vol_position,688120,华海清科,半导体,半导体,generic,research,liquidity_detail_score,94.9616347085028,0.2,0.5,0.10271766642690781,324.6,59.56,,,94.9616347085028,29.38,49.36,99.77,92.5237265155917,88.16579508037962,97.05597520821227,95.00290528762348,65.87,0,SCAN,可买,1.0419597359577994,normal_liquidity,index_neutral,0.07577463470169876,-0.0563953488372092,baseline_full_liquidity_detail,neutral,normal_risk_on,0.5
4,2026-07-10,production_governed_vol_position,688347,华虹公司,半导体,半导体,generic,research,liquidity_detail_score,94.65639356963007,0.2,0.5,0.10363275933606535,369.87,65.86,,,94.65639356963007,29.69,49.36,99.57,88.26263800116212,89.79275614952546,98.87662211892311,91.16792562463684,65.77,0,SCAN,可买,1.0419597359577994,normal_liquidity,index_neutral,0.06232109831670386,-0.07647940074906368,baseline_full_liquidity_detail,neutral,normal_risk_on,0.5
5,2026-07-10,production_governed_vol_position,002384,东山精密,元器件,元器件,generic,research,liquidity_detail_score,94.40196010071662,0.2,0.5,0.0959887724645592,242.3,47.92,,,94.40196010071662,29.98,49.36,90.41,87.3329459616502,84.58260701142747,99.59325973271353,93.35657563432113,61.13,1,WATCH,可买,1.0419597359577994,normal_liquidity,index_neutral,0.059859258614121315,-0.12146482958665694,baseline_full_liquidity_detail,neutral,normal_risk_on,0.5
