signal_date,desired_role,active_role,selected_strategy,reason,switch_blocked,current_role_days_before,market_amount_ratio_20,index_bucket,market_bs_ratio,market_avg_score,market_liquidity_bucket,avg_vol_20,data_cutoff_date,completed_history_rule,attack_short_count,attack_short_avg_ret,industry_concentration_high,attack_drawdown_expanded,avg_s_liquidity,avg_relative_amount,avg_amount_ratio_5_20,avg_low_impact_cost,avg_amount_stability,median_hist_mdd_20,top_industry,top_industry_weight,industry_count,attack_count,attack_avg_ret,attack_win_rate,attack_max_drawdown,balanced_count,balanced_avg_ret,balanced_win_rate,balanced_max_drawdown,robust_count,robust_avg_ret,robust_win_rate,robust_max_drawdown,defensive_count,defensive_avg_ret,defensive_win_rate,defensive_max_drawdown,fallback_count,fallback_avg_ret,fallback_win_rate,fallback_max_drawdown,adaptive_position_scale,adaptive_position_reason,target_position_ratio,current_role_days_after
2026-04-29,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,22,1.1157371643608842,index_strong,0.031371,43.31858276434767,normal_liquidity,0.028513802827650245,2026-04-29,exit_date < signal_date,10,0.09977030162502214,0,1,15.002768038383465,50.00922679461155,50.00922679461155,49.99077320538845,50.00922679461155,-0.042501517911353925,,,0,20,0.034698898815563275,0.6,-0.28614505118163547,20,0.06193833121918463,0.75,-0.07725728355965111,20,0.054314684966105684,0.75,-0.07075166725269832,20,0.0680372128314354,0.7,-0.10079860888978565,20,0.0680372128314354,0.7,-0.10079860888978565,0.5,attack_completed_history_drawdown_cap_70pct,0.5,23
2026-04-30,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,23,1.161785594675291,index_strong,0.032496,43.535683161004435,normal_liquidity,0.028629639690031836,2026-04-30,exit_date < signal_date,10,0.11418557489019258,0,0,15.002769571639586,50.009231905465285,50.009231905465285,49.990768094534715,50.009231905465285,-0.04086738949124269,,,0,20,0.04675284293221823,0.65,-0.1953568976332145,20,0.07233799855217483,0.8,-0.01648992846069053,20,0.06470248391185217,0.8,-0.005776185595126604,20,0.06884764505814303,0.7,-0.10079860888978576,20,0.06884764505814303,0.7,-0.10079860888978576,1.0,attack_full_position,1.0,1
2026-05-06,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,1,1.3281717420843155,index_strong,0.035622,44.73181784796181,high_liquidity,0.02859188043221736,2026-05-06,exit_date < signal_date,10,0.12499163811846196,0,0,15.002754315093647,50.00918105031216,50.00918105031216,49.99081894968784,50.00918105031216,-0.029710326158916,,,0,20,0.06118379496687641,0.7,-0.09715215679293143,20,0.08193225265139518,0.85,-0.01648992846069053,20,0.07497417990663466,0.85,-0.005776185595126826,20,0.06541329929908346,0.65,-0.04133613841888595,20,0.06541329929908346,0.65,-0.04133613841888595,1.0,attack_full_position,1.0,2
2026-05-07,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,2,1.2571045587254766,index_strong,0.039831,44.73871328928047,high_liquidity,0.027959616517266583,2026-05-07,exit_date < signal_date,10,0.12881851554915774,0,0,15.002753303964758,50.00917767988253,50.00917767988253,49.99082232011747,50.00917767988253,-0.024353612521784973,,,0,20,0.0685454977924658,0.75,-0.09715215679293132,20,0.08644302841579124,0.9,-0.01648992846069053,20,0.07859607890236787,0.9,-0.005776185595126715,20,0.06693395151901316,0.65,-0.07214198429605223,20,0.06693395151901316,0.65,-0.07214198429605223,1.0,attack_full_position,1.0,3
2026-05-08,attack,attack,tiered_liquidity_then_bs_v2,attack_risk_on_and_attack_not_failed,0,3,1.1866552239964943,index_strong,0.044436,44.889520749173705,normal_liquidity,0.027947979602260094,2026-05-08,exit_date < signal_date,10,0.12411263746429539,0,0,15.002754315093647,50.00918105031216,50.00918105031216,49.99081894968784,50.00918105031216,-0.020469782115744906,,,0,20,0.07042286277214385,0.75,-0.07881029403701034,20,0.08853101066043059,0.9,-0.01648992846069064,20,0.08093559310753015,0.9,-0.005776185595126715,20,0.06704198366814569,0.7,-0.07214198429605234,20,0.06704198366814569,0.7,-0.07214198429605234,1.0,attack_full_position,1.0,4
2026-05-11,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,4,1.3445560281752933,index_strong,0.048875,45.720956353055286,high_liquidity,0.02672940352018124,2026-05-11,exit_date < signal_date,10,0.11490177486004194,1,0,15.002909796314258,50.00969932104753,50.00969932104753,49.99030067895247,50.00969932104753,-0.01523341523341537,,,0,20,0.0766010893926549,0.8,-0.07881029403701034,20,0.089121449036979,0.9,-0.01648992846069053,20,0.08403426690800161,0.9,-0.005776185595126715,20,0.06761844267376294,0.75,-0.07214198429605234,20,0.06761844267376294,0.75,-0.07214198429605234,0.5,defensive_reduce_to_50pct,0.5,1
2026-05-12,attack,defensive,baseline_full_liquidity,hold_min_state_3_days,1,1,1.2094511072095342,index_strong,0.046557,45.277629025999225,high_liquidity,0.02683222715164195,2026-05-12,exit_date < signal_date,10,0.10800055557009694,0,0,15.00291036088475,50.00970120294917,50.00970120294916,49.99029879705083,50.00970120294917,-0.03370787695664945,,,0,20,0.07806752976376449,0.8,-0.010948511290325813,20,0.08854962453631657,0.9,-0.016489928460690417,20,0.08336863915179826,0.9,-0.005776185595126715,20,0.06857274480465261,0.75,-0.07498739836364077,20,0.06857274480465261,0.75,-0.07498739836364077,0.5,defensive_reduce_to_50pct,0.5,2
2026-05-13,attack,defensive,baseline_full_liquidity,hold_min_state_3_days,1,2,1.1870649476166444,index_strong,0.045551,45.312723924001546,normal_liquidity,0.027037060879822158,2026-05-13,exit_date < signal_date,10,0.11603736411426573,0,0,15.002908103916246,50.00969367972082,50.009693679720826,49.99030632027918,50.00969367972082,-0.03023163308726945,,,0,20,0.08597696883888065,0.85,-0.010948511290325924,20,0.0995569107705024,0.9,-0.01648992846069053,20,0.09468261968427182,0.9,-0.005776185595126715,20,0.07205251194000971,0.8,-0.07498739836364099,20,0.07205251194000971,0.8,-0.07498739836364099,0.5,defensive_reduce_to_50pct,0.5,3
2026-05-14,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,3,1.2052662155513825,index_strong,0.038767,44.652020162853816,high_liquidity,0.02770514852554457,2026-05-14,exit_date < signal_date,10,0.10861270807157235,1,0,15.002908103916246,50.00969367972082,50.00969367972082,49.99030632027918,50.00969367972082,-0.05263157894736836,,,0,20,0.08994461647577012,0.85,-0.010948511290325924,20,0.10129012148752561,0.9,-0.01648992846069053,20,0.09628043084838891,0.9,-0.005776185595126715,20,0.07538201481021559,0.8,-0.07498739836364099,20,0.07538201481021559,0.8,-0.07498739836364099,0.5,defensive_reduce_to_50pct,0.5,4
2026-05-15,balanced,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,0,4,1.1762846008596137,index_neutral,0.032564,43.5430690189996,normal_liquidity,0.02806715422010439,2026-05-15,exit_date < signal_date,10,0.09952290651839998,0,0,15.002908103916246,50.00969367972082,50.00969367972082,49.99030632027918,50.00969367972082,-0.062179453459930034,,,0,20,0.08862088881232025,0.85,-0.010948511290325924,20,0.09356532942688342,0.85,-0.03388637644777892,20,0.09023437612689886,0.85,-0.008655010818043873,20,0.07821957343743169,0.8,-0.07498739836364088,20,0.07821957343743169,0.8,-0.07498739836364088,0.8,balanced_reduce_to_80pct,0.8,1
2026-05-18,attack,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_3_days,1,1,1.0101623958070693,index_neutral,0.029064,42.62829844961241,normal_liquidity,0.028313175992626945,2026-05-18,exit_date < signal_date,10,0.08660884007732857,0,0,15.002906976744185,50.00968992248062,50.00968992248062,49.99031007751938,50.00968992248062,-0.06382372552585314,,,0,20,0.09318957085117535,0.85,-0.010948511290325924,20,0.08851576418107159,0.8,-0.057479264263802676,20,0.08681766233112603,0.85,-0.008655010818043873,20,0.08039664501517398,0.8,-0.07498739836364077,20,0.08039664501517398,0.8,-0.07498739836364077,0.8,balanced_reduce_to_80pct,0.8,2
2026-05-19,attack,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_3_days,1,2,0.9992111728295799,index_neutral,0.029862,42.38742823894492,normal_liquidity,0.028603653984140574,2026-05-19,exit_date < signal_date,10,0.07497984295052525,0,0,15.002909231962763,50.00969743987587,50.00969743987587,49.99030256012412,50.00969743987587,-0.05633802816901401,,,0,20,0.0945827089203589,0.9,-0.010948511290325924,20,0.08696104876386165,0.75,-0.07253314374204389,20,0.08552448832553615,0.8,-0.008655010818043984,20,0.08168236429914232,0.8,-0.07498739836364099,20,0.08168236429914232,0.8,-0.07498739836364099,0.8,balanced_reduce_to_80pct,0.8,3
2026-05-20,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,3,1.0132792983993928,index_neutral,0.026545,41.38852131782946,normal_liquidity,0.029005226836440204,2026-05-20,exit_date < signal_date,10,0.067304793966632,0,0,15.002906976744185,50.00968992248062,50.00968992248062,49.99031007751938,50.00968992248062,-0.068295862607338,,,0,20,0.09614821604254697,0.9,-0.0009895979763751006,20,0.080377288311664,0.7,-0.0874387299617061,20,0.0805854383259245,0.75,-0.015769331961153155,20,0.07856867634822337,0.8,-0.07498739836364088,20,0.07856867634822337,0.8,-0.07498739836364088,1.0,attack_full_position,1.0,1
2026-05-21,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,1,1.175957155228334,index_neutral,0.019171,40.25922525663374,normal_liquidity,0.03021977847897981,2026-05-21,exit_date < signal_date,10,0.07274539459262855,0,0,15.002905287623475,50.00968429207825,50.00968429207824,49.99031570792175,50.00968429207825,-0.09668246445497641,,,0,20,0.10078195507089313,0.95,-0.0009895979763752116,20,0.08202413723452659,0.75,-0.08743872996170599,20,0.08156142984946027,0.8,-0.015769331961153155,20,0.07370274251117943,0.8,-0.0749873983636411,20,0.07370274251117943,0.8,-0.0749873983636411,1.0,attack_full_position,1.0,2
2026-05-22,defensive,attack,tiered_liquidity_then_bs_v2,hold_min_state_3_days,1,2,0.9699366631831262,index_neutral,0.01995,40.21764432390547,normal_liquidity,0.030794166075068397,2026-05-22,exit_date < signal_date,10,0.06534729671128206,1,0,15.002905850445563,50.00968616815188,50.00968616815188,49.99031383184812,50.00968616815188,-0.08321961481536644,,,0,20,0.09472996708778872,0.9,-0.0237740109771587,20,0.07735498951449818,0.7,-0.09290905056232768,20,0.07622078106610847,0.75,-0.02768863628555418,20,0.06500950884042526,0.8,-0.07498739836364099,20,0.06500950884042526,0.8,-0.07498739836364099,1.0,attack_full_position,1.0,3
2026-05-25,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,3,1.0617100477701853,index_neutral,0.020337,40.061177838047264,normal_liquidity,0.03128250672488026,2026-05-25,exit_date < signal_date,10,0.06556623565853872,0,0,15.002905850445563,50.00968616815188,50.00968616815188,49.99031383184812,50.00968616815188,-0.08665508893368529,,,0,20,0.09023400525929035,0.9,-0.023774010977158477,20,0.06952213104308824,0.65,-0.13256078687790063,20,0.06752923538635541,0.7,-0.09004967805976416,20,0.05857191875914303,0.8,-0.0749873983636411,20,0.05857191875914303,0.8,-0.0749873983636411,1.0,attack_full_position,1.0,4
2026-05-26,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,4,1.0662809659872674,index_neutral,0.019562,39.143016272762495,normal_liquidity,0.03154581413747075,2026-05-26,exit_date < signal_date,10,0.058352284988805334,0,0,15.002905850445563,50.00968616815188,50.00968616815189,49.99031383184812,50.00968616815188,-0.1015856613553412,,,0,20,0.08317642027945113,0.85,-0.02377401097715859,20,0.0684267103204222,0.65,-0.13256078687790085,20,0.0675020496279086,0.7,-0.09004967805976405,20,0.051523043646052605,0.8,-0.07498739836364088,20,0.051523043646052605,0.8,-0.07498739836364088,1.0,attack_full_position,1.0,5
2026-05-27,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,5,1.051517125115213,index_neutral,0.016466,38.0598372408448,normal_liquidity,0.0320366504066954,2026-05-27,exit_date < signal_date,10,0.048999306588686495,0,0,15.002906413485759,50.00968804495253,50.009688044952526,49.99031195504747,50.009688044952526,-0.11941008563273059,,,0,20,0.0825183353514761,0.85,-0.02377401097715859,20,0.07630748931745732,0.7,-0.13256078687790074,20,0.07767299814237885,0.75,-0.09004967805976416,20,0.04798039055048426,0.8,-0.0749873983636411,20,0.04798039055048426,0.8,-0.0749873983636411,1.0,attack_full_position,1.0,6
2026-05-28,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,6,0.9604919110208976,index_neutral,0.016854,37.71939159077698,normal_liquidity,0.03212130078807327,2026-05-28,exit_date < signal_date,10,0.04524459381173449,0,0,15.002906413485759,50.009688044952526,50.009688044952526,49.990311955047474,50.009688044952526,-0.11667913238593863,,,0,20,0.07692865094165342,0.85,-0.02377401097715859,20,0.07163077909345471,0.7,-0.13256078687790074,20,0.07512798897170138,0.75,-0.09004967805976405,20,0.046000375081039754,0.8,-0.07498739836364077,20,0.046000375081039754,0.8,-0.07498739836364077,1.0,attack_full_position,1.0,7
2026-05-29,attack,attack,tiered_liquidity_then_bs_v2,attack_default_with_enough_history,0,7,1.0604143873073542,index_neutral,0.01337,37.138480620155036,normal_liquidity,0.0333439622245153,2026-05-29,exit_date < signal_date,10,0.04191789255382522,0,0,15.002906976744185,50.00968992248062,50.00968992248062,49.99031007751938,50.00968992248062,-0.13803970196925824,,,0,20,0.07072039953611262,0.85,-0.02377401097715859,20,0.07061116050752442,0.7,-0.13256078687790074,20,0.07633414095121824,0.75,-0.09004967805976405,20,0.04965302035762929,0.8,-0.07406487426090513,20,0.04965302035762929,0.8,-0.07406487426090513,1.0,attack_full_position,1.0,8
2026-06-01,balanced,balanced,baseline_full_liquidity_detail_market_gate,balanced_rolling_performance_leads,0,8,0.9155053347580117,index_neutral,0.012202,36.73678419217357,normal_liquidity,0.03428531339649603,2026-06-01,exit_date < signal_date,10,0.030584025527451715,0,0,15.002905850445563,50.00968616815188,50.00968616815188,49.99031383184812,50.00968616815188,-0.12508833381114454,,,0,20,0.058596432802390144,0.8,-0.02377401097715859,20,0.06952120229175027,0.7,-0.13256078687790085,20,0.07637426238407806,0.75,-0.09004967805976405,20,0.05560985554588042,0.85,-0.07406487426090513,20,0.05560985554588042,0.85,-0.07406487426090513,0.8,balanced_reduce_to_80pct,0.8,1
2026-06-02,defensive,balanced,baseline_full_liquidity_detail_market_gate,hold_min_state_3_days,1,1,0.8882436884510434,index_neutral,0.013948,36.157833753148616,normal_liquidity,0.034376878126488174,2026-06-02,exit_date < signal_date,10,0.04049879488487458,1,0,15.002906413485759,50.009688044952526,50.009688044952526,49.990311955047474,50.009688044952526,-0.13815443880231137,,,0,20,0.0577393189176999,0.8,-0.02377401097715859,20,0.06308198436846563,0.7,-0.13256078687790074,20,0.07116395011722015,0.75,-0.09004967805976394,20,0.057443888226427285,0.85,-0.035102251470347734,20,0.057443888226427285,0.85,-0.035102251470347734,0.8,balanced_reduce_to_80pct,0.8,2
