signal_date,desired_role,active_role,selected_strategy,reason,switch_blocked,current_role_days_before,market_amount_ratio_20,index_bucket,market_bs_ratio,market_avg_score,market_liquidity_bucket,avg_vol_20,data_cutoff_date,completed_history_rule,attack_short_count,attack_short_avg_ret,industry_concentration_high,attack_drawdown_expanded,avg_s_liquidity,avg_relative_amount,avg_amount_ratio_5_20,avg_low_impact_cost,avg_amount_stability,median_hist_mdd_20,top_industry,top_industry_weight,industry_count,attack_count,attack_avg_ret,attack_win_rate,attack_max_drawdown,balanced_count,balanced_avg_ret,balanced_win_rate,balanced_max_drawdown,robust_count,robust_avg_ret,robust_win_rate,robust_max_drawdown,defensive_count,defensive_avg_ret,defensive_win_rate,defensive_max_drawdown,fallback_count,fallback_avg_ret,fallback_win_rate,fallback_max_drawdown,adaptive_position_scale,adaptive_position_reason,target_position_ratio,current_role_days_after
2026-03-30,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,1,0.8342235648479958,index_weak,0.011918,36.44182984965163,normal_liquidity,0.03175743195512024,2026-03-30,exit_date < signal_date,10,-0.0560356597983675,0,1,15.002750275027502,50.00916758342501,50.00916758342501,49.99083241657499,50.00916758342501,-0.10291361200428722,,,0,10,-0.0560356597983675,0.2,-0.4595459017881802,10,-0.03198909295194758,0.2,-0.1914040098076759,10,-0.030107797634665635,0.2,-0.17767213644877755,10,0.008147677448891494,0.6,-0.10206130807705516,10,0.008147677448891494,0.6,-0.10206130807705516,0.5,attack_completed_history_drawdown_cap_70pct,0.5,2
2026-03-31,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,2,0.8903237246045043,index_weak,0.014294,36.118841854498804,normal_liquidity,0.030703903087707284,2026-03-31,exit_date < signal_date,10,-0.06031431594578546,1,1,15.002748763056625,50.00916254352208,50.00916254352208,49.99083745647792,50.00916254352208,-0.11456818842686833,,,0,11,-0.05421375309258753,0.18181818181818182,-0.478999377369529,11,-0.03331895466176795,0.18181818181818182,-0.229098791405292,11,-0.032114856868233094,0.18181818181818182,-0.2205856854010877,11,0.009578575452967895,0.6363636363636364,-0.10206130807705516,11,0.009578575452967895,0.6363636363636364,-0.10206130807705516,0.5,attack_completed_history_drawdown_cap_70pct,0.5,3
2026-04-01,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,3,0.9060278258237635,index_neutral,0.015204,36.79739695915003,normal_liquidity,0.030956823874222897,2026-04-01,exit_date < signal_date,10,-0.07296245153623157,0,1,15.002747755999268,50.00915918666423,50.00915918666423,49.99084081333577,50.00915918666423,-0.1002661934338952,,,0,12,-0.058511470078808546,0.16666666666666666,-0.5341141351944301,12,-0.035143761551377564,0.16666666666666666,-0.2716653638629851,12,-0.03441248840163528,0.16666666666666666,-0.267106147437174,12,0.009771124759895769,0.6666666666666666,-0.10206130807705516,12,0.009771124759895769,0.6666666666666666,-0.10206130807705516,0.5,attack_completed_history_drawdown_cap_70pct,0.5,4
2026-04-02,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,4,0.8417290826818438,index_neutral,0.015571,36.06745191427001,normal_liquidity,0.03084391516680207,2026-04-02,exit_date < signal_date,10,-0.0741645968511023,1,1,15.002747755999268,50.00915918666423,50.00915918666423,49.99084081333577,50.00915918666423,-0.11575342465753424,,,0,13,-0.06268984456669363,0.15384615384615385,-0.5866801949861495,13,-0.03733731498416754,0.15384615384615385,-0.3180311148821302,13,-0.03708254523500842,0.15384615384615385,-0.317766135747365,13,0.011196950670309562,0.6923076923076923,-0.10206130807705516,13,0.011196950670309562,0.6923076923076923,-0.10206130807705516,0.5,attack_completed_history_drawdown_cap_70pct,0.5,5
2026-04-03,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,5,0.7656986440619561,index_weak,0.013919,35.32797435897436,low_liquidity,0.030876995003761284,2026-04-03,exit_date < signal_date,10,-0.07874964027808899,0,1,15.002747252747254,50.00915750915751,50.00915750915751,49.99084249084249,50.00915750915751,-0.13406895085620457,,,0,14,-0.06677726949015521,0.14285714285714285,-0.6362429407320384,14,-0.03570763416259095,0.14285714285714285,-0.32793451937333773,14,-0.034558746399072006,0.14285714285714285,-0.31895960942524715,14,0.005929511919396527,0.6428571428571429,-0.10206130807705516,14,0.005929511919396527,0.6428571428571429,-0.10206130807705516,0.5,attack_completed_history_drawdown_cap_70pct,0.5,6
2026-04-07,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,6,0.7632317291568522,index_neutral,0.015283,36.26585719814242,low_liquidity,0.0313154451434309,2026-04-07,exit_date < signal_date,10,-0.0676911269845479,0,1,15.002910216718268,50.00967492260062,50.00967492260062,49.99032507739938,50.00967492260062,-0.11693563539572832,,,0,15,-0.06148147364129519,0.2,-0.6362429407320384,15,-0.031626245743251215,0.2,-0.32793451937333773,15,-0.030450980335055205,0.2,-0.31895960942524715,15,0.005462115275476229,0.6,-0.10206130807705516,15,0.005462115275476229,0.6,-0.10206130807705516,0.5,attack_completed_history_drawdown_cap_70pct,0.5,7
2026-04-08,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,7,1.1511125888664717,index_neutral,0.020322,39.869943244232886,normal_liquidity,0.03264363174782929,2026-04-08,exit_date < signal_date,10,-0.06465212373711551,0,1,15.002746246796045,50.00915415598682,50.00915415598682,49.99084584401318,50.00915415598682,-0.07935462226686424,,,0,16,-0.06118884251167815,0.1875,-0.6525606344715373,16,-0.026873669815621927,0.25,-0.32793451937333773,16,-0.027958718099722644,0.25,-0.31895960942524715,16,0.004673002297946651,0.5625,-0.10206130807705516,16,0.004673002297946651,0.5625,-0.10206130807705516,0.5,attack_completed_history_drawdown_cap_70pct,0.5,8
2026-04-09,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,8,1.0177512229341976,index_neutral,0.025261,38.55231191652938,normal_liquidity,0.03272992339941993,2026-04-09,exit_date < signal_date,10,-0.060696938499295174,0,1,15.00274574409665,50.009152480322165,50.009152480322165,49.990847519677835,50.009152480322165,-0.08660844250363897,,,0,17,-0.055288926816785766,0.23529411764705882,-0.6525606344715373,17,-0.018177054432275477,0.29411764705882354,-0.32793451937333773,17,-0.022251333254849966,0.29411764705882354,-0.31895960942524715,17,0.0027771822141893017,0.5294117647058824,-0.10206130807705516,17,0.0027771822141893017,0.5294117647058824,-0.10206130807705516,0.5,attack_completed_history_drawdown_cap_70pct,0.5,9
2026-04-10,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,9,1.1111686380592476,index_neutral,0.026667,39.52276381909547,normal_liquidity,0.03285952992649205,2026-04-10,exit_date < signal_date,10,-0.06022040986343036,1,1,15.002899110939312,50.00966370313104,50.00966370313104,49.99033629686896,50.00966370313104,-0.06912862474877979,,,0,18,-0.05659566944013158,0.2222222222222222,-0.6674250698240205,18,-0.014309307898184465,0.3333333333333333,-0.32793451937333773,18,-0.018894879659801384,0.3333333333333333,-0.31895960942524715,18,0.0023212070613985794,0.5,-0.10206130807705516,18,0.0023212070613985794,0.5,-0.10206130807705516,0.5,attack_completed_history_drawdown_cap_70pct,0.5,10
2026-04-13,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,10,1.0344491761236385,index_neutral,0.032223,39.69116623947272,normal_liquidity,0.03269157091878549,2026-04-13,exit_date < signal_date,10,-0.05501890043490376,0,1,15.002746246796045,50.00915415598682,50.00915415598682,49.99084584401318,50.00915415598682,-0.07037247235885152,,,0,19,-0.05323216048921895,0.2631578947368421,-0.6674250698240205,19,-0.006865401679323625,0.3684210526315789,-0.32793451937333773,19,-0.011794059872857657,0.3684210526315789,-0.31895960942524715,19,0.005707159107474516,0.5263157894736842,-0.10206130807705516,19,0.005707159107474516,0.5263157894736842,-0.10206130807705516,0.5,attack_completed_history_drawdown_cap_70pct,0.5,11
2026-04-14,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,11,1.1446710783507479,index_neutral,0.037518,40.59606698389458,normal_liquidity,0.032700506044565855,2026-04-14,exit_date < signal_date,10,-0.034001435626324364,0,1,15.002745241581259,50.00915080527086,50.00915080527086,49.99084919472914,50.00915080527086,-0.0552624009691996,,,0,20,-0.04501854771234592,0.3,-0.6674250698240205,20,-0.0004916583571042035,0.4,-0.32793451937333773,20,-0.005591052698626911,0.4,-0.31895960942524715,20,0.009534528482997812,0.55,-0.10206130807705516,20,0.009534528482997812,0.55,-0.10206130807705516,0.5,attack_completed_history_drawdown_cap_70pct,0.5,12
2026-04-15,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,12,1.1546284544018286,index_neutral,0.039436,41.693894044856926,normal_liquidity,0.03248297688055864,2026-04-15,exit_date < signal_date,10,-0.030372503993895583,0,1,15.002900232018561,50.00966744006187,50.00966744006187,49.99033255993813,50.00966744006187,-0.05477056208960529,,,0,20,-0.045343409969840515,0.3,-0.6674250698240205,20,0.009311738287918068,0.45,-0.2644664885425565,20,0.004176568628818799,0.45,-0.2576488197740473,20,0.018860528304551573,0.6,-0.10079860888978553,20,0.018860528304551573,0.6,-0.10079860888978553,0.5,attack_completed_history_drawdown_cap_70pct,0.5,13
2026-04-16,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,13,1.1114514834431017,index_neutral,0.039428,42.51052387396095,normal_liquidity,0.03255995461127792,2026-04-16,exit_date < signal_date,10,-0.02067988902575612,0,1,15.002899671370578,50.00966557123526,50.00966557123526,49.99033442876474,50.00966557123526,-0.02780191138140753,,,0,20,-0.04682117028099385,0.25,-0.6301398838034491,20,0.01438227840517759,0.5,-0.2245184195450879,20,0.009258229889320855,0.5,-0.2385879682127967,20,0.026061046675611634,0.65,-0.10079860888978576,20,0.026061046675611634,0.65,-0.10079860888978576,0.5,attack_completed_history_drawdown_cap_70pct,0.5,14
2026-04-17,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,14,1.1488427457999435,index_neutral,0.039443,43.529866563527364,normal_liquidity,0.03206952124506176,2026-04-17,exit_date < signal_date,10,-0.0026240481847091533,0,1,15.002900792883388,50.0096693096113,50.0096693096113,49.9903306903887,50.0096693096113,-0.022745735174654835,,,0,20,-0.03839432251790573,0.3,-0.6005556968918555,20,0.02526090709774248,0.55,-0.22451841954508767,20,0.018244354917776796,0.55,-0.23858796821279693,20,0.03488885803425515,0.7,-0.10079860888978576,20,0.03488885803425515,0.7,-0.10079860888978576,0.5,attack_completed_history_drawdown_cap_70pct,0.5,15
2026-04-20,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,15,1.2121759978259166,index_strong,0.039288,44.74399341850562,high_liquidity,0.03152192386489191,2026-04-20,exit_date < signal_date,10,0.008272480035773829,0,1,15.002903600464576,50.00967866821525,50.00967866821525,49.99032133178475,50.00967866821525,-0.018689101267004904,,,0,20,-0.035238580121157576,0.3,-0.5571936824798462,20,0.021627223274377598,0.5,-0.21490309872320956,20,0.014533734377674166,0.5,-0.2325917441940868,20,0.046289605666859954,0.75,-0.10079860888978576,20,0.046289605666859954,0.75,-0.10079860888978576,0.5,attack_completed_history_drawdown_cap_70pct,0.5,16
2026-04-21,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,16,1.1290871316080386,index_strong,0.039265,45.68011607661056,normal_liquidity,0.02845034128725054,2026-04-21,exit_date < signal_date,10,0.016733088079992284,1,1,15.002901915264074,50.009673050880245,50.009673050880245,49.990326949119755,50.009673050880245,-0.025912215758857715,,,0,20,-0.025479019452277808,0.35,-0.5148979192165146,20,0.026091612106361784,0.55,-0.21490309872320945,20,0.01888063153381589,0.55,-0.2316197068931254,20,0.051086009314269674,0.75,-0.10079860888978576,20,0.051086009314269674,0.75,-0.10079860888978576,0.5,attack_completed_history_drawdown_cap_70pct,0.5,17
2026-04-22,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,17,1.1865769957331407,index_strong,0.036827,46.52302491755222,normal_liquidity,0.027506638936253446,2026-04-22,exit_date < signal_date,10,0.038300403925267845,0,1,15.002748259435691,50.009160864785635,50.009160864785635,49.990839135214365,50.009160864785635,-0.024030075187970013,,,0,20,-0.013175859905923834,0.4,-0.5146833470981713,20,0.03219742633286588,0.6,-0.21490309872320967,20,0.025143897060266457,0.6,-0.23161970689312517,20,0.05865852648199754,0.75,-0.10079860888978576,20,0.05865852648199754,0.75,-0.10079860888978576,0.5,attack_completed_history_drawdown_cap_70pct,0.5,18
2026-04-23,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,18,1.2804888651312119,index_strong,0.034097,46.2442309807516,high_liquidity,0.027778401371047007,2026-04-23,exit_date < signal_date,10,0.04813450395743206,0,1,15.002749770852429,50.00916590284143,50.00916590284143,49.99083409715857,50.00916590284143,-0.0403921105468289,,,0,20,-0.006281217270931552,0.45,-0.47042370050400883,20,0.039082042282150856,0.6,-0.19955225162663837,20,0.030043311640164782,0.6,-0.2137106165163699,20,0.0670441735287394,0.75,-0.10079860888978565,20,0.0670441735287394,0.75,-0.10079860888978565,0.5,attack_completed_history_drawdown_cap_70pct,0.5,19
2026-04-24,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,19,1.186488565114603,index_strong,0.030614,45.15751604032997,normal_liquidity,0.02777573632796191,2026-04-24,exit_date < signal_date,10,0.05591657356349559,0,1,15.002749770852429,50.00916590284143,50.00916590284143,49.99083409715857,50.00916590284143,-0.04848484848484835,,,0,20,-0.002151918149967382,0.45,-0.445641611169605,20,0.03982599246085039,0.6,-0.1943325357828658,20,0.030893338185547643,0.6,-0.19943270330303509,20,0.07215560275267037,0.75,-0.10079860888978553,20,0.07215560275267037,0.75,-0.10079860888978553,0.5,attack_completed_history_drawdown_cap_70pct,0.5,20
2026-04-27,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,20,1.1439864146061272,index_strong,0.030075,44.85461397395929,normal_liquidity,0.028043720468393773,2026-04-27,exit_date < signal_date,10,0.07127652487996788,0,1,15.002750779387494,50.00916926462498,50.00916926462498,49.99083073537502,50.00916926462498,-0.042653402588256006,,,0,20,0.008128812222532061,0.5,-0.3846379715199537,20,0.047264903137041805,0.65,-0.16884885804737682,20,0.03890120385607554,0.65,-0.1718140406507932,20,0.07147879026926562,0.75,-0.10079860888978576,20,0.07147879026926562,0.75,-0.10079860888978576,0.5,attack_completed_history_drawdown_cap_70pct,0.5,21
2026-04-28,defensive,defensive,baseline_full_liquidity,defensive_low_liquidity_weak_index_attack_failed_drawdown_or_industry_concentration,0,21,1.1050084589928288,index_strong,0.028278,43.17161035622475,normal_liquidity,0.028513439355863784,2026-04-28,exit_date < signal_date,10,0.07771887110624047,0,1,15.002754315093647,50.00918105031216,50.00918105031216,49.99081894968784,50.00918105031216,-0.05408475692464959,,,0,20,0.021858717739958056,0.55,-0.36166116559161143,20,0.05638367943600181,0.7,-0.12820803348877297,20,0.048381183257695096,0.7,-0.12621518771410145,20,0.07064654001423071,0.75,-0.10079860888978565,20,0.07064654001423071,0.75,-0.10079860888978565,0.5,attack_completed_history_drawdown_cap_70pct,0.5,22
