order_id,execution_date,execution_sequence,signal_date,symbol,side,order_reason,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,scenario
1,2023-11-30,1,2023-11-29,002142,BUY,TARGET_REBALANCE,23.08,24.7909,4000,99163.6,6843.6,148.7454,0.0,0.0,148.7454,-99312.35,500000.0,400687.65,0,4000,0.0,92320.0,500000.0,493007.65,False,0.6,c0.0015_s0.0
2,2023-11-30,2,2023-11-29,002594,BUY,TARGET_REBALANCE,201.6,619.5316,100,61953.16,41793.16,92.92974,0.0,0.0,92.92974,-62046.09,400687.65,338641.56,0,100,92320.0,112480.0,493007.65,451121.56,False,0.6,c0.0015_s0.0
3,2023-11-30,3,2023-11-29,300351,BUY,TARGET_REBALANCE,23.0,23.2694,800,18615.52,215.52,27.92328,0.0,0.0,27.92328,-18643.44,338641.56,319998.12,0,800,112480.0,130880.0,451121.56,450878.12,False,0.6,c0.0015_s0.0
4,2023-11-30,4,2023-11-29,688041,BUY,TARGET_REBALANCE,71.79,72.0413,400,28816.52,100.52,43.22478,0.0,0.0,43.22478,-28859.74,319998.12,291138.38,0,400,130880.0,159596.0,450878.12,450734.38,False,0.6,c0.0015_s0.0
5,2023-11-30,5,2023-11-29,688271,BUY,TARGET_REBALANCE,138.19,138.8526,500,69426.3,331.3,104.13945,0.0,0.0,104.13945,-69530.44,291138.38,221607.94,0,500,159596.0,228691.0,450734.38,450298.94,False,0.6,c0.0015_s0.0
6,2023-12-14,1,2023-12-13,002142,SELL,HOLD_EXPIRY,20.58,22.1056,4000,88422.4,6102.4,132.6336,0.0,0.0,132.6336,88289.77,221607.94,309897.7,4000,0,219731.0,137411.0,441338.94,447308.7,True,0.4,c0.0015_s0.0
7,2023-12-14,2,2023-12-13,002594,SELL,HOLD_EXPIRY,193.0,593.1031,100,59310.31,40010.31,88.965465,0.0,0.0,88.965465,59221.34,309897.7,369119.05,100,0,137411.0,118111.0,447308.7,487230.05,True,0.4,c0.0015_s0.0
8,2023-12-14,3,2023-12-13,300351,SELL,HOLD_EXPIRY,20.48,20.7199,800,16575.92,191.92,24.86388,0.0,0.0,24.86388,16551.06,369119.05,385670.1,800,0,118111.0,101727.0,487230.05,487397.1,True,0.4,c0.0015_s0.0
9,2023-12-14,4,2023-12-13,688041,SELL,HOLD_EXPIRY,78.13,78.4035,400,31361.4,109.4,47.0421,0.0,0.0,47.0421,31314.36,385670.1,416984.46,400,0,101727.0,70475.0,487397.1,487459.46,True,0.4,c0.0015_s0.0
10,2023-12-14,5,2023-12-13,688271,SELL,HOLD_EXPIRY,140.95,141.6259,500,70812.95,337.95,106.219425,0.0,0.0,106.219425,70706.73,416984.46,487691.19,500,0,70475.0,0.0,487459.46,487691.19,True,0.4,c0.0015_s0.0
11,2023-12-14,6,2023-12-13,000568,BUY,TARGET_REBALANCE,176.0,195.3347,100,19533.47,1933.47,29.300205,0.0,0.0,29.300205,-19562.77,487691.19,468128.42,0,100,0.0,17600.0,487691.19,485728.42,True,0.4,c0.0015_s0.0
12,2023-12-14,7,2023-12-13,002558,BUY,TARGET_REBALANCE,14.45,15.0621,1200,18074.52,734.52,27.11178,0.0,0.0,27.11178,-18101.63,468128.42,450026.79,0,1200,17600.0,34940.0,485728.42,484966.79,True,0.4,c0.0015_s0.0
13,2023-12-14,8,2023-12-13,600938,BUY,TARGET_REBALANCE,19.45,21.2841,1700,36182.97,3117.97,54.274455,0.0,0.0,54.274455,-36237.24,450026.79,413789.55,0,1700,34940.0,68005.0,484966.79,481794.55,True,0.4,c0.0015_s0.0
14,2023-12-14,9,2023-12-13,601398,BUY,TARGET_REBALANCE,4.79,5.4725,11700,64028.25,7985.25,96.042375,0.0,0.0,96.042375,-64124.29,413789.55,349665.25,0,11700,68005.0,124048.0,481794.55,473713.25,True,0.4,c0.0015_s0.0
15,2023-12-19,1,2023-12-18,300750,BUY,TARGET_REBALANCE,146.31,156.5485,300,46964.55,3071.55,70.446825,0.0,0.0,70.446825,-47035.0,349665.25,302630.26,0,300,122831.0,166724.0,472496.25,469354.26,True,0.4,c0.0015_s0.0
16,2023-12-28,1,2023-12-27,000568,SELL,HOLD_EXPIRY,171.0,189.7854,100,18978.54,1878.54,28.46781,0.0,0.0,28.46781,18950.07,302630.26,321580.33,100,0,167796.0,150696.0,470426.26,472276.33,True,0.4,c0.0015_s0.0
17,2023-12-28,2,2023-12-27,002558,SELL,HOLD_EXPIRY,10.82,11.2783,1200,13533.96,549.96,20.30094,0.0,0.0,20.30094,13513.66,321580.33,335093.99,1200,0,150696.0,137712.0,472276.33,472805.99,True,0.4,c0.0015_s0.0
18,2023-12-28,3,2023-12-27,601398,SELL,HOLD_EXPIRY,4.83,5.5182,11700,64562.94,8051.94,96.84441,0.0,0.0,96.84441,64466.1,335093.99,399560.08,11700,0,137712.0,81201.0,472805.99,480761.08,True,0.4,c0.0015_s0.0
19,2023-12-28,4,2023-12-27,002786,BUY,TARGET_REBALANCE,17.71,17.71,700,12397.0,0.0,18.5955,0.0,0.0,18.5955,-12415.6,399560.08,387144.49,0,700,81201.0,93598.0,480761.08,480742.49,True,0.4,c0.0015_s0.0
20,2023-12-28,5,2023-12-27,002855,BUY,TARGET_REBALANCE,38.6,38.6,400,15440.0,0.0,23.16,0.0,0.0,23.16,-15463.16,387144.49,371681.33,0,400,93598.0,109038.0,480742.49,480719.33,True,0.4,c0.0015_s0.0
21,2023-12-28,6,2023-12-27,300735,BUY,TARGET_REBALANCE,22.45,23.1901,2100,48699.21,1554.21,73.048815,0.0,0.0,73.048815,-48772.26,371681.33,322909.07,0,2100,109038.0,156183.0,480719.33,479092.07,True,0.4,c0.0015_s0.0
22,2023-12-28,7,2023-12-27,600938,BUY,TARGET_REBALANCE,20.55,22.4879,1200,26985.48,2325.48,40.47822,0.0,0.0,40.47822,-27025.96,322909.07,295883.11,1700,2900,156183.0,180843.0,479092.07,476726.11,True,0.4,c0.0015_s0.0
23,2023-12-29,1,2023-12-28,600938,SELL,HOLD_EXPIRY,20.5,22.4331,2900,65055.99,5605.99,97.583985,0.0,0.0,97.583985,64958.41,295883.11,360841.52,2900,0,182875.0,123425.0,478758.11,484266.52,True,0.4,c0.0015_s0.0
24,2023-12-29,2,2023-12-28,600941,BUY,TARGET_REBALANCE,97.26,108.4756,600,65085.36,6729.36,97.62804,0.0,0.0,97.62804,-65182.99,360841.52,295658.53,0,600,123425.0,181781.0,484266.52,477439.53,True,0.4,c0.0015_s0.0
25,2024-01-03,1,2024-01-02,300750,SELL,HOLD_EXPIRY,156.1,167.0236,300,50107.08,3277.08,75.16062,0.0,0.0,75.16062,50031.92,295658.53,345690.45,300,0,177502.0,130672.0,473160.53,476362.45,True,0.4,c0.0015_s0.0
